Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_1926	3219	3207	4095	4181	4165	4165	3569	2879	4025	2978	4581	3820	2363	2658	2055	1895	891	1848	1218	1947	960	1071	919	972	715	663	938	949	host	gene-NRS_1926
gene-NRS_1744	2128	2146	2557	2368	2164	2187	1851	1583	2085	1507	1832	1761	1204	1428	985	1016	350	737	359	968	329	416	205	486	363	299	308	432	host	gene-NRS_1744
gene-NRS_1116	7082	7827	8612	6361	6437	6970	5592	3812	7382	3900	5455	2317	2107	955	2536	311	255	195	319	220	189	138	225	113	88	70	80	78	host	gene-NRS_1116
gene-NRS_2343	31	38	45	45	44	58	51	25	35	33	14	29	31	27	19	12	9	10	13	12	3	7	7	15	0	8	4	6	host	gene-NRS_2343
gene-NRS_785	2096	2371	2056	1786	1891	2025	1301	980	1896	1476	2517	2349	954	1586	900	1081	379	515	363	870	528	542	626	445	412	355	338	386	host	gene-NRS_785
gene-NRS_2016	1808	1601	2046	2286	2813	1898	2257	1695	2092	1316	3648	1667	1573	1355	1245	1102	550	1801	1054	1728	787	841	697	833	505	518	510	619	host	gene-NRS_2016
gene-NRS_869	9594	9508	10872	9191	7712	9610	7521	5983	10195	7189	5123	9090	5054	6768	4614	4254	1266	1630	1234	2187	894	1044	571	1000	821	684	789	923	host	gene-NRS_869
gene-NRS_2431	897	1301	1019	881	583	827	527	570	723	656	662	1017	401	640	346	402	140	144	135	285	153	116	106	140	96	93	101	107	host	gene-NRS_2431
gene-NRS_352	125	112	136	135	150	170	131	118	174	149	85	171	88	151	99	88	36	45	34	62	48	34	30	21	34	26	27	14	host	gene-NRS_352
gene-NRS_692	3706	4293	3978	3319	2697	3274	2425	2178	3738	2627	2525	3508	1662	2381	1729	1491	541	737	580	970	560	514	533	456	344	429	394	420	host	gene-NRS_692
gene-NRS_414	50	48	47	36	50	59	60	38	53	29	38	31	34	43	42	23	16	18	10	16	10	9	0	14	9	14	14	14	host	gene-NRS_414
gene-NRS_479	3337	3654	4124	3595	3387	3610	2840	2439	3432	2341	2277	2785	1559	1760	1630	931	443	471	466	558	363	331	277	289	251	254	237	312	host	gene-NRS_479
gene-NRS_54	22	32	32	31	34	43	45	27	25	26	16	30	17	13	15	4	9	14	10	5	2	5	1	5	2	1	1	9	host	gene-NRS_54
gene-NRS_590	3806	3650	4390	4016	3392	3995	2971	3001	3997	2963	2072	4270	2101	3211	1994	1997	531	891	682	1163	594	758	368	711	518	548	528	570	host	gene-NRS_590
gene-NRS_1478	654	898	846	689	706	877	566	402	812	548	673	799	460	527	398	317	201	180	181	270	141	138	145	160	126	117	126	106	host	gene-NRS_1478
gene-NRS_485	2564	2987	3592	3081	3329	2744	2747	2095	2626	1808	2910	2328	1751	1527	1378	962	284	630	459	612	308	335	291	364	271	244	313	442	host	gene-NRS_485
gene-NRS_226	419	778	870	653	566	634	652	604	636	363	352	754	295	330	240	185	127	126	144	220	114	118	88	147	78	95	72	77	host	gene-NRS_226
gene-NRS_1894	4507	3972	5450	5655	6340	5253	5311	3896	6004	3721	3752	3950	3428	3581	3063	2819	1156	2370	1503	2985	1269	1536	651	1380	1182	1206	1155	1285	host	gene-NRS_1894
gene-NRS_675	8527	9280	9810	8026	7114	8365	6108	5226	9147	6346	7615	8476	4460	5600	4102	2949	1338	1389	1332	1763	1351	1066	1390	1033	942	956	978	999	host	gene-NRS_675
gene-NRS_1428	150	200	141	173	135	132	128	137	136	121	84	162	70	68	78	35	24	27	18	38	16	24	15	16	17	10	17	18	host	gene-NRS_1428
gene-NRS_1092	1017	1035	1274	1015	1143	1188	1198	755	1054	706	794	899	587	644	552	439	175	295	203	386	116	170	91	160	110	161	104	128	host	gene-NRS_1092
gene-CPT_phageK_gp042	2731	3641	3639	3154	10596	10261	8101	6126	13826	10350	20064	12862	5904	7446	5887	4308	1666	1603	1695	2372	1137	1021	1318	977	744	594	785	728	phage	gene-CPT_phageK_gp042
gene-NRS_84	2859	3007	3392	2657	2423	2843	2224	2090	3230	2142	1612	2635	1378	1674	1412	853	373	350	423	566	273	276	183	271	206	175	210	242	host	gene-NRS_84
gene-NRS_1943	4594	4278	5188	4772	4045	4879	4675	3208	4634	3130	2340	3422	2358	2838	2382	1729	560	830	538	863	283	457	267	412	344	347	341	440	host	gene-NRS_1943
gene-NRS_2348	559	425	611	642	555	654	606	458	726	444	333	393	456	400	435	291	166	204	146	211	108	147	59	132	110	116	127	153	host	gene-NRS_2348
gene-NRS_174	199	177	205	178	186	193	177	148	193	118	104	123	81	81	116	52	20	36	16	48	21	22	6	28	18	22	14	36	host	gene-NRS_174
gene-NRS_584	19514	18605	25604	20591	17796	20818	15206	16118	21687	15332	11066	19539	11308	14257	10659	9393	3484	4287	3561	5960	3009	3209	2134	3190	2521	2510	2500	3060	host	gene-NRS_584
gene-NRS_2665	734	782	895	712	705	786	774	566	1042	662	746	757	593	655	558	491	292	412	311	630	272	344	204	299	266	223	237	255	host	gene-NRS_2665
gene-NRS_1569	11561	9969	14451	15221	15676	14486	16269	12178	14076	9176	9344	9410	8147	7713	7570	5452	2209	4120	2808	4302	1177	2069	877	1687	1188	1049	1024	1268	host	gene-NRS_1569
gene-NRS_1529	31	14	13	23	30	23	36	15	34	14	16	22	10	8	9	8	4	5	1	15	1	6	4	2	1	2	4	7	host	gene-NRS_1529
gene-NRS_1568	83508	77647	96251	87342	77515	87080	67839	68614	91656	64997	54639	81191	50521	59427	48411	39030	20232	25594	21939	34024	20223	19984	14886	19014	12282	12395	13153	17193	host	gene-NRS_1568
gene-NRS_2621	4454	4267	5069	4386	3773	4376	3542	3010	4159	3095	2527	3737	2176	2650	2007	1802	665	867	597	1052	491	603	368	586	437	439	445	567	host	gene-NRS_2621
gene-NRS_2285	38148	32305	47570	40281	39225	49251	37414	33870	49353	32468	24569	37057	23081	23729	24368	9438	5867	5113	9057	6561	5248	4208	3623	4892	3063	3994	3042	4435	host	gene-NRS_2285
gene-NRS_671	10817	13169	13322	11329	10957	10818	8523	7998	11535	7709	12244	10408	6170	7001	5446	4170	1245	1930	1645	2320	1168	1224	1287	1202	960	1002	1111	1151	host	gene-NRS_671
gene-NRS_1058	72	141	138	95	144	118	165	97	104	98	118	110	39	65	50	44	22	35	27	48	25	33	10	13	9	21	15	9	host	gene-NRS_1058
gene-NRS_1715	8381	7235	8972	9173	9831	8130	6971	6275	10367	6898	9977	8372	6525	6399	5159	5125	2166	5246	3173	6405	3117	3423	2484	3381	2734	2760	3088	3634	host	gene-NRS_1715
gene-CPT_phageK_gp175	1843	1204	2359	2135	6894	6272	7827	6038	18109	12842	16204	12356	74295	69423	70566	60235	246736	370480	389970	432513	454281	412027	318288	373520	388125	340911	404092	336018	phage	gene-CPT_phageK_gp175
gene-NRS_651	4999	5175	5698	5070	4501	5236	3973	3498	5857	4067	4126	5377	3287	4238	3007	2673	1203	1635	1411	2075	1127	1049	1030	1063	842	912	864	1018	host	gene-NRS_651
gene-NRS_2120	2444	2935	4391	3114	3626	3211	3432	2350	2947	1988	3634	2554	1704	1767	1573	1305	509	1111	772	1102	529	475	383	417	348	448	348	411	host	gene-NRS_2120
gene-NRS_2607	684	672	764	599	557	582	476	360	663	519	561	710	318	457	359	233	87	86	112	130	116	85	96	84	57	56	55	63	host	gene-NRS_2607
gene-NRS_1837	679	649	809	865	917	783	749	519	812	489	884	473	500	355	388	245	110	298	225	256	76	110	68	150	107	112	143	228	host	gene-NRS_1837
gene-NRS_1047	2646	2894	3446	3070	3012	3122	2641	2048	3377	2205	2521	2685	1641	1937	1577	1044	499	644	613	717	377	424	241	404	269	231	332	348	host	gene-NRS_1047
gene-NRS_144	773	740	1080	856	712	898	856	657	969	551	522	627	500	483	410	293	153	164	192	210	94	128	66	125	95	118	102	116	host	gene-NRS_144
gene-NRS_2304	1348	1335	1656	1428	1347	1630	1275	1092	1598	1100	909	1499	797	1120	730	736	324	412	346	537	222	272	153	263	165	178	178	208	host	gene-NRS_2304
gene-NRS_1321	307	337	377	457	529	317	368	239	361	266	513	279	221	207	160	147	24	115	36	77	30	34	17	43	32	25	36	49	host	gene-NRS_1321
gene-NRS_1776	408	411	625	520	430	559	471	322	459	310	168	328	213	185	261	114	34	44	24	34	7	12	7	12	8	18	10	9	host	gene-NRS_1776
gene-NRS_1117	9211	8950	10726	8301	8446	8841	7086	5138	8794	4920	6752	3306	2875	1413	3382	478	342	308	534	360	346	258	293	184	120	122	107	170	host	gene-NRS_1117
gene-NRS_1227	26	47	56	55	102	76	106	43	52	63	126	46	40	19	34	22	8	25	14	20	15	16	4	7	12	8	8	9	host	gene-NRS_1227
gene-NRS_2684	14557	14481	16961	15089	14397	15541	12211	10006	15339	10287	11012	10853	7333	6565	6900	3145	1565	1907	2160	2388	1257	1266	1011	1431	1082	1167	1059	1634	host	gene-NRS_2684
gene-NRS_503	5750	6584	6515	6474	6743	5786	4822	3968	5837	3863	8670	5338	3424	3620	2858	2350	909	1845	1148	1911	841	980	782	1026	731	768	828	1033	host	gene-NRS_503
gene-NRS_264	2717	3168	3491	2780	2890	3427	2306	2322	3242	2153	2037	3749	1548	2223	1479	1129	384	612	460	678	439	381	461	336	296	269	292	312	host	gene-NRS_264
gene-NRS_710	2230	1922	2669	2739	2465	3047	3422	1984	3268	1913	1410	1693	1690	1624	1866	911	610	600	660	719	373	549	194	476	375	456	361	517	host	gene-NRS_710
gene-NRS_932	10755	10733	11694	10621	9022	11169	8806	7177	11512	8222	7099	9796	5762	7360	5668	4640	2265	2523	1887	3412	1595	1801	1343	1719	1449	1427	1481	1617	host	gene-NRS_932
gene-NRS_1464	3564	3342	4083	3815	3369	3806	3526	2386	4592	3251	2590	3418	2624	3046	2272	2039	1017	1176	866	1360	594	816	454	675	575	554	639	633	host	gene-NRS_1464
gene-CPT_phageK_gp011	4178	5292	5907	5174	17412	18083	16027	11910	22563	16765	24685	20726	10781	13114	10649	7465	3374	4051	4113	5131	2440	2308	2228	2184	1646	1742	1621	1624	phage	gene-CPT_phageK_gp011
gene-NRS_1003	14786	11928	17563	16534	15835	18864	19421	13347	21019	12913	11753	14115	12341	14048	11962	8760	5114	5427	4663	5943	2718	3901	1985	3192	2699	2583	2639	3196	host	gene-NRS_1003
gene-NRS_653	234	253	355	317	308	295	268	208	295	217	248	208	166	126	122	109	30	76	44	60	30	40	22	44	27	19	26	38	host	gene-NRS_653
gene-NRS_660	882	861	1025	938	930	954	816	604	939	603	763	907	479	621	418	342	130	210	169	248	97	121	80	104	81	66	84	91	host	gene-NRS_660
gene-NRS_1296	782	853	871	756	656	796	626	449	785	539	418	693	368	487	399	262	82	111	93	140	69	95	36	72	51	70	47	70	host	gene-NRS_1296
gene-NRS_1366	26825	27367	27541	22888	19797	25712	18290	16171	27568	20074	13984	26665	12169	16113	12996	7436	3670	2918	3560	3816	2773	2450	2530	2526	2006	2165	1802	2274	host	gene-NRS_1366
gene-NRS_483	2886	3194	3633	3188	3379	3208	2795	2284	3186	2115	2780	2707	1545	1909	1618	1192	366	873	538	767	351	385	275	429	356	357	417	548	host	gene-NRS_483
gene-NRS_74	998	1196	1003	900	782	982	713	663	961	594	613	962	480	598	459	350	144	192	160	238	153	129	119	119	100	86	109	98	host	gene-NRS_74
gene-NRS_667	15208	12983	18732	16463	14158	19012	13220	13963	17900	13160	7166	18298	9401	13700	8870	8584	3780	5030	4181	7034	4007	4503	2255	4732	3673	4692	3732	4415	host	gene-NRS_667
gene-NRS_2320	7621	6384	10188	8961	8617	10607	8754	7851	10199	7218	4534	8085	5424	6386	5079	4177	2056	2735	2412	3053	1468	1881	880	1868	1523	1671	1680	1951	host	gene-NRS_2320
gene-NRS_98	614	371	712	578	496	717	640	454	507	364	255	371	265	206	285	106	90	46	82	52	22	43	20	31	40	44	34	25	host	gene-NRS_98
gene-NRS_1590	777	815	761	812	704	841	606	583	958	742	751	933	650	931	609	702	230	345	243	411	153	170	106	173	117	114	121	107	host	gene-NRS_1590
gene-NRS_1596	21600	20556	25176	22638	20473	21708	16413	14665	21897	15126	13330	16504	10545	11247	10075	5695	2337	3228	2753	3712	1627	1987	1333	2032	1397	1492	1515	2076	host	gene-NRS_1596
gene-NRS_663	1903	1999	2456	2188	1918	2195	1881	1371	2077	1434	1542	1949	1051	1365	1007	845	298	448	300	550	220	287	195	280	223	179	221	248	host	gene-NRS_663
gene-NRS_1364	4848	4154	6048	5799	5467	5247	5396	3811	5094	3155	2834	3569	2785	2771	2464	1934	521	1088	535	1164	266	461	172	528	352	320	341	568	host	gene-NRS_1364
gene-NRS_2620	3497	2595	3425	3393	2497	2648	2310	1937	2336	2021	1644	2121	1622	1913	1464	1532	462	1046	563	1454	499	699	328	802	579	617	446	728	host	gene-NRS_2620
gene-NRS_1835	5038	4886	5800	5442	5069	5424	5012	3466	5538	3817	3254	3976	2749	3136	2689	2454	484	800	470	1234	324	521	200	518	380	403	371	417	host	gene-NRS_1835
gene-NRS_2072	17965	18677	19879	18198	15835	18576	14327	12338	18613	13494	12917	18073	9405	12307	9138	8283	2705	3660	2962	5077	2283	2382	1958	2281	1802	1774	1839	1921	host	gene-NRS_2072
gene-NRS_2345	737	824	876	959	739	888	786	701	811	678	673	745	591	670	581	553	261	394	255	522	206	370	177	395	269	274	294	335	host	gene-NRS_2345
gene-NRS_1738	3699	3070	4599	3965	3746	4341	3473	3099	4372	2941	1938	3414	2205	2635	2025	1595	767	927	866	1102	640	725	349	658	548	499	565	647	host	gene-NRS_1738
gene-NRS_2374	181	154	245	229	192	224	259	165	259	138	129	131	139	125	107	77	54	48	49	55	32	46	11	42	29	27	25	27	host	gene-NRS_2374
gene-NRS_1312	518	567	539	554	497	537	374	471	619	548	445	843	483	691	361	718	191	345	180	443	202	157	161	183	97	103	143	100	host	gene-NRS_1312
gene-NRS_1714	3988	3313	4952	4520	4297	4562	3901	3418	4668	3364	2453	4403	2569	3790	2427	3223	1393	2533	1449	3238	1476	1755	807	1617	1281	1306	1433	1502	host	gene-NRS_1714
gene-NRS_2486	583	516	608	659	763	570	626	437	721	461	746	349	489	363	369	287	130	372	239	442	253	368	155	336	311	315	283	373	host	gene-NRS_2486
gene-NRS_2214	393807	424023	467573	393919	341877	412651	297196	290154	421513	291257	200785	336981	193773	221042	194509	100548	42629	34363	44370	42598	24773	25937	18655	29854	19744	23329	20301	29461	host	gene-NRS_2214
gene-NRS_262	31058	31135	36036	33162	29377	32522	27751	22547	30216	21742	20584	25806	16684	18826	15266	12632	3974	6405	4176	7473	2700	3482	2020	3685	2532	2570	2602	3262	host	gene-NRS_262
gene-NRS_2025	13465	11596	11252	12759	12144	13318	10073	9775	16126	10574	6078	12523	9251	10475	6740	6313	3716	3841	2533	4534	2288	2855	1313	2684	2229	2291	1783	2873	host	gene-NRS_2025
gene-NRS_2040	410	510	430	361	342	427	259	359	647	506	426	771	575	759	449	656	265	324	218	477	242	184	209	180	124	100	130	116	host	gene-NRS_2040
gene-NRS_246	1675	1448	1721	1394	1145	1341	932	955	1466	948	873	1227	633	841	680	494	203	192	198	358	185	156	140	177	139	125	130	134	host	gene-NRS_246
gene-NRS_2209	6433	6184	7835	7102	5986	6918	5145	4992	6492	4613	3509	5423	3225	3949	2913	2663	865	1152	819	1360	617	652	391	685	472	498	512	610	host	gene-NRS_2209
gene-CPT_phageK_gp177	144	122	171	174	842	634	878	591	2272	1496	2985	1713	8649	8248	7588	6099	15419	20746	16099	19077	10131	11770	13000	10182	10467	9091	11546	11413	phage	gene-CPT_phageK_gp177
gene-NRS_255	1697	1707	1975	1797	1547	1818	1566	1371	1833	1336	956	1747	1051	1433	901	1069	406	517	361	650	255	247	195	252	213	163	189	172	host	gene-NRS_255
gene-NRS_2629	480	536	604	522	455	550	390	356	556	340	365	491	278	338	243	242	65	156	94	187	68	98	64	87	65	49	88	71	host	gene-NRS_2629
gene-NRS_417	2481	2737	3268	2861	3159	2978	2771	1881	2862	1867	2324	2668	1540	1846	1320	1122	337	623	441	587	265	310	193	256	221	249	255	262	host	gene-NRS_417
gene-NRS_1565	5895	6803	7033	6265	6119	6565	5663	4550	6499	4258	5500	5321	3105	3674	3106	2268	1071	1110	1116	1466	771	774	591	775	486	551	552	483	host	gene-NRS_1565
gene-NRS_1307	7771	8672	10127	8647	8734	8300	7570	7211	9405	6704	7280	8897	4905	5882	4685	3772	1527	1896	1852	2342	1586	1348	1230	1314	1039	1195	1134	1126	host	gene-NRS_1307
gene-NRS_190	537	490	681	571	579	599	586	509	603	342	408	490	365	380	287	237	96	174	138	234	75	121	65	120	71	96	65	116	host	gene-NRS_190
gene-NRS_976	148	113	177	130	182	176	164	154	147	98	130	113	104	116	95	76	51	76	68	55	20	40	41	44	41	45	25	32	host	gene-NRS_976
gene-NRS_2391	1121	864	1330	1438	1481	1146	1495	848	1082	748	947	658	666	522	587	407	121	277	160	249	95	161	34	142	121	111	131	206	host	gene-NRS_2391
gene-NRS_1636	1068	759	1252	1070	1088	1308	1306	856	1158	773	803	836	748	750	865	475	317	440	527	499	236	301	166	307	224	285	141	214	host	gene-NRS_1636
gene-CPT_phageK_gp101	859	833	1347	1459	19237	14849	19705	13905	126185	76837	82734	71034	178043	160320	160218	109810	55902	81494	67531	91066	33527	42535	24358	38179	31708	26126	35360	32571	phage	gene-CPT_phageK_gp101
gene-CPT_phageK_gp056	7	20	16	36	865	357	607	348	1961	1016	3855	1220	2561	1241	1618	780	315	1544	532	685	196	344	239	327	211	184	286	563	phage	gene-CPT_phageK_gp056
gene-NRS_1711	123	148	116	127	128	124	94	85	126	91	112	149	57	125	49	48	15	29	14	24	15	14	16	13	12	10	16	12	host	gene-NRS_1711
gene-NRS_208	1813	1606	1867	2026	1529	1756	1652	1119	1641	1161	970	1400	870	1079	853	745	206	380	242	364	141	183	95	202	140	137	145	197	host	gene-NRS_208
gene-NRS_975	2233	1893	2458	2443	2194	2761	2689	1499	2763	1708	1884	1790	1401	1278	1460	844	426	522	420	569	238	350	147	338	247	228	219	263	host	gene-NRS_975
gene-NRS_1685	4457	4897	4786	4309	3693	3841	3044	2804	4123	2796	3715	3177	1928	2015	1933	1259	496	551	554	668	413	365	343	353	268	263	258	271	host	gene-NRS_1685
gene-NRS_410	23	39	24	29	25	30	33	34	12	21	27	29	17	15	10	12	6	7	8	7	3	6	6	6	6	10	5	2	host	gene-NRS_410
gene-NRS_731	2761	2482	3514	2849	2615	3112	2294	1774	2800	1744	1463	1922	1308	1328	1332	762	351	388	375	457	261	241	223	270	214	213	218	244	host	gene-NRS_731
gene-NRS_1905	7248	6743	9267	8226	7883	8424	7261	5628	8105	5592	5987	6399	4147	4509	4043	2768	1216	1715	1518	2059	1030	1186	739	1065	801	859	972	1011	host	gene-NRS_1905
gene-NRS_375	468	394	581	451	453	495	383	258	532	346	399	382	297	208	246	142	78	81	100	90	44	52	56	54	36	36	54	58	host	gene-NRS_375
gene-NRS_114	4079	4077	4568	3878	3664	4263	3084	2790	4045	2973	2492	4125	2101	2684	1963	1796	679	887	669	1140	526	534	445	592	404	385	469	499	host	gene-NRS_114
gene-NRS_250	30	27	37	44	26	46	26	15	41	31	33	33	26	34	16	22	14	4	8	14	9	14	4	11	14	11	11	5	host	gene-NRS_250
gene-NRS_863	82020	93207	100051	83381	75143	91246	66144	65309	92749	66666	68712	89917	45329	58785	43612	33656	15802	16507	17092	22301	13095	12945	11137	13104	9989	11205	10540	12140	host	gene-NRS_863
gene-NRS_280	5645	4434	6631	6574	6586	6269	5047	5382	7308	4912	4665	6477	4304	4874	3902	3477	1607	2229	1998	3194	2048	2186	1489	2280	1690	1808	1680	1787	host	gene-NRS_280
gene-NRS_1820	7536	7503	8559	7155	6143	7550	5165	5210	7825	6076	4861	8549	4495	6171	4195	4291	1375	2125	1691	2977	1431	1352	855	1295	998	1082	942	1017	host	gene-NRS_1820
gene-NRS_2034	2455	2217	3158	2815	2752	3115	2593	2161	2876	2093	1751	2472	1589	1906	1568	1121	408	796	570	821	303	359	188	354	246	276	251	376	host	gene-NRS_2034
gene-NRS_2334	3201	3106	4006	3546	3125	4140	2982	2638	3545	2719	1868	4411	2029	3230	1993	2258	741	1162	795	1519	570	623	433	677	392	430	468	572	host	gene-NRS_2334
gene-NRS_1957	105	45	130	142	138	107	114	90	165	84	110	130	125	61	106	76	60	44	90	108	58	55	54	82	68	49	124	123	host	gene-NRS_1957
gene-NRS_1110	37829	38337	45313	39659	36360	42943	31185	29390	41125	29281	23026	37875	20148	26685	19526	16143	7189	8666	7497	10697	6271	5926	4813	5806	4204	4474	4402	5103	host	gene-NRS_1110
gene-NRS_304	68	55	99	128	115	98	110	65	97	50	82	80	73	45	92	33	7	31	18	20	6	8	5	11	10	9	8	16	host	gene-NRS_304
gene-NRS_832	617	542	733	654	734	552	634	417	739	440	525	601	491	370	428	321	135	145	145	170	75	71	70	92	75	50	98	135	host	gene-NRS_832
gene-NRS_2504	99	82	114	95	98	136	144	107	130	61	56	64	73	62	73	38	24	27	18	28	14	23	8	16	12	4	14	12	host	gene-NRS_2504
gene-NRS_1298	545	621	641	529	443	484	369	304	504	399	456	580	258	385	225	181	71	89	67	106	77	76	81	61	46	27	49	52	host	gene-NRS_1298
gene-NRS_2166	9529	10567	11469	9678	9140	10334	8870	6946	9323	6606	7340	7797	4977	5601	4663	3717	1302	1890	1365	2152	983	1039	686	1108	809	858	907	1184	host	gene-NRS_2166
gene-NRS_251	128	86	178	137	104	122	87	85	125	82	143	122	65	84	54	76	19	31	34	49	23	21	29	23	24	17	18	23	host	gene-NRS_251
gene-NRS_1653	2196	2462	2824	2536	2554	2669	2460	1795	2676	1719	1930	2187	1220	1381	1224	841	441	575	463	674	289	292	281	376	277	243	299	393	host	gene-NRS_1653
gene-NRS_2282	363	333	398	504	651	357	602	292	396	271	566	175	263	205	203	145	80	334	142	217	90	146	58	134	126	151	103	138	host	gene-NRS_2282
gene-NRS_350	319	297	385	373	417	305	283	282	370	242	269	294	218	242	223	151	59	124	70	135	66	83	47	75	80	57	45	79	host	gene-NRS_350
gene-NRS_333	10	24	24	8	8	9	9	5	10	5	9	14	6	2	8	5	3	1	0	5	0	1	0	5	0	3	1	0	host	gene-NRS_333
gene-NRS_1667	214	177	258	212	230	245	268	151	241	178	174	174	130	144	120	66	37	39	37	39	26	30	22	34	16	25	25	32	host	gene-NRS_1667
gene-CPT_phageK_gt004	155	95	146	113	405	395	613	496	1371	950	684	1140	4867	6363	5455	3830	2525	4022	3110	3693	1063	1236	548	1166	929	1185	660	595	phage	tRNA-Asp
gene-NRS_314	3499	2903	4109	3596	3157	3824	3336	2438	3755	2725	1549	2746	1923	2256	1736	1714	741	934	668	1204	531	761	337	607	482	550	525	618	host	gene-NRS_314
gene-NRS_1530	21	19	19	23	28	23	28	15	34	13	13	16	9	9	12	7	4	4	6	10	2	7	3	4	2	2	1	8	host	gene-NRS_1530
gene-NRS_288	11165	11236	12942	11040	11492	12982	10515	8647	14673	11763	9988	15765	13899	14773	11888	9088	5639	11992	8674	11656	9024	7571	5145	7523	5787	7033	5359	7899	host	gene-NRS_288
gene-NRS_297	944	888	926	910	1045	1038	768	761	1042	653	833	784	563	591	419	440	167	243	179	324	136	154	139	137	119	96	131	177	host	gene-NRS_297
gene-NRS_2419	300	339	411	309	320	374	365	195	375	201	257	251	144	132	150	70	43	48	40	62	36	34	30	21	23	31	30	25	host	gene-NRS_2419
gene-NRS_175	437	369	547	458	378	526	365	363	477	330	191	369	227	254	217	215	61	79	56	112	52	37	21	61	39	52	46	56	host	gene-NRS_175
gene-NRS_2366	1229	1122	1515	1600	1695	1660	2250	1175	1710	1128	1335	1029	883	847	774	585	368	634	500	583	203	481	213	372	313	279	291	428	host	gene-NRS_2366
gene-NRS_1097	5154	5164	6590	5884	6191	5541	5112	4646	5734	3529	3394	4470	2778	3207	2405	1901	585	972	729	1138	457	545	313	539	388	370	459	588	host	gene-NRS_1097
gene-NRS_2087	256	297	261	214	234	235	174	138	245	182	310	237	105	165	94	81	29	35	20	41	17	28	26	20	12	15	19	27	host	gene-NRS_2087
gene-NRS_238	85	55	110	77	81	87	63	61	91	50	43	60	38	51	47	45	6	14	21	29	7	13	12	15	21	11	9	14	host	gene-NRS_238
gene-CPT_phageK_gp229	303	663	536	494	8584	6789	6298	5465	32131	21453	33492	38596	20536	26870	18032	13625	4416	4731	4329	5564	2579	1867	3198	1734	1416	1276	1591	1559	phage	gene-CPT_phageK_gp229
gene-NRS_2429	1026	1100	1217	999	748	1011	693	642	981	753	570	951	465	645	436	419	163	181	145	298	133	137	95	144	106	99	106	112	host	gene-NRS_2429
