# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR21013141_sorted.bam" "SRR21013146_sorted.bam" "SRR21013150_sorted.bam" "SRR21013144_sorted.bam" "SRR21013140_sorted.bam" "SRR21013139_sorted.bam" "SRR21013138_sorted.bam" "SRR21013145_sorted.bam" "SRR21013142_sorted.bam" "SRR21013136_sorted.bam" "SRR21013149_sorted.bam" "SRR21013137_sorted.bam" "SRR21013143_sorted.bam" "SRR21013147_sorted.bam" "SRR21013148_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR21013141_sorted.bam	SRR21013146_sorted.bam	SRR21013150_sorted.bam	SRR21013144_sorted.bam	SRR21013140_sorted.bam	SRR21013139_sorted.bam	SRR21013138_sorted.bam	SRR21013145_sorted.bam	SRR21013142_sorted.bam	SRR21013136_sorted.bam	SRR21013149_sorted.bam	SRR21013137_sorted.bam	SRR21013143_sorted.bam	SRR21013147_sorted.bam	SRR21013148_sorted.bam
gene-b0893	U00096.3	939428	940720	+	1293	3435	49105	52905	8388	8564	5246	2748	36188	14742	1171	68684	3949	13444	64131	25904
gene-b0894	U00096.3	940959	943403	+	2445	2308	31134	19150	7445	6596	3277	1606	18638	7239	662	36426	2774	10228	43122	10322
gene-b0895	U00096.3	943414	944031	+	618	738	12901	5264	2314	2165	908	519	6469	2454	258	11578	1032	3216	14061	2983
gene-b0896	U00096.3	944033	944896	+	864	1080	21276	6558	3525	3303	1511	869	9016	4022	343	16341	1680	5408	20961	4020
gene-b0897	U00096.3	944931	945557	-	627	41	1946	513	498	156	48	29	822	139	12	611	86	199	2356	361
gene-b0898	U00096.3	945871	947019	+	1149	98	1457	800	1163	335	101	92	901	401	22	2480	135	581	1838	553
gene-b0899	U00096.3	947229	948659	+	1431	15	189	141	652	52	25	9	168	77	4	202	16	72	285	58
gene-b0900	U00096.3	948660	949568	-	909	18	294	201	398	68	38	16	220	67	7	332	23	64	379	101
gene-b0901	U00096.3	949668	950258	+	591	14	195	55	243	32	11	9	110	35	1	72	12	38	237	41
gene-b0902	U00096.3	950340	951080	-	741	999	15304	9911	2803	3117	1581	878	9720	4198	353	17641	1510	4586	16472	5719
gene-b0903	U00096.3	951272	953554	-	2283	158436	1694733	517823	285309	456078	319760	67854	937316	616900	30794	1251195	126832	590521	1641235	437095
gene-b0904	U00096.3	953609	954466	-	858	2392	36836	27926	5113	6883	4082	1426	30424	8809	646	45435	2144	7776	55290	18231
gene-b0905	U00096.3	954872	956632	-	1761	1330	5574	8048	3560	2679	1841	510	5979	5673	264	7892	685	4449	7443	4336
gene-b0906	U00096.3	956762	957454	+	693	11	187	153	379	33	15	9	128	33	8	188	15	38	305	72
gene-b0907	U00096.3	957653	958741	+	1089	1868	26568	29293	4348	5767	4020	1673	21263	9197	833	39070	2485	7716	32593	16647
gene-b0908	U00096.3	958812	960095	+	1284	808	9791	10094	2795	2212	1544	640	8924	4379	363	11897	919	3315	11525	5953
gene-b0909	U00096.3	960264	961028	+	765	24	307	282	415	49	33	18	246	71	4	322	27	87	466	144
gene-b0910	U00096.3	961201	961884	+	684	745	7300	5948	2792	2030	882	484	5877	3783	216	8096	691	4150	9129	3127
gene-b0911	U00096.3	961995	963668	+	1674	56772	161743	298803	75736	120873	73425	29591	161635	173510	12760	281631	34789	138364	236773	138193
gene-b0912	U00096.3	963828	964112	+	285	577	8927	7682	1573	1655	796	417	6252	1975	191	10489	626	2703	11264	3658
gene-b0913	U00096.3	964320	966584	+	2265	57	868	689	1667	169	92	44	578	193	16	839	62	224	1353	350
gene-b0914	U00096.3	966621	968369	+	1749	900	10791	9339	3274	2363	1245	714	9733	4373	308	12667	994	3876	13242	5368
gene-b0915	U00096.3	968366	969352	+	987	525	3996	3644	2033	1123	665	317	4046	2429	136	3883	451	2164	4433	1903
gene-b0916	U00096.3	969389	970621	+	1233	78	1158	746	949	207	86	40	859	343	25	852	86	304	1335	427
gene-b0917	U00096.3	970673	970855	+	183	113	1280	1169	356	334	206	89	1109	447	39	1763	116	453	1937	760
gene-b0918	U00096.3	970852	971598	+	747	702	7535	7762	2027	1767	948	509	5676	2836	209	9279	660	2800	9609	3770
gene-b0919	U00096.3	971752	972645	+	894	169	7213	5431	826	665	306	226	3188	359	75	6322	393	623	11437	2890
gene-b0920	U00096.3	972622	973401	-	780	96	3451	1803	540	300	112	90	1323	181	29	2032	197	287	4862	942
gene-b0921	U00096.3	973537	974322	+	786	175	3426	3457	789	479	252	150	2447	607	96	3967	226	685	4778	1502
gene-b0922	U00096.3	974319	975641	+	1323	214	3117	3290	1105	446	253	190	2287	662	86	3833	257	713	4228	1419
gene-b0923	U00096.3	975622	976326	+	705	210	2614	3009	975	488	269	147	1922	903	86	3460	204	857	3384	1407
gene-b0924	U00096.3	976326	980786	+	4461	1800	23208	21563	6740	4211	2502	1381	15647	7713	611	26916	1797	6784	30219	11817
gene-b0925	U00096.3	981047	982894	+	1848	400	8253	7708	1702	1043	548	360	5099	1097	153	8759	561	1178	11747	3789
gene-b0926	U00096.3	983075	983623	+	549	277	5183	4870	767	742	363	226	3925	897	95	5670	335	847	7545	2240
gene-b0927	U00096.3	983650	984297	+	648	555	7443	6571	1501	1377	817	417	5200	1833	189	8540	575	1973	9072	3488
gene-b0928	U00096.3	984519	985709	-	1191	1936	10987	12277	4543	5083	3010	1090	9238	7242	564	16446	1410	8155	13960	6245
gene-b0929	U00096.3	985894	986982	-	1089	411864	1404005	1632773	459843	884710	764408	312547	1114174	1038429	140123	1693369	313987	839617	2439275	843077
gene-b0930	U00096.3	987585	988985	-	1401	2464	28778	25965	7073	6251	4206	1739	25198	13301	888	34419	2361	9974	31233	14899
gene-b0931	U00096.3	989154	990356	-	1203	372	7670	6517	1358	1086	492	357	5719	1411	146	8040	511	1492	8991	3274
gene-b0932	U00096.3	990622	993234	+	2613	1460	14746	13735	4690	3264	2270	873	9407	5976	516	18264	1474	5442	19019	6938
gene-b0933	U00096.3	993277	994044	-	768	12	238	214	818	32	15	12	156	55	6	210	13	62	362	117
gene-b0934	U00096.3	994041	994832	-	792	0	28	44	563	8	7	3	28	9	3	39	2	7	49	21
gene-b0935	U00096.3	994843	995988	-	1146	17	112	117	838	45	19	18	53	30	5	142	13	59	160	42
gene-b0936	U00096.3	995985	996944	-	960	6	59	76	554	31	6	6	43	21	0	77	11	31	79	33
gene-b0937	U00096.3	996937	997512	-	576	12	91	104	311	24	8	4	60	23	0	116	8	35	146	49
gene-b0938	U00096.3	997868	998407	+	540	5	66	49	162	18	4	2	42	20	2	71	4	25	92	20
gene-b0939	U00096.3	998490	999191	+	702	8	61	39	294	12	6	2	36	16	1	62	6	14	80	20
gene-b0940	U00096.3	999216	1001816	+	2601	32	350	293	1289	98	47	11	227	158	9	321	37	180	550	115
gene-b0941	U00096.3	1001807	1002877	+	1071	23	321	275	787	56	42	17	221	74	6	298	26	79	444	109
gene-b0942	U00096.3	1002889	1003431	+	543	7	101	75	290	17	10	11	56	21	1	97	7	22	145	43
gene-b0943	U00096.3	1003439	1003954	+	516	7	115	103	481	25	10	5	66	12	1	105	9	17	138	38
gene-b0944	U00096.3	1003947	1004657	+	711	15	317	420	404	66	42	19	245	66	7	437	28	88	592	205
gene-b0945	U00096.3	1004768	1005778	+	1011	248	3115	3269	942	710	344	210	2647	1174	102	4396	357	1194	3424	2067
gene-b0946	U00096.3	1005952	1006494	+	543	105	1502	956	623	284	174	82	1354	366	44	1384	104	400	1893	630
gene-b0947	U00096.3	1006491	1007600	-	1110	244	4408	3833	1168	743	451	231	3543	1094	117	4973	344	1022	5520	2231
gene-b0948	U00096.3	1007844	1009952	+	2109	756	4819	4769	3542	1813	840	397	4315	3947	210	6048	594	3983	5330	2572
gene-b0949	U00096.3	1009964	1011871	+	1908	777	4795	4803	2308	1711	864	303	3783	3011	112	5080	378	2766	5825	2362
gene-b0950	U00096.3	1012001	1013254	+	1254	160	2096	2495	941	391	183	93	1416	579	42	2332	141	570	2919	950
gene-b0951	U00096.3	1013259	1014899	+	1641	234	2648	4532	1239	660	346	185	2318	971	103	3841	268	859	3801	1879
gene-b0952	U00096.3	1014896	1015459	+	564	116	1466	2045	591	378	202	97	1116	565	41	1765	130	581	2123	1014
gene-b0953	U00096.3	1015715	1015882	+	168	296	1689	1382	526	536	322	246	1074	482	113	1934	261	567	3199	636
gene-b0954	U00096.3	1015952	1016470	-	519	2979	18068	17503	6133	7267	4222	1356	16110	11518	573	21471	1773	8950	22594	9626
gene-b0955	U00096.3	1016539	1018299	-	1761	972	9028	8633	3413	2317	1196	647	7004	4271	267	11069	846	4238	11079	4298
gene-b0956	U00096.3	1018485	1018937	+	453	50	1131	1181	288	160	96	47	760	141	19	1296	70	159	1777	613
gene-b0957	U00096.3	1019013	1020053	-	1041	19235	137060	137714	30255	49737	36945	11425	94420	74486	5350	185154	15784	63562	174864	68871
gene-b0958	U00096.3	1020410	1020919	-	510	121	1184	1454	409	295	192	106	873	271	57	1321	162	262	1880	571
gene-b0959	U00096.3	1021138	1021767	+	630	30	489	456	527	84	46	24	329	87	8	510	23	108	797	196
gene-b0960	U00096.3	1021730	1023883	-	2154	198	3137	2920	1535	561	295	191	2449	818	100	3208	254	785	4045	1506
gene-b0961	U00096.3	1023902	1024348	-	447	52	806	631	319	130	76	33	676	204	21	936	73	201	1046	381
gene-b0962	U00096.3	1024471	1026525	+	2055	225	3875	4290	1492	555	296	198	2450	609	67	4476	292	619	5984	1860
gene-b0963	U00096.3	1026557	1027015	-	459	645	7766	6148	1643	1510	1002	317	4538	1746	115	8364	507	1790	10990	3172
gene-b0964	U00096.3	1027111	1027773	-	663	6	235	157	398	31	15	5	128	39	2	130	9	40	327	77
gene-b0965	U00096.3	1027946	1028359	+	414	123	1593	1367	494	362	171	85	925	441	47	1791	165	493	2055	624
gene-b0966	U00096.3	1028404	1028721	-	318	473	4208	5020	1356	1277	707	317	2857	1905	116	5376	411	1962	5366	2258
gene-b0967	U00096.3	1028779	1029969	-	1191	471	3533	3297	1774	1195	628	284	3036	2418	126	4658	359	2219	4095	1821
gene-b0968	U00096.3	1030064	1030342	+	279	61	1017	697	436	177	82	36	684	291	23	1057	62	235	1311	391
gene-b0969	U00096.3	1030339	1030668	-	330	122	1749	1402	625	376	164	86	1306	618	37	2160	133	573	2358	766
gene-b0970	U00096.3	1030759	1031418	-	660	387	5246	3828	1424	1030	480	329	3553	1512	125	5563	468	1967	6613	2169
gene-b0971	U00096.3	1031625	1031712	-	88	7	68	61	69	33	17	26	77	40	8	76	37	74	136	38
gene-b0972	U00096.3	1032139	1033257	+	1119	22	124	96	858	31	25	21	61	38	5	92	21	41	122	41
gene-b0973	U00096.3	1033254	1035047	+	1794	20	158	143	817	65	26	26	81	49	13	145	32	77	185	68
gene-b0974	U00096.3	1035066	1035773	+	708	8	78	56	505	23	11	9	41	18	7	79	13	21	80	21
gene-b0975	U00096.3	1035770	1036357	+	588	4	144	156	608	39	17	10	79	37	11	165	10	53	180	59
gene-b0976	U00096.3	1036354	1036752	+	399	7	94	78	326	14	11	6	53	17	1	78	10	32	114	37
gene-b0977	U00096.3	1036749	1037606	+	858	12	160	121	591	34	18	10	100	30	6	119	14	38	204	63
gene-b0978	U00096.3	1037740	1039284	+	1545	16	371	283	820	76	61	29	257	79	15	361	29	122	474	144
gene-b0979	U00096.3	1039296	1040432	+	1137	17	315	296	1040	74	40	31	214	74	11	295	28	91	431	151
gene-b4592	U00096.3	1040445	1040537	+	93	4	54	58	92	19	9	6	47	16	0	91	6	18	111	41
gene-b0980	U00096.3	1040617	1041915	+	1299	24	471	546	546	82	43	25	332	69	17	578	54	87	710	238
gene-b0981	U00096.3	1042030	1044210	-	2181	60	983	1025	1064	124	73	37	644	176	8	1176	55	184	1438	425
gene-b0982	U00096.3	1044230	1044676	-	447	6	105	84	142	14	9	1	69	21	1	116	8	33	159	20
gene-b0983	U00096.3	1044664	1045803	-	1140	5	128	165	514	34	13	4	88	34	4	139	6	33	200	54
gene-b0984	U00096.3	1045849	1047945	-	2097	35	597	393	1025	83	56	10	345	81	9	410	26	99	770	183
gene-b0985	U00096.3	1047945	1048691	-	747	2	40	37	264	6	7	3	35	16	2	50	2	16	59	14
gene-b0986	U00096.3	1048688	1049332	-	645	0	17	23	239	8	3	1	21	6	0	40	3	14	32	2
gene-b0987	U00096.3	1049439	1049744	-	306	18	218	237	323	43	39	17	115	64	3	286	28	80	301	109
gene-b4516	U00096.3	1049833	1050108	+	276	42	593	549	321	136	73	20	412	199	10	537	32	173	943	262
gene-b0988	U00096.3	1050027	1050530	+	504	173	2497	2241	1425	466	335	103	1680	760	37	2092	176	698	3713	936
gene-b0989	U00096.3	1050963	1051175	-	213	10	221	21	195	34	13	15	124	33	4	19	15	35	276	19
gene-b0990	U00096.3	1051461	1051673	+	213	827	6005	852	1895	2344	600	263	3239	2083	90	932	519	2773	5894	432
gene-b4723	U00096.3	1051684	1051872	+	189	1018	5088	890	2093	2800	717	333	2719	2667	107	1190	698	3651	5015	442
gene-b0991	U00096.3	1051847	1052077	+	231	496	2457	1329	1011	1415	442	190	1767	1499	41	1671	398	2022	3162	730
gene-b4517	U00096.3	1052067	1052240	+	174	262	2982	3086	626	751	451	122	2435	1000	51	4145	189	951	4641	1629
gene-b0992	U00096.3	1052289	1053362	-	1074	54	1408	792	537	150	75	25	782	187	10	1038	60	199	1894	380
gene-b0993	U00096.3	1053434	1056178	-	2745	68	1591	1137	1362	188	112	55	897	180	28	1561	100	226	1979	533
gene-b0994	U00096.3	1056261	1057289	+	1029	34	707	557	826	94	36	26	421	83	13	670	56	88	1005	262
gene-b0995	U00096.3	1057262	1057954	-	693	43	687	768	529	80	54	29	464	96	15	807	53	115	1024	329
gene-b0996	U00096.3	1058084	1059256	+	1173	4	86	99	584	16	7	4	67	19	5	127	7	13	125	32
gene-b0997	U00096.3	1059256	1061802	+	2547	14	282	327	1582	56	24	18	179	52	3	342	29	61	399	130
gene-b0998	U00096.3	1061799	1062398	+	600	15	311	271	369	41	20	10	183	38	4	244	12	44	450	125
gene-b0999	U00096.3	1062550	1062855	-	306	44	705	868	289	137	67	48	452	126	18	977	72	113	1145	390
gene-b1000	U00096.3	1062855	1063775	-	921	89	1575	1683	475	228	117	87	1000	252	24	1781	125	253	2431	750
gene-b1001	U00096.3	1064036	1065292	+	1257	1	26	6	259	6	1	0	17	3	1	12	6	9	13	10
gene-b1002	U00096.3	1065585	1066826	+	1242	118	1747	1143	774	266	146	61	823	252	24	1411	107	333	2346	503
gene-b1003	U00096.3	1066864	1067091	-	228	251	4453	2188	628	710	343	197	2054	482	81	4398	265	767	5319	1179
gene-b1004	U00096.3	1067112	1067708	-	597	189	3975	2708	594	596	288	222	2199	379	95	4933	306	704	5707	1522
gene-b4518	U00096.3	1068081	1068254	+	174	14	98	89	85	28	11	2	69	28	3	137	9	28	190	51
gene-b1006	U00096.3	1068511	1069839	-	1329	14	163	201	950	28	17	7	97	40	5	198	13	45	295	85
gene-b1007	U00096.3	1069860	1070354	-	495	6	100	115	397	16	9	2	64	14	1	114	8	21	125	54
gene-b1008	U00096.3	1070365	1070955	-	591	12	185	192	285	26	16	10	109	27	4	181	11	32	261	81
gene-b1009	U00096.3	1070965	1071765	-	801	14	293	278	506	48	20	15	139	36	5	246	26	52	413	93
gene-b1010	U00096.3	1071773	1072159	-	387	1	36	46	242	7	3	1	28	3	1	36	2	14	63	15
gene-b1011	U00096.3	1072171	1072863	-	693	5	60	70	378	14	2	5	29	5	1	53	5	11	95	21
gene-b1012	U00096.3	1072863	1074011	-	1149	4	41	61	571	16	7	4	29	11	0	54	6	14	80	20
gene-b1013	U00096.3	1074242	1074880	+	639	46	801	777	521	136	79	47	513	168	21	970	52	175	1065	378
gene-b1014	U00096.3	1074920	1078882	-	3963	677	3094	13989	3027	980	1235	384	3654	2539	204	6496	358	1294	7547	5532
gene-b4737	U00096.3	1079120	1079146	+	27	0	7	3	26	1	2	0	6	3	1	12	2	3	15	10
gene-b1015	U00096.3	1079305	1080813	+	1509	113	636	1258	1155	264	195	101	704	524	54	1264	71	431	1127	599
gene-b1018	U00096.3	1082243	1083370	+	1128	66	381	1897	857	190	75	49	400	286	25	797	52	257	712	450
gene-b1019	U00096.3	1083376	1084647	+	1272	55	511	2410	875	169	76	45	436	227	36	700	36	210	944	562
gene-b1020	U00096.3	1084992	1086056	+	1065	125	473	1220	595	215	198	176	393	220	80	691	120	180	1054	305
gene-b1021	U00096.3	1086106	1086519	-	414	14	80	77	204	28	23	7	80	52	7	94	11	54	128	29
gene-b1022	U00096.3	1086521	1087846	-	1326	4	72	46	557	17	13	6	65	21	3	78	6	35	99	27
gene-b1023	U00096.3	1087839	1089857	-	2019	14	91	81	617	20	10	5	83	37	1	89	7	32	156	40
gene-b1024	U00096.3	1089866	1092289	-	2424	25	318	224	846	63	38	12	259	84	4	206	20	109	501	118
gene-b1025	U00096.3	1092876	1094234	+	1359	30	433	342	512	92	57	17	352	108	13	301	18	97	780	155
gene-b1026	U00096.3	1094275	1095141	-	867	53	666	685	591	145	85	36	439	167	9	714	44	133	986	299
gene-b1027	U00096.3	1095138	1095437	-	300	22	260	346	184	52	27	17	154	45	5	326	19	61	416	126
gene-b1029	U00096.3	1095843	1096829	+	987	1	2	1	0	0	0	0	0	1	1	1	0	1	2	0
gene-b1032	U00096.3	1097565	1097652	-	88	14	101	144	71	56	49	35	118	75	12	182	47	142	226	58
gene-b1033	U00096.3	1097886	1098824	+	939	528	6209	8375	1691	1257	770	400	4774	1812	163	8488	473	1764	9571	3772
gene-b1034	U00096.3	1098879	1099616	+	738	496	6981	6794	1703	1218	664	368	5262	2047	167	9098	556	1754	9265	3769
gene-b1035	U00096.3	1099640	1100194	+	555	558	6057	5371	1555	1424	893	362	4449	2451	170	6945	534	2026	7509	2932
gene-b1036	U00096.3	1100296	1100787	+	492	304	3947	3467	1268	862	453	174	2756	1576	88	4273	254	1523	4884	1697
gene-b1037	U00096.3	1100851	1101684	-	834	18	342	222	498	43	33	13	194	83	7	208	23	93	474	105
gene-b1038	U00096.3	1101711	1102127	-	417	0	18	8	138	3	1	2	8	9	0	12	3	11	21	6
gene-b1039	U00096.3	1102152	1102541	-	390	3	23	8	134	3	3	4	10	12	0	13	1	7	16	9
gene-b1040	U00096.3	1102546	1103196	-	651	10	56	37	130	4	8	3	34	19	1	37	5	17	64	18
gene-b1041	U00096.3	1103951	1104406	+	456	2	50	52	123	13	6	3	42	13	0	44	6	15	81	21
gene-b1042	U00096.3	1104447	1104902	+	456	22	192	199	216	45	20	15	133	63	3	196	12	53	281	82
gene-b1043	U00096.3	1104961	1105293	+	333	40	112	174	175	55	52	25	165	100	18	138	19	55	264	115
gene-b1044	U00096.3	1105414	1105725	+	312	29	259	363	234	49	42	16	335	128	8	355	15	82	562	201
gene-b1045	U00096.3	1105820	1106353	+	534	60	566	674	375	121	82	48	464	172	25	662	38	140	995	354
gene-b1046	U00096.3	1106355	1107776	+	1422	85	1107	1113	996	228	114	76	750	264	33	1092	83	306	1730	473
gene-b1047	U00096.3	1107784	1108941	-	1158	62	764	418	755	199	76	46	580	328	21	467	84	356	912	283
gene-b1048	U00096.3	1109335	1110870	+	1536	1343	11526	11447	4145	3196	1807	770	9533	4746	390	13678	1123	4771	15298	6071
gene-b1049	U00096.3	1110863	1113406	+	2544	1496	17384	16249	5266	3502	2184	1033	12968	6893	497	18403	1467	6105	18988	9177
gene-b1050	U00096.3	1113579	1113806	+	228	24	533	403	330	73	39	18	318	89	17	548	43	115	809	154
gene-b1051	U00096.3	1113807	1114181	-	375	43	992	672	470	133	61	34	558	118	25	1028	71	176	1525	299
gene-b1053	U00096.3	1114264	1115490	-	1227	114	2610	2267	911	311	131	109	1434	302	38	2073	199	356	4199	920
gene-b1054	U00096.3	1115662	1116582	-	921	395	4462	5705	1605	955	481	356	3134	1632	174	6298	488	1806	6407	2572
gene-b1055	U00096.3	1116807	1117859	+	1053	88	988	890	882	281	115	75	797	575	39	809	107	631	1320	409
gene-b1056	U00096.3	1117901	1118476	-	576	37	484	806	330	79	45	27	429	126	14	706	37	92	922	405
gene-b1057	U00096.3	1118480	1119046	-	567	12	127	173	236	24	14	7	149	38	6	168	13	34	223	68
gene-b1058	U00096.3	1119307	1119447	-	141	3	50	17	97	9	3	1	26	11	0	19	3	7	61	10
gene-b1059	U00096.3	1119468	1120586	-	1119	241	3819	4258	1046	653	472	235	2898	1131	101	5553	351	1087	4641	2087
gene-b1060	U00096.3	1120701	1120955	-	255	290	2035	1296	649	741	453	172	1505	948	74	2182	187	855	2995	698
gene-b1061	U00096.3	1121242	1121487	-	246	47	501	658	177	138	77	44	421	166	15	687	53	185	773	364
gene-b1062	U00096.3	1121561	1122607	-	1047	139	1778	2393	730	420	224	158	1437	656	105	2507	252	637	2026	1291
gene-b1063	U00096.3	1122713	1123273	-	561	118	2906	2347	426	336	133	98	1907	377	48	2973	144	384	3758	1058
gene-b1064	U00096.3	1123407	1124054	-	648	213	4928	3173	649	575	340	166	2556	548	62	4845	294	596	6150	1775
gene-b1065	U00096.3	1124118	1125326	-	1209	60	1007	919	846	156	79	61	604	131	19	980	85	149	1619	403
gene-b1066	U00096.3	1125562	1126146	+	585	87	2101	2611	417	292	177	98	1516	325	46	3017	131	331	3324	1186
gene-b1067	U00096.3	1126157	1126804	+	648	92	1741	2356	436	224	155	92	1335	284	52	2541	147	282	2935	1070
gene-b1068	U00096.3	1126806	1127729	+	924	92	1785	2167	865	254	157	81	1247	293	56	2085	165	278	2720	1106
gene-b1069	U00096.3	1127839	1129374	+	1536	218	3193	2538	1203	550	248	187	2300	797	84	2719	270	835	4207	1260
gene-b1070	U00096.3	1129414	1129830	-	417	270	4830	8191	596	569	368	261	4259	689	130	5032	285	603	8240	2822
gene-b1071	U00096.3	1129835	1130128	-	294	273	3684	6623	458	520	323	256	3357	588	116	5045	274	556	6532	2772
gene-b1072	U00096.3	1130204	1130863	-	660	341	4575	8026	1097	898	582	396	5100	1049	231	7928	416	985	9172	4227
gene-b1073	U00096.3	1131018	1131434	+	417	1567	26288	37369	3254	3546	2661	1606	21594	5013	709	33222	1948	3831	49742	18546
gene-b1074	U00096.3	1131438	1131842	+	405	1594	28100	40510	3412	3823	2740	1741	24419	5771	788	34740	2232	4527	54926	19309
gene-b1075	U00096.3	1131854	1132549	+	696	3124	43035	59725	7559	6364	4926	2820	38667	12007	1384	52052	3701	8718	83996	28916
gene-b1076	U00096.3	1132574	1133782	+	1209	6490	61811	77637	16094	12733	9608	4454	54587	25622	2120	75592	5391	18246	120011	39901
gene-b1077	U00096.3	1133802	1134557	+	756	4327	39361	48083	12113	8215	6722	2946	34138	18292	1312	46038	3561	13097	76557	25074
gene-b1078	U00096.3	1134729	1135511	+	783	3547	28181	30832	9442	6938	5276	2390	25065	14538	1000	33580	2861	11238	54340	16405
gene-b1079	U00096.3	1135564	1136262	+	699	1457	17651	16045	4494	2972	1907	1226	15479	6070	556	17839	1423	4381	33682	9688
gene-b1080	U00096.3	1136274	1137371	+	1098	1450	17727	17066	4366	2967	1896	1356	16353	5851	589	20058	1525	4607	33315	10191
gene-b1081	U00096.3	1137371	1138312	+	942	990	11273	9987	3383	1937	1258	870	10732	4270	304	10854	1060	3427	20886	5720
gene-b1082	U00096.3	1138378	1140021	+	1644	1550	14366	11211	4810	2968	1833	1147	11927	6728	474	14983	1312	5363	22549	6823
gene-b1083	U00096.3	1140033	1140986	+	954	1184	11692	11077	3482	2637	1709	736	9442	5643	336	11455	919	4285	15262	5862
gene-b4826	U00096.3	1140986	1141063	+	78	89	863	715	215	176	96	30	588	378	20	623	62	290	893	333
gene-b1084	U00096.3	1141182	1144367	-	3186	4188	48883	48452	13909	8978	6024	3022	38061	20982	1220	53991	3910	17168	65801	26044
gene-b1085	U00096.3	1144502	1144822	+	321	156	3336	3182	407	413	180	130	2865	551	49	3721	206	526	5547	1605
gene-b1086	U00096.3	1144940	1145899	+	960	315	2753	2228	1560	792	292	202	2091	1330	104	3637	297	1758	3352	1240
gene-b1087	U00096.3	1146011	1146595	-	585	186	2521	1930	641	454	280	88	1571	601	44	2590	172	674	3267	1063
gene-b4418	U00096.3	1146589	1146757	+	169	173	2095	2455	585	541	305	113	2670	1038	42	3266	156	868	3663	1637
gene-b1088	U00096.3	1146794	1147315	+	522	4921	49695	46715	11663	14335	7304	2892	41481	24549	1217	58811	3996	21724	61777	25505
gene-b1089	U00096.3	1147367	1147540	+	174	10153	45199	61628	14903	23510	13938	4174	36096	31375	1751	70255	5486	28313	62170	28659
gene-b1090	U00096.3	1147621	1148691	+	1071	4738	21961	25356	5963	10545	5509	1791	16652	12375	831	29755	2362	10659	25877	11180
gene-b1091	U00096.3	1148759	1149712	+	954	764	6181	7096	2460	1928	901	499	5540	2666	329	8357	618	3096	8000	3504
gene-b1092	U00096.3	1149728	1150657	+	930	1400	11935	16374	3895	3651	2034	890	9978	6218	453	16185	1177	6234	16098	7585
gene-b1093	U00096.3	1150670	1151404	+	735	5778	40581	55717	10628	13460	9813	2673	33018	24550	1223	57842	3734	20817	59080	27747
gene-b1094	U00096.3	1151615	1151851	+	237	9267	86284	98576	18073	23457	14298	4489	72604	38724	2302	124750	6371	34380	136891	48911
gene-b1095	U00096.3	1151939	1153180	+	1242	6603	79699	90684	17248	15153	9163	3942	59655	28982	2066	98514	5267	25264	105191	41749
gene-b1096	U00096.3	1153300	1154109	+	810	57	892	767	679	183	64	50	642	185	26	1018	90	268	1213	402
gene-b1097	U00096.3	1154112	1155134	+	1023	112	1533	1545	744	314	146	89	1294	504	46	1728	171	588	2040	826
gene-b1098	U00096.3	1155124	1155765	+	642	136	1811	1843	762	353	197	118	1457	736	54	2027	186	760	2380	842
gene-b1099	U00096.3	1155762	1156766	+	1005	301	3670	3365	1420	781	413	221	2779	1660	92	3630	340	1540	4453	1701
gene-b1100	U00096.3	1156777	1157574	+	798	409	4526	4456	1552	1103	569	326	3372	1959	139	5145	374	1817	5822	2261
gene-b1101	U00096.3	1157869	1159302	+	1434	6800	122586	109305	16304	17485	10848	5803	79132	29163	2933	139331	9145	27091	148170	55751
