# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA1349	NC_002516.2	1463586	1463936	+	351	6	7	0	3	0	3
gene-PA1350	NC_002516.2	1464111	1464860	+	750	20	36	0	5	5	8
gene-PA1351	NC_002516.2	1464878	1466101	+	1224	16	21	2	3	0	6
gene-PA1352	NC_002516.2	1466109	1467320	-	1212	9	13	1	2	0	4
gene-PA1353	NC_002516.2	1467488	1467901	-	414	8	10	1	3	2	4
gene-PA1354	NC_002516.2	1467938	1468363	-	426	13	19	2	2	1	5
gene-PA1355	NC_002516.2	1468510	1468890	+	381	4	3	1	0	1	2
gene-PA1356	NC_002516.2	1468913	1470019	+	1107	14	20	2	2	2	8
gene-PA1357	NC_002516.2	1470088	1470564	+	477	54	82	3	18	4	13
gene-PA1358	NC_002516.2	1470580	1470978	-	399	54	89	5	12	4	19
gene-PA1359	NC_002516.2	1471016	1471672	-	657	76	110	4	10	5	32
gene-PA1360	NC_002516.2	1471671	1472564	+	894	175	241	15	38	12	85
gene-PA1361	NC_002516.2	1472547	1473980	-	1434	296	442	23	77	20	163
gene-PA1362	NC_002516.2	1474391	1474714	+	324	10	13	0	2	1	5
gene-PA1363	NC_002516.2	1474727	1475467	+	741	23	62	4	4	2	14
gene-PA1364	NC_002516.2	1475464	1476306	+	843	18	40	0	3	1	10
gene-PA1365	NC_002516.2	1476384	1478825	+	2442	41	69	2	16	3	27
gene-PA1366	NC_002516.2	1479021	1479791	-	771	107	226	10	33	8	58
gene-PA1367	NC_002516.2	1480215	1481051	-	837	14	22	1	7	2	10
gene-PA1368	NC_002516.2	1481334	1482758	-	1425	44	59	9	10	4	12
gene-PA1369	NC_002516.2	1483123	1483875	+	753	108	262	8	25	11	38
gene-PA1370	NC_002516.2	1483898	1485763	+	1866	83	126	17	16	13	22
gene-PA1371	NC_002516.2	1486266	1486967	-	702	50	205	6	20	11	23
gene-PA1372	NC_002516.2	1486960	1489095	-	2136	381	728	36	97	19	87
gene-PA1373	NC_002516.2	1489815	1491083	-	1269	52	114	20	22	2	40
gene-PA1374	NC_002516.2	1491192	1491698	+	507	22	35	8	13	5	21
gene-PA1375	NC_002516.2	1491913	1493055	+	1143	192	389	20	31	12	97
gene-PA1376	NC_002516.2	1493090	1494823	-	1734	139	166	9	25	7	47
gene-PA1377	NC_002516.2	1494959	1495492	+	534	31	66	2	7	4	17
gene-PA1378	NC_002516.2	1495635	1495997	+	363	11	37	0	6	0	12
gene-PA1379	NC_002516.2	1496087	1496920	-	834	10	29	1	5	2	4
gene-PA1380	NC_002516.2	1497012	1497977	+	966	31	49	2	7	0	11
gene-PA1381	NC_002516.2	1498338	1498829	+	492	2	8	0	1	0	2
gene-PA1382	NC_002516.2	1498813	1501092	+	2280	158	168	25	42	11	72
gene-PA1383	NC_002516.2	1501611	1503416	+	1806	119	161	18	44	20	53
gene-PA1384	NC_002516.2	1503568	1504581	+	1014	15	27	3	2	4	8
gene-PA1385	NC_002516.2	1504605	1505729	+	1125	41	51	3	12	3	17
gene-PA1386	NC_002516.2	1505749	1507017	+	1269	85	50	3	19	5	18
gene-PA1387	NC_002516.2	1507164	1508720	+	1557	39	66	2	11	4	18
gene-PA1388	NC_002516.2	1508737	1509465	+	729	9	17	0	3	2	5
gene-PA1389	NC_002516.2	1509562	1511046	+	1485	25	65	4	5	5	20
gene-PA1390	NC_002516.2	1511232	1512266	+	1035	34	54	1	8	3	11
gene-PA1391	NC_002516.2	1512260	1514035	+	1776	31	71	3	2	4	15
gene-PA1392	NC_002516.2	1514036	1515280	+	1245	30	58	6	7	2	14
gene-PA1393	NC_002516.2	1515337	1515927	-	591	18	33	3	4	2	11
gene-PA1394	NC_002516.2	1516433	1516687	+	255	37	76	4	1	2	9
gene-PA1395	NC_002516.2	1516703	1517119	+	417	34	40	4	3	3	10
gene-PA1396	NC_002516.2	1517146	1518768	-	1623	72	170	4	7	6	26
gene-PA1397	NC_002516.2	1518914	1519546	+	633	30	57	0	4	3	12
gene-PA1398	NC_002516.2	1519627	1519968	+	342	42	100	2	14	2	22
gene-PA1399	NC_002516.2	1519984	1520904	-	921	91	138	3	13	8	33
gene-PA1400	NC_002516.2	1521109	1524396	+	3288	49	78	3	15	8	17
gene-PA1401	NC_002516.2	1524424	1524831	-	408	15	25	3	1	1	8
gene-PA1402	NC_002516.2	1524909	1525574	-	666	10	25	3	3	3	4
gene-PA1403	NC_002516.2	1525667	1526299	+	633	27	20	1	2	5	5
gene-PA1404	NC_002516.2	1526430	1526657	-	228	7	11	1	2	0	6
gene-PA1405	NC_002516.2	1527191	1528783	+	1593	180	224	7	24	12	57
gene-PA1406	NC_002516.2	1528803	1529561	-	759	27	45	2	6	1	14
gene-PA1407	NC_002516.2	1529597	1530538	-	942	56	84	10	11	3	22
gene-PA1408	NC_002516.2	1530605	1533028	-	2424	57	81	6	16	5	41
gene-PA1409	NC_002516.2	1533238	1534278	+	1041	18	24	3	2	4	11
gene-PA1410	NC_002516.2	1534289	1535380	+	1092	6	16	3	2	3	11
gene-PA1411	NC_002516.2	1535586	1536497	+	912	72	124	1	19	2	29
gene-PA1412	NC_002516.2	1536457	1537650	-	1194	10	19	1	2	1	2
gene-PA1413	NC_002516.2	1537755	1538627	+	873	67	104	22	31	11	20
gene-PA1414	NC_002516.2	1538683	1538916	+	234	630	948	130	203	117	319
gene-PA1415	NC_002516.2	1538976	1539704	-	729	70	136	17	16	15	92
gene-PA1416	NC_002516.2	1539749	1541131	-	1383	37	68	13	17	8	77
gene-PA1417	NC_002516.2	1541145	1542746	-	1602	41	129	15	10	2	114
gene-PA1418	NC_002516.2	1542822	1544213	-	1392	51	263	10	26	13	192
gene-PA1419	NC_002516.2	1544307	1545818	-	1512	41	316	10	16	7	108
gene-PA1420	NC_002516.2	1545837	1546256	-	420	32	233	5	8	4	111
gene-PA1421	NC_002516.2	1546271	1547230	-	960	81	370	15	33	5	212
gene-PA1422	NC_002516.2	1547437	1548330	+	894	69	96	7	19	8	59
gene-PA1423	NC_002516.2	1548334	1549587	-	1254	51	63	11	16	6	41
gene-PA1424	NC_002516.2	1549883	1550494	+	612	30	70	2	7	2	15
gene-PA1424a	NC_002516.2	1550452	1550787	-	336	23	30	1	6	2	15
gene-PA1425	NC_002516.2	1550984	1552600	+	1617	108	191	5	21	2	42
gene-PA1428a	NC_002516.2	1552566	1554155	-	1590	32	57	3	10	4	24
gene-PA1428	NC_002516.2	1554415	1554846	+	432	26	64	2	2	2	16
gene-PA1429	NC_002516.2	1555012	1557720	+	2709	164	598	25	43	21	75
gene-PA1430	NC_002516.2	1558171	1558890	+	720	643	1035	55	125	46	295
gene-PA1431	NC_002516.2	1558880	1559122	-	243	291	622	10	49	10	93
gene-PA1432	NC_002516.2	1559254	1559859	+	606	1419	2863	122	435	125	737
gene-PA1433	NC_002516.2	1559966	1561918	-	1953	643	1302	30	95	24	189
gene-PA1434	NC_002516.2	1561919	1562632	-	714	36	59	3	11	3	20
gene-PA1435	NC_002516.2	1562813	1563970	+	1158	192	318	7	54	17	98
gene-PA1436	NC_002516.2	1563967	1567077	+	3111	342	590	22	72	19	162
gene-PA1437	NC_002516.2	1567181	1567870	+	690	80	94	3	23	11	43
gene-PA1438	NC_002516.2	1567848	1569293	+	1446	181	360	2	46	17	86
gene-PA1439	NC_002516.2	1569302	1569709	-	408	108	126	12	26	8	82
gene-PA1440	NC_002516.2	1569721	1570308	-	588	283	339	34	123	41	256
gene-PA1441	NC_002516.2	1570496	1571779	+	1284	521	1014	22	86	28	216
gene-PA1442	NC_002516.2	1572023	1572544	+	522	235	443	12	48	14	106
gene-PA1443	NC_002516.2	1572552	1573523	+	972	283	504	24	68	24	143
gene-PA1444	NC_002516.2	1573551	1574024	+	474	170	320	8	49	15	78
gene-PA1445	NC_002516.2	1574026	1574478	+	453	121	267	9	32	8	48
gene-PA1446	NC_002516.2	1574475	1575242	+	768	166	303	12	37	13	73
gene-PA1447	NC_002516.2	1575290	1575559	+	270	73	148	3	15	2	34
gene-PA1448	NC_002516.2	1575559	1576335	+	777	96	183	5	16	4	47
gene-PA1449	NC_002516.2	1576338	1577474	+	1137	99	191	3	18	5	30
gene-PA1450	NC_002516.2	1577547	1578806	+	1260	129	270	11	20	6	49
gene-PA1451	NC_002516.2	1578839	1580182	+	1344	105	233	2	11	5	42
gene-PA1452	NC_002516.2	1580321	1582444	+	2124	626	1324	22	83	18	194
gene-PA1453	NC_002516.2	1582528	1583817	+	1290	565	1192	29	90	32	193
gene-PA1454	NC_002516.2	1583956	1584798	+	843	452	904	32	75	29	186
gene-PA1455	NC_002516.2	1584795	1585538	+	744	312	547	17	61	20	150
gene-PA1456	NC_002516.2	1585640	1586014	+	375	191	396	8	27	5	86
gene-PA1457	NC_002516.2	1586034	1586822	+	789	341	618	15	50	22	134
gene-PA1458	NC_002516.2	1587023	1589284	+	2262	996	2033	77	180	53	394
gene-PA1459	NC_002516.2	1589338	1590444	+	1107	381	814	30	76	25	181
gene-PA1460	NC_002516.2	1590533	1591273	+	741	200	624	8	49	13	123
gene-PA1461	NC_002516.2	1591286	1592176	+	891	288	710	14	43	11	86
gene-PA1462	NC_002516.2	1592271	1593059	+	789	408	831	20	59	17	118
gene-PA1463	NC_002516.2	1593151	1594041	+	891	295	679	14	42	20	115
gene-PA1464	NC_002516.2	1594087	1594566	+	480	213	574	10	53	18	123
gene-PA1465	NC_002516.2	1594597	1595004	+	408	222	571	3	33	6	90
gene-PA1466	NC_002516.2	1595032	1595718	-	687	40	108	2	14	6	24
gene-PA1467	NC_002516.2	1595827	1596798	+	972	50	102	2	10	7	24
gene-PA1468	NC_002516.2	1596889	1597305	+	417	26	38	3	6	4	12
gene-PA1469	NC_002516.2	1597365	1598087	+	723	40	87	3	6	2	15
gene-PA1470	NC_002516.2	1598221	1598958	+	738	42	54	1	9	3	13
gene-PA1471	NC_002516.2	1599024	1599320	-	297	28	41	1	17	3	37
gene-PA1472	NC_002516.2	1599428	1599982	-	555	10	27	1	4	4	13
gene-PA1473	NC_002516.2	1600083	1600418	-	336	12	30	2	2	5	6
gene-PA1474	NC_002516.2	1600415	1601893	-	1479	136	284	16	31	12	65
gene-PA1475	NC_002516.2	1602179	1602880	+	702	207	419	32	68	9	173
gene-PA1476	NC_002516.2	1602877	1603548	+	672	159	271	12	46	9	97
gene-PA1477	NC_002516.2	1603671	1604429	+	759	278	555	27	74	23	172
gene-PA1478	NC_002516.2	1604426	1604602	+	177	78	147	5	15	9	54
gene-PA1479	NC_002516.2	1604599	1605087	+	489	376	527	22	99	21	183
gene-PA1480	NC_002516.2	1605088	1607061	+	1974	495	730	26	174	56	327
gene-PA1481	NC_002516.2	1607065	1607607	+	543	206	266	13	51	17	119
gene-PA1482	NC_002516.2	1607604	1608071	+	468	136	199	11	31	8	71
gene-PA1483	NC_002516.2	1608068	1609291	+	1224	591	917	51	157	26	308
gene-PA1483a	NC_002516.2	1609318	1609734	+	417	167	282	15	47	14	93
gene-PA1484	NC_002516.2	1609738	1610544	-	807	45	87	4	26	9	40
gene-PA1485	NC_002516.2	1610745	1612112	+	1368	7	21	4	3	3	4
gene-PA1486	NC_002516.2	1612126	1613226	+	1101	13	19	3	1	3	5
gene-PA1487	NC_002516.2	1613234	1614649	-	1416	63	76	5	12	3	10
gene-PA1488	NC_002516.2	1614670	1615908	-	1239	44	54	5	9	3	14
gene-PA1489	NC_002516.2	1615895	1617085	-	1191	63	68	6	12	4	10
gene-PA1490	NC_002516.2	1617489	1618265	-	777	38	25	0	5	2	9
gene-PA1491	NC_002516.2	1618612	1619847	+	1236	40	78	7	13	2	22
gene-PA1492	NC_002516.2	1619907	1620263	+	357	15	51	0	7	0	12
gene-PA1493	NC_002516.2	1620345	1621343	-	999	189	288	35	77	19	143
gene-PA1494	NC_002516.2	1621472	1623127	-	1656	49	70	5	8	9	35
gene-PA1495	NC_002516.2	1623251	1623877	-	627	18	23	2	3	3	10
gene-PA1496	NC_002516.2	1623864	1624715	-	852	28	45	2	11	2	19
gene-PA1497	NC_002516.2	1624781	1625695	-	915	14	24	0	3	1	5
gene-PA1498	NC_002516.2	1626062	1627495	-	1434	22	28	1	6	2	7
gene-PA1499	NC_002516.2	1627497	1628762	-	1266	14	18	0	7	3	5
gene-PA1500	NC_002516.2	1629059	1629949	-	891	57	107	12	25	8	50
gene-PA1501	NC_002516.2	1630024	1630806	-	783	35	63	3	10	10	17
gene-PA1502	NC_002516.2	1630902	1632677	-	1776	29	53	24	17	15	10
gene-PA1503	NC_002516.2	1633006	1633437	+	432	20	20	1	4	4	3
gene-PA1504	NC_002516.2	1633842	1634492	-	651	46	75	5	11	4	57
gene-PA1505	NC_002516.2	1634728	1635723	+	996	203	320	15	47	15	67
gene-PA1506	NC_002516.2	1635908	1636237	+	330	24	57	0	2	2	5
gene-PA1507	NC_002516.2	1636329	1637696	-	1368	46	91	3	9	5	18
gene-PA1508	NC_002516.2	1638379	1638639	-	261	6	12	0	0	1	3
gene-PA1509	NC_002516.2	1638652	1639794	-	1143	84	126	11	29	9	21
gene-PA1510	NC_002516.2	1639791	1641500	-	1710	69	110	5	20	9	30
gene-PA1511	NC_002516.2	1641497	1644025	-	2529	62	135	2	14	3	28
gene-PA1512	NC_002516.2	1644207	1644725	-	519	9	14	0	3	0	6
gene-PA1513	NC_002516.2	1645211	1646488	-	1278	75	96	13	15	6	36
gene-PA1514	NC_002516.2	1646537	1647046	-	510	15	25	2	3	0	8
gene-PA1515	NC_002516.2	1647101	1648099	-	999	78	81	11	20	9	26
gene-PA1516	NC_002516.2	1648117	1648632	-	516	29	21	0	8	4	14
gene-PA1517	NC_002516.2	1648629	1649555	-	927	44	26	17	16	7	27
gene-PA1518	NC_002516.2	1649928	1650308	+	381	37	56	6	8	5	13
gene-PA1519	NC_002516.2	1650549	1651898	-	1350	22	31	5	6	5	10
gene-PA1520	NC_002516.2	1652273	1653052	+	780	203	264	19	57	17	113
gene-PA1521	NC_002516.2	1653106	1654410	-	1305	51	102	7	23	5	24
gene-PA1522	NC_002516.2	1654480	1655319	-	840	59	83	3	13	5	23
gene-PA1523	NC_002516.2	1655346	1657745	-	2400	67	81	8	28	11	43
gene-PA1524	NC_002516.2	1657738	1659192	-	1455	60	55	3	21	6	18
gene-PA1525	NC_002516.2	1659413	1660546	-	1134	21	22	5	7	4	4
gene-PA1526	NC_002516.2	1660727	1661386	+	660	135	233	11	40	7	99
gene-PA1527	NC_002516.2	1661412	1664900	+	3489	1216	2134	89	259	56	696
gene-PA1528	NC_002516.2	1665065	1665934	+	870	919	1492	53	231	51	435
gene-PA1529	NC_002516.2	1666025	1668409	+	2385	553	940	51	179	44	287
gene-PA1530	NC_002516.2	1668455	1668832	+	378	129	309	16	38	9	112
gene-PA1530.1	NC_002516.2	1668840	1669799	+	960	4523	2932	384	879	315	1203
gene-PA1531	NC_002516.2	1669086	1669952	-	867	63	183	17	22	4	51
gene-PA1532	NC_002516.2	1669989	1672034	+	2046	475	798	26	133	30	291
gene-PA1533	NC_002516.2	1672080	1672406	+	327	251	444	18	52	9	119
gene-PA1534	NC_002516.2	1672485	1673081	+	597	135	241	8	25	6	72
gene-PA1535	NC_002516.2	1673204	1674352	+	1149	113	126	1	14	6	31
gene-PA1536	NC_002516.2	1674365	1674904	-	540	47	45	3	9	1	16
gene-PA1537	NC_002516.2	1674978	1675865	-	888	19	19	1	5	2	9
gene-PA1538	NC_002516.2	1675862	1677445	-	1584	19	21	10	6	3	6
gene-PA1539	NC_002516.2	1677559	1678407	+	849	53	88	9	17	2	26
gene-PA1540	NC_002516.2	1678261	1678590	-	330	28	36	1	7	2	11
gene-PA1541	NC_002516.2	1678584	1678952	-	369	19	20	2	6	2	8
gene-PA1542	NC_002516.2	1679361	1680197	-	837	45	69	12	23	8	32
gene-PA1543	NC_002516.2	1680437	1680985	-	549	86	174	4	31	6	84
gene-PA1544	NC_002516.2	1681071	1681805	-	735	444	768	85	138	57	419
gene-PA1545	NC_002516.2	1682051	1682518	+	468	74	124	10	19	9	50
gene-PA1546	NC_002516.2	1682567	1683949	-	1383	306	590	60	78	43	158
gene-PA1547	NC_002516.2	1684077	1684760	-	684	52	154	4	18	2	23
gene-PA1548	NC_002516.2	1684753	1684962	-	210	51	129	4	15	6	27
gene-PA1549	NC_002516.2	1684941	1687376	-	2436	191	602	16	47	20	150
gene-PA1550	NC_002516.2	1687373	1687912	-	540	139	430	19	46	11	117
gene-PA1551	NC_002516.2	1687924	1689339	-	1416	301	656	51	99	38	235
gene-PA1552	NC_002516.2	1689557	1690513	-	957	893	767	104	363	97	874
gene-PA1552.1	NC_002516.2	1690510	1690695	-	186	313	303	31	136	47	371
gene-PA1553	NC_002516.2	1690701	1691312	-	612	596	549	96	271	61	684
gene-PA1554	NC_002516.2	1691327	1692754	-	1428	1202	1384	153	522	102	1225
gene-PA1555	NC_002516.2	1693119	1694045	-	927	310	1299	64	84	40	202
gene-PA1555.1	NC_002516.2	1694042	1694227	-	186	90	499	24	36	13	75
gene-PA1556	NC_002516.2	1694233	1694841	-	609	231	683	70	80	48	164
gene-PA1557	NC_002516.2	1694852	1696279	-	1428	668	1536	151	227	130	407
gene-PA1558	NC_002516.2	1696467	1697099	+	633	32	54	3	5	5	20
gene-PA1561	NC_002516.2	1698382	1699947	-	1566	267	1026	47	92	38	201
gene-PA1562	NC_002516.2	1700320	1703052	-	2733	497	564	88	181	96	329
gene-PA1563	NC_002516.2	1703379	1704437	+	1059	131	244	5	29	11	79
gene-PA1564	NC_002516.2	1704522	1704761	+	240	26	107	10	15	1	32
gene-PA1565	NC_002516.2	1704793	1706103	-	1311	24	155	10	16	3	47
gene-PA1566	NC_002516.2	1706172	1707536	-	1365	26	77	2	5	0	11
gene-PA1567	NC_002516.2	1708004	1709401	-	1398	26	58	2	6	0	12
gene-PA1568	NC_002516.2	1709412	1709765	-	354	6	11	1	4	1	2
gene-PA1569	NC_002516.2	1709821	1711191	-	1371	16	14	4	3	1	6
gene-PA1570	NC_002516.2	1711569	1712450	+	882	106	207	16	21	6	61
gene-PA1571	NC_002516.2	1712519	1712698	-	180	96	91	14	24	9	30
gene-PA1572	NC_002516.2	1712908	1714053	+	1146	208	278	15	57	12	105
gene-PA1573	NC_002516.2	1714064	1714660	+	597	57	96	6	19	8	33
gene-PA1574	NC_002516.2	1714778	1715059	-	282	133	152	10	26	3	60
gene-PA1575	NC_002516.2	1715154	1715705	-	552	27	38	4	10	5	14
gene-PA1576	NC_002516.2	1715809	1716675	+	867	115	191	15	25	7	51
gene-PA1577	NC_002516.2	1716682	1717023	-	342	36	48	4	13	7	19
gene-PA1578	NC_002516.2	1717139	1717894	+	756	45	65	2	10	4	25
gene-PA1578a	NC_002516.2	1717998	1718252	+	255	41	110	3	13	1	10
gene-PA1579	NC_002516.2	1718386	1718994	+	609	304	609	43	119	32	216
gene-PA1580	NC_002516.2	1719109	1720395	-	1287	1124	1217	88	318	91	651
gene-PA1581	NC_002516.2	1720744	1721130	+	387	997	1765	129	471	117	1021
gene-PA1582	NC_002516.2	1721124	1721492	+	369	539	777	73	274	89	605
gene-PA1583	NC_002516.2	1721496	1723268	+	1773	3216	4137	320	1235	338	2332
gene-PA1584	NC_002516.2	1723280	1723987	+	708	1759	2252	217	684	203	1301
gene-PA1585	NC_002516.2	1724244	1727075	+	2832	2138	2617	297	985	361	1777
gene-PA1586	NC_002516.2	1727118	1728347	+	1230	932	898	120	416	132	728
gene-PA1587	NC_002516.2	1728416	1729852	+	1437	1806	2194	183	798	242	1388
gene-PA1588	NC_002516.2	1730181	1731347	+	1167	2964	2971	239	887	263	1988
gene-PA1589	NC_002516.2	1731347	1732234	+	888	2947	2681	250	931	275	1962
gene-PA1590	NC_002516.2	1732545	1733858	+	1314	463	964	36	120	27	317
gene-PA1591	NC_002516.2	1734004	1734768	+	765	102	244	18	52	14	132
gene-PA1592	NC_002516.2	1734827	1735063	-	237	554	1120	70	239	56	856
gene-PA1593	NC_002516.2	1735236	1735709	+	474	49	74	7	15	4	36
gene-PA1594	NC_002516.2	1735706	1736152	+	447	23	41	4	15	7	27
gene-PA1595	NC_002516.2	1736189	1737418	+	1230	175	284	10	29	6	124
gene-PA1596	NC_002516.2	1737536	1739440	+	1905	1594	625	777	3896	1181	1176
gene-PA1597	NC_002516.2	1739508	1740233	+	726	51	48	23	84	21	47
gene-PA1598	NC_002516.2	1740244	1741065	-	822	23	22	8	41	17	19
gene-PA1599	NC_002516.2	1741146	1741928	+	783	27	56	7	11	10	11
gene-PA1600	NC_002516.2	1741939	1743240	-	1302	26	40	3	7	4	7
gene-PA1601	NC_002516.2	1743290	1745536	-	2247	52	109	7	15	10	24
gene-PA1602	NC_002516.2	1745533	1746024	-	492	9	21	0	4	4	9
gene-PA1603	NC_002516.2	1746231	1746653	-	423	19	25	2	4	3	13
gene-PA1604	NC_002516.2	1746692	1747597	-	906	116	132	8	27	8	42
gene-PA1605	NC_002516.2	1747596	1748630	+	1035	47	72	5	17	4	12
gene-PA1606	NC_002516.2	1748699	1749175	+	477	11	19	0	0	2	4
gene-PA1607	NC_002516.2	1749349	1749789	-	441	1119	967	67	260	69	342
gene-PA1608	NC_002516.2	1749895	1751520	-	1626	69	109	5	12	5	43
gene-PA1609	NC_002516.2	1751674	1752891	-	1218	636	2000	106	335	72	1137
gene-PA1610	NC_002516.2	1752903	1753418	-	516	410	1296	78	218	37	699
gene-PA1611	NC_002516.2	1753607	1755562	-	1956	237	438	9	45	14	125
gene-PA1612	NC_002516.2	1755559	1756317	-	759	44	132	3	8	2	34
gene-PA1613	NC_002516.2	1756489	1758597	-	2109	128	268	11	27	10	80
gene-PA1614	NC_002516.2	1758748	1759770	+	1023	185	294	20	53	28	145
gene-PA1615	NC_002516.2	1759784	1760125	+	342	78	106	13	23	7	51
gene-PA1616	NC_002516.2	1760122	1760586	+	465	95	133	12	22	2	54
gene-PA1617	NC_002516.2	1760713	1762380	+	1668	206	279	19	43	16	68
gene-PA1618	NC_002516.2	1762433	1762870	+	438	42	88	2	13	2	25
gene-PA1619	NC_002516.2	1762928	1763752	+	825	44	103	0	10	5	20
gene-PA1620	NC_002516.2	1763793	1764434	+	642	12	30	1	1	2	9
gene-PA1621	NC_002516.2	1764536	1765348	+	813	63	90	4	13	7	38
gene-PA1622	NC_002516.2	1765345	1766205	+	861	57	103	7	12	4	19
gene-PA1623	NC_002516.2	1766285	1766947	+	663	67	96	8	23	10	46
gene-PA1624	NC_002516.2	1766956	1767762	+	807	90	149	3	13	7	46
gene-PA1625	NC_002516.2	1767928	1768995	+	1068	70	155	2	26	8	49
gene-PA1626	NC_002516.2	1769047	1770321	-	1275	72	85	1	23	2	27
gene-PA1627	NC_002516.2	1770337	1770984	-	648	42	50	1	8	1	17
gene-PA1628	NC_002516.2	1771122	1772651	-	1530	16	22	1	4	1	9
gene-PA1629	NC_002516.2	1772655	1773440	-	786	27	33	4	4	2	6
gene-PA1630	NC_002516.2	1773682	1774548	+	867	76	80	14	28	11	29
gene-PA1631	NC_002516.2	1774603	1775757	+	1155	20	27	2	14	1	13
gene-PA1632	NC_002516.2	1775849	1776034	+	186	1	1	1	0	0	0
gene-PA1633	NC_002516.2	1776045	1777739	+	1695	32	39	4	5	5	11
gene-PA1634	NC_002516.2	1777751	1779823	+	2073	23	27	0	5	4	5
gene-PA1635	NC_002516.2	1779877	1780428	+	552	5	5	1	1	1	1
gene-PA1636	NC_002516.2	1780536	1783193	+	2658	94	166	10	21	9	35
gene-PA1637	NC_002516.2	1783294	1783986	+	693	57	77	5	7	3	18
gene-PA1638	NC_002516.2	1784108	1785016	+	909	34	42	3	10	4	20
gene-PA1639	NC_002516.2	1785127	1785732	+	606	104	245	10	20	7	50
gene-PA1640	NC_002516.2	1785736	1786773	-	1038	142	331	11	37	14	90
gene-PA1641	NC_002516.2	1786888	1787166	+	279	15	35	3	9	7	15
gene-PA1642	NC_002516.2	1787250	1788284	+	1035	225	341	12	52	18	117
gene-PA1643	NC_002516.2	1788284	1789393	+	1110	176	265	13	57	12	99
gene-PA1643a	NC_002516.2	1789372	1789719	-	348	40	70	5	21	4	38
gene-PA1644	NC_002516.2	1789857	1790465	+	609	75	134	11	21	9	54
gene-PA1645	NC_002516.2	1790472	1790879	-	408	60	135	6	6	5	31
gene-PA1646	NC_002516.2	1791080	1793038	+	1959	73	93	4	17	3	35
gene-PA1647	NC_002516.2	1793019	1794740	-	1722	46	82	2	8	2	16
gene-PA1648	NC_002516.2	1794883	1795887	-	1005	17	21	0	7	3	7
gene-PA1649	NC_002516.2	1796138	1796899	+	762	29	50	2	7	4	14
gene-PA1650	NC_002516.2	1797058	1797951	+	894	49	73	4	13	3	24
gene-PA1651	NC_002516.2	1797958	1799154	-	1197	52	74	5	21	4	25
gene-PA1652	NC_002516.2	1799385	1800020	+	636	95	148	2	20	9	34
gene-PA1653	NC_002516.2	1800071	1800547	-	477	29	58	2	12	9	20
gene-PA1654	NC_002516.2	1800629	1801795	+	1167	137	177	12	27	13	50
gene-PA1655	NC_002516.2	1801851	1802453	+	603	82	84	5	13	8	41
gene-PA1656	NC_002516.2	1803626	1805182	+	1557	137	625	19	23	12	57
gene-PA1657	NC_002516.2	1805218	1805724	+	507	29	95	4	5	6	10
gene-PA1658	NC_002516.2	1805753	1807228	+	1476	38	141	7	15	2	27
gene-PA1659	NC_002516.2	1807241	1807648	+	408	9	47	0	1	1	8
gene-PA1660	NC_002516.2	1808193	1809773	+	1581	31	149	0	8	1	12
gene-PA1661	NC_002516.2	1809737	1810744	+	1008	22	122	3	2	2	10
gene-PA1662	NC_002516.2	1810751	1813384	+	2634	56	289	7	10	5	29
gene-PA1663	NC_002516.2	1813395	1814906	+	1512	21	45	3	4	1	7
gene-PA1664	NC_002516.2	1814995	1815135	+	141	1	7	0	2	0	3
gene-PA1665	NC_002516.2	1815153	1816346	+	1194	12	34	1	6	0	12
gene-PA1666	NC_002516.2	1816352	1816858	+	507	10	14	1	3	0	8
gene-PA1667	NC_002516.2	1816855	1818186	+	1332	29	47	4	6	3	22
gene-PA1668	NC_002516.2	1818189	1819058	+	870	15	35	3	7	3	9
gene-PA1669	NC_002516.2	1819074	1822601	+	3528	104	193	7	36	12	100
gene-PA1670	NC_002516.2	1822601	1823329	+	729	14	35	4	6	2	19
gene-PA1671	NC_002516.2	1823326	1824315	+	990	54	72	7	13	3	27
gene-PA1672	NC_002516.2	1824343	1824723	-	381	65	93	12	15	6	26
gene-PA1673	NC_002516.2	1824969	1825430	+	462	176	422	38	44	26	120
gene-PA1674	NC_002516.2	1825495	1826040	-	546	311	428	28	64	22	205
gene-PA1675	NC_002516.2	1826118	1826675	-	558	92	243	11	34	2	65
gene-PA1676	NC_002516.2	1826732	1827052	-	321	44	116	2	7	4	18
gene-PA1677	NC_002516.2	1827225	1827821	-	597	120	210	9	23	7	38
gene-PA1678	NC_002516.2	1827992	1828906	+	915	185	347	32	69	9	152
gene-PA1679	NC_002516.2	1828931	1829710	-	780	189	362	23	42	15	127
gene-PA1680	NC_002516.2	1829788	1830771	-	984	58	72	3	15	2	40
gene-PA1681	NC_002516.2	1830879	1831970	+	1092	277	447	23	72	22	193
gene-PA1682	NC_002516.2	1832014	1833165	+	1152	166	328	4	24	3	69
