Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0006856		gene-CCNA_02122										
OG0006857		gene-CCNA_02144										
OG0006858		gene-CCNA_02987										
OG0006859				gene-FTB24_10635								
OG0006860						gene-PA3869						
OG0006861		gene-CCNA_00848										
OG0006862										gene-MSMEI_RS13420		
OG0006863				gene-FTB24_14405								
OG0006864								gene-Y11_RS10615				
OG0006865						gene-PA2746a						
OG0006866										gene-MSMEI_RS25570		
OG0006867						gene-PA3784						
OG0006868								gene-Y11_RS04435				
OG0006869										gene-MSMEI_RS24410		
OG0006870										gene-MSMEI_RS32915		
OG0006871						gene-PA0573						
OG0006872			gene-NRS_1448									
OG0006873								gene-Y11_RS07090				
OG0006874		gene-CCNA_01255										
OG0006875										gene-MSMEI_RS06095		
OG0006876										gene-MSMEI_RS35555		
OG0006877												gene-b2018
OG0006878												gene-b3873
OG0006879						gene-PA0894						
OG0006880						gene-PA3907						
OG0006881										gene-MSMEI_RS14995		
OG0006882										gene-MSMEI_RS07360		
OG0006883				gene-FTB24_15935								
OG0006884		gene-CCNA_02434										
OG0006885								gene-Y11_RS04415				
OG0006886												gene-b4601
OG0006887		gene-CCNA_01966										
OG0006888		gene-CCNA_03970										
OG0006889										gene-MSMEI_RS30965		
OG0006890												gene-b1731
OG0006891				gene-FTB24_14875								
OG0006892		gene-CCNA_00509										
OG0006893												gene-b1555
OG0006894				gene-FTB24_01020								
OG0006895								gene-Y11_RS16065				
OG0006896		gene-CCNA_00901										
OG0006897				gene-FTB24_05370								
OG0006898				gene-FTB24_10480								
OG0006899				gene-FTB24_10070								
OG0006900	gene-SERP1572											
OG0006901		gene-CCNA_03014										
OG0006902	gene-SERP0454											
OG0006903				gene-FTB24_13650								
OG0006904	gene-SERP1314											
OG0006905				gene-FTB24_16325								
OG0006906		gene-CCNA_00284										
OG0006907								gene-Y11_RS18440				
OG0006908				gene-FTB24_07150								
OG0006909				gene-FTB24_16895								
OG0006910										gene-MSMEI_RS06815		
OG0006911						gene-PA0073						
OG0006912		gene-CCNA_01094										
OG0006913												gene-b1457
OG0006914		gene-CCNA_03897										
OG0006915		gene-CCNA_00235										
OG0006916						gene-PA4076						
OG0006917	gene-SERP1637											
OG0006918		gene-CCNA_02939										
OG0006919		gene-CCNA_02844										
OG0006920								gene-Y11_RS05255				
OG0006921		gene-CCNA_00712										
OG0006922										gene-MSMEI_RS07725		
OG0006923						gene-PA0684						
OG0006924										gene-MSMEI_RS28460		
OG0006925		gene-CCNA_00592										
OG0006926												gene-b4346
OG0006927												gene-b1788
OG0006928		gene-CCNA_03996										
OG0006929						gene-PA4368						
OG0006930								gene-Y11_RS04430				
OG0006931										gene-MSMEI_RS29785		
OG0006932										gene-MSMEI_RS24780		
OG0006933		gene-CCNA_03559										
OG0006934				gene-FTB24_09045								
OG0006935		gene-CCNA_02509										
OG0006936								gene-Y11_RS15165				
OG0006937		gene-CCNA_03051										
OG0006938										gene-MSMEI_RS33755		
OG0006939						gene-PA2175						
OG0006940										gene-MSMEI_RS23715		
OG0006941				gene-FTB24_06710								
OG0006942										gene-MSMEI_RS11170		
OG0006943								gene-Y11_RS23725				
OG0006944										gene-MSMEI_RS31610		
OG0006945						gene-PA4699						
OG0006946										gene-MSMEI_RS21905		
OG0006947										gene-MSMEI_RS16675		
OG0006948			gene-NRS_1984									
OG0006949												gene-b4002
OG0006950		gene-CCNA_02056										
OG0006951										gene-MSMEI_RS26740		
OG0006952						gene-PA5299						
OG0006953				gene-FTB24_13785								
OG0006954						gene-PA2311						
OG0006955												gene-b4612
OG0006956		gene-CCNA_03891										
OG0006957						gene-PA1392						
OG0006958		gene-CCNA_02272										
OG0006959								gene-Y11_RS10625				
OG0006960												gene-b4553
OG0006961	gene-SERP0987											
OG0006962										gene-MSMEI_RS18200		
OG0006963								gene-Y11_RS17825				
OG0006964						gene-PA2746						
OG0006965												gene-b4501
OG0006966	gene-SERP1503											
OG0006967										gene-MSMEI_RS30935		
OG0006968										gene-MSMEI_RS13680		
OG0006969										gene-MSMEI_RS08115		
OG0006970		gene-CCNA_01604										
OG0006971		gene-CCNA_03531										
OG0006972										gene-MSMEI_RS12200		
OG0006973								gene-Y11_RS06340				
OG0006974												gene-b4330
OG0006975				gene-FTB24_08935								
OG0006976	gene-SERP1504											
OG0006977										gene-MSMEI_RS27320		
OG0006978										gene-MSMEI_RS00195		
OG0006979				gene-FTB24_07865								
OG0006980												gene-b3491
OG0006981										gene-MSMEI_RS16990		
OG0006982						gene-PA2251						
OG0006983										gene-MSMEI_RS00090		
OG0006984				gene-FTB24_12960								
OG0006985						gene-PA3971						
OG0006986		gene-CCNA_03415										
OG0006987						gene-PA2672						
OG0006988						gene-PA4081						
OG0006989		gene-CCNA_03286										
OG0006990						gene-PA3960						
OG0006991								gene-Y11_RS02905				
OG0006992												gene-b1414
OG0006993						gene-PA0701						
OG0006994							gene-NWMN_RS15895					
OG0006995												gene-b1471
OG0006996						gene-PA5534						
OG0006997		gene-CCNA_03980										
OG0006998										gene-MSMEI_RS29115		
OG0006999								gene-Y11_RS10855				
OG0007000				gene-FTB24_02935								
OG0007001								gene-Y11_RS04790				
OG0007002				gene-FTB24_13980								
OG0007003				gene-FTB24_08480								
OG0007004						gene-PA1404						
OG0007005										gene-MSMEI_RS04825		
OG0007006						gene-PA2784						
OG0007007								gene-Y11_RS02865				
OG0007008										gene-MSMEI_RS16950		
OG0007009		gene-CCNA_02028										
OG0007010												gene-b1685
OG0007011										gene-MSMEI_RS01890		
OG0007012										gene-MSMEI_RS21305		
OG0007013				gene-FTB24_00380								
OG0007014						gene-PA3224						
OG0007015		gene-CCNA_02317										
OG0007016				gene-FTB24_00395								
OG0007017				gene-FTB24_15850								
OG0007018												gene-b4753
OG0007019								gene-Y11_RS01360				
OG0007020												gene-b4605
OG0007021						gene-PA4317						
OG0007022										gene-MSMEI_RS25475		
OG0007023								gene-Y11_RS06355				
OG0007024	gene-SERP1542											
OG0007025						gene-PA0919						
OG0007026		gene-CCNA_00224										
OG0007027								gene-Y11_RS05950				
OG0007028										gene-MSMEI_RS36100		
OG0007029										gene-MSMEI_RS31415		
OG0007030		gene-CCNA_00020										
OG0007031				gene-FTB24_18775								
OG0007032						gene-PA4552						
OG0007033		gene-CCNA_03759										
OG0007034										gene-MSMEI_RS02885		
OG0007035				gene-FTB24_03630								
OG0007036								gene-Y11_RS22720				
OG0007037										gene-MSMEI_RS13255		
OG0007038		gene-CCNA_00164										
OG0007039										gene-MSMEI_RS33690		
OG0007040		gene-CCNA_03915										
OG0007041										gene-MSMEI_RS08770		
OG0007042				gene-FTB24_01260								
OG0007043								gene-Y11_RS24100				
OG0007044		gene-CCNA_00696										
OG0007045							gene-NWMN_RS10975					
OG0007046										gene-MSMEI_RS15430		
OG0007047						gene-PA3303a						
OG0007048						gene-PA1624						
OG0007049						gene-PA3547						
OG0007050	gene-SERP0083											
OG0007051												gene-b4342
OG0007052							gene-NWMN_RS01650					
OG0007053										gene-MSMEI_RS08725		
OG0007054						gene-PA2720						
OG0007055										gene-MSMEI_RS20580		
OG0007056										gene-MSMEI_RS14145		
OG0007057		gene-CCNA_03954										
OG0007058										gene-MSMEI_RS14135		
OG0007059										gene-MSMEI_RS30990		
OG0007060										gene-MSMEI_RS17245		
OG0007061												gene-b4745
OG0007062	gene-SERP1674											
OG0007063												gene-b3075
OG0007064										gene-MSMEI_RS17600		
OG0007065				gene-FTB24_08165								
OG0007066				gene-FTB24_08105								
OG0007067						gene-PA0637						
OG0007068						gene-PA2380						
OG0007069				gene-FTB24_04805								
OG0007070									gene-Y11_RS23930			
OG0007071				gene-FTB24_17430								
OG0007072										gene-MSMEI_RS35285		
OG0007073										gene-MSMEI_RS01835		
OG0007074						gene-PA0306a						
OG0007075										gene-MSMEI_RS13760		
OG0007076										gene-MSMEI_RS02375		
OG0007077								gene-Y11_RS11420				
OG0007078										gene-MSMEI_RS32505		
OG0007079						gene-PA1744						
OG0007080				gene-FTB24_11890								
OG0007081				gene-FTB24_03725								
OG0007082						gene-PA4789						
OG0007083										gene-MSMEI_RS22730		
OG0007084												gene-b2592
OG0007085										gene-MSMEI_RS12995		
OG0007086				gene-FTB24_12510								
OG0007087										gene-MSMEI_RS11765		
OG0007088				gene-FTB24_01960								
OG0007089		gene-CCNA_03246										
OG0007090										gene-MSMEI_RS09565		
OG0007091								gene-Y11_RS23470				
OG0007092		gene-CCNA_03547										
OG0007093						gene-PA0094						
OG0007094										gene-MSMEI_RS12470		
OG0007095										gene-MSMEI_RS08530		
OG0007096		gene-CCNA_01501										
OG0007097						gene-PA3064						
OG0007098								gene-Y11_RS12315				
OG0007099				gene-FTB24_18050								
OG0007100		gene-CCNA_03132										
OG0007101										gene-MSMEI_RS16250		
OG0007102						gene-PA0912						
OG0007103		gene-CCNA_02774										
OG0007104						gene-PA1420						
OG0007105				gene-FTB24_02850								
OG0007106												gene-b3280
OG0007107												gene-b1139
OG0007108							gene-NWMN_RS10310					
OG0007109				gene-FTB24_07545								
OG0007110	gene-SERP1626											
OG0007111			gene-NRS_58									
OG0007112						gene-PA3543						
OG0007113		gene-CCNA_00709										
OG0007114										gene-MSMEI_RS09250		
OG0007115				gene-FTB24_06975								
OG0007116										gene-MSMEI_RS13355		
OG0007117						gene-PA2898						
OG0007118								gene-Y11_RS10610				
OG0007119												gene-b2006
OG0007120										gene-MSMEI_RS02445		
OG0007121		gene-CCNA_03936										
OG0007122			gene-NRS_1421									
OG0007123				gene-FTB24_06140								
OG0007124	gene-SERP0248											
OG0007125						gene-PA0495						
OG0007126								gene-Y11_RS08435				
OG0007127										gene-MSMEI_RS21660		
OG0007128												gene-b4598
OG0007129				gene-FTB24_07740								
OG0007130	gene-SERP0368											
OG0007131				gene-FTB24_06375								
OG0007132								gene-Y11_RS10505				
OG0007133								gene-Y11_RS10645				
OG0007134				gene-FTB24_11980								
OG0007135										gene-MSMEI_RS19700		
OG0007136	gene-SERP1867											
OG0007137										gene-MSMEI_RS06290		
OG0007138						gene-PA4816						
OG0007139		gene-CCNA_02782										
OG0007140						gene-PA1872						
OG0007141				gene-FTB24_11675								
OG0007142										gene-MSMEI_RS11530		
OG0007143				gene-FTB24_04830								
OG0007144						gene-PA2820						
OG0007145										gene-MSMEI_RS33265		
OG0007146												gene-b4780
OG0007147		gene-CCNA_00972										
OG0007148												gene-b1928
OG0007149										gene-MSMEI_RS14510		
OG0007150				gene-FTB24_08670								
OG0007151										gene-MSMEI_RS10505		
OG0007152		gene-CCNA_03997										
OG0007153	gene-SERP2329											
OG0007154												gene-b4720
OG0007155						gene-PA2410						
OG0007156										gene-MSMEI_RS07825		
OG0007157						gene-PA1023						
OG0007158												gene-b1953
OG0007159		gene-CCNA_00076										
OG0007160										gene-MSMEI_RS19855		
OG0007161										gene-MSMEI_RS00080		
OG0007162		gene-CCNA_01112										
OG0007163						gene-PA3986						
OG0007164				gene-FTB24_01920								
OG0007165						gene-PA2117						
OG0007166						gene-PA1343						
OG0007167										gene-MSMEI_RS18730		
OG0007168												gene-b0326
OG0007169										gene-MSMEI_RS26200		
OG0007170		gene-CCNA_03962										
OG0007171		gene-CCNA_02559										
OG0007172												gene-b2775
OG0007173	gene-SERP1646											
OG0007174							gene-NWMN_RS15430					
OG0007175						gene-PA0101						
OG0007176								gene-Y11_RS16835				
OG0007177				gene-FTB24_03065								
OG0007178												gene-b1559
OG0007179										gene-MSMEI_RS06240		
OG0007180										gene-MSMEI_RS02810		
OG0007181										gene-MSMEI_RS14760		
OG0007182		gene-CCNA_00039										
OG0007183	gene-SERP2475											
OG0007184		gene-CCNA_03255										
OG0007185								gene-Y11_RS17780				
OG0007186						gene-PA2035						
OG0007187										gene-MSMEI_RS14105		
OG0007188		gene-CCNA_00524										
OG0007189										gene-MSMEI_RS31405		
OG0007190		gene-CCNA_02798										
OG0007191				gene-FTB24_15910								
OG0007192				gene-FTB24_02420								
OG0007193												gene-b3130
OG0007194			gene-NRS_158									
OG0007195								gene-Y11_RS08150				
OG0007196										gene-MSMEI_RS01240		
OG0007197										gene-MSMEI_RS30535		
OG0007198						gene-PA1615						
OG0007199		gene-CCNA_00232										
OG0007200		gene-CCNA_03829										
OG0007201						gene-PA2487						
OG0007202										gene-MSMEI_RS32920		
OG0007203										gene-MSMEI_RS22720		
OG0007204				gene-FTB24_11395								
OG0007205		gene-CCNA_03911										
OG0007206						gene-PA1169						
OG0007207		gene-CCNA_00169										
OG0007208		gene-CCNA_01133										
OG0007209						gene-PA4218						
OG0007210		gene-CCNA_02268										
OG0007211								gene-Y11_RS05430				
OG0007212	gene-SERP1537											
OG0007213						gene-PA0138						
OG0007214		gene-CCNA_00209										
OG0007215							gene-NWMN_RS01715					
OG0007216										gene-MSMEI_RS15115		
OG0007217												gene-b4782
OG0007218										gene-MSMEI_RS16345		
OG0007219	gene-SERP0440											
OG0007220		gene-CCNA_03992										
OG0007221	gene-SERP1625											
OG0007222										gene-MSMEI_RS19345		
OG0007223										gene-MSMEI_RS24765		
OG0007224		gene-CCNA_01919										
OG0007225	gene-SERP1521											
OG0007226			gene-NRS_1418									
OG0007227										gene-MSMEI_RS09030		
OG0007228					gene-FTB24_19370							
OG0007229												gene-b2757
OG0007230		gene-CCNA_00580										
OG0007231		gene-CCNA_02937										
OG0007232												gene-b4796
OG0007233												gene-b3398
OG0007234		gene-CCNA_01833										
OG0007235								gene-Y11_RS04495				
OG0007236								gene-Y11_RS13995				
OG0007237								gene-Y11_RS07810				
OG0007238				gene-FTB24_14905								
OG0007239								gene-Y11_RS23370				
OG0007240						gene-PA3694						
OG0007241		gene-CCNA_02868										
OG0007242						gene-PA5359						
OG0007243										gene-MSMEI_RS01320		
OG0007244												gene-b0358
OG0007245												gene-b0057
OG0007246		gene-CCNA_00707										
OG0007247	gene-SERP1512											
OG0007248						gene-PA4320						
OG0007249						gene-PA3848						
OG0007250												gene-b4739
OG0007251												gene-b1140
OG0007252										gene-MSMEI_RS28135		
OG0007253		gene-CCNA_02456										
OG0007254		gene-CCNA_00637										
OG0007255		gene-CCNA_01171										
OG0007256						gene-PA3576						
OG0007257				gene-FTB24_03640								
OG0007258						gene-PA4999						
OG0007259				gene-FTB24_06875								
OG0007260								gene-Y11_RS12735				
OG0007261		gene-CCNA_00884										
OG0007262			gene-NRS_1429									
OG0007263		gene-CCNA_03973										
OG0007264										gene-MSMEI_RS33530		
