Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA2144	34	85	90	88	host	glgP
gene-PA0693	1	11	12	9	host	exbB2
gene-PA1591	41	82	140	102	host	gene-PA1591
gene-PA3995	11	15	21	17	host	gene-PA3995
gene-PA5128	139	291	231	211	host	secB
gene-PA0999	100	224	129	66	host	pqsD
gene-PA3648	1367	2919	2315	1730	host	opr86
gene-PA4442	188	429	422	370	host	cysN
gene-PA4497	93	137	153	89	host	gene-PA4497
gene-PA2744.1	5	24	7	6	host	gene-PA2744.1
gene-PA4502	230	489	137	129	host	gene-PA4502
gene-PA1174	32	52	41	35	host	napA
gene-PA2272	47	113	96	86	host	pbpC
gene-PA0733	17	31	42	18	host	gene-PA0733
gene-PA1923	10	12	23	14	host	gene-PA1923
gene-PA5409	44	102	124	80	host	gene-PA5409
gene-PA0913	454	1140	925	835	host	mgtE
gene-PA1560	67	136	80	62	host	gene-PA1560
gene-PA1348	4	11	25	22	host	gene-PA1348
gene-PA4277.2	1993	2711	1710	1382	host	gene-PA4277.2
gene-PA4226	10	40	27	25	host	pchE
gene-PA5025	13	40	51	51	host	metY
gene-PA4119	19	51	27	27	host	aph
gene-PA0744	15	27	24	26	host	gene-PA0744
gene-PA1244	25	37	52	34	host	gene-PA1244
gene-PA0871	62	149	130	83	host	phhB
gene-PA5351	157	253	214	184	host	rubA1
gene-PA4127	2	12	14	4	host	hpcG
gene-PA1196	29	87	122	104	host	gene-PA1196
gene-PA2720	43	56	55	46	host	gene-PA2720
gene-PA2681	6	19	17	13	host	gene-PA2681
gene-PA3582	349	786	157	151	host	glpK
gene-PA4491	187	390	443	399	host	gene-PA4491
gene-PA3763	597	1364	1295	1098	host	purL
gene-PA2546	13	29	34	22	host	gene-PA2546
gene-PA4138	12	38	36	47	host	tyrS
gene-PA4449	289	513	389	360	host	hisG
gene-PA1810	163	330	258	196	host	gene-PA1810
gene-PA2115	11	39	28	23	host	gene-PA2115
gene-PA2587	40	64	85	91	host	pqsH
gene-PA4402	96	225	167	159	host	argJ
gene-PA2236	138	257	271	204	host	pslF
gene-PA2376	7	17	20	30	host	gene-PA2376
gene-PA2336	2	9	13	8	host	gene-PA2336
gene-PA5492	111	189	171	163	host	gene-PA5492
gene-PA1234	22	34	36	22	host	gene-PA1234
gene-PA0117	8	26	24	21	host	gene-PA0117
gene-PA5195	81	221	241	182	host	gene-PA5195
gene-PA0111	1	3	3	2	host	gene-PA0111
gene-PA3432	3	12	24	24	host	gene-PA3432
gene-PA5220	11	27	27	17	host	gene-PA5220
gene-PA4847	445	772	509	416	host	accB
gene-PA4872	47	87	72	56	host	gene-PA4872
gene-PA1145	8	18	12	13	host	gene-PA1145
gene-PA0076	42	101	146	107	host	gene-PA0076
gene-PA2247	47	110	85	77	host	bkdA1
gene-PA2111	3	7	1	3	host	gene-PA2111
gene-PA2107	4	1	5	6	host	gene-PA2107
gene-PA3424	8	22	15	19	host	gene-PA3424
gene-PA5369.3	321	586	712	663	host	gene-PA5369.3
gene-PA2874	12	18	13	9	host	gene-PA2874
gene-PA2409	6	18	36	35	host	gene-PA2409
gene-PA1808	70	170	160	130	host	gene-PA1808
gene-PA0290	21	47	48	25	host	gene-PA0290
gene-PA1509	81	177	232	214	host	gene-PA1509
gene-PA2831	24	52	36	30	host	gene-PA2831
gene-PA3077	21	58	43	48	host	gene-PA3077
gene-PA3684	83	248	150	177	host	gene-PA3684
gene-PA2663	6	35	63	50	host	ppyR
gene-PA0982	74	240	189	181	host	gene-PA0982
gene-PA4619	68	137	129	121	host	gene-PA4619
gene-PA0278	6	12	16	7	host	gene-PA0278
gene-PA4534	16	24	33	22	host	gene-PA4534
gene-PA2407	7	15	29	18	host	gene-PA2407
gene-PA1706	43	143	109	98	host	pcrV
gene-PA3228	77	156	156	113	host	gene-PA3228
gene-PA3369	4	12	18	21	host	gene-PA3369
gene-PA0221	6	16	12	10	host	gene-PA0221
gene-PA3783	17	23	41	33	host	gene-PA3783
gene-PA1640	54	128	125	99	host	gene-PA1640
gene-PA2610	41	69	50	43	host	gene-PA2610
gene-PA4582	45	119	205	174	host	gene-PA4582
gene-PA3492	20	34	46	53	host	gene-PA3492
gene-PA3435	24	52	70	74	host	gene-PA3435
gene-PA1197	59	113	173	109	host	gene-PA1197
gene-PA1678	126	302	257	223	host	gene-PA1678
gene-PA1254	6	15	11	10	host	gene-PA1254
gene-PA3399	9	34	25	19	host	gene-PA3399
gene-PA5253	100	256	197	150	host	algP
gene-PA4367	90	204	227	162	host	bifA
gene-PA0576	1304	2468	1616	1313	host	rpoD
gene-PA0958	605	1297	1119	992	host	oprD
gene-PA4489	423	747	904	763	host	gene-PA4489
gene-PA3690	48	106	130	145	host	gene-PA3690
gene-PA5236	148	360	289	161	host	gene-PA5236
gene-PA2756	73	114	124	100	host	gene-PA2756
gene-PA3718	7	10	14	11	host	gene-PA3718
gene-PA1067	10	26	38	29	host	gene-PA1067
gene-PA2202	25	46	60	60	host	gene-PA2202
gene-F358_gp10	907	1296	1094	1077	phage	gene-F358_gp10
gene-PA4046	34	83	47	62	host	gene-PA4046
gene-PA0400	39	87	85	73	host	gene-PA0400
gene-PA2188	3	6	7	3	host	gene-PA2188
gene-PA3744	913	1746	2060	1576	host	rimM
gene-PA0151	16	34	45	22	host	gene-PA0151
gene-PA4284	189	396	353	270	host	recB
gene-PA4429	604	1207	1558	1263	host	gene-PA4429
gene-PA2649	93	214	236	223	host	nuoN
gene-PA2395	4	9	11	12	host	pvdO
gene-PA5511	66	133	132	118	host	mifR
gene-PA3318	3	6	9	1	host	gene-PA3318
gene-PA1781	8	25	28	22	host	nirB
gene-PA0165	44	123	120	114	host	gene-PA0165
gene-PA2423	4	30	20	25	host	gene-PA2423
gene-PA3354	56	149	127	71	host	gene-PA3354
gene-PA4636	119	453	386	333	host	gene-PA4636
gene-PA4617	23	63	63	60	host	gene-PA4617
gene-PA2106	20	61	40	38	host	gene-PA2106
gene-F358_gp14	1721	3927	6989	5508	phage	gene-F358_gp14
gene-PA2775	77	187	285	212	host	gene-PA2775
gene-PA2922	2	6	6	3	host	gene-PA2922
gene-PA2946	35	87	132	100	host	gene-PA2946
gene-PA2378	113	216	110	119	host	gene-PA2378
gene-PA2806	28	63	59	37	host	gene-PA2806
gene-PA4041	14	61	25	17	host	gene-PA4041
gene-PA4952	132	293	313	288	host	gene-PA4952
gene-PA0304	44	116	140	111	host	spuH
gene-PA1702	54	81	108	68	host	gene-PA1702
gene-PA5504	134	340	191	185	host	gene-PA5504
gene-PA1366	90	234	221	189	host	gene-PA1366
gene-PA5472	81	154	173	173	host	gene-PA5472
gene-F358_gp11	720	1552	1436	1336	phage	gene-F358_gp11
gene-PA3504	4	14	17	4	host	gene-PA3504
gene-PA3956	10	29	21	19	host	gene-PA3956
gene-PA4151	11	14	11	18	host	acoB
gene-PA1541	69	113	142	109	host	gene-PA1541
gene-PA4864	12	19	26	18	host	ureD
gene-PA0333	80	127	141	91	host	gene-PA0333
gene-PA1735	18	35	45	41	host	gene-PA1735
gene-PA4813	3	10	15	8	host	lipC
gene-PA1695	16	31	39	36	host	pscP
gene-PA1042	29	75	33	50	host	gene-PA1042
gene-PA4658	28	49	51	41	host	gene-PA4658
gene-PA1363	11	16	13	18	host	gene-PA1363
gene-PA1992	19	69	43	26	host	ercS
gene-PA1242	15	31	52	26	host	gene-PA1242
gene-PA1530	67	146	124	113	host	gene-PA1530
gene-PA0599	35	92	86	68	host	gene-PA0599
gene-PA4889	136	257	110	100	host	gene-PA4889
gene-PA5078	372	820	729	515	host	gene-PA5078
gene-PA0657	57	131	115	90	host	gene-PA0657
gene-PA1705	34	70	91	51	host	pcrG
gene-PA1796	175	342	273	271	host	folD
gene-F358_gp87	1103	2648	3429	3321	phage	gene-F358_gp87
gene-PA0032	17	51	61	28	host	gene-PA0032
gene-PA2007	11	30	26	22	host	maiA
gene-PA1905	3	11	6	8	host	phzG2
gene-PA4559	162	354	271	243	host	lspA
gene-PA3206	18	41	52	41	host	gene-PA3206
gene-PA2414	5	12	16	8	host	gene-PA2414
gene-PA0918	23	66	70	60	host	gene-PA0918
gene-PA2771	41	90	109	93	host	gene-PA2771
gene-PA3238	59	142	111	100	host	gene-PA3238
gene-PA0598	28	73	79	53	host	gene-PA0598
gene-PA1755	45	101	56	54	host	gene-PA1755
gene-PA2381	4	12	23	19	host	gene-PA2381
gene-PA1552	239	476	439	366	host	ccoP1
gene-PA2996	164	392	296	264	host	nqrD
gene-PA3900	5	7	10	10	host	gene-PA3900
gene-PA4802	21	29	46	40	host	gene-PA4802
gene-PA0760	127	293	227	179	host	gene-PA0760
gene-PA2819.1	588	821	636	434	host	gene-PA2819.1
gene-PA3933	74	144	105	85	host	gene-PA3933
gene-PA4533	22	40	62	50	host	gene-PA4533
gene-PA4255	1179	1551	683	581	host	rpmC
gene-PA2811	34	64	101	71	host	gene-PA2811
gene-PA4340	19	60	56	40	host	gene-PA4340
gene-PA4689	130	386	423	339	host	gene-PA4689
gene-PA5458	68	163	87	65	host	gene-PA5458
gene-PA3490	28	51	58	60	host	gene-PA3490
gene-PA3366.1	40	129	81	66	host	amiL
gene-PA0893	63	186	170	109	host	argR
gene-PA5298	74	231	208	186	host	gene-PA5298
gene-PA3498	8	6	31	20	host	gene-PA3498
gene-F358_gp21	26	65	145	169	phage	gene-F358_gp21
gene-PA2739	419	925	771	704	host	pheT
gene-PA2909	12	13	17	15	host	gene-PA2909
gene-PA2873	32	65	52	39	host	gene-PA2873
gene-PA4057	73	130	80	99	host	nrdR
gene-PA2921	10	27	27	26	host	gene-PA2921
gene-PA2737	91	230	273	195	host	gene-PA2737
gene-PA3299	216	462	393	305	host	fadD1
gene-PA1236	8	12	16	9	host	gene-PA1236
gene-PA4999	167	423	329	254	host	waaL
gene-PA2802	29	83	87	63	host	gene-PA2802
gene-PA4084	6	18	13	13	host	cupB3
gene-PA1167	13	38	25	24	host	gene-PA1167
gene-PA1620	4	10	4	4	host	gene-PA1620
gene-PA1941	66	185	176	166	host	gene-PA1941
gene-PA3981	228	489	453	334	host	gene-PA3981
gene-PA1934	7	10	10	9	host	gene-PA1934
gene-PA0961	50	76	94	79	host	gene-PA0961
gene-PA2684	156	297	289	219	host	gene-PA2684
gene-PA2309	1	11	4	6	host	gene-PA2309
gene-PA0477	14	38	29	31	host	gene-PA0477
gene-PA2219	6	21	24	13	host	opdE
gene-PA3363	7	11	12	8	host	amiR
gene-PA3506	4	6	9	9	host	gene-PA3506
gene-PA2330	5	16	18	16	host	gene-PA2330
gene-F358_gp22	1818	3407	26523	26667	phage	gene-F358_gp22
gene-PA4150	6	22	17	20	host	gene-PA4150
gene-PA3452	253	442	355	321	host	mqoA
gene-PA1164	52	108	145	93	host	gene-PA1164
gene-PA1836	18	20	24	25	host	gene-PA1836
gene-PA3612	44	111	96	73	host	gene-PA3612
gene-PA5294	22	58	44	44	host	gene-PA5294
gene-PA0026	42	93	150	105	host	plcB
gene-PA2319	11	44	38	28	host	gene-PA2319
gene-PA2861	1	2	10	5	host	ligT
gene-PA3189	8	8	9	17	host	gene-PA3189
gene-PA4521	26	73	65	67	host	gene-PA4521
gene-PA3951	32	81	94	74	host	gene-PA3951
gene-PA4208	14	20	22	21	host	opmD
gene-PA5524	38	75	48	40	host	gene-PA5524
gene-PA2508	1	0	0	0	host	catC
gene-PA2191	20	39	84	66	host	exoY
gene-PA0784	69	137	119	83	host	gene-PA0784
gene-PA5142	164	287	174	192	host	hisH1
gene-PA1266	3	9	8	3	host	gene-PA1266
gene-PA0701	9	9	15	4	host	gene-PA0701
gene-PA4618	37	104	107	71	host	gene-PA4618
gene-PA4718	40	107	157	109	host	gene-PA4718
gene-PA4851	179	380	330	299	host	gene-PA4851
gene-PA4380	19	55	50	49	host	gene-PA4380
gene-PA5067	106	274	198	153	host	hisE
gene-PA4254	688	1088	767	737	host	rpsQ
gene-PA2847	28	71	78	65	host	gene-PA2847
gene-PA3553	31	51	49	38	host	arnC
gene-PA1311	4	14	6	11	host	phnX
gene-PA1879	12	12	19	14	host	gene-PA1879
gene-PA1068	237	430	441	352	host	gene-PA1068
gene-PA3091	27	49	57	58	host	gene-PA3091
gene-PA3681	3	21	11	8	host	gene-PA3681
gene-PA3761	35	67	57	46	host	gene-PA3761
gene-PA3035	3	15	17	14	host	gene-PA3035
gene-PA1318	79	153	194	154	host	cyoB
gene-PA1768	160	374	303	221	host	gene-PA1768
gene-PA2059	3	17	9	7	host	gene-PA2059
gene-F358_gp92	410	1074	3078	2614	phage	gene-F358_gp92
gene-PA3543	2	16	12	13	host	algK
gene-PA1690	27	42	43	38	host	pscU
gene-PA4885	11	45	44	34	host	irlR
gene-PA5563	227	561	495	381	host	soj
gene-PA1682	90	244	133	111	host	gene-PA1682
gene-PA4353	18	39	49	28	host	gene-PA4353
gene-PA4500	1591	3519	2063	1707	host	gene-PA4500
gene-PA1743	1	6	7	4	host	gene-PA1743
gene-PA2314	0	4	4	5	host	gene-PA2314
gene-PA3367	20	56	46	36	host	gene-PA3367
gene-PA5202	208	544	425	307	host	gene-PA5202
gene-PA2957	90	261	215	254	host	gene-PA2957
gene-PA5191	20	54	40	35	host	gene-PA5191
gene-PA3740	27	47	61	53	host	gene-PA3740
gene-F358_gp33	175	258	1601	2007	phage	gene-F358_gp33
gene-PA2830	75	174	155	129	host	htpX
gene-PA0168	21	56	44	51	host	gene-PA0168
gene-PA2845	1	9	11	14	host	gene-PA2845
gene-PA3096	31	58	44	31	host	xcpY
gene-PA0467	6	28	27	14	host	gene-PA0467
gene-F358_gp74	1677	3030	3087	3026	phage	gene-F358_gp74
gene-PA4135	14	22	27	19	host	gene-PA4135
gene-PA4418	449	907	911	715	host	ftsI
gene-PA5493	428	882	619	546	host	polA
gene-PA4626	20	53	27	37	host	hprA
gene-PA2818	59	109	117	103	host	arr
gene-PA1058	66	119	106	107	host	gene-PA1058
gene-PA3216	1	6	5	3	host	gene-PA3216
gene-PA4436	42	127	54	48	host	gene-PA4436
gene-PA4528	39	94	69	56	host	pilD
gene-PA1454	153	331	373	298	host	fleN
gene-PA3009	51	99	74	52	host	gene-PA3009
gene-PA3061	16	39	18	9	host	pelD
gene-PA3694	22	28	27	45	host	gene-PA3694
gene-PA2089	23	54	52	43	host	gene-PA2089
gene-PA1261	7	15	23	12	host	gene-PA1261
gene-PA5244	201	612	370	361	host	gene-PA5244
gene-PA1762	22	35	30	32	host	gene-PA1762
gene-PA3765	8	23	20	22	host	gene-PA3765
gene-PA3973	10	32	28	14	host	gene-PA3973
gene-PA4514	40	137	206	214	host	gene-PA4514
gene-PA1604	37	104	205	135	host	gene-PA1604
gene-PA0614	14	21	22	22	host	gene-PA0614
gene-PA2707	53	136	100	137	host	gene-PA2707
gene-PA3256	22	60	61	77	host	gene-PA3256
gene-PA2989	21	60	68	43	host	gene-PA2989
gene-PA2485	12	22	24	16	host	gene-PA2485
gene-PA2492	38	127	112	86	host	mexT
gene-PA4784	9	41	33	34	host	gene-PA4784
gene-PA3055	29	57	72	52	host	gene-PA3055
gene-PA2693	15	22	16	17	host	gene-PA2693
gene-PA3529	105	275	238	148	host	gene-PA3529
gene-PA3961	69	140	130	136	host	gene-PA3961
gene-PA0499	14	40	47	30	host	gene-PA0499
gene-PA4299	2	8	7	5	host	tadD
gene-PA2321	3	5	4	5	host	gene-PA2321
gene-PA1897	7	27	24	20	host	gene-PA1897
gene-PA2600	2	16	22	17	host	gene-PA2600
gene-PA1728	23	38	40	19	host	gene-PA1728
gene-PA4836	11	17	17	5	host	gene-PA4836
gene-PA4805	13	23	14	12	host	gene-PA4805
gene-PA5478	130	259	234	194	host	gene-PA5478
gene-F358_gp68	3405	5875	5585	4910	phage	gene-F358_gp68
gene-PA1493	230	474	481	428	host	cysP
gene-PA0625	41	73	84	69	host	gene-PA0625
gene-PA2872	8	21	13	21	host	gene-PA2872
gene-PA3878	39	112	162	121	host	narX
gene-PA3732	334	847	585	531	host	gene-PA3732
gene-PA2537	25	55	82	56	host	gene-PA2537
gene-PA0734	7	16	23	22	host	gene-PA0734
gene-PA4058	9	14	19	20	host	gene-PA4058
gene-PA1812	221	580	518	455	host	mltD
gene-PA2848	4	10	18	6	host	gene-PA2848
gene-PA0056	7	22	16	17	host	gene-PA0056
gene-PA0134	42	58	107	84	host	gene-PA0134
gene-PA0719	3	8	18	10	host	gene-PA0719
gene-PA0773	84	142	127	105	host	pdxJ
gene-PA0273	0	3	3	4	host	gene-PA0273
gene-PA5432	4	28	25	17	host	gene-PA5432
gene-PA4947	280	737	710	592	host	amiB
gene-PA1785	0	7	16	2	host	gene-PA1785
gene-PA0108	7	33	57	33	host	coIII
gene-PA0493	11	35	8	16	host	gene-PA0493
gene-PA4423	135	324	308	252	host	gene-PA4423
gene-PA5284	26	41	44	21	host	gene-PA5284
gene-PA1650	24	48	49	42	host	gene-PA1650
gene-PA5355	11	36	53	32	host	glcD
gene-PA2622	16	57	58	37	host	cspD
gene-PA3185	130	332	300	227	host	gene-PA3185
gene-PA2018	55	103	129	115	host	gene-PA2018
gene-PA4699	178	433	254	186	host	gene-PA4699
gene-PA0508	25	50	39	55	host	gene-PA0508
gene-PA0249	12	18	19	20	host	gene-PA0249
gene-PA2627	32	107	76	75	host	gene-PA2627
gene-PA3285	65	118	151	75	host	gene-PA3285
gene-PA3739	23	37	82	46	host	gene-PA3739
gene-PA4051	200	476	342	277	host	thiL
gene-PA5178	56	111	96	78	host	gene-PA5178
gene-PA5146	267	510	527	381	host	gene-PA5146
gene-PA1968	20	38	34	32	host	gene-PA1968
gene-PA3133.1	190	240	238	202	host	gene-PA3133.1
gene-PA2087	0	2	1	3	host	gene-PA2087
gene-PA2380	52	116	131	125	host	gene-PA2380
gene-PA3869	9	31	23	17	host	gene-PA3869
gene-PA2388	48	132	185	170	host	fpvR
gene-PA3515	12	46	51	53	host	gene-PA3515
gene-PA4275	678	1429	1383	1072	host	nusG
gene-PA4310	136	319	424	323	host	pctB
gene-PA0696	6	19	34	30	host	gene-PA0696
gene-PA0561	124	289	222	158	host	gene-PA0561
gene-PA0962	98	231	328	245	host	gene-PA0962
gene-PA4644	72	222	261	246	host	gene-PA4644
gene-PA0488	7	12	23	16	host	gene-PA0488
gene-PA1784	6	22	28	22	host	gene-PA1784
gene-PA4664	181	343	271	212	host	hemK
gene-PA3113	85	175	132	123	host	trpF
gene-PA3436	2	5	7	8	host	gene-PA3436
gene-PA2066	2	9	6	12	host	gene-PA2066
gene-PA4912	10	30	33	19	host	gene-PA4912
gene-PA1862	45	75	60	71	host	modB
gene-PA2462	1630	3193	3133	2542	host	gene-PA2462
gene-PA2799	12	38	46	36	host	gene-PA2799
gene-PA2708	15	33	39	26	host	gene-PA2708
gene-PA0455	64	167	121	107	host	dbpA
gene-PA2614	229	477	366	279	host	lolA
gene-PA1440	117	278	170	191	host	gene-PA1440
gene-F358_gp81	911	2223	3796	3723	phage	gene-F358_gp81
gene-PA2479	35	90	51	56	host	gene-PA2479
gene-PA4708	11	33	36	18	host	phuT
gene-PA2009	59	142	159	117	host	hmgA
gene-PA2235	327	538	535	409	host	pslE
gene-PA2890	3	3	4	6	host	atuE
gene-PA1938	23	51	111	103	host	gene-PA1938
gene-PA1420	11	36	35	28	host	gene-PA1420
gene-PA5240	568	1145	909	836	host	trxA
gene-PA5261	158	437	506	403	host	algR
gene-PA0468	16	43	65	32	host	gene-PA0468
gene-PA2555	25	37	43	41	host	gene-PA2555
gene-PA4326	23	69	61	79	host	gene-PA4326
gene-PA0220	13	39	46	32	host	gene-PA0220
gene-PA0483	30	39	38	37	host	gene-PA0483
gene-PA1715	87	147	159	92	host	pscB
gene-PA0504	10	12	12	19	host	bioD
gene-PA2807	0	5	3	1	host	gene-PA2807
gene-PA2648	219	454	413	327	host	nuoM
gene-PA0059	3	5	6	4	host	osmC
gene-PA4888	125	289	177	157	host	desB
gene-PA1328	15	33	34	18	host	gene-PA1328
gene-F358_gp44	634	964	3405	3451	phage	gene-F358_gp44
gene-PA2565	2	7	8	13	host	gene-PA2565
gene-PA1226	25	30	28	14	host	gene-PA1226
gene-PA5020	23	48	60	37	host	gene-PA5020
gene-PA5073	28	78	91	51	host	gene-PA5073
gene-PA2255	2	10	6	3	host	pvcB
gene-PA3967	34	120	82	78	host	gene-PA3967
gene-PA0311	12	22	11	14	host	gene-PA0311
gene-PA2363	6	21	16	18	host	gene-PA2363
gene-PA0027	22	50	67	55	host	gene-PA0027
gene-PA4861	9	10	13	5	host	gene-PA4861
gene-PA0320	4	12	6	2	host	gene-PA0320
gene-PA5520	17	58	46	49	host	gene-PA5520
gene-PA0160	4	6	8	10	host	gene-PA0160
gene-PA1983	2	1	5	1	host	exaB
gene-PA0179	9	19	42	32	host	gene-PA0179
gene-PA2794	67	145	126	100	host	gene-PA2794
gene-PA0123	20	53	43	33	host	gene-PA0123
gene-PA2417	31	56	70	62	host	gene-PA2417
gene-PA2927	12	24	22	10	host	gene-PA2927
gene-PA4079	32	78	43	57	host	gene-PA4079
gene-PA5214	37	113	147	101	host	gcvH1
gene-PA1395	9	44	50	30	host	gene-PA1395
gene-PA3379	0	4	3	2	host	gene-PA3379
gene-PA3747	62	187	190	149	host	gene-PA3747
gene-PA3837	36	108	52	55	host	gene-PA3837
gene-PA1471	4	10	8	10	host	gene-PA1471
gene-PA0332	48	100	79	61	host	gene-PA0332
gene-PA4910	4	17	7	4	host	gene-PA4910
gene-PA3511	0	4	5	5	host	gene-PA3511
gene-PA5416	4	17	8	11	host	soxB
gene-PA3220	8	21	23	15	host	gene-PA3220
gene-PA3331	1	15	15	11	host	gene-PA3331
gene-PA4487	55	81	107	95	host	gene-PA4487
gene-PA0622	33	74	74	82	host	gene-PA0622
gene-PA1256	2	6	21	12	host	gene-PA1256
gene-PA4614	54	85	63	62	host	mscL
gene-PA3848	25	74	57	42	host	gene-PA3848
gene-PA1636	22	47	138	78	host	kdpD
gene-PA5498	80	200	263	233	host	gene-PA5498
gene-PA0650	146	330	282	221	host	trpD
gene-PA0802	2	3	8	10	host	gene-PA0802
gene-PA2127	108	319	455	270	host	gene-PA2127
gene-PA1722	36	92	80	55	host	pscI
gene-PA3910	5	17	15	9	host	eddA
gene-PA1327	19	49	57	43	host	gene-PA1327
gene-PA0905.1	126	225	185	148	host	gene-PA0905.1
gene-PA3328	3	4	4	13	host	gene-PA3328
gene-PA2970	781	1428	1368	1151	host	rpmF
gene-PA0132	46	82	77	44	host	gene-PA0132
gene-PA3738	24	58	57	39	host	xerD
gene-PA0637	12	11	15	15	host	gene-PA0637
gene-PA5064	83	187	173	193	host	gene-PA5064
gene-PA5400	0	2	3	3	host	gene-PA5400
gene-PA4082	10	21	37	27	host	cupB5
gene-PA4453	91	237	178	148	host	gene-PA4453
gene-PA2686	18	44	51	17	host	pfeR
gene-PA3496	22	54	114	143	host	gene-PA3496
gene-PA0051	6	16	17	10	host	phzH
gene-PA4995	43	67	75	44	host	gene-PA4995
gene-PA0078	78	133	241	128	host	gene-PA0078
gene-PA0806	2	14	9	13	host	gene-PA0806
gene-PA0461	87	171	186	144	host	gene-PA0461
gene-PA5342	25	33	43	25	host	gene-PA5342
gene-PA1323	1	11	8	15	host	gene-PA1323
gene-PA0017	99	193	159	171	host	gene-PA0017
gene-PA5550	63	99	92	69	host	glmR
gene-PA5532	15	40	27	28	host	gene-PA5532
gene-PA0665	111	296	205	178	host	gene-PA0665
gene-PA0314	37	85	77	71	host	gene-PA0314
gene-PA1392	23	53	58	37	host	gene-PA1392
gene-PA0515	24	27	43	16	host	gene-PA0515
gene-PA1462	98	208	206	159	host	gene-PA1462
gene-PA0171	67	149	166	125	host	gene-PA0171
gene-PA4817	5	19	11	9	host	gene-PA4817
gene-PA2839	10	15	6	11	host	gene-PA2839
gene-PA4903	2	18	14	13	host	gene-PA4903
gene-PA5206	33	112	107	73	host	argE
gene-PA2465	23	126	37	43	host	gene-PA2465
gene-PA4987	47	125	99	74	host	gene-PA4987
gene-PA5198	44	126	105	103	host	gene-PA5198
gene-PA1740	18	29	32	25	host	gene-PA1740
gene-PA0774	51	163	161	132	host	gene-PA0774
gene-PA3007	161	374	215	226	host	lexA
gene-PA1001	167	293	154	114	host	phnA
gene-PA2833	1	7	5	7	host	gene-PA2833
gene-PA1451	52	151	117	102	host	gene-PA1451
gene-PA2012	24	54	43	41	host	liuD
gene-PA4827	16	40	46	38	host	gene-PA4827
gene-PA1140	11	53	40	25	host	gene-PA1140
gene-PA2297	0	6	2	1	host	gene-PA2297
gene-PA4598	36	70	71	68	host	mexD
gene-PA2729	10	26	21	21	host	gene-PA2729
gene-PA0552	135	280	260	200	host	pgk
gene-PA4640	184	406	475	350	host	mqoB
gene-PA5299	90	232	160	128	host	gene-PA5299
gene-PA4907	43	78	89	74	host	gene-PA4907
gene-PA2486	1	10	12	7	host	gene-PA2486
gene-PA2328	7	18	13	12	host	gene-PA2328
gene-PA1332	23	42	39	20	host	gene-PA1332
gene-PA0789	274	567	258	236	host	gene-PA0789
gene-PA3068	371	882	850	801	host	gdhB
gene-PA2556	8	42	23	13	host	gene-PA2556
gene-PA2765	31	84	79	61	host	gene-PA2765
gene-PA0277	109	162	383	299	host	gene-PA0277
gene-PA2505	8	25	12	18	host	opdT
gene-PA2570	3	20	20	6	host	lecA
gene-PA2850	34	64	86	86	host	ohr
gene-PA2039	20	50	52	46	host	gene-PA2039
gene-PA4891	6	13	24	23	host	ureE
gene-PA3295	29	76	49	46	host	gene-PA3295
gene-PA0711	3	6	15	8	host	gene-PA0711
gene-PA0392	107	179	153	133	host	gene-PA0392
gene-PA3864	34	60	39	35	host	dauR
gene-PA0921	101	232	137	124	host	gene-PA0921
gene-PA2518	2	7	6	7	host	xylX
gene-PA4611	108	222	261	196	host	gene-PA4611
gene-PA4136	11	14	35	31	host	gene-PA4136
gene-PA3288	9	40	51	35	host	gene-PA3288
gene-PA1382	108	290	351	270	host	gene-PA1382
gene-PA1917	6	5	3	5	host	gene-PA1917
gene-PA0232	13	19	16	12	host	pcaC
gene-PA3638	48	84	88	60	host	gene-PA3638
gene-PA1532	543	1034	813	696	host	dnaX
gene-PA1232	9	15	23	10	host	gene-PA1232
gene-PA0680	2	2	3	3	host	gene-PA0680
gene-PA2181	3	4	6	2	host	gene-PA2181
gene-PA5257	210	518	580	518	host	gene-PA5257
gene-PA2777	18	37	48	28	host	gene-PA2777
gene-PA4990	10	11	17	19	host	gene-PA4990
gene-PA2521	0	7	7	2	host	czcB
gene-PA0182	8	8	7	14	host	gene-PA0182
gene-PA3603	27	52	113	81	host	dgkA
gene-PA3554	53	129	93	66	host	arnA
gene-PA2322	23	41	43	21	host	gene-PA2322
gene-PA4739	14	12	19	12	host	gene-PA4739
gene-PA4728	25	98	73	74	host	folK
gene-PA4389	67	218	270	210	host	speA
gene-PA4948	108	263	276	244	host	gene-PA4948
gene-PA1280	53	119	82	75	host	gene-PA1280
gene-PA4016	46	104	70	56	host	gene-PA4016
gene-PA3850	75	164	185	115	host	gene-PA3850
gene-PA5460	1	3	4	12	host	gene-PA5460
gene-PA2096	8	13	16	10	host	gene-PA2096
gene-PA4779	27	60	35	37	host	gene-PA4779
gene-PA0085	258	429	637	508	host	hcp1
gene-PA4902	11	20	26	28	host	gene-PA4902
gene-PA1018	1	11	16	13	host	gene-PA1018
gene-PA2302	40	71	124	94	host	ambE
gene-PA1057	70	138	153	145	host	gene-PA1057
gene-PA3106	68	159	101	80	host	gene-PA3106
gene-PA3105	70	147	81	76	host	xcpQ
gene-PA2072	16	43	26	30	host	gene-PA2072
gene-PA1710	60	178	177	145	host	exsC
gene-PA0047	21	70	69	55	host	gene-PA0047
gene-PA2450	42	119	120	114	host	gene-PA2450
