Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA5030	26	18	97	119	host	gene-PA5030
gene-PA5081	28	10	35	50	host	gene-PA5081
gene-JG005_00035	831	814	7915	8813	phage	gene-JG005_00035
gene-PA1372	457	370	629	900	host	gene-PA1372
gene-PA0200	70	85	144	224	host	gene-PA0200
gene-PA3765	8	10	24	30	host	gene-PA3765
gene-PA2799	32	15	40	44	host	gene-PA2799
gene-PA0571	54	28	58	91	host	gene-PA0571
gene-PA0682	14	2	26	12	host	gene-PA0682
tadB	6	3	19	18	host	tadB
gene-PA4404	100	73	107	198	host	gene-PA4404
gene-PA2820	80	61	87	130	host	gene-PA2820
gene-PA3414	24	16	37	45	host	gene-PA3414
gene-PA3628	67	23	56	80	host	gene-PA3628
gene-PA3852	53	30	44	55	host	gene-PA3852
gene-PA2575	34	24	46	45	host	gene-PA2575
gene-PA3342	24	15	34	39	host	gene-PA3342
rbfA	186	144	187	247	host	rbfA
gene-PA5270	160	127	228	246	host	gene-PA5270
gene-PA5414	81	65	111	144	host	gene-PA5414
crfX	1082	659	756	972	host	crfX
pctB	270	171	350	508	host	pctB
pslF	246	193	245	344	host	pslF
gene-PA1316	29	18	46	62	host	gene-PA1316
gene-PA3614	96	93	219	271	host	gene-PA3614
migA	665	449	708	908	host	migA
gene-PA2865	93	52	121	158	host	gene-PA2865
gene-PA2719	7	7	9	21	host	gene-PA2719
iscS	897	589	576	731	host	iscS
dht	48	25	74	86	host	dht
gene-PA0398	138	86	184	259	host	gene-PA0398
phzS	4	8	12	21	host	phzS
glmM	1057	692	887	1344	host	glmM
gene-PA5265	217	154	396	539	host	gene-PA5265
gene-PA5103	34	13	33	50	host	gene-PA5103
gene-PA0907	11	21	23	36	host	gene-PA0907
gene-PA1336	145	84	81	102	host	gene-PA1336
gltS	17	11	23	16	host	gltS
gene-PA3297	272	188	239	307	host	gene-PA3297
gene-PA3613	115	97	337	474	host	gene-PA3613
gene-PA0829	7	8	15	20	host	gene-PA0829
gene-PA0718	26	11	27	25	host	gene-PA0718
gene-PA1190	25	16	22	42	host	gene-PA1190
napB	12	8	9	11	host	napB
mtlD	13	4	12	11	host	mtlD
gene-PA0214	8	8	16	20	host	gene-PA0214
gene-PA4381	113	70	118	148	host	gene-PA4381
hisF1	174	135	185	235	host	hisF1
gene-JG024_gp89	766	575	2002	3358	phage	gene-JG024_gp89
gene-PA1052	81	53	118	132	host	gene-PA1052
moaB2	67	38	40	56	host	moaB2
soxR	22	12	22	43	host	soxR
pilY2	40	37	53	78	host	pilY2
foaB	215	152	176	245	host	foaB
gene-JG005_00123	361	437	437	597	phage	gene-JG005_00123
gene-PA4327	26	11	32	32	host	gene-PA4327
gene-PA1394	38	8	39	38	host	gene-PA1394
gene-PA3775	5	3	15	13	host	gene-PA3775
hslU	229	160	210	301	host	hslU
gene-PA0439	10	9	18	29	host	gene-PA0439
gene-PA2222	23	19	52	56	host	gene-PA2222
gene-PA0558	21	16	18	34	host	gene-PA0558
gene-PA3833	72	57	84	97	host	gene-PA3833
gene-PA0164	43	38	52	93	host	gene-PA0164
gene-PA1108	6	6	9	20	host	gene-PA1108
gene-PA2061	19	11	21	33	host	gene-PA2061
gene-PA1223	81	57	123	148	host	gene-PA1223
aspA	746	550	1330	2051	host	aspA
gene-PA2500	28	22	70	98	host	gene-PA2500
gene-PA0102	88	68	63	89	host	gene-PA0102
gene-PA1360	129	117	194	210	host	gene-PA1360
gene-PA2077	19	15	15	24	host	gene-PA2077
gene-PA1440	260	197	230	330	host	gene-PA1440
gene-PA3208	58	37	83	115	host	gene-PA3208
gene-PA2896	35	22	34	66	host	gene-PA2896
upp	108	64	89	84	host	upp
gene-PA0240	26	27	38	41	host	gene-PA0240
gene-PA1606	15	12	17	23	host	gene-PA1606
gene-PA0163	52	40	81	145	host	gene-PA0163
gene-PA1577	125	67	124	155	host	gene-PA1577
gene-JG024_gp80	5492	4666	19623	30570	phage	gene-JG024_gp80
gene-PA3498	10	9	27	27	host	gene-PA3498
eco	85	61	118	135	host	eco
gene-PA3262	317	222	399	482	host	gene-PA3262
iscU	447	252	219	320	host	iscU
gene-PA2030	15	6	7	18	host	gene-PA2030
gene-PA4974	426	324	624	696	host	gene-PA4974
gene-PA0528	70	68	89	79	host	gene-PA0528
cysP	421	338	504	707	host	cysP
gene-PA2269	43	41	59	58	host	gene-PA2269
gene-PA5543	20	9	6	9	host	gene-PA5543
rpsK	986	815	786	1047	host	rpsK
gene-PA5391	5	2	3	14	host	gene-PA5391
gene-PA2867	241	192	352	469	host	gene-PA2867
prpD	50	29	65	59	host	prpD
gene-PA4065	110	62	61	94	host	gene-PA4065
norC	90	98	67	84	host	norC
gene-PA0708	52	31	28	49	host	gene-PA0708
gene-PA0248	81	78	172	231	host	gene-PA0248
gene-PA0691	4	1	6	11	host	gene-PA0691
gene-PA2127	256	194	444	528	host	gene-PA2127
gene-PA2840	709	344	418	579	host	gene-PA2840
gene-PA2824	154	127	218	299	host	gene-PA2824
gene-PA1374	14	8	24	41	host	gene-PA1374
gene-PA3766	43	47	76	98	host	gene-PA3766
infC	1650	1248	1576	2386	host	infC
chpE	30	49	43	65	host	chpE
fruI	328	207	226	321	host	fruI
gene-PA2367	14	12	36	44	host	gene-PA2367
gene-PA2768	17	11	18	22	host	gene-PA2768
gene-PA3973	23	14	28	34	host	gene-PA3973
gene-PA2511	16	16	15	18	host	gene-PA2511
gene-PA3900	8	7	8	9	host	gene-PA3900
gene-PA0182	15	10	9	15	host	gene-PA0182
tpbB	98	61	73	127	host	tpbB
gene-PA1631	33	15	32	52	host	gene-PA1631
gene-PA5378	58	47	63	106	host	gene-PA5378
gene-PA4616	67	50	78	91	host	gene-PA4616
gene-PA3466	176	107	122	175	host	gene-PA3466
hisI	870	604	697	1038	host	hisI
gene-PA2858	63	37	96	114	host	gene-PA2858
gene-PA3421	4	4	15	17	host	gene-PA3421
pctA	122	89	195	241	host	pctA
gene-PA3251	8	2	6	11	host	gene-PA3251
hfq	525	314	621	765	host	hfq
gene-PA3786	57	39	114	151	host	gene-PA3786
opdP	774	532	173	209	host	opdP
gene-PA1033	86	52	86	85	host	gene-PA1033
gene-PA2427	1	0	4	6	host	gene-PA2427
gene-PA2218	22	16	22	49	host	gene-PA2218
gene-PA0072	76	67	234	243	host	gene-PA0072
gene-PA0377	138	62	137	141	host	gene-PA0377
gene-PA0513	20	32	30	30	host	gene-PA0513
gene-PA0980	63	37	97	158	host	gene-PA0980
gene-PA1700	30	30	26	31	host	gene-PA1700
nalC	115	87	208	239	host	nalC
gene-PA5330	414	281	524	667	host	gene-PA5330
rpsM	1202	1165	1144	1431	host	rpsM
gene-PA3220	15	7	23	35	host	gene-PA3220
gene-PA4025	8	6	16	16	host	gene-PA4025
gene-PA5181.1	171	124	393	559	host	gene-PA5181.1
gene-PA5244	457	312	537	844	host	gene-PA5244
gene-PA2275	5	3	10	10	host	gene-PA2275
gene-PA1938	79	42	169	207	host	gene-PA1938
gene-PA3038	100	77	51	61	host	gene-PA3038
gene-PA2940	16	12	18	39	host	gene-PA2940
gene-PA5542	42	19	28	38	host	gene-PA5542
gene-PA4802	39	24	55	59	host	gene-PA4802
gene-PA4066	56	31	45	62	host	gene-PA4066
gene-PA3663	111	75	133	123	host	gene-PA3663
gene-PA5207	39	49	89	138	host	gene-PA5207
gene-PA0142	77	38	86	69	host	gene-PA0142
gene-PA3518	5	0	7	8	host	gene-PA3518
ftsX	507	356	584	841	host	ftsX
kdpB	28	15	76	114	host	kdpB
gene-PA2440	85	47	40	50	host	gene-PA2440
cdhB	1	1	0	0	host	cdhB
rplD	2730	2498	2537	3116	host	rplD
gene-PA2229	29	28	42	46	host	gene-PA2229
ptrB	1	5	14	10	host	ptrB
gene-PA2786	6	4	2	7	host	gene-PA2786
gene-PA2435	51	43	50	71	host	gene-PA2435
chpC	65	55	86	79	host	chpC
gene-PA5463	52	42	59	99	host	gene-PA5463
gene-PA4023	23	12	23	22	host	gene-PA4023
gene-PA1296	189	110	278	350	host	gene-PA1296
gene-PA5444	32	36	76	103	host	gene-PA5444
gene-PA5518	122	109	194	219	host	gene-PA5518
ilvH	189	134	204	319	host	ilvH
gene-PA3689	48	42	117	166	host	gene-PA3689
gene-PA3133.4	2355	3545	2548	3570	host	gene-PA3133.4
rhlC	44	13	42	57	host	rhlC
gene-PA1435	6	4	7	14	host	gene-PA1435
pdxH	74	51	115	163	host	pdxH
uvrC	238	186	163	258	host	uvrC
aguB	51	35	89	101	host	aguB
gene-PA3372	14	19	36	31	host	gene-PA3372
gene-PA3132	8	17	22	23	host	gene-PA3132
gene-PA2682	34	21	40	57	host	gene-PA2682
betB	220	153	300	437	host	betB
rplB	1283	1101	1301	1681	host	rplB
inaA	94	49	125	159	host	inaA
gene-PA1486	13	4	8	4	host	gene-PA1486
gene-PA1260	1	3	10	11	host	gene-PA1260
wbpX	75	72	54	82	host	wbpX
alc	29	27	34	54	host	alc
gene-PA2536	84	71	156	215	host	gene-PA2536
gene-PA3378	3	0	6	24	host	gene-PA3378
gene-PA2504	19	11	36	26	host	gene-PA2504
gene-PA3024	17	19	18	40	host	gene-PA3024
gene-PA0219	13	7	17	18	host	gene-PA0219
fimT	5	5	9	22	host	fimT
hpcG	5	6	9	9	host	hpcG
gene-PA2899	32	18	42	50	host	gene-PA2899
gene-PA4064	232	104	108	122	host	gene-PA4064
gene-PA3998	438	266	305	474	host	gene-PA3998
gene-PA1137	21	9	12	28	host	gene-PA1137
gene-PA4968	1185	613	702	873	host	gene-PA4968
gene-PA5333	112	72	177	192	host	gene-PA5333
gene-PA2795	134	88	137	199	host	gene-PA2795
gene-PA3710	47	33	45	56	host	gene-PA3710
gene-PA4499	372	209	487	566	host	gene-PA4499
fda	212	143	227	337	host	fda
gene-PA5303	130	130	389	562	host	gene-PA5303
gene-PA4637	20	24	53	55	host	gene-PA4637
mobA	14	4	21	21	host	mobA
gene-PA2026	36	25	75	91	host	gene-PA2026
gene-PA2202	32	25	82	70	host	gene-PA2202
gene-PA4680	17	14	43	46	host	gene-PA4680
gene-PA4779	54	41	38	62	host	gene-PA4779
gene-PA4857	27	10	34	36	host	gene-PA4857
gene-PA1280	129	89	117	143	host	gene-PA1280
gene-PA0187	12	13	9	26	host	gene-PA0187
metE	84	31	77	130	host	metE
nosD	69	71	39	39	host	nosD
gene-PA2569	27	26	55	92	host	gene-PA2569
gene-PA5157	31	16	30	60	host	gene-PA5157
gbdR	86	71	110	121	host	gbdR
pscI	88	72	36	73	host	pscI
gene-JG005_00163	4196	4968	7269	7655	phage	gene-JG005_00163
gene-PA4048	88	66	40	86	host	gene-PA4048
gene-PA2770	171	101	162	196	host	gene-PA2770
zipA	800	541	827	1161	host	zipA
rfaD	65	89	162	216	host	rfaD
gene-PA0641	48	44	113	100	host	gene-PA0641
gene-PA2415	4	3	5	15	host	gene-PA2415
gene-PA2488	18	16	18	24	host	gene-PA2488
gene-PA1142	40	27	61	71	host	gene-PA1142
gene-JG024_gp42	256	257	2020	2680	phage	gene-JG024_gp42
dxr	443	269	464	558	host	dxr
gene-PA3304.1	11	2	15	29	host	gene-PA3304.1
pscP	44	44	31	44	host	pscP
gene-PA0443	28	10	37	54	host	gene-PA0443
gene-PA2381	18	8	33	36	host	gene-PA2381
glcB	276	181	239	275	host	glcB
gene-PA0032	35	44	66	76	host	gene-PA0032
polB	169	120	204	249	host	polB
gene-JG024_gp07	384	403	1750	2648	phage	gene-JG024_gp07
gene-PA2359	29	14	48	41	host	gene-PA2359
gene-JG024_gp52	4479	5064	7125	10550	phage	gene-JG024_gp52
cupC3	126	76	224	255	host	cupC3
gene-PA3373	37	33	30	55	host	gene-PA3373
gene-PA1203	16	7	6	9	host	gene-PA1203
gene-PA0976.1	4418	3207	3234	3000	host	gene-PA0976.1
gene-PA2752	11	10	21	53	host	gene-PA2752
plsX	251	183	327	413	host	plsX
gene-PA5408	7	8	21	29	host	gene-PA5408
aruB	370	256	216	370	host	aruB
gene-PA4636	392	242	398	575	host	gene-PA4636
gene-PA4979	19	11	20	20	host	gene-PA4979
ccmE	155	119	121	217	host	ccmE
gene-PA2447	8	16	24	33	host	gene-PA2447
plcR	18	13	75	81	host	plcR
gene-PA3715	59	43	61	75	host	gene-PA3715
gene-PA3578	57	32	40	58	host	gene-PA3578
gene-PA5530	200	142	585	769	host	gene-PA5530
gene-PA2560	104	66	123	203	host	gene-PA2560
gene-PA0466	12	12	11	20	host	gene-PA0466
gene-PA5084	10	6	37	30	host	gene-PA5084
pgm	264	196	333	410	host	pgm
gene-PA4380	67	36	91	89	host	gene-PA4380
motC	170	142	149	193	host	motC
recA	1012	601	883	1132	host	recA
gene-PA2636	8	3	17	18	host	gene-PA2636
gene-PA0818	11	10	9	10	host	gene-PA0818
gene-PA2597	10	11	9	14	host	gene-PA2597
phzG2	8	6	6	13	host	phzG2
gene-PA2485	16	20	36	59	host	gene-PA2485
ygbB	60	47	84	92	host	ygbB
gene-PA4972	84	82	126	229	host	gene-PA4972
gene-PA1334	16	8	21	17	host	gene-PA1334
pchE	51	23	35	42	host	pchE
gene-PA3317	62	29	46	56	host	gene-PA3317
gene-PA1335	42	24	37	56	host	gene-PA1335
gene-PA1961	29	26	57	55	host	gene-PA1961
narJ	11	2	22	19	host	narJ
cobH	21	15	30	33	host	cobH
pscQ	112	89	64	75	host	pscQ
gene-PA5229	66	37	81	92	host	gene-PA5229
gene-PA0318	68	58	72	83	host	gene-PA0318
gene-PA0556	12	10	14	23	host	gene-PA0556
gene-PA0794	81	79	111	127	host	gene-PA0794
rnk	498	329	549	795	host	rnk
gene-PA0908	11	7	12	11	host	gene-PA0908
gene-PA1268	15	5	8	6	host	gene-PA1268
imm2	58	52	97	152	host	imm2
gene-PA3010	92	69	102	115	host	gene-PA3010
gene-PA0327	40	32	80	80	host	gene-PA0327
narL	50	50	73	114	host	narL
gene-PA4511	35	35	54	94	host	gene-PA4511
gene-PA3127	18	12	28	21	host	gene-PA3127
pcrH	98	73	67	114	host	pcrH
gene-PA0148	64	33	49	65	host	gene-PA0148
purK	154	143	263	347	host	purK
rtcR	65	57	109	141	host	rtcR
icp	42	35	51	71	host	icp
nrdD	23	12	41	65	host	nrdD
gene-PA1943	44	35	52	83	host	gene-PA1943
gene-PA4648	9	2	23	24	host	gene-PA4648
gene-PA1890	73	64	124	165	host	gene-PA1890
gene-PA1465	48	30	40	65	host	gene-PA1465
gene-PA3933	138	89	90	154	host	gene-PA3933
gene-PA4132	95	101	151	157	host	gene-PA4132
gene-PA5283	95	48	81	131	host	gene-PA5283
gene-PA0160	5	6	11	11	host	gene-PA0160
gene-PA2563	66	28	49	74	host	gene-PA2563
gene-PA4486	69	63	101	108	host	gene-PA4486
gene-PA0879	22	12	10	26	host	gene-PA0879
gene-PA0695	4	1	2	4	host	gene-PA0695
gene-PA2578	15	18	33	41	host	gene-PA2578
rpoN	634	475	766	1033	host	rpoN
gene-PA2554	11	5	3	9	host	gene-PA2554
gene-PA4476	680	476	702	934	host	gene-PA4476
gene-PA1504	204	179	284	297	host	gene-PA1504
gene-PA4816	28	37	46	82	host	gene-PA4816
gene-PA2674	4	5	10	3	host	gene-PA2674
gene-PA1859	34	34	42	71	host	gene-PA1859
gene-PA0313	77	60	79	107	host	gene-PA0313
glpK	666	315	435	658	host	glpK
gene-PA2271	20	13	16	27	host	gene-PA2271
gene-PA4352	180	206	432	639	host	gene-PA4352
gene-PA4507	73	57	62	76	host	gene-PA4507
holB	311	188	190	284	host	holB
gene-PA5435	958	546	1331	1403	host	gene-PA5435
gene-PA0093	178	142	288	402	host	gene-PA0093
atpC	298	242	344	376	host	atpC
gene-PA3398	21	17	41	69	host	gene-PA3398
gene-PA3845	29	16	39	42	host	gene-PA3845
phr	100	71	115	189	host	phr
gene-JG005_00127	1573	1250	2566	3080	phage	gene-JG005_00127
gene-PA0570	15	16	22	38	host	gene-PA0570
gene-PA0087	154	96	221	239	host	gene-PA0087
gene-PA3500	4	5	5	5	host	gene-PA3500
gene-PA3884	10	4	16	14	host	gene-PA3884
gene-PA1769	739	448	928	1014	host	gene-PA1769
gene-PA2812	83	50	96	113	host	gene-PA2812
gene-PA2352	43	30	65	42	host	gene-PA2352
gene-PA1147	23	22	31	53	host	gene-PA1147
glnE	1496	985	1497	2041	host	glnE
gene-PA5182	33	14	56	64	host	gene-PA5182
xcpV	20	13	8	29	host	xcpV
gene-PA3506	4	0	1	12	host	gene-PA3506
gene-PA1657	40	31	56	71	host	gene-PA1657
gene-PA3265	12	9	20	23	host	gene-PA3265
gene-JG024_gp06	479	449	1802	3008	phage	gene-JG024_gp06
gene-PA3671	8	8	18	26	host	gene-PA3671
gene-PA2217	5	3	17	13	host	gene-PA2217
waaC	495	297	337	540	host	waaC
gene-PA1138	16	25	36	32	host	gene-PA1138
gene-PA5326	11	7	11	18	host	gene-PA5326
gene-PA3325	23	6	18	48	host	gene-PA3325
gene-PA1732	11	12	14	13	host	gene-PA1732
gene-JG024_gp25	291	252	6856	9404	phage	gene-JG024_gp25
xqhA	27	18	21	27	host	xqhA
lipC	9	2	8	19	host	lipC
gene-PA1226	23	27	17	41	host	gene-PA1226
gene-PA4076	22	17	20	41	host	gene-PA4076
gene-PA4859	4	3	5	6	host	gene-PA4859
gene-JG024_gp39	592	632	4668	6708	phage	gene-JG024_gp39
gene-PA3565	37	23	28	45	host	gene-PA3565
gene-PA3085	95	93	102	117	host	gene-PA3085
gene-PA2829	44	32	66	89	host	gene-PA2829
gene-PA4012	72	42	106	132	host	gene-PA4012
gene-JG005_00046	2477	2129	31899	33660	phage	gene-JG005_00046
gene-PA1389	52	41	135	136	host	gene-PA1389
gene-PA0811	32	32	57	69	host	gene-PA0811
thrC	159	111	208	278	host	thrC
gene-PA1600	10	9	15	31	host	gene-PA1600
rnc	716	431	449	615	host	rnc
gene-PA1370	188	114	254	402	host	gene-PA1370
rpmF	1054	829	1676	1763	host	rpmF
gene-PA5145	49	21	69	62	host	gene-PA5145
gene-PA5052	70	64	96	115	host	gene-PA5052
gene-PA2406	3	3	12	13	host	gene-PA2406
gene-PA4518	16	9	21	43	host	gene-PA4518
gene-PA3978	221	184	332	395	host	gene-PA3978
gene-PA4222	9	5	21	19	host	gene-PA4222
gene-PA4292	408	291	368	467	host	gene-PA4292
ureE	15	9	20	23	host	ureE
pslK	75	71	144	246	host	pslK
rne	1237	809	1187	1413	host	rne
gene-PA1930	27	12	49	64	host	gene-PA1930
gene-PA4673.1	509	343	406	426	host	gene-PA4673.1
nuoN	189	132	236	320	host	nuoN
pilT	259	179	203	282	host	pilT
gene-PA1045	329	211	258	294	host	gene-PA1045
gene-PA3253	11	10	13	19	host	gene-PA3253
gene-PA1548	35	25	68	73	host	gene-PA1548
ftsY	601	387	560	736	host	ftsY
nirQ	26	24	34	35	host	nirQ
gene-PA5152	357	252	392	446	host	gene-PA5152
gene-PA0547	1017	688	1574	2410	host	gene-PA0547
gene-PA3128	16	17	21	43	host	gene-PA3128
gene-PA0460	73	38	63	186	host	gene-PA0460
metR	67	50	85	78	host	metR
gene-PA0348	17	16	21	36	host	gene-PA0348
gene-PA0814	5	3	10	3	host	gene-PA0814
gene-PA4722	147	110	176	251	host	gene-PA4722
ileS	2041	1277	1427	2176	host	ileS
gene-PA3255	48	34	86	80	host	gene-PA3255
gene-PA4058	16	19	28	17	host	gene-PA4058
gene-PA1906	42	25	34	32	host	gene-PA1906
gene-PA4582	81	63	269	297	host	gene-PA4582
rplW	962	736	904	1079	host	rplW
gene-PA2935	8	0	23	20	host	gene-PA2935
gene-PA3399	16	21	31	49	host	gene-PA3399
gene-PA5432	11	15	21	36	host	gene-PA5432
gene-PA1963	161	130	176	246	host	gene-PA1963
gene-PA0027	53	20	55	50	host	gene-PA0027
gene-PA3457	63	38	79	109	host	gene-PA3457
gene-PA2541	181	112	229	364	host	gene-PA2541
gene-PA4826	17	24	35	57	host	gene-PA4826
ansA	148	90	142	220	host	ansA
metH	870	539	1294	1975	host	metH
gene-PA0685	16	14	31	28	host	gene-PA0685
gene-PA3931	23	14	50	67	host	gene-PA3931
gene-PA0371	183	134	230	290	host	gene-PA0371
gene-PA2156	2	1	1	5	host	gene-PA2156
gene-PA4495	86	71	74	110	host	gene-PA4495
glcD	45	27	45	63	host	glcD
gene-PA3033	52	72	131	170	host	gene-PA3033
gene-PA1855	1	3	5	9	host	gene-PA1855
gene-PA2782	3	3	3	6	host	gene-PA2782
gene-PA4173	4	2	2	5	host	gene-PA4173
gene-PA1833	70	80	152	169	host	gene-PA1833
gene-PA5177	144	79	161	197	host	gene-PA5177
gene-PA1697	93	78	83	77	host	gene-PA1697
gene-PA4783	56	45	115	155	host	gene-PA4783
gene-PA5325	18	19	44	51	host	gene-PA5325
gene-PA1954	12	6	12	28	host	gene-PA1954
gene-PA3730	772	509	1037	1531	host	gene-PA3730
gene-PA5324	81	58	105	178	host	gene-PA5324
gene-PA2917	37	29	57	92	host	gene-PA2917
gene-PA4757	251	161	191	256	host	gene-PA4757
pprB	18	8	26	39	host	pprB
gene-PA1038	18	22	11	46	host	gene-PA1038
gene-PA2059	13	6	13	22	host	gene-PA2059
gene-PA4079	64	42	63	101	host	gene-PA4079
rpmC	717	910	560	736	host	rpmC
gene-PA5289	17	24	39	41	host	gene-PA5289
wbpG	276	198	345	490	host	wbpG
gene-PA4167	5	3	4	14	host	gene-PA4167
gene-PA2635	16	9	26	34	host	gene-PA2635
gene-PA2725	173	124	260	308	host	gene-PA2725
czcC	2	1	15	7	host	czcC
gene-PA2475	13	15	9	21	host	gene-PA2475
trxA	915	685	1078	1341	host	trxA
gene-JG005_00065	2104	1650	9421	10238	phage	gene-JG005_00065
gene-PA1549	247	162	285	368	host	gene-PA1549
gene-PA1872	94	63	90	151	host	gene-PA1872
gene-PA5536	1	3	11	9	host	gene-PA5536
gene-PA2822	86	57	81	108	host	gene-PA2822
gene-PA2482	316	168	139	142	host	gene-PA2482
gene-PA3791	60	34	66	85	host	gene-PA3791
gene-PA2187	8	2	13	14	host	gene-PA2187
foxR	17	9	15	25	host	foxR
gene-PA4923	74	48	57	94	host	gene-PA4923
gene-PA1251	34	20	70	70	host	gene-PA1251
gene-PA2734	532	386	692	948	host	gene-PA2734
pasP	101	58	101	155	host	pasP
gene-PA1287	48	34	84	90	host	gene-PA1287
gene-JG005_00178	6735	7111	10725	13080	phage	gene-JG005_00178
lgt	294	186	320	391	host	lgt
spdH	53	42	65	82	host	spdH
gene-PA4985	30	17	33	45	host	gene-PA4985
gene-PA2298	17	11	19	39	host	gene-PA2298
gene-PA5198	99	70	109	147	host	gene-PA5198
opmQ	18	22	21	33	host	opmQ
gene-PA3504	12	9	20	15	host	gene-PA3504
gene-PA0048	12	18	31	44	host	gene-PA0048
argB	324	204	269	423	host	argB
wbpD	703	449	1108	1486	host	wbpD
gene-PA4100	7	6	9	7	host	gene-PA4100
gene-PA4656	144	84	279	279	host	gene-PA4656
gene-PA0929	21	19	39	70	host	gene-PA0929
ahpF	237	143	273	332	host	ahpF
hemL	279	155	226	289	host	hemL
gene-PA0692	9	12	26	40	host	gene-PA0692
selB	85	57	95	115	host	selB
gene-PA1957	24	33	20	25	host	gene-PA1957
norB	202	222	147	178	host	norB
spuE	220	163	133	199	host	spuE
aceF	563	340	844	1334	host	aceF
gene-PA4562	119	99	232	232	host	gene-PA4562
gene-PA4108	37	26	49	50	host	gene-PA4108
gene-PA2695	36	17	35	41	host	gene-PA2695
gene-PA4703	10	9	17	19	host	gene-PA4703
moeB	259	134	235	299	host	moeB
gene-PA2625	8	11	9	19	host	gene-PA2625
rho	2884	1615	2375	2996	host	rho
gene-PA2659	54	36	51	81	host	gene-PA2659
gene-PA2119	174	205	416	639	host	gene-PA2119
gene-PA2006	34	19	19	29	host	gene-PA2006
gene-PA0819	12	10	24	13	host	gene-PA0819
rocR	24	21	54	71	host	rocR
qor	105	77	107	181	host	qor
gene-PA1067	22	15	23	32	host	gene-PA1067
gene-PA0049	18	19	20	35	host	gene-PA0049
rhlG	6	3	12	17	host	rhlG
gene-PA2801	19	18	36	49	host	gene-PA2801
azoR3	8	9	7	15	host	azoR3
gene-PA1054	777	544	890	1096	host	gene-PA1054
pstA	70	72	126	184	host	pstA
gene-PA2333	17	20	25	49	host	gene-PA2333
wbpZ	166	110	289	360	host	wbpZ
gene-PA5328	8	1	3	3	host	gene-PA5328
gene-PA2074	6	6	11	14	host	gene-PA2074
gene-JG005_00185	1379	1398	3069	3676	phage	gene-JG005_00185
gene-PA3753	50	46	50	62	host	gene-PA3753
gene-PA2559	73	40	73	107	host	gene-PA2559
gene-PA1692	13	12	9	14	host	gene-PA1692
gene-PA3860	51	36	63	70	host	gene-PA3860
cioB	25	31	83	81	host	cioB
gene-PA3218	2	2	4	3	host	gene-PA3218
gene-PA4311	18	11	40	26	host	gene-PA4311
braB	173	140	245	280	host	braB
waaP	683	454	513	919	host	waaP
gene-PA3739	50	47	108	118	host	gene-PA3739
gene-PA2665	66	41	126	130	host	gene-PA2665
recD	140	99	147	186	host	recD
gene-PA2621	338	237	282	488	host	gene-PA2621
purM	405	321	481	744	host	purM
antB	0	6	15	7	host	antB
gene-PA0868	47	37	56	71	host	gene-PA0868
gene-PA0150	10	10	33	29	host	gene-PA0150
gene-PA4987	99	55	113	144	host	gene-PA4987
gene-PA3207	38	11	28	44	host	gene-PA3207
gene-JG024_gp21	13	21	135	203	phage	gene-JG024_gp21
gene-PA4627	145	74	134	158	host	gene-PA4627
gene-PA1218	13	11	18	28	host	gene-PA1218
gene-PA3137	28	28	55	62	host	gene-PA3137
fruA	175	120	139	162	host	fruA
gene-PA2775.1	2758	2166	1522	1250	host	gene-PA2775.1
gene-PA3441	24	17	9	27	host	gene-PA3441
atuE	7	3	6	9	host	atuE
aceE	1502	1027	2143	3543	host	aceE
gene-PA4592	47	21	27	44	host	gene-PA4592
gene-PA0070	173	129	242	356	host	gene-PA0070
gene-PA2180	5	2	11	5	host	gene-PA2180
gene-PA0321	13	13	16	36	host	gene-PA0321
pstC	117	87	198	220	host	pstC
pscR	146	82	103	129	host	pscR
gene-PA4185	42	20	44	55	host	gene-PA4185
gene-PA0099	74	50	66	98	host	gene-PA0099
gene-PA3197	127	75	96	148	host	gene-PA3197
gene-PA4318	264	191	321	454	host	gene-PA4318
opdE	14	16	17	26	host	opdE
gene-PA0380	84	72	152	228	host	gene-PA0380
gene-PA2816	8	7	14	30	host	gene-PA2816
gene-PA4622	47	36	71	61	host	gene-PA4622
gene-JG024_gp93	1715	1492	5233	8295	phage	gene-JG024_gp93
gene-PA1069	613	378	737	1001	host	gene-PA1069
gene-PA0626	21	13	26	44	host	gene-PA0626
gene-JG024_gp87	1729	1518	5063	7228	phage	gene-JG024_gp87
gene-PA0241	7	13	19	21	host	gene-PA0241
fbp	517	346	457	712	host	fbp
ureA	10	7	14	22	host	ureA
gene-JG005_00143	4976	3229	5426	6362	phage	gene-JG005_00143
gene-PA1309	31	34	33	55	host	gene-PA1309
gene-PA4506	171	105	50	115	host	gene-PA4506
gene-PA4406.1	456	244	469	542	host	gene-PA4406.1
gene-PA1960	42	38	44	58	host	gene-PA1960
gene-PA0813	10	11	10	21	host	gene-PA0813
gene-PA0244	18	15	27	27	host	gene-PA0244
gene-PA1526	253	162	172	290	host	gene-PA1526
gene-PA3980	481	313	634	714	host	gene-PA3980
gene-PA5547	69	66	82	116	host	gene-PA5547
gene-PA4724	89	54	95	157	host	gene-PA4724
gene-PA4607	72	58	68	151	host	gene-PA4607
gene-PA5487	460	284	488	683	host	gene-PA5487
gene-JG005_00052	1558	1522	26742	27885	phage	gene-JG005_00052
gene-PA4513	44	32	96	154	host	gene-PA4513
