# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196372_sorted.bam" "SRR17196375_sorted.bam" "SRR17196376_sorted.bam" "SRR17196373_sorted.bam" "SRR17196381_sorted.bam" "SRR17196368_sorted.bam" "SRR17196384_sorted.bam" "SRR17196370_sorted.bam" "SRR17196379_sorted.bam" "SRR17196369_sorted.bam" "SRR17196371_sorted.bam" "SRR17196367_sorted.bam" "SRR17196382_sorted.bam" "SRR17196365_sorted.bam" "SRR17196374_sorted.bam" "SRR17196378_sorted.bam" "SRR17196385_sorted.bam" "SRR17196380_sorted.bam" "SRR17196377_sorted.bam" "SRR17196383_sorted.bam" "SRR17196366_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196372_sorted.bam	SRR17196375_sorted.bam	SRR17196376_sorted.bam	SRR17196373_sorted.bam	SRR17196381_sorted.bam	SRR17196368_sorted.bam	SRR17196384_sorted.bam	SRR17196370_sorted.bam	SRR17196379_sorted.bam	SRR17196369_sorted.bam	SRR17196371_sorted.bam	SRR17196367_sorted.bam	SRR17196382_sorted.bam	SRR17196365_sorted.bam	SRR17196374_sorted.bam	SRR17196378_sorted.bam	SRR17196385_sorted.bam	SRR17196380_sorted.bam	SRR17196377_sorted.bam	SRR17196383_sorted.bam	SRR17196366_sorted.bam
gene-SAURSH1000_RS04340	NZ_CP059180.1	899719	900660	+	942	4501	4361	2183	4491	565	5477	817	4806	872	4689	6213	4631	428	4189	4675	2443	234	570	1537	453	3215
gene-SAURSH1000_RS04345	NZ_CP059180.1	900672	901916	+	1245	9324	9945	5586	8559	1365	10812	1857	8658	2551	8955	13236	9620	1249	10025	8365	5687	747	1434	3125	1012	7126
gene-SAURSH1000_RS04350	NZ_CP059180.1	901971	902342	-	372	33	35	15	27	9	43	10	23	3	47	51	20	0	30	61	33	1	6	38	9	35
gene-SAURSH1000_RS04355	NZ_CP059180.1	902585	903511	+	927	81	53	24	55	30	62	27	66	28	146	58	63	15	44	135	123	6	25	113	19	342
gene-SAURSH1000_RS04360	NZ_CP059180.1	903511	904581	+	1071	121	66	23	68	44	88	24	72	24	194	71	69	11	54	145	145	6	26	133	14	353
gene-SAURSH1000_RS04365	NZ_CP059180.1	904598	905680	+	1083	136	85	33	58	49	67	28	80	31	211	87	67	16	72	116	205	15	27	141	15	375
gene-SAURSH1000_RS04370	NZ_CP059180.1	905670	906611	+	942	144	86	30	35	54	56	25	57	29	184	60	60	19	48	86	208	6	38	108	12	294
gene-SAURSH1000_RS04375	NZ_CP059180.1	906630	908285	+	1656	304	184	63	89	83	94	47	111	53	321	126	98	30	78	144	331	11	60	189	22	568
gene-SAURSH1000_RS04380	NZ_CP059180.1	908497	910212	+	1716	3	2	1	2	0	1	0	2	1	2	7	0	1	3	2	1	0	0	4	4	5
gene-SAURSH1000_RS04385	NZ_CP059180.1	910263	911249	+	987	6	6	1	1	0	3	3	5	0	6	5	1	2	6	9	5	0	1	1	4	2
gene-SAURSH1000_RS04390	NZ_CP059180.1	911252	912232	+	981	9	7	3	8	1	7	1	9	1	9	15	10	0	13	17	6	0	4	16	4	8
gene-SAURSH1000_RS04395	NZ_CP059180.1	912225	913187	+	963	22	16	7	7	8	12	7	13	4	15	18	11	1	17	25	17	0	10	17	4	16
gene-SAURSH1000_RS04400	NZ_CP059180.1	913199	914080	+	882	22	19	6	17	5	27	12	20	8	21	26	15	2	13	28	22	0	3	21	6	27
gene-SAURSH1000_RS04405	NZ_CP059180.1	914122	915111	-	990	673	882	484	847	236	1061	265	650	205	559	1415	741	97	651	1230	985	51	186	604	136	590
gene-SAURSH1000_RS04410	NZ_CP059180.1	915406	915801	+	396	2442	2632	1862	2781	1033	6428	1004	2493	1040	2876	5538	2839	896	4537	5081	2499	506	1443	3230	1262	4302
gene-SAURSH1000_RS04415	NZ_CP059180.1	916172	916891	+	720	1755	1567	763	1445	310	2337	359	1217	289	2065	2101	1084	154	1143	1690	1028	98	379	977	251	1492
gene-SAURSH1000_RS04420	NZ_CP059180.1	917012	917998	+	987	9	16	4	8	1	9	0	4	1	13	2	6	0	8	8	4	0	1	4	4	11
gene-SAURSH1000_RS04425	NZ_CP059180.1	918046	919854	+	1809	1330	1300	585	1091	323	1594	339	1194	321	1277	1788	1038	120	987	1736	1070	63	222	871	180	1203
gene-SAURSH1000_RS04430	NZ_CP059180.1	920314	921120	-	807	353	352	251	493	171	641	137	502	123	475	651	436	57	321	656	376	26	119	484	84	512
gene-SAURSH1000_RS04435	NZ_CP059180.1	921143	921508	-	366	206	236	148	326	96	351	95	293	58	309	395	274	30	242	363	247	18	70	256	50	374
gene-SAURSH1000_RS04440	NZ_CP059180.1	921612	922205	-	594	105	105	72	167	37	168	44	136	36	117	171	131	16	95	214	110	10	34	144	26	127
gene-SAURSH1000_RS04445	NZ_CP059180.1	922391	922738	+	348	163	199	84	210	70	181	59	142	84	131	284	145	22	106	274	248	16	45	153	30	163
gene-SAURSH1000_RS04450	NZ_CP059180.1	922755	923390	+	636	321	445	211	405	152	425	152	336	149	361	609	389	79	243	578	534	27	104	363	50	332
gene-SAURSH1000_RS04455	NZ_CP059180.1	923407	924216	+	810	582	804	456	751	261	883	298	668	261	608	1168	748	130	655	940	844	70	253	607	150	607
gene-SAURSH1000_RS04460	NZ_CP059180.1	924213	925067	+	855	246	377	168	278	104	401	94	265	91	241	450	239	27	251	440	344	26	103	261	73	233
gene-SAURSH1000_RS04465	NZ_CP059180.1	925088	926473	+	1386	468	649	258	385	135	531	143	358	113	327	664	322	38	403	677	565	23	115	319	77	304
gene-SAURSH1000_RS04470	NZ_CP059180.1	926483	928327	+	1845	830	1023	441	739	168	1071	196	773	196	647	1123	638	82	737	1352	760	35	183	601	128	614
gene-SAURSH1000_RS04475	NZ_CP059180.1	928605	929375	+	771	2520	2996	1563	2906	557	4732	633	2174	618	2431	4451	2471	262	2470	4291	2252	165	653	1953	570	2427
gene-SAURSH1000_RS04480	NZ_CP059180.1	929570	930655	-	1086	963	1083	554	876	282	1548	291	758	270	755	1615	748	106	1003	1755	1099	41	384	1052	346	869
gene-SAURSH1000_RS04485	NZ_CP059180.1	930997	932565	+	1569	95	106	39	91	21	101	24	68	20	106	108	85	8	59	112	81	5	13	69	17	190
gene-SAURSH1000_RS04490	NZ_CP059180.1	932707	933465	+	759	61	83	30	61	23	113	22	51	15	80	106	56	13	63	136	74	4	22	95	27	71
gene-SAURSH1000_RS04495	NZ_CP059180.1	933659	934168	+	510	547	592	927	1140	451	2529	426	992	545	487	2473	1196	278	1224	1972	881	161	642	1623	471	1005
gene-SAURSH1000_RS04500	NZ_CP059180.1	934281	935471	-	1191	806	708	341	734	188	1136	197	807	125	887	1009	686	61	880	919	627	45	185	527	181	636
gene-SAURSH1000_RS04505	NZ_CP059180.1	935449	936624	-	1176	801	767	348	803	191	1261	238	795	136	954	1136	780	54	731	1043	707	28	226	544	141	808
gene-SAURSH1000_RS04510	NZ_CP059180.1	937057	938538	+	1482	1075	1218	389	758	228	992	242	804	150	920	1105	748	74	771	941	925	46	137	443	113	913
gene-SAURSH1000_RS04515	NZ_CP059180.1	938531	938782	+	252	288	261	88	149	58	206	59	200	38	237	222	173	17	175	281	205	15	27	102	32	196
gene-SAURSH1000_RS04520	NZ_CP059180.1	938782	940344	+	1563	1504	1695	552	1067	270	1522	316	1067	247	1213	1593	996	96	1017	1405	1260	69	210	599	176	1094
gene-SAURSH1000_RS04525	NZ_CP059180.1	940646	941449	+	804	1253	1758	532	718	266	1266	290	542	294	1004	1578	607	133	906	1310	1017	82	354	682	315	423
gene-SAURSH1000_RS04530	NZ_CP059180.1	941668	943992	+	2325	578	693	206	450	199	683	176	561	123	393	700	486	53	426	777	626	29	127	463	78	389
gene-SAURSH1000_RS04535	NZ_CP059180.1	944009	945367	+	1359	656	767	283	546	170	808	186	613	126	482	831	536	75	608	870	588	47	137	402	145	424
gene-SAURSH1000_RS04540	NZ_CP059180.1	945506	947017	+	1512	254	306	182	354	94	426	91	255	84	264	458	251	30	196	416	354	22	72	277	55	285
gene-SAURSH1000_RS04545	NZ_CP059180.1	947197	947285	-	89	405	573	615	669	133	863	191	233	208	515	873	820	219	1997	912	723	157	442	467	268	728
gene-SAURSH1000_RS04550	NZ_CP059180.1	947288	947362	-	75	418	592	582	666	132	782	199	232	192	534	846	779	229	2105	833	727	123	485	453	264	656
gene-SAURSH1000_RS04555	NZ_CP059180.1	947504	948073	-	570	3	8	6	4	0	8	4	9	1	10	3	6	1	4	7	3	1	1	8	3	8
gene-SAURSH1000_RS04560	NZ_CP059180.1	948283	948501	+	219	24	35	85	47	22	151	29	57	94	46	150	74	182	72	123	56	134	114	122	56	124
gene-SAURSH1000_RS04565	NZ_CP059180.1	948582	949568	-	987	368	368	254	524	100	616	121	473	108	402	687	402	49	336	628	252	33	97	310	56	296
gene-SAURSH1000_RS04570	NZ_CP059180.1	949767	949943	+	177	726	725	358	563	120	1303	124	394	128	661	1230	415	52	637	879	444	26	151	452	201	557
gene-SAURSH1000_RS04575	NZ_CP059180.1	949958	950560	+	603	2107	1696	957	1274	380	3030	355	1415	329	1559	2889	925	161	1624	2896	1128	86	444	1471	590	1298
gene-SAURSH1000_RS04580	NZ_CP059180.1	950876	950938	+	63	498	534	424	596	365	942	540	341	302	659	891	546	365	764	1635	962	350	887	1155	1155	719
gene-SAURSH1000_RS04585	NZ_CP059180.1	951477	951578	+	102	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gene-SAURSH1000_RS04590	NZ_CP059180.1	951600	951860	+	261	3	2	1	4	0	1	1	1	1	4	2	0	0	3	8	1	0	1	2	0	7
gene-SAURSH1000_RS04595	NZ_CP059180.1	951904	953868	+	1965	11	15	3	8	0	15	6	7	3	9	14	6	0	13	18	7	1	2	10	2	21
gene-SAURSH1000_RS04600	NZ_CP059180.1	953871	954191	+	321	1	3	1	2	2	4	0	3	2	7	7	2	1	3	5	4	0	0	4	0	6
gene-SAURSH1000_RS04605	NZ_CP059180.1	954188	954829	+	642	8	17	8	10	3	17	3	10	3	5	17	0	0	10	8	14	0	4	7	3	9
gene-SAURSH1000_RS04610	NZ_CP059180.1	954917	955207	-	291	70	133	107	143	64	474	53	159	48	46	487	182	18	264	544	253	11	85	289	91	23
gene-SAURSH1000_RS04615	NZ_CP059180.1	955486	955773	+	288	93	128	46	103	30	162	24	104	30	85	173	93	7	65	267	116	4	21	125	16	61
gene-SAURSH1000_RS04620	NZ_CP059180.1	955779	957260	+	1482	639	891	408	777	273	1326	248	928	204	480	1318	682	84	575	2022	867	54	152	941	140	454
gene-SAURSH1000_RS04625	NZ_CP059180.1	957349	957705	-	357	281	582	69	124	130	372	110	99	23	129	376	125	13	184	353	469	7	89	167	99	95
gene-SAURSH1000_RS04630	NZ_CP059180.1	958193	959152	+	960	37	44	15	26	8	32	10	19	3	28	31	18	6	31	28	31	2	9	30	4	22
gene-SAURSH1000_RS04635	NZ_CP059180.1	959198	959329	-	132	69	41	45	70	28	104	20	61	34	80	106	83	15	83	122	54	7	43	109	26	93
gene-SAURSH1000_RS04640	NZ_CP059180.1	959393	959608	-	216	50	48	23	52	11	88	13	40	16	36	66	37	11	43	78	38	2	13	47	11	46
gene-SAURSH1000_RS04645	NZ_CP059180.1	959773	960324	+	552	112	117	58	119	51	164	51	171	38	154	163	125	9	108	176	93	8	37	85	31	144
gene-SAURSH1000_RS04650	NZ_CP059180.1	960375	961313	-	939	528	788	338	690	193	1074	236	616	121	468	1054	592	59	713	870	597	40	196	396	208	377
gene-SAURSH1000_RS04655	NZ_CP059180.1	961464	961568	+	105	59	91	26	36	17	71	18	23	16	55	68	41	3	60	42	68	4	18	27	5	50
gene-SAURSH1000_RS04660	NZ_CP059180.1	961534	962856	+	1323	655	761	181	365	194	515	183	404	90	657	616	362	22	402	636	587	23	120	335	100	417
gene-SAURSH1000_RS04665	NZ_CP059180.1	962843	964516	+	1674	1263	1339	346	715	256	937	301	782	150	1241	1063	687	60	767	979	904	39	187	502	144	784
gene-SAURSH1000_RS04670	NZ_CP059180.1	964503	965306	+	804	632	701	205	422	121	509	135	404	100	617	530	375	46	413	569	416	21	86	285	73	402
gene-SAURSH1000_RS04675	NZ_CP059180.1	965299	966120	+	822	2977	3966	2531	3586	977	4730	1068	2884	1363	2812	5397	3600	585	3920	4024	3721	337	974	2239	650	3413
gene-SAURSH1000_RS04680	NZ_CP059180.1	966359	966688	-	330	14	15	9	15	3	13	4	13	4	13	17	14	10	23	26	14	3	8	14	3	16
gene-SAURSH1000_RS04685	NZ_CP059180.1	966726	967907	-	1182	32	45	22	43	15	49	6	42	20	34	47	40	5	49	77	31	1	11	40	7	39
gene-SAURSH1000_RS04690	NZ_CP059180.1	967989	968999	-	1011	25	38	19	31	10	36	10	27	19	28	38	40	5	43	58	27	2	7	42	3	19
gene-SAURSH1000_RS04695	NZ_CP059180.1	969527	970681	-	1155	246	237	99	196	34	236	49	130	33	238	260	151	24	178	266	204	15	41	129	41	198
gene-SAURSH1000_RS04700	NZ_CP059180.1	970877	971887	-	1011	309	282	122	258	46	455	50	287	34	325	388	152	27	253	326	143	8	49	134	59	143
gene-SAURSH1000_RS04705	NZ_CP059180.1	972040	972459	+	420	55	59	20	34	20	57	24	18	10	45	73	34	7	46	58	74	3	29	56	31	49
gene-SAURSH1000_RS04710	NZ_CP059180.1	972486	972596	+	111	15	22	9	10	4	20	4	12	1	18	20	11	1	14	14	15	0	10	11	7	12
gene-SAURSH1000_RS04715	NZ_CP059180.1	972666	976436	-	3771	9101	8981	2861	4722	1029	5757	1076	4545	1519	8604	6927	4998	695	4809	5706	3981	476	921	2356	639	6256
gene-SAURSH1000_RS04720	NZ_CP059180.1	976664	977098	-	435	109	128	27	68	11	71	13	53	13	76	81	55	1	50	88	58	3	17	24	9	77
gene-SAURSH1000_RS04725	NZ_CP059180.1	977253	977723	-	471	554	488	153	403	103	543	105	322	60	506	504	311	39	339	421	351	18	91	212	84	362
gene-SAURSH1000_RS04730	NZ_CP059180.1	977771	978988	-	1218	1086	902	249	757	180	942	193	607	109	1127	929	693	56	669	764	589	24	171	362	115	797
gene-SAURSH1000_RS04735	NZ_CP059180.1	979439	980632	+	1194	340	411	139	323	111	498	132	285	43	308	511	236	24	281	549	352	15	82	281	81	215
gene-SAURSH1000_RS04740	NZ_CP059180.1	981169	981447	-	279	2743	3085	2319	3375	2390	5577	2638	2660	1868	3310	6355	3078	1396	4329	6359	5532	803	3796	5156	3204	4866
gene-SAURSH1000_RS04745	NZ_CP059180.1	981456	982061	-	606	4069	4263	2892	4759	2824	7533	2734	3992	2120	4843	8693	4418	1075	5858	9164	7289	560	3341	6632	2622	6809
gene-SAURSH1000_RS04750	NZ_CP059180.1	982051	984039	-	1989	11790	12679	6957	14013	6801	21299	7170	11478	4960	13353	25686	12746	1998	16005	27713	20021	1180	7066	17877	4995	19680
gene-SAURSH1000_RS04755	NZ_CP059180.1	984039	985139	-	1101	6277	7302	3979	8182	4212	13084	4038	6856	2368	7072	15206	7324	996	8709	16135	11404	620	3364	10073	2392	11452
gene-SAURSH1000_RS04760	NZ_CP059180.1	985441	985563	+	123	4	4	0	3	1	4	0	1	0	3	1	1	0	3	4	2	0	1	2	2	2
gene-SAURSH1000_RS04765	NZ_CP059180.1	985711	986028	-	318	273	369	278	358	167	579	180	233	135	229	571	256	85	419	529	485	27	244	392	160	355
gene-SAURSH1000_RS04770	NZ_CP059180.1	986834	987694	-	861	579	563	621	1401	356	2326	333	1388	384	677	2142	1388	216	1277	2070	787	127	416	1140	249	929
gene-SAURSH1000_RS04775	NZ_CP059180.1	987895	988377	+	483	130	165	26	75	214	89	225	67	116	160	109	73	23	64	282	1039	9	137	434	47	137
gene-SAURSH1000_RS04780	NZ_CP059180.1	988364	989488	+	1125	255	310	65	139	441	162	433	133	142	330	181	140	28	122	557	1830	19	231	890	85	195
gene-SAURSH1000_RS04785	NZ_CP059180.1	989492	990196	+	705	152	148	32	71	242	102	227	106	76	199	116	73	22	60	312	989	6	133	457	60	99
gene-SAURSH1000_RS04790	NZ_CP059180.1	990196	990459	+	264	82	84	17	32	114	50	104	26	37	112	58	49	10	34	134	468	3	73	182	23	74
gene-SAURSH1000_RS04795	NZ_CP059180.1	990461	991132	+	672	182	174	33	69	225	90	208	95	39	352	107	99	22	66	206	942	12	123	326	71	210
gene-SAURSH1000_RS04800	NZ_CP059180.1	991125	993314	+	2190	475	366	82	192	302	229	245	267	84	1108	218	273	56	194	298	1245	26	214	486	149	732
gene-SAURSH1000_RS04805	NZ_CP059180.1	993293	994777	+	1485	493	314	75	131	203	154	166	180	58	888	234	168	33	164	217	540	21	110	473	70	650
gene-SAURSH1000_RS04810	NZ_CP059180.1	994770	995798	+	1029	413	248	76	108	169	136	119	127	43	572	173	127	37	121	172	397	18	77	396	51	538
gene-SAURSH1000_RS04815	NZ_CP059180.1	995801	996367	+	567	283	159	39	49	104	88	65	69	30	269	83	82	14	49	85	216	9	40	218	23	267
gene-SAURSH1000_RS04820	NZ_CP059180.1	996382	997860	+	1479	738	370	82	136	242	170	184	174	61	561	202	184	34	151	218	519	17	117	464	64	685
gene-SAURSH1000_RS04825	NZ_CP059180.1	997882	999129	+	1248	894	484	104	191	277	279	187	214	83	559	247	208	50	215	263	610	27	136	415	82	857
gene-SAURSH1000_RS04830	NZ_CP059180.1	999394	1000200	-	807	102	209	54	122	39	167	47	104	19	61	203	117	8	135	242	129	14	38	125	37	80
gene-SAURSH1000_RS04835	NZ_CP059180.1	1000193	1001593	-	1401	279	506	121	255	107	399	98	198	75	186	445	281	31	306	560	364	19	83	252	83	217
gene-SAURSH1000_RS04840	NZ_CP059180.1	1001608	1002183	-	576	101	183	65	92	39	139	34	76	46	85	167	98	11	110	168	162	9	45	113	28	90
gene-SAURSH1000_RS04845	NZ_CP059180.1	1002767	1002901	-	135	62	55	73	181	112	211	59	142	100	186	147	185	60	119	355	104	36	215	732	109	244
gene-SAURSH1000_RS04850	NZ_CP059180.1	1003053	1004348	+	1296	2073	2111	1343	1829	719	3559	640	1937	658	1537	3059	1587	370	1779	3122	1950	239	745	2352	765	1849
gene-SAURSH1000_RS04855	NZ_CP059180.1	1004773	1005945	+	1173	316	301	94	231	82	309	61	257	67	303	341	215	31	190	365	261	16	50	185	31	297
gene-SAURSH1000_RS04860	NZ_CP059180.1	1005999	1006541	+	543	324	335	229	489	281	495	191	652	277	522	468	554	86	425	815	613	58	170	844	97	1216
gene-SAURSH1000_RS04865	NZ_CP059180.1	1006695	1006961	+	267	1691	2331	2010	2900	1254	3640	1196	2099	1379	1844	4777	2618	706	2814	3749	3746	326	1360	2818	698	2930
gene-SAURSH1000_RS04870	NZ_CP059180.1	1006964	1008682	+	1719	11281	14079	12284	16151	8822	21819	7694	13312	9151	11677	28311	15028	5152	17182	22368	23550	2141	8731	17013	4613	17743
gene-SAURSH1000_RS04875	NZ_CP059180.1	1008919	1009152	-	234	70	115	53	105	20	196	19	67	27	74	182	84	7	115	168	78	8	31	61	30	52
gene-SAURSH1000_RS04880	NZ_CP059180.1	1009350	1010711	+	1362	302	323	198	381	328	588	311	307	161	530	570	276	56	414	1250	1505	28	288	738	146	682
gene-SAURSH1000_RS04885	NZ_CP059180.1	1010708	1011727	+	1020	288	262	148	276	225	424	292	238	136	491	387	206	59	315	943	919	27	265	591	199	468
gene-SAURSH1000_RS04890	NZ_CP059180.1	1011860	1012522	+	663	553	586	228	365	186	586	207	316	120	659	632	327	48	494	636	805	39	202	383	150	611
gene-SAURSH1000_RS04895	NZ_CP059180.1	1012871	1014568	-	1698	3313	3515	1911	3197	1122	5434	1116	2866	901	3821	5075	2794	403	3114	4997	3655	202	1011	2839	828	4349
gene-SAURSH1000_RS04900	NZ_CP059180.1	1014568	1014786	-	219	475	469	244	438	148	757	161	403	99	497	727	407	30	406	756	484	20	116	411	88	583
gene-SAURSH1000_RS04905	NZ_CP059180.1	1014815	1014937	-	123	102	134	61	124	35	211	27	79	20	134	161	104	5	78	177	123	6	25	91	29	168
gene-SAURSH1000_RS04910	NZ_CP059180.1	1015267	1015818	-	552	789	894	439	798	186	1298	206	614	171	901	1182	762	85	834	880	789	51	229	533	205	669
gene-SAURSH1000_RS04915	NZ_CP059180.1	1016183	1016809	+	627	922	818	365	767	208	1141	198	990	151	1137	1292	689	67	657	1374	516	61	166	766	157	837
gene-SAURSH1000_RS04920	NZ_CP059180.1	1016980	1018092	+	1113	8971	12174	7603	11210	2778	16380	3134	12751	5445	8461	19154	14248	2320	14574	17900	13913	1310	3303	11467	2013	12189
gene-SAURSH1000_RS04925	NZ_CP059180.1	1018096	1019073	+	978	9121	11355	7713	9499	3106	14757	2944	12235	5547	8067	17060	13300	2367	13827	17028	13988	1418	3090	11406	1769	12021
gene-SAURSH1000_RS04930	NZ_CP059180.1	1019164	1020456	+	1293	12524	16429	11335	12973	4669	19816	4129	16800	8225	11675	23037	18123	3634	19508	23021	20661	2007	4648	15907	2290	17908
gene-SAURSH1000_RS04935	NZ_CP059180.1	1020460	1021866	+	1407	15970	19533	15803	17316	8228	25526	7576	19390	12072	14876	29692	21213	7703	23673	28124	27514	3670	10879	22009	6383	22924
gene-SAURSH1000_RS04940	NZ_CP059180.1	1022034	1022309	+	276	110	139	97	105	41	182	36	130	51	92	189	110	15	128	232	151	16	51	173	35	111
gene-SAURSH1000_RS04945	NZ_CP059180.1	1022453	1022992	+	540	179	287	76	119	63	141	70	108	25	88	218	70	11	72	243	197	5	30	126	29	55
gene-SAURSH1000_RS04950	NZ_CP059180.1	1023005	1024099	+	1095	401	697	181	253	166	340	139	234	56	207	437	178	23	191	578	513	11	64	200	79	113
gene-SAURSH1000_RS04955	NZ_CP059180.1	1024092	1024889	+	798	196	388	98	131	69	191	65	126	36	98	223	75	7	129	302	225	12	46	119	60	54
gene-SAURSH1000_RS04960	NZ_CP059180.1	1024895	1025704	+	810	219	463	100	138	63	251	75	137	47	82	285	100	19	154	363	269	14	40	146	48	71
gene-SAURSH1000_RS04965	NZ_CP059180.1	1025704	1026777	+	1074	338	686	211	223	118	422	106	306	103	134	432	178	50	313	581	392	24	64	222	68	137
gene-SAURSH1000_RS04970	NZ_CP059180.1	1026851	1027870	+	1020	2349	2781	834	1554	519	2368	549	1589	367	2076	2542	1340	168	1616	2069	1712	103	422	1047	338	2100
gene-SAURSH1000_RS04975	NZ_CP059180.1	1028153	1028572	+	420	272	292	215	336	109	629	81	244	93	235	566	262	44	303	523	326	27	141	421	107	256
gene-SAURSH1000_RS04985	NZ_CP059180.1	1030190	1030804	-	615	339	354	244	448	89	738	102	424	82	399	697	419	40	461	507	354	25	133	286	117	289
gene-SAURSH1000_RS04990	NZ_CP059180.1	1030961	1031788	+	828	477	480	298	486	259	628	209	427	195	559	735	475	103	449	755	627	58	235	553	170	786
gene-SAURSH1000_RS04995	NZ_CP059180.1	1031942	1032133	-	192	469	543	339	504	152	999	99	393	159	373	985	389	66	593	1066	527	39	246	714	237	416
gene-SAURSH1000_RS05000	NZ_CP059180.1	1032235	1034082	+	1848	7495	7086	1785	3632	865	4489	984	3454	698	6410	5371	3288	343	3904	3751	3754	229	745	1405	619	4986
gene-SAURSH1000_RS05005	NZ_CP059180.1	1034222	1034389	-	168	168	197	149	232	50	394	48	189	55	179	393	213	27	226	256	186	22	53	150	66	207
gene-SAURSH1000_RS05010	NZ_CP059180.1	1034391	1034873	-	483	282	295	217	400	78	646	73	316	83	282	653	343	30	370	451	314	20	95	237	102	325
gene-SAURSH1000_RS05015	NZ_CP059180.1	1035014	1035289	+	276	645	1002	480	800	301	1611	261	653	253	572	1692	676	89	791	1654	1069	62	282	939	263	798
gene-SAURSH1000_RS05020	NZ_CP059180.1	1035603	1036829	+	1227	1062	1241	475	857	288	1618	288	903	159	1042	1372	761	77	918	1276	828	50	249	735	246	860
gene-SAURSH1000_RS05025	NZ_CP059180.1	1037383	1040835	+	3453	1098	1493	325	507	879	776	777	651	315	844	984	587	132	615	1207	3439	81	404	1314	239	1405
gene-SAURSH1000_RS05030	NZ_CP059180.1	1040975	1041886	-	912	581	657	323	536	383	977	379	556	177	487	1017	498	99	775	1275	1282	50	305	834	232	1180
gene-SAURSH1000_RS05035	NZ_CP059180.1	1042326	1043237	+	912	1140	1389	570	1193	581	1909	531	950	359	1181	2127	948	107	1199	2850	2176	83	424	1533	415	1736
gene-SAURSH1000_RS05040	NZ_CP059180.1	1043262	1043723	+	462	600	695	326	608	279	879	259	518	148	575	991	473	60	579	1383	997	45	257	755	269	710
gene-SAURSH1000_RS05045	NZ_CP059180.1	1044050	1045087	+	1038	416	362	169	399	134	596	126	397	89	448	527	330	31	278	559	348	21	110	337	64	424
gene-SAURSH1000_RS05050	NZ_CP059180.1	1045103	1045537	+	435	210	179	90	177	59	236	70	175	46	188	299	175	16	146	207	186	10	64	110	26	189
gene-SAURSH1000_RS05055	NZ_CP059180.1	1045600	1046526	-	927	276	357	236	426	78	520	73	334	106	238	605	375	42	417	471	278	40	78	229	69	252
gene-SAURSH1000_RS05060	NZ_CP059180.1	1046765	1047019	+	255	104	167	93	131	45	236	41	121	26	110	232	116	6	120	215	107	6	29	108	21	105
gene-SAURSH1000_RS05065	NZ_CP059180.1	1047022	1047411	-	390	188	218	114	230	68	405	48	242	47	171	327	176	16	154	431	171	15	42	176	47	162
gene-SAURSH1000_RS05070	NZ_CP059180.1	1047481	1048023	+	543	347	358	181	370	99	564	95	406	57	334	527	287	16	293	541	263	10	63	255	48	204
gene-SAURSH1000_RS05075	NZ_CP059180.1	1048025	1048507	+	483	398	494	283	470	128	736	146	406	105	332	745	383	46	329	646	382	31	123	346	97	261
gene-SAURSH1000_RS05080	NZ_CP059180.1	1048569	1049708	-	1140	415	543	164	332	102	453	84	303	68	353	444	274	21	322	408	391	10	61	203	72	286
gene-SAURSH1000_RS05085	NZ_CP059180.1	1049835	1050392	+	558	8681	11431	3537	6061	1224	10431	1567	4442	1106	6166	11101	4772	383	6097	7298	5673	269	1217	2578	1264	4770
gene-SAURSH1000_RS05090	NZ_CP059180.1	1050472	1050645	+	174	3035	3930	1387	2248	591	3718	652	1841	517	2192	4135	1762	231	2454	3307	2217	102	695	1333	583	1735
gene-SAURSH1000_RS05095	NZ_CP059180.1	1050799	1052736	-	1938	55	57	5	17	11	27	11	27	2	47	26	13	5	25	15	26	1	6	16	6	22
gene-SAURSH1000_RS05100	NZ_CP059180.1	1052940	1053992	-	1053	69	94	69	118	33	189	31	142	38	56	248	165	15	223	214	92	9	28	92	21	53
gene-SAURSH1000_RS05105	NZ_CP059180.1	1054201	1054884	+	684	8	16	20	38	5	73	7	40	7	5	66	30	7	43	52	26	5	3	29	5	13
gene-SAURSH1000_RS05110	NZ_CP059180.1	1054884	1055960	+	1077	16	27	19	37	9	47	10	36	8	8	49	30	3	42	51	30	4	5	26	4	11
gene-SAURSH1000_RS05115	NZ_CP059180.1	1055957	1056835	+	879	30	21	17	25	5	47	8	43	9	11	48	30	3	36	59	19	0	2	17	3	6
gene-SAURSH1000_RS05125	NZ_CP059180.1	1057874	1058608	+	735	19	18	20	19	2	44	4	31	7	17	36	24	1	22	41	21	1	2	15	4	13
gene-SAURSH1000_RS05130	NZ_CP059180.1	1058627	1058950	+	324	12	13	10	23	1	40	6	33	10	11	43	18	2	34	33	17	1	5	15	5	14
gene-SAURSH1000_RS05135	NZ_CP059180.1	1058987	1059094	+	108	0	3	0	2	0	6	0	5	2	2	4	6	1	6	1	0	0	0	2	1	6
