# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR12539210_sorted.bam" "SRR12539217_sorted.bam" "SRR12539213_sorted.bam" "SRR12539215_sorted.bam" "SRR12539216_sorted.bam" "SRR12539209_sorted.bam" "SRR12539214_sorted.bam" "SRR12539212_sorted.bam" "SRR12539211_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12539210_sorted.bam	SRR12539217_sorted.bam	SRR12539213_sorted.bam	SRR12539215_sorted.bam	SRR12539216_sorted.bam	SRR12539209_sorted.bam	SRR12539214_sorted.bam	SRR12539212_sorted.bam	SRR12539211_sorted.bam
gene-Saur515_RS08730	NZ_JAKRSL010000008.1	55551	56813	-	1263	19	29	14	28	20	15	15	26	36
gene-Saur515_RS08735	NZ_JAKRSL010000008.1	56961	57146	+	186	67	113	47	194	118	51	48	101	73
gene-Saur515_RS08740	NZ_JAKRSL010000008.1	57234	58217	-	984	229	1049	235	1303	1210	159	275	356	305
gene-Saur515_RS08745	NZ_JAKRSL010000008.1	58354	58863	+	510	122	356	40	441	365	44	55	93	104
gene-Saur515_RS08750	NZ_JAKRSL010000008.1	59066	61588	-	2523	462	1639	452	1729	1684	276	439	668	763
gene-Saur515_RS08755	NZ_JAKRSL010000008.1	62069	63277	-	1209	732	2237	736	2544	2606	469	750	1117	1041
gene-Saur515_RS08760	NZ_JAKRSL010000008.1	63270	63437	-	168	108	338	95	406	417	76	96	141	119
gene-Saur515_RS08765	NZ_JAKRSL010000008.1	63412	64263	-	852	175	447	95	509	464	73	102	182	160
gene-Saur515_RS08770	NZ_JAKRSL010000008.1	64763	66223	-	1461	237	1245	365	1442	1525	159	384	551	510
gene-Saur515_RS08775	NZ_JAKRSL010000008.1	66473	68875	-	2403	262	1367	498	1533	1493	251	493	769	658
gene-Saur515_RS08780	NZ_JAKRSL010000008.1	68875	70866	-	1992	206	1097	410	1237	1289	178	398	547	455
gene-Saur515_RS08785	NZ_JAKRSL010000008.1	71072	71680	+	609	337	804	217	1014	888	192	343	520	597
gene-Saur515_RS08790	NZ_JAKRSL010000008.1	72056	72352	+	297	68	197	39	244	224	29	61	88	109
gene-Saur515_RS08795	NZ_JAKRSL010000008.1	72559	73026	-	468	32	174	21	171	172	16	24	46	49
gene-Saur515_RS08800	NZ_JAKRSL010000008.1	73206	75911	-	2706	1739	5757	1575	6249	6270	949	1622	2390	2242
gene-Saur515_RS08805	NZ_JAKRSL010000008.1	76803	78449	-	1647	588	2116	671	2345	2366	345	706	1014	1218
gene-Saur515_RS08810	NZ_JAKRSL010000008.1	78653	79015	+	363	167	628	193	812	632	83	222	301	222
gene-Saur515_RS08815	NZ_JAKRSL010000008.1	79086	82115	-	3030	91	417	142	447	474	81	135	216	189
gene-Saur515_RS08820	NZ_JAKRSL010000008.1	82119	83240	-	1122	26	132	28	140	142	27	41	48	54
gene-Saur515_RS08825	NZ_JAKRSL010000008.1	83364	83831	-	468	141	439	85	634	395	68	139	229	170
gene-Saur515_RS08830	NZ_JAKRSL010000008.1	83925	84023	-	99	48	198	35	306	241	25	39	70	71
gene-Saur515_RS08835	NZ_JAKRSL010000008.1	84010	84252	-	243	232	1019	194	1547	1182	145	243	400	333
gene-Saur515_RS08840	NZ_JAKRSL010000008.1	84530	86518	-	1989	4432	12887	4390	14780	14951	2633	4250	7133	6019
gene-Saur515_RS08845	NZ_JAKRSL010000008.1	86639	86878	-	240	79	285	74	305	332	43	94	162	94
gene-Saur515_RS08850	NZ_JAKRSL010000008.1	87014	87247	-	234	10	7	7	8	13	6	5	10	14
gene-Saur515_RS08855	NZ_JAKRSL010000008.1	87390	88013	+	624	749	1555	321	1821	1596	338	334	633	774
gene-Saur515_RS08860	NZ_JAKRSL010000008.1	88393	89409	-	1017	192	606	149	691	606	114	172	244	262
gene-Saur515_RS08870	NZ_JAKRSL010000008.1	89431	90408	-	978	87	269	72	338	297	49	71	115	128
gene-Saur515_RS08875	NZ_JAKRSL010000008.1	90565	90834	-	270	57	180	44	234	172	34	46	80	80
gene-Saur515_RS08880	NZ_JAKRSL010000008.1	91288	91437	-	150	206	541	178	697	569	132	208	315	257
gene-Saur515_RS08885	NZ_JAKRSL010000008.1	91528	93045	-	1518	781	2195	514	2475	2204	416	610	925	889
gene-Saur515_RS08890	NZ_JAKRSL010000008.1	93249	94703	+	1455	166	909	184	1053	1126	82	166	244	236
gene-Saur515_RS08895	NZ_JAKRSL010000008.1	94842	94946	+	105	92	163	56	205	151	53	68	134	91
gene-Saur515_RS08900	NZ_JAKRSL010000008.1	94921	95235	+	315	212	400	141	534	380	129	156	312	269
gene-Saur515_RS08905	NZ_JAKRSL010000008.1	95528	96331	-	804	259	976	174	1041	978	127	217	329	316
gene-Saur515_RS08910	NZ_JAKRSL010000008.1	96389	97303	-	915	27	122	28	137	144	24	32	42	46
gene-Saur515_RS08915	NZ_JAKRSL010000008.1	97305	98366	-	1062	49	173	32	182	215	32	34	70	59
gene-Saur515_RS08920	NZ_JAKRSL010000008.1	98372	99652	-	1281	31	136	33	164	157	22	26	55	68
gene-Saur515_RS08925	NZ_JAKRSL010000008.1	99843	101225	+	1383	16	43	15	66	51	3	6	11	9
gene-Saur515_RS08930	NZ_JAKRSL010000008.1	101279	101854	-	576	113	161	50	249	164	49	46	87	102
gene-Saur515_RS08935	NZ_JAKRSL010000008.1	102185	103039	+	855	572	1480	341	1675	1591	291	381	686	625
gene-Saur515_RS08940	NZ_JAKRSL010000008.1	103182	103715	-	534	27	108	22	128	112	17	31	56	34
gene-Saur515_RS08945	NZ_JAKRSL010000008.1	103854	104042	+	189	19	14	8	11	17	4	10	10	28
gene-Saur515_RS08950	NZ_JAKRSL010000008.1	104155	104757	-	603	60	135	41	183	152	38	53	67	75
gene-Saur515_RS08955	NZ_JAKRSL010000008.1	104754	105845	-	1092	57	146	41	171	164	36	56	84	69
gene-Saur515_RS08960	NZ_JAKRSL010000008.1	105849	106580	-	732	3	13	2	26	25	3	4	4	5
gene-Saur515_RS08965	NZ_JAKRSL010000008.1	106549	107457	-	909	3	5	0	11	11	1	1	3	5
gene-Saur515_RS08970	NZ_JAKRSL010000008.1	107632	109113	-	1482	411	1147	380	1315	1357	255	352	581	565
gene-Saur515_RS08975	NZ_JAKRSL010000008.1	109171	109368	-	198	50	165	41	153	158	28	47	60	53
gene-Saur515_RS08980	NZ_JAKRSL010000008.1	109638	110663	+	1026	2	14	0	12	13	0	4	2	5
gene-Saur515_RS08985	NZ_JAKRSL010000008.1	111212	111403	-	192	27	57	16	69	77	19	16	27	25
gene-Saur515_RS08990	NZ_JAKRSL010000008.1	111410	111760	-	351	77	175	43	210	191	41	62	85	60
gene-Saur515_RS08995	NZ_JAKRSL010000008.1	111801	111995	-	195	65	179	40	246	210	28	70	94	64
gene-Saur515_RS09005	NZ_JAKRSL010000008.1	112725	112862	-	138	1	8	2	18	15	2	6	8	4
gene-Saur515_RS09010	NZ_JAKRSL010000008.1	113245	113367	-	123	0	0	0	0	0	0	0	0	0
gene-Saur515_RS09015	NZ_JAKRSL010000008.1	113402	113631	-	230	5	20	4	29	16	3	2	4	8
gene-Saur515_RS07830	NZ_JAKRSL010000007.1	128	1609	+	1482	203	950	265	1062	929	146	276	395	278
gene-Saur515_RS07835	NZ_JAKRSL010000007.1	1602	1853	+	252	82	374	120	347	361	56	122	155	109
gene-Saur515_RS07840	NZ_JAKRSL010000007.1	1853	3415	+	1563	333	1516	416	1602	1605	190	492	655	580
gene-Saur515_RS07845	NZ_JAKRSL010000007.1	3717	4520	+	804	143	700	147	899	916	85	209	244	266
gene-Saur515_RS07850	NZ_JAKRSL010000007.1	4739	7063	+	2325	124	760	154	937	910	88	166	261	231
gene-Saur515_RS07855	NZ_JAKRSL010000007.1	7080	8438	+	1359	208	920	226	942	1017	139	259	365	315
gene-Saur515_RS07860	NZ_JAKRSL010000007.1	8577	10088	+	1512	222	603	124	699	642	84	159	227	229
gene-Saur515_RS07865	NZ_JAKRSL010000007.1	10268	10356	-	89	0	5	1	5	4	2	0	2	4
gene-Saur515_RS07870	NZ_JAKRSL010000007.1	10359	10433	-	75	0	5	1	5	3	2	0	2	4
gene-Saur515_RS07875	NZ_JAKRSL010000007.1	10575	11144	-	570	3	0	0	3	1	0	1	0	1
gene-Saur515_RS07880	NZ_JAKRSL010000007.1	11354	11572	+	219	182	97	63	117	93	93	42	140	192
gene-Saur515_RS07885	NZ_JAKRSL010000007.1	11653	12639	-	987	467	1569	258	1699	1593	223	276	526	512
gene-Saur515_RS07890	NZ_JAKRSL010000007.1	12838	13014	+	177	353	1211	272	1548	1448	183	473	557	409
gene-Saur515_RS07895	NZ_JAKRSL010000007.1	13029	13631	+	603	662	2343	573	3041	2790	392	967	1164	926
gene-Saur515_RS07900	NZ_JAKRSL010000007.1	13947	14009	+	63	12	20	8	20	42	8	3	4	15
gene-Saur515_RS07905	NZ_JAKRSL010000007.1	14548	14649	+	102	0	5	0	0	2	1	1	0	0
gene-Saur515_RS07910	NZ_JAKRSL010000007.1	14671	14931	+	261	0	5	0	3	2	2	1	2	0
gene-Saur515_RS07915	NZ_JAKRSL010000007.1	14975	16939	+	1965	6	24	5	18	24	0	6	10	6
gene-Saur515_RS07920	NZ_JAKRSL010000007.1	16942	17262	+	321	3	4	1	9	11	2	4	2	0
gene-Saur515_RS07925	NZ_JAKRSL010000007.1	17259	17900	+	642	3	15	2	17	18	1	2	5	7
gene-Saur515_RS07930	NZ_JAKRSL010000007.1	17988	18278	-	291	6	28	8	43	27	3	14	22	10
gene-Saur515_RS07935	NZ_JAKRSL010000007.1	18557	18844	+	288	36	185	27	200	202	28	52	49	52
gene-Saur515_RS07940	NZ_JAKRSL010000007.1	18850	20331	+	1482	272	1234	251	1289	1273	153	313	496	399
gene-Saur515_RS07945	NZ_JAKRSL010000007.1	20420	20776	-	357	11	231	26	307	251	11	39	36	27
gene-Saur515_RS07950	NZ_JAKRSL010000007.1	21253	22212	+	960	11	28	7	46	21	7	6	14	18
gene-Saur515_RS07955	NZ_JAKRSL010000007.1	22258	22389	-	132	35	79	32	103	66	22	33	46	39
gene-Saur515_RS07960	NZ_JAKRSL010000007.1	22453	22668	-	216	41	111	44	137	85	33	45	62	54
gene-Saur515_RS07965	NZ_JAKRSL010000007.1	22833	23384	+	552	80	260	24	323	283	41	53	67	57
gene-Saur515_RS07970	NZ_JAKRSL010000007.1	23436	24374	-	939	267	1042	187	1290	1278	139	198	332	355
gene-Saur515_RS07975	NZ_JAKRSL010000007.1	24525	24629	+	105	47	167	34	164	150	29	49	60	43
gene-Saur515_RS07980	NZ_JAKRSL010000007.1	24595	25917	+	1323	281	917	261	1035	1009	174	315	395	307
gene-Saur515_RS07985	NZ_JAKRSL010000007.1	25904	27577	+	1674	394	1228	535	1303	1390	277	523	712	582
gene-Saur515_RS07990	NZ_JAKRSL010000007.1	27564	28367	+	804	338	1111	452	1224	1243	215	440	654	505
gene-Saur515_RS07995	NZ_JAKRSL010000007.1	28360	29181	+	822	1080	3590	934	4137	4035	674	1186	1789	1792
gene-Saur515_RS08000	NZ_JAKRSL010000007.1	29420	29749	-	330	8	17	9	30	33	6	4	14	6
gene-Saur515_RS08005	NZ_JAKRSL010000007.1	29787	30968	-	1182	18	60	10	50	55	8	12	20	20
gene-Saur515_RS08010	NZ_JAKRSL010000007.1	31050	32060	-	1011	12	48	6	38	33	6	4	9	16
gene-Saur515_RS08015	NZ_JAKRSL010000007.1	32588	33742	-	1155	65	305	64	425	415	48	65	97	96
gene-Saur515_RS08020	NZ_JAKRSL010000007.1	33938	34948	-	1011	121	318	105	395	382	57	106	146	126
gene-Saur515_RS08025	NZ_JAKRSL010000007.1	35101	35520	+	420	49	96	19	131	88	24	29	45	44
gene-Saur515_RS08030	NZ_JAKRSL010000007.1	35547	35657	+	111	16	31	6	35	21	7	6	11	16
gene-Saur515_RS08035	NZ_JAKRSL010000007.1	35727	39497	-	3771	827	2194	965	2207	2280	635	931	1458	1717
gene-Saur515_RS08040	NZ_JAKRSL010000007.1	39725	40159	-	435	4	55	12	64	45	4	12	14	13
gene-Saur515_RS08045	NZ_JAKRSL010000007.1	40314	40784	-	471	200	717	149	835	769	100	195	266	230
gene-Saur515_RS08050	NZ_JAKRSL010000007.1	40832	42049	-	1218	340	1670	223	1953	1844	190	304	423	481
gene-Saur515_RS08055	NZ_JAKRSL010000007.1	42500	43693	+	1194	134	498	92	619	554	79	142	214	152
gene-Saur515_RS08060	NZ_JAKRSL010000007.1	44230	44508	-	279	1833	3596	1533	4043	4117	1336	1718	2420	3709
gene-Saur515_RS08065	NZ_JAKRSL010000007.1	44517	45122	-	606	4272	9582	3686	10470	10335	2668	4095	5770	7413
gene-Saur515_RS08070	NZ_JAKRSL010000007.1	45112	47100	-	1989	7836	23043	7214	24962	24523	4315	7379	11332	11470
gene-Saur515_RS08075	NZ_JAKRSL010000007.1	47100	48200	-	1101	4096	14007	4007	15162	14600	2436	4042	6462	5655
gene-Saur515_RS08080	NZ_JAKRSL010000007.1	48502	48624	+	123	1	2	1	6	10	1	2	2	4
gene-Saur515_RS08085	NZ_JAKRSL010000007.1	48772	49089	-	318	481	578	232	817	473	266	295	585	504
gene-Saur515_RS08090	NZ_JAKRSL010000007.1	49894	50754	-	861	985	2629	677	2962	2892	445	700	1223	1184
gene-Saur515_RS08095	NZ_JAKRSL010000007.1	50955	51437	+	483	98	300	106	403	361	73	126	195	104
gene-Saur515_RS08100	NZ_JAKRSL010000007.1	51424	52548	+	1125	324	725	359	933	873	201	418	600	316
gene-Saur515_RS08105	NZ_JAKRSL010000007.1	52552	53256	+	705	177	301	186	365	316	133	229	286	185
gene-Saur515_RS08110	NZ_JAKRSL010000007.1	53256	53519	+	264	134	183	107	186	197	83	154	196	130
gene-Saur515_RS08115	NZ_JAKRSL010000007.1	53521	54192	+	672	128	226	202	248	283	117	233	268	176
gene-Saur515_RS08120	NZ_JAKRSL010000007.1	54185	56374	+	2190	157	628	333	623	690	204	427	436	403
gene-Saur515_RS08125	NZ_JAKRSL010000007.1	56353	57837	+	1485	115	683	220	710	848	101	238	205	273
gene-Saur515_RS08130	NZ_JAKRSL010000007.1	57830	58858	+	1029	90	649	167	621	804	87	163	181	224
gene-Saur515_RS08135	NZ_JAKRSL010000007.1	58861	59427	+	567	67	436	121	424	531	68	126	119	129
gene-Saur515_RS08140	NZ_JAKRSL010000007.1	59442	60920	+	1479	189	1016	309	1028	1221	144	342	323	402
gene-Saur515_RS08145	NZ_JAKRSL010000007.1	60942	62189	+	1248	205	1061	329	1181	1338	159	388	368	374
gene-Saur515_RS08150	NZ_JAKRSL010000007.1	62454	63260	-	807	42	136	34	154	154	20	27	45	89
gene-Saur515_RS08155	NZ_JAKRSL010000007.1	63253	64653	-	1401	118	311	81	311	366	47	78	116	206
gene-Saur515_RS08160	NZ_JAKRSL010000007.1	64668	65243	-	576	63	135	39	126	144	31	42	58	82
gene-Saur515_RS08165	NZ_JAKRSL010000007.1	65764	65898	-	135	237	224	91	361	197	106	125	215	106
gene-Saur515_RS08170	NZ_JAKRSL010000007.1	66050	67345	+	1296	1490	3544	1330	3734	3832	924	1569	2278	2003
gene-Saur515_RS08175	NZ_JAKRSL010000007.1	67770	68942	+	1173	121	393	131	468	431	56	156	193	165
gene-Saur515_RS08180	NZ_JAKRSL010000007.1	68996	69538	+	543	544	1009	393	1124	1000	315	442	626	544
gene-Saur515_RS08185	NZ_JAKRSL010000007.1	69692	69958	+	267	2926	6946	2976	7438	7582	2021	2670	4330	4314
gene-Saur515_RS08190	NZ_JAKRSL010000007.1	69961	71679	+	1719	13295	27773	12518	29398	30249	8278	11460	18949	19704
gene-Saur515_RS08195	NZ_JAKRSL010000007.1	71916	72149	-	234	22	63	22	106	92	11	23	38	37
gene-Saur515_RS08200	NZ_JAKRSL010000007.1	72347	73708	+	1362	355	1232	494	1514	1494	189	598	718	350
gene-Saur515_RS08205	NZ_JAKRSL010000007.1	73705	74724	+	1020	317	756	432	948	996	201	439	592	457
gene-Saur515_RS08210	NZ_JAKRSL010000007.1	74857	75519	+	663	199	503	265	646	632	126	262	323	266
gene-Saur515_RS08215	NZ_JAKRSL010000007.1	75868	77565	-	1698	2255	9720	2052	10396	10317	1098	2080	3403	3069
gene-Saur515_RS08220	NZ_JAKRSL010000007.1	77565	77783	-	219	412	1818	336	2026	1909	174	391	559	489
gene-Saur515_RS08225	NZ_JAKRSL010000007.1	77812	77934	-	123	234	761	136	862	816	83	189	248	210
gene-Saur515_RS08230	NZ_JAKRSL010000007.1	78264	78815	-	552	330	1478	299	1707	1436	184	386	577	434
gene-Saur515_RS08235	NZ_JAKRSL010000007.1	79180	79806	+	627	738	2797	440	3653	3208	402	703	1009	717
gene-Saur515_RS08240	NZ_JAKRSL010000007.1	79977	81089	+	1113	3051	11830	3145	12797	12178	1883	3393	5147	4777
gene-Saur515_RS08245	NZ_JAKRSL010000007.1	81093	82070	+	978	2581	10765	3170	11296	11292	1743	3457	4880	4366
gene-Saur515_RS08250	NZ_JAKRSL010000007.1	82161	83453	+	1293	4620	17205	5931	18089	18169	2893	6199	8854	7429
gene-Saur515_RS08255	NZ_JAKRSL010000007.1	83457	84863	+	1407	10257	24167	10170	25238	25781	6783	11210	16356	19021
gene-Saur515_RS08260	NZ_JAKRSL010000007.1	85031	85306	+	276	48	147	42	199	153	35	71	106	82
gene-Saur515_RS08265	NZ_JAKRSL010000007.1	85450	85989	+	540	22	117	30	123	134	17	37	51	45
gene-Saur515_RS08270	NZ_JAKRSL010000007.1	86002	87096	+	1095	36	203	63	232	223	36	58	62	74
gene-Saur515_RS08275	NZ_JAKRSL010000007.1	87089	87886	+	798	22	89	43	126	109	20	44	37	35
gene-Saur515_RS08280	NZ_JAKRSL010000007.1	87892	88701	+	810	25	103	47	137	113	27	45	59	46
gene-Saur515_RS08285	NZ_JAKRSL010000007.1	88701	89774	+	1074	89	198	125	248	245	61	92	166	150
gene-Saur515_RS08290	NZ_JAKRSL010000007.1	89848	90867	+	1020	927	2785	590	3287	3178	479	710	1093	1127
gene-Saur515_RS08295	NZ_JAKRSL010000007.1	91150	91569	+	420	75	223	33	332	218	36	63	90	64
gene-Saur515_RS08300	NZ_JAKRSL010000007.1	91651	93003	-	1353	124	311	94	357	434	74	96	155	182
gene-Saur515_RS08305	NZ_JAKRSL010000007.1	93186	93800	-	615	345	1306	257	1719	1417	136	336	436	335
gene-Saur515_RS08310	NZ_JAKRSL010000007.1	93957	94784	+	828	677	1086	327	1159	1044	307	393	707	668
gene-Saur515_RS08315	NZ_JAKRSL010000007.1	94938	95129	-	192	30	73	22	91	62	21	23	39	39
gene-Saur515_RS08320	NZ_JAKRSL010000007.1	95231	97078	+	1848	515	2765	644	3055	3059	315	726	800	860
gene-Saur515_RS08325	NZ_JAKRSL010000007.1	97218	97385	-	168	126	449	74	521	399	78	135	214	117
gene-Saur515_RS08330	NZ_JAKRSL010000007.1	97387	97869	-	483	200	716	140	823	656	116	197	272	191
gene-Saur515_RS08335	NZ_JAKRSL010000007.1	98010	98285	+	276	186	487	109	770	572	103	178	268	250
gene-Saur515_RS08340	NZ_JAKRSL010000007.1	98599	99825	+	1227	295	1250	266	1575	1512	142	310	433	345
gene-Saur515_RS08345	NZ_JAKRSL010000007.1	100379	103831	+	3453	603	3065	605	3391	3319	304	599	1039	954
gene-Saur515_RS08350	NZ_JAKRSL010000007.1	103971	104882	-	912	537	1864	486	1992	2057	310	509	845	932
gene-Saur515_RS08355	NZ_JAKRSL010000007.1	105322	106233	+	912	603	2456	585	2793	2791	393	624	949	998
gene-Saur515_RS08360	NZ_JAKRSL010000007.1	106258	106719	+	462	441	1652	364	1903	1864	243	458	633	702
gene-Saur515_RS08365	NZ_JAKRSL010000007.1	107046	108083	+	1038	301	846	248	1029	990	145	247	381	296
gene-Saur515_RS08370	NZ_JAKRSL010000007.1	108099	108533	+	435	131	309	108	366	352	72	129	167	132
gene-Saur515_RS08375	NZ_JAKRSL010000007.1	108596	109522	-	927	174	697	132	846	927	99	130	257	270
gene-Saur515_RS08380	NZ_JAKRSL010000007.1	109761	110015	+	255	78	203	47	223	201	30	46	48	68
gene-Saur515_RS08385	NZ_JAKRSL010000007.1	110018	110407	-	390	132	374	102	465	403	61	87	137	135
gene-Saur515_RS08390	NZ_JAKRSL010000007.1	110477	111019	+	543	225	595	160	651	614	95	194	287	222
gene-Saur515_RS08395	NZ_JAKRSL010000007.1	111021	111503	+	483	245	688	180	790	659	125	244	333	307
gene-Saur515_RS08400	NZ_JAKRSL010000007.1	111565	112704	-	1140	97	439	128	463	482	70	111	160	168
gene-Saur515_RS08405	NZ_JAKRSL010000007.1	112831	113388	+	558	1489	6341	1174	7672	7190	800	1638	2043	2580
gene-Saur515_RS08410	NZ_JAKRSL010000007.1	113468	113641	+	174	863	2708	634	3297	2956	426	793	1124	1074
gene-Saur515_RS08415	NZ_JAKRSL010000007.1	113758	115143	-	1386	15	66	15	82	66	10	25	34	28
gene-Saur515_RS08420	NZ_JAKRSL010000007.1	115252	115431	+	180	36	94	26	97	90	17	26	43	37
gene-Saur515_RS08425	NZ_JAKRSL010000007.1	115411	116343	-	933	135	396	98	466	402	74	87	163	145
gene-Saur515_RS08430	NZ_JAKRSL010000007.1	116375	116839	-	465	66	172	35	205	162	31	31	57	78
gene-Saur515_RS08435	NZ_JAKRSL010000007.1	116852	117166	-	315	68	109	31	155	127	32	33	71	68
gene-Saur515_RS08440	NZ_JAKRSL010000007.1	117318	117554	+	237	1	3	3	0	2	4	2	2	1
gene-Saur515_RS08445	NZ_JAKRSL010000007.1	117568	117747	+	180	5	18	7	11	18	4	7	6	10
gene-Saur515_RS08450	NZ_JAKRSL010000007.1	117848	118330	-	483	38	140	53	159	153	33	49	78	76
gene-Saur515_RS08455	NZ_JAKRSL010000007.1	118390	118900	+	511	197	294	144	307	267	187	142	236	570
gene-Saur515_RS07095	NZ_JAKRSL010000006.1	385	483	-	99	0	5	0	4	4	1	3	2	4
gene-Saur515_RS07100	NZ_JAKRSL010000006.1	688	1284	-	597	1141	2960	939	3409	3330	692	1278	1947	1636
gene-Saur515_RS07105	NZ_JAKRSL010000006.1	1291	1608	-	318	1428	3371	1101	3938	3578	791	1395	2180	1726
gene-Saur515_RS07110	NZ_JAKRSL010000006.1	1698	3395	-	1698	435	1437	477	1561	1660	308	550	811	656
gene-Saur515_RS07115	NZ_JAKRSL010000006.1	3464	3988	-	525	52	104	37	129	146	24	60	66	57
gene-Saur515_RS07120	NZ_JAKRSL010000006.1	4126	4227	-	102	4	22	14	28	34	6	10	11	14
gene-Saur515_RS07125	NZ_JAKRSL010000006.1	4296	4565	-	270	363	798	407	926	1078	306	319	599	691
gene-Saur515_RS07130	NZ_JAKRSL010000006.1	4627	5355	-	729	672	2353	1001	2562	2775	479	811	1544	1038
gene-Saur515_RS07135	NZ_JAKRSL010000006.1	5380	7020	-	1641	966	3428	1457	3848	4156	646	1225	2165	1551
gene-Saur515_RS07140	NZ_JAKRSL010000006.1	7084	8511	-	1428	3981	9166	4009	10067	10657	2577	3399	6390	6231
gene-Saur515_RS07145	NZ_JAKRSL010000006.1	8982	9074	-	93	3	8	6	12	7	2	4	6	8
gene-Saur515_RS07150	NZ_JAKRSL010000006.1	9343	10806	-	1464	67	100	43	120	108	54	50	93	131
gene-Saur515_RS07155	NZ_JAKRSL010000006.1	10824	15323	-	4500	124	103	121	107	92	106	105	159	237
gene-Saur515_RS07160	NZ_JAKRSL010000006.1	15504	16388	+	885	5	39	5	59	43	4	6	10	15
gene-Saur515_RS07165	NZ_JAKRSL010000006.1	16503	17621	+	1119	110	406	94	491	476	69	101	146	180
gene-Saur515_RS07170	NZ_JAKRSL010000006.1	17618	18400	+	783	140	557	168	669	650	98	157	207	289
gene-Saur515_RS07175	NZ_JAKRSL010000006.1	18569	19054	-	486	61	171	56	185	171	36	62	81	96
gene-Saur515_RS07180	NZ_JAKRSL010000006.1	19044	19439	-	396	46	94	18	120	108	21	39	53	56
gene-Saur515_RS07185	NZ_JAKRSL010000006.1	19588	19857	+	270	32	89	43	138	98	24	37	63	40
gene-Saur515_RS07190	NZ_JAKRSL010000006.1	20042	21046	-	1005	654	2237	657	2402	2462	351	706	1024	1003
gene-Saur515_RS07195	NZ_JAKRSL010000006.1	21378	22220	-	843	60	237	45	277	251	22	52	95	63
gene-Saur515_RS07200	NZ_JAKRSL010000006.1	22257	22916	-	660	21	87	4	88	63	9	17	32	21
gene-Saur515_RS07205	NZ_JAKRSL010000006.1	22920	23945	-	1026	29	101	11	114	95	10	20	27	41
gene-Saur515_RS07210	NZ_JAKRSL010000006.1	24239	25381	-	1143	301	844	275	994	922	161	317	453	306
gene-Saur515_RS07215	NZ_JAKRSL010000006.1	25365	26279	-	915	180	400	136	520	436	90	206	239	145
gene-Saur515_RS07220	NZ_JAKRSL010000006.1	26496	27833	-	1338	105	471	152	546	512	58	198	280	161
gene-Saur515_RS07225	NZ_JAKRSL010000006.1	27998	28111	-	114	3	7	5	7	11	3	7	6	7
gene-Saur515_RS07230	NZ_JAKRSL010000006.1	28289	29023	-	735	193	855	188	992	978	103	215	320	298
gene-Saur515_RS07235	NZ_JAKRSL010000006.1	29060	29734	-	675	165	719	131	868	779	97	174	220	228
gene-Saur515_RS07240	NZ_JAKRSL010000006.1	29772	30188	+	417	38	188	30	209	182	29	48	58	75
gene-Saur515_RS07245	NZ_JAKRSL010000006.1	30417	30779	-	363	570	1138	527	1276	1159	374	611	953	859
gene-Saur515_RS07250	NZ_JAKRSL010000006.1	30941	33646	-	2706	1300	3620	2171	4041	4241	958	2045	3114	2161
gene-Saur515_RS07255	NZ_JAKRSL010000006.1	33659	35143	-	1485	364	1929	590	2228	2149	245	648	848	486
gene-Saur515_RS07260	NZ_JAKRSL010000006.1	35664	35729	+	66	3	23	5	25	27	0	2	3	6
gene-Saur515_RS07265	NZ_JAKRSL010000006.1	35761	35826	+	66	1	26	4	29	34	1	4	4	7
gene-Saur515_RS07270	NZ_JAKRSL010000006.1	35878	35946	+	69	2	24	3	22	36	1	6	4	8
gene-Saur515_RS07275	NZ_JAKRSL010000006.1	36010	36072	+	63	3	26	2	38	39	2	4	7	7
gene-Saur515_RS07280	NZ_JAKRSL010000006.1	36731	37933	-	1203	6	14	4	24	19	3	6	8	6
gene-Saur515_RS07285	NZ_JAKRSL010000006.1	38052	38312	+	261	74	140	37	168	140	39	55	74	93
gene-Saur515_RS07290	NZ_JAKRSL010000006.1	38602	38916	-	315	136	501	150	540	516	94	142	249	175
gene-Saur515_RS07295	NZ_JAKRSL010000006.1	38935	39258	-	324	143	520	149	598	565	123	163	268	205
gene-Saur515_RS07300	NZ_JAKRSL010000006.1	39255	40583	-	1329	266	1199	327	1281	1283	215	305	510	443
gene-Saur515_RS07305	NZ_JAKRSL010000006.1	40573	41385	-	813	166	704	197	761	758	132	179	297	210
gene-Saur515_RS07310	NZ_JAKRSL010000006.1	41568	42353	-	786	21	90	23	90	96	14	25	39	31
gene-Saur515_RS07315	NZ_JAKRSL010000006.1	42372	43184	-	813	18	85	22	79	96	13	14	25	23
gene-Saur515_RS07320	NZ_JAKRSL010000006.1	43363	44139	-	777	4	23	7	33	32	3	11	10	8
gene-Saur515_RS07325	NZ_JAKRSL010000006.1	44209	45000	-	792	4	34	12	37	38	7	12	9	8
gene-Saur515_RS07330	NZ_JAKRSL010000006.1	45032	45802	-	771	8	23	6	30	31	7	7	9	21
gene-Saur515_RS07335	NZ_JAKRSL010000006.1	45821	46624	-	804	4	36	5	32	40	11	8	13	19
