# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948489_sorted.bam" "SRR8948488_sorted.bam" "SRR8948486_sorted.bam" "SRR8948487_sorted.bam" "SRR8948483_sorted.bam" "SRR8948480_sorted.bam" "SRR8948477_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948489_sorted.bam	SRR8948488_sorted.bam	SRR8948486_sorted.bam	SRR8948487_sorted.bam	SRR8948483_sorted.bam	SRR8948480_sorted.bam	SRR8948477_sorted.bam
gene-PA2117	NC_002516.2	2328176	2329156	-	981	191	142	137	79	23	50	149
gene-PA2118	NC_002516.2	2329348	2330424	+	1077	101	68	65	49	39	81	164
gene-PA2118a	NC_002516.2	2330591	2330833	-	243	31	21	11	21	9	9	28
gene-PA2119	NC_002516.2	2330959	2332059	-	1101	148	73	71	60	20	34	132
gene-PA2120	NC_002516.2	2332392	2332820	-	429	8	3	4	3	15	2	11
gene-PA2121	NC_002516.2	2332968	2333873	-	906	16	9	12	8	25	5	17
gene-PA2122	NC_002516.2	2333999	2335135	+	1137	12	11	4	4	15	8	8
gene-PA2123	NC_002516.2	2335172	2336104	+	933	46	42	27	32	22	12	52
gene-PA2124	NC_002516.2	2336209	2337846	+	1638	26	23	11	13	33	24	54
gene-PA2125	NC_002516.2	2337868	2339316	+	1449	35	17	14	10	33	26	56
gene-PA2126	NC_002516.2	2339352	2339987	-	636	27	12	8	6	14	13	26
gene-PA2127	NC_002516.2	2340414	2341640	-	1227	114	41	42	36	41	65	186
gene-PA2128	NC_002516.2	2342493	2343044	+	552	53	87	42	36	22	43	135
gene-PA2129	NC_002516.2	2343132	2343878	+	747	9	5	9	6	18	3	16
gene-PA2130	NC_002516.2	2343862	2346480	+	2619	29	28	14	9	73	19	34
gene-PA2131	NC_002516.2	2346477	2347838	+	1362	4	8	6	1	23	4	5
gene-PA2132	NC_002516.2	2347828	2348541	+	714	3	5	3	5	14	2	3
gene-PA2133	NC_002516.2	2348538	2349395	+	858	4	7	1	3	15	4	5
gene-PA2134	NC_002516.2	2349488	2350060	+	573	5	3	0	3	10	0	14
gene-PA2135	NC_002516.2	2350089	2351453	+	1365	8	9	10	8	12	4	10
gene-PA2136	NC_002516.2	2351906	2352430	-	525	2	6	4	1	11	5	6
gene-PA2137	NC_002516.2	2352532	2353068	+	537	6	2	1	2	15	1	2
gene-PA2138	NC_002516.2	2353086	2355608	+	2523	15	17	5	3	47	4	23
gene-PA2140	NC_002516.2	2355918	2356157	+	240	2	0	1	0	0	1	0
gene-PA2141	NC_002516.2	2356168	2356716	+	549	1	3	0	1	7	0	2
gene-PA2142	NC_002516.2	2356713	2357573	+	861	4	6	5	1	9	1	4
gene-PA2142a	NC_002516.2	2357593	2357781	-	189	0	3	2	2	2	1	4
gene-PA2143	NC_002516.2	2358024	2358311	+	288	4	5	2	1	2	7	14
gene-PA2144	NC_002516.2	2358364	2360802	+	2439	53	50	36	28	55	28	57
gene-PA2145	NC_002516.2	2360809	2361207	-	399	10	12	2	3	4	3	9
gene-PA2146	NC_002516.2	2361706	2361873	+	168	1	6	3	1	3	0	2
gene-PA2147	NC_002516.2	2361954	2364083	+	2130	28	45	32	18	24	20	17
gene-PA2148	NC_002516.2	2364311	2364802	+	492	6	0	2	3	16	4	10
gene-PA2149	NC_002516.2	2364816	2365058	+	243	1	0	2	1	2	1	1
gene-PA2150	NC_002516.2	2365081	2365962	+	882	2	6	4	2	19	3	2
gene-PA2151	NC_002516.2	2366106	2368100	+	1995	33	34	18	9	45	8	32
gene-PA2152	NC_002516.2	2368111	2371413	+	3303	67	48	40	20	77	22	61
gene-PA2153	NC_002516.2	2371410	2373608	+	2199	15	13	13	10	27	8	18
gene-PA2154	NC_002516.2	2373610	2374605	-	996	2	7	0	2	12	1	6
gene-PA2155	NC_002516.2	2374602	2375807	-	1206	6	14	4	1	26	2	14
gene-PA2156	NC_002516.2	2375804	2376541	-	738	14	15	3	0	16	6	12
gene-PA2157	NC_002516.2	2376538	2377476	-	939	23	24	17	13	26	17	53
gene-PA2158	NC_002516.2	2377480	2378727	-	1248	31	23	8	12	21	17	30
gene-PA2159	NC_002516.2	2378794	2379210	-	417	3	4	1	0	2	3	4
gene-PA2160	NC_002516.2	2379310	2381460	-	2151	20	22	18	11	56	19	23
gene-PA2161	NC_002516.2	2381473	2381778	-	306	0	1	1	0	5	0	1
gene-PA2162	NC_002516.2	2381775	2384555	-	2781	29	23	13	7	39	15	32
gene-PA2163	NC_002516.2	2384548	2386602	-	2055	13	11	11	0	19	8	21
gene-PA2164	NC_002516.2	2386595	2388346	-	1752	9	12	15	6	35	17	31
gene-PA2165	NC_002516.2	2388346	2389887	-	1542	22	32	26	19	23	19	42
gene-PA2166	NC_002516.2	2390255	2390620	+	366	19	30	15	12	8	7	28
gene-PA2167	NC_002516.2	2390949	2392046	+	1098	10	23	5	3	11	4	19
gene-PA2168	NC_002516.2	2392043	2392819	+	777	0	6	2	1	29	3	6
gene-PA2169	NC_002516.2	2392945	2393397	+	453	1	3	2	2	10	1	4
gene-PA2170	NC_002516.2	2393424	2393633	+	210	1	1	2	3	1	1	2
gene-PA2171	NC_002516.2	2393708	2394178	+	471	7	15	2	3	7	4	8
gene-PA2172	NC_002516.2	2394182	2395258	+	1077	27	28	23	23	29	13	48
gene-PA2173	NC_002516.2	2395285	2395635	+	351	3	6	7	2	7	0	6
gene-PA2173a	NC_002516.2	2395691	2395912	+	222	1	2	0	1	4	0	1
gene-PA2174	NC_002516.2	2395944	2396252	-	309	2	9	0	0	25	0	1
gene-PA2175	NC_002516.2	2396536	2396883	-	348	9	11	4	4	12	3	4
gene-PA2176	NC_002516.2	2396896	2397486	-	591	4	6	5	4	5	4	13
gene-PA2177	NC_002516.2	2397569	2399668	+	2100	33	21	21	19	40	10	39
gene-PA2178	NC_002516.2	2399672	2400280	-	609	5	5	1	2	9	1	5
gene-PA2179	NC_002516.2	2400655	2401605	-	951	5	5	1	1	16	2	7
gene-PA2180	NC_002516.2	2401589	2402965	-	1377	1	8	3	2	41	3	9
gene-PA2181	NC_002516.2	2403151	2404284	+	1134	8	16	7	4	6	3	9
gene-PA2182	NC_002516.2	2404386	2404655	-	270	2	11	2	4	9	1	0
gene-PA2183	NC_002516.2	2404949	2405233	-	285	11	13	6	9	1	8	12
gene-PA2184	NC_002516.2	2405230	2405739	-	510	6	13	8	2	10	0	5
gene-PA2185	NC_002516.2	2405993	2406877	+	885	9	14	5	2	17	5	8
gene-PA2187	NC_002516.2	2407236	2407661	+	426	0	6	2	4	25	2	12
gene-PA2188	NC_002516.2	2407681	2408847	-	1167	10	7	10	2	27	5	17
gene-PA2189	NC_002516.2	2409107	2409661	+	555	18	9	13	10	21	4	15
gene-PA2190	NC_002516.2	2409837	2410181	+	345	6	7	8	4	0	3	13
gene-PA2191	NC_002516.2	2410344	2411480	-	1137	44	35	43	27	27	15	52
gene-PA2192	NC_002516.2	2411709	2412122	+	414	4	0	1	3	9	1	2
gene-PA2193	NC_002516.2	2412546	2412860	+	315	16	8	5	3	4	2	21
gene-PA2194	NC_002516.2	2412857	2414251	+	1395	82	19	16	20	16	20	87
gene-PA2195	NC_002516.2	2414254	2415507	+	1254	87	48	29	30	44	80	200
gene-PA2196	NC_002516.2	2415661	2416245	+	585	101	95	59	49	12	12	65
gene-PA2197	NC_002516.2	2416376	2417413	+	1038	94	45	46	28	21	21	72
gene-PA2198	NC_002516.2	2417410	2417754	+	345	27	25	21	11	6	10	25
gene-PA2199	NC_002516.2	2417760	2418635	+	876	172	137	174	109	21	58	201
gene-PA2200	NC_002516.2	2418723	2420318	+	1596	138	121	137	65	50	69	223
gene-PA2201	NC_002516.2	2420443	2421327	+	885	69	52	62	34	15	27	77
gene-PA2202	NC_002516.2	2421343	2422020	-	678	26	19	26	15	20	7	26
gene-PA2203	NC_002516.2	2422022	2422738	-	717	16	11	21	6	14	1	5
gene-PA2204	NC_002516.2	2422819	2423625	-	807	57	46	364	29	14	11	38
gene-PA2205	NC_002516.2	2423924	2424400	-	477	29	29	19	17	13	17	30
gene-PA2206	NC_002516.2	2424482	2425429	-	948	29	19	30	19	19	10	57
gene-PA2207	NC_002516.2	2425497	2427017	-	1521	13	14	11	11	33	1	12
gene-PA2208	NC_002516.2	2427014	2427544	-	531	6	2	1	1	5	0	1
gene-PA2209	NC_002516.2	2427572	2428669	-	1098	9	9	6	5	32	0	9
gene-PA2210	NC_002516.2	2428852	2430177	+	1326	13	11	9	3	18	0	14
gene-PA2211	NC_002516.2	2430170	2431129	+	960	9	11	4	4	28	4	4
gene-PA2212	NC_002516.2	2431126	2432139	+	1014	7	13	8	12	13	5	17
gene-PA2213	NC_002516.2	2432312	2433562	+	1251	8	7	6	3	25	1	6
gene-PA2214	NC_002516.2	2433748	2435070	+	1323	5	7	3	5	18	7	9
gene-PA2215	NC_002516.2	2435101	2436276	+	1176	17	20	9	6	26	1	20
gene-PA2216	NC_002516.2	2436304	2437299	+	996	9	12	8	6	9	7	24
gene-PA2217	NC_002516.2	2437428	2439011	+	1584	34	24	15	22	28	18	40
gene-PA2218	NC_002516.2	2439150	2440253	-	1104	25	39	14	12	30	2	20
gene-PA2219	NC_002516.2	2440347	2441555	-	1209	26	17	12	12	17	9	20
gene-PA2220	NC_002516.2	2441771	2442691	+	921	53	82	60	40	35	6	43
gene-PA2221	NC_002516.2	2443161	2444366	+	1206	71	76	65	36	45	12	56
gene-PA2222	NC_002516.2	2444886	2445533	-	648	65	97	40	33	17	2	28
gene-PA2223	NC_002516.2	2445545	2446564	-	1020	29	61	27	29	29	6	17
gene-PA2224	NC_002516.2	2446597	2447325	-	729	29	35	20	10	19	5	7
gene-PA2225	NC_002516.2	2447573	2447989	-	417	15	23	6	3	6	2	6
gene-PA2226	NC_002516.2	2448033	2448533	-	501	44	90	52	25	11	15	20
gene-PA2227	NC_002516.2	2448568	2449545	-	978	152	213	136	80	49	30	54
gene-PA2228	NC_002516.2	2449554	2450765	-	1212	31	91	32	33	32	9	23
gene-PA2229	NC_002516.2	2451707	2452426	+	720	101	60	86	45	29	29	111
gene-PA2230	NC_002516.2	2452469	2453140	+	672	139	95	80	68	34	57	145
gene-PA2231	NC_002516.2	2453667	2455103	+	1437	555	370	202	227	65	101	448
gene-PA2232	NC_002516.2	2455103	2456569	+	1467	446	251	189	160	94	277	561
gene-PA2233	NC_002516.2	2456569	2457480	+	912	214	113	89	77	32	131	297
gene-PA2234	NC_002516.2	2457510	2458280	+	771	230	91	52	72	31	64	228
gene-PA2235	NC_002516.2	2458295	2460283	+	1989	476	255	208	147	93	203	554
gene-PA2236	NC_002516.2	2460283	2461470	+	1188	163	54	49	45	35	71	185
gene-PA2237	NC_002516.2	2461460	2462788	+	1329	201	115	69	97	54	130	258
gene-PA2238	NC_002516.2	2462797	2464005	+	1209	269	128	114	87	79	221	404
gene-PA2239	NC_002516.2	2463996	2465099	+	1104	145	52	37	54	48	67	158
gene-PA2240	NC_002516.2	2465102	2466538	+	1437	238	138	94	70	85	97	160
gene-PA2241	NC_002516.2	2466540	2467949	+	1410	214	91	87	77	56	142	227
gene-PA2242	NC_002516.2	2468032	2469099	+	1068	250	141	43	87	78	45	121
gene-PA2243	NC_002516.2	2469286	2471019	+	1734	56	44	15	15	32	38	65
gene-PA2244	NC_002516.2	2471075	2472076	+	1002	86	66	64	49	26	49	142
gene-PA2246	NC_002516.2	2472442	2472903	-	462	77	89	55	40	23	19	39
gene-PA2247	NC_002516.2	2473213	2474445	+	1233	51	110	90	76	43	138	268
gene-PA2248	NC_002516.2	2474442	2475494	+	1053	42	80	85	55	70	241	227
gene-PA2249	NC_002516.2	2475495	2476781	+	1287	130	187	150	93	197	485	432
gene-PA2250	NC_002516.2	2476785	2478179	+	1395	182	209	250	146	291	797	537
gene-PA2251	NC_002516.2	2478312	2479130	-	819	74	80	44	38	28	19	60
gene-PA2252	NC_002516.2	2479299	2480744	+	1446	3231	2217	1286	1512	44	135	707
gene-PA2253	NC_002516.2	2480844	2481830	+	987	889	484	387	406	77	234	750
gene-PA2254	NC_002516.2	2482045	2483031	+	987	18	21	12	11	17	9	16
gene-PA2255	NC_002516.2	2483049	2483924	+	876	10	19	3	10	18	11	28
gene-PA2256	NC_002516.2	2483976	2485478	+	1503	24	30	20	9	36	4	25
gene-PA2257	NC_002516.2	2485471	2486118	+	648	23	12	4	8	6	22	37
gene-PA2258	NC_002516.2	2486355	2487293	-	939	34	22	28	11	24	4	22
gene-PA2259	NC_002516.2	2487856	2488878	+	1023	64	35	41	31	12	14	43
gene-PA2260	NC_002516.2	2488950	2489732	+	783	16	13	12	6	12	7	23
gene-PA2261	NC_002516.2	2489725	2490675	+	951	26	16	19	12	34	44	51
gene-PA2262	NC_002516.2	2490738	2492045	+	1308	10	15	9	5	35	3	12
gene-PA2263	NC_002516.2	2492064	2493050	+	987	7	11	6	2	25	3	16
gene-PA2264	NC_002516.2	2493218	2493934	+	717	89	62	73	47	16	26	119
gene-PA2265	NC_002516.2	2493937	2495712	+	1776	122	93	81	52	38	29	92
gene-PA2266	NC_002516.2	2495724	2497043	+	1320	185	120	98	83	39	70	257
gene-PA2267	NC_002516.2	2497116	2498012	-	897	97	74	69	58	25	28	96
gene-PA2268	NC_002516.2	2498099	2499169	+	1071	72	52	46	43	24	24	130
gene-PA2269	NC_002516.2	2499133	2500338	-	1206	153	113	111	69	22	29	150
gene-PA2270	NC_002516.2	2500485	2501075	+	591	276	165	129	118	13	54	259
gene-PA2271	NC_002516.2	2501083	2501598	+	516	74	58	44	28	11	13	56
gene-PA2272	NC_002516.2	2501720	2503417	+	1698	211	183	113	99	48	51	167
gene-PA2273	NC_002516.2	2503425	2503895	-	471	128	83	73	70	25	40	94
gene-PA2274	NC_002516.2	2503973	2504350	+	378	4	2	3	3	7	0	3
gene-PA2275	NC_002516.2	2504375	2505436	-	1062	19	21	19	11	24	8	22
gene-PA2276	NC_002516.2	2505645	2506535	+	891	27	17	18	4	21	8	19
gene-PA2277	NC_002516.2	2506614	2506964	+	351	33	41	21	16	6	6	22
gene-PA2278	NC_002516.2	2506978	2508261	+	1284	76	81	35	44	37	28	95
gene-PA2279	NC_002516.2	2508293	2508763	+	471	20	20	7	14	15	3	27
gene-PA2280	NC_002516.2	2508775	2509467	+	693	49	58	39	31	19	21	93
gene-PA2281	NC_002516.2	2509480	2510334	-	855	105	101	77	64	26	41	153
gene-PA2282	NC_002516.2	2510622	2511050	+	429	20	26	12	13	9	8	71
gene-PA2283	NC_002516.2	2511057	2512514	+	1458	34	22	15	19	41	25	89
gene-PA2284	NC_002516.2	2512511	2513182	+	672	14	13	12	10	18	19	59
gene-PA2285	NC_002516.2	2513179	2513841	+	663	29	10	6	9	22	6	66
gene-PA2286	NC_002516.2	2513842	2515386	+	1545	74	52	50	39	90	86	220
gene-PA2287	NC_002516.2	2515373	2516008	+	636	139	67	70	48	111	54	134
gene-PA2288	NC_002516.2	2516021	2516308	-	288	96	75	62	37	63	35	104
gene-PA2289	NC_002516.2	2516429	2518561	-	2133	299	256	209	171	56	57	315
gene-PA2290	NC_002516.2	2518693	2521104	-	2412	1430	908	655	585	125	293	1122
gene-PA2291	NC_002516.2	2521258	2522616	-	1359	437	435	413	247	53	74	318
gene-PA2292	NC_002516.2	2522958	2523239	-	282	7	5	3	2	10	2	5
gene-PA2293	NC_002516.2	2523236	2524201	-	966	23	16	2	11	7	8	34
gene-PA2294	NC_002516.2	2524198	2525052	-	855	5	10	10	11	18	1	9
gene-PA2295	NC_002516.2	2525049	2525846	-	798	2	7	6	1	11	0	9
gene-PA2296	NC_002516.2	2525871	2527277	-	1407	47	55	51	35	21	11	43
gene-PA2297	NC_002516.2	2527412	2527657	-	246	7	7	5	3	5	2	2
gene-PA2298	NC_002516.2	2527743	2529467	-	1725	66	64	72	25	28	9	40
gene-PA2299	NC_002516.2	2529464	2530213	-	750	27	31	36	16	17	2	19
gene-PA2300	NC_002516.2	2530389	2531840	-	1452	42	46	34	28	22	17	65
gene-PA2301	NC_002516.2	2532059	2532601	-	543	48	23	23	17	12	25	65
gene-PA2302	NC_002516.2	2532669	2539043	-	6375	272	172	132	119	176	328	798
gene-PA2303	NC_002516.2	2539063	2540082	-	1020	26	18	20	12	22	10	39
gene-PA2304	NC_002516.2	2540079	2541167	-	1089	52	35	43	22	25	25	82
gene-PA2305	NC_002516.2	2541197	2544946	-	3750	687	445	373	257	148	468	1214
gene-PA2306	NC_002516.2	2545042	2545659	-	618	35	56	29	31	22	6	49
gene-PA2307	NC_002516.2	2545769	2546635	-	867	14	17	5	3	14	6	12
gene-PA2308	NC_002516.2	2546652	2547500	-	849	3	9	4	1	25	7	8
gene-PA2309	NC_002516.2	2547508	2548530	-	1023	5	12	12	3	31	4	19
gene-PA2310	NC_002516.2	2548571	2549458	-	888	17	13	91	4	15	8	29
gene-PA2311	NC_002516.2	2549748	2549906	+	159	13	8	10	9	2	3	13
gene-PA2312	NC_002516.2	2549961	2550542	+	582	18	23	16	8	27	7	28
gene-PA2312a	NC_002516.2	2550619	2551122	-	504	74	126	109	67	25	91	162
gene-PA2314	NC_002516.2	2551422	2552675	-	1254	5	3	7	3	18	4	16
gene-PA2315	NC_002516.2	2552675	2553850	-	1176	14	9	16	6	12	8	14
gene-PA2316	NC_002516.2	2553965	2554858	+	894	35	39	41	20	30	33	59
gene-PA2317	NC_002516.2	2554962	2556260	+	1299	18	25	20	14	18	4	28
gene-PA2318	NC_002516.2	2556293	2556658	+	366	74	66	104	54	17	33	98
gene-PA2319	NC_002516.2	2556948	2557964	+	1017	115	116	124	81	35	73	180
gene-PA2320	NC_002516.2	2558918	2559949	-	1032	117	138	111	89	28	80	119
gene-PA2321	NC_002516.2	2560144	2560665	+	522	74	202	121	130	16	18	26
gene-PA2322	NC_002516.2	2560762	2562114	+	1353	91	213	210	173	61	66	74
gene-PA2323	NC_002516.2	2562447	2564072	+	1626	149	186	233	132	51	51	123
gene-PA2324	NC_002516.2	2564290	2565549	+	1260	17	7	9	4	26	5	18
gene-PA2325	NC_002516.2	2565580	2566815	+	1236	3	3	4	6	19	4	11
gene-PA2326	NC_002516.2	2566875	2568284	-	1410	19	20	13	13	17	4	12
gene-PA2327	NC_002516.2	2568929	2569693	-	765	40	34	46	20	32	37	66
gene-PA2328	NC_002516.2	2569690	2570889	-	1200	39	40	55	22	21	18	47
gene-PA2329	NC_002516.2	2570855	2571691	-	837	28	7	17	5	13	10	12
gene-PA2330	NC_002516.2	2571688	2572755	-	1068	55	18	72	24	16	14	60
gene-PA2331	NC_002516.2	2572805	2573365	-	561	19	24	32	10	10	0	22
gene-PA2332	NC_002516.2	2573470	2574375	+	906	117	67	72	50	22	67	132
gene-PA2333	NC_002516.2	2574376	2575992	-	1617	41	26	34	11	27	20	49
gene-PA2334	NC_002516.2	2576089	2577000	-	912	17	14	21	8	13	7	20
gene-PA2335	NC_002516.2	2577150	2579519	+	2370	5	23	11	3	59	12	21
gene-PA2336	NC_002516.2	2579542	2580882	+	1341	15	12	12	8	29	6	21
gene-PA2337	NC_002516.2	2581034	2581939	+	906	21	39	17	10	46	7	20
gene-PA2338	NC_002516.2	2582097	2583407	+	1311	17	11	15	8	22	4	13
gene-PA2339	NC_002516.2	2583483	2584415	+	933	5	12	4	2	11	5	12
gene-PA2340	NC_002516.2	2584426	2585259	+	834	7	9	3	0	20	4	7
gene-PA2341	NC_002516.2	2585299	2586411	+	1113	12	32	11	13	26	24	28
gene-PA2342	NC_002516.2	2586434	2587909	+	1476	25	15	14	15	27	8	29
gene-PA2343	NC_002516.2	2587906	2589414	+	1509	15	11	6	6	12	7	20
gene-PA2344	NC_002516.2	2589455	2590387	+	933	37	22	17	12	10	20	39
gene-PA2345	NC_002516.2	2590430	2591665	-	1236	41	27	27	17	20	27	65
gene-PA2346	NC_002516.2	2592084	2593319	+	1236	45	30	22	17	15	33	57
gene-PA2347	NC_002516.2	2593330	2594547	+	1218	34	27	25	17	14	27	39
gene-PA2348	NC_002516.2	2594565	2595953	+	1389	6	16	3	5	18	1	4
gene-PA2349	NC_002516.2	2595985	2596779	+	795	1	13	2	4	26	7	3
gene-PA2350	NC_002516.2	2596776	2597885	+	1110	6	15	10	4	15	7	12
gene-PA2351	NC_002516.2	2597869	2598522	+	654	5	13	3	1	12	8	3
gene-PA2352	NC_002516.2	2598700	2599827	+	1128	159	117	87	61	22	32	101
gene-PA2353	NC_002516.2	2599893	2601047	-	1155	93	72	54	48	27	29	104
gene-PA2354	NC_002516.2	2601219	2602349	-	1131	17	19	14	4	44	2	13
gene-PA2355	NC_002516.2	2602346	2603530	-	1185	20	16	10	5	37	7	11
gene-PA2356	NC_002516.2	2603560	2604705	-	1146	15	9	13	6	24	6	11
gene-PA2357	NC_002516.2	2604715	2605275	-	561	7	3	1	2	18	1	6
gene-PA2358	NC_002516.2	2605435	2605824	-	390	19	21	12	13	2	4	14
gene-PA2359	NC_002516.2	2605937	2607022	-	1086	31	15	44	12	41	13	35
gene-PA2360	NC_002516.2	2607132	2608232	-	1101	28	12	18	13	18	18	38
gene-PA2361	NC_002516.2	2608229	2612044	-	3816	63	63	39	29	56	39	59
gene-PA2362	NC_002516.2	2612041	2612799	-	759	2	13	9	6	13	8	18
gene-PA2363	NC_002516.2	2612817	2614148	-	1332	36	29	29	18	20	17	66
gene-PA2364	NC_002516.2	2614208	2614684	-	477	19	14	12	12	18	6	23
gene-PA2365	NC_002516.2	2614893	2615438	+	546	9	31	2	5	55	5	12
gene-PA2366	NC_002516.2	2615461	2616945	+	1485	25	24	14	25	35	16	36
gene-PA2367	NC_002516.2	2617019	2617516	+	498	5	11	7	3	34	1	5
gene-PA2368	NC_002516.2	2617529	2617954	+	426	5	4	2	2	12	2	2
gene-PA2369	NC_002516.2	2617938	2619731	+	1794	14	11	9	6	59	11	24
gene-PA2370	NC_002516.2	2619695	2620711	+	1017	8	4	2	3	21	4	10
gene-PA2371	NC_002516.2	2620713	2623262	+	2550	20	32	16	18	56	11	38
gene-PA2373	NC_002516.2	2624204	2626210	+	2007	73	50	32	39	42	20	47
gene-PA2374	NC_002516.2	2626221	2626757	+	537	9	5	4	4	5	5	9
gene-PA2375	NC_002516.2	2626780	2627175	-	396	14	16	8	6	12	8	18
gene-PA2376	NC_002516.2	2627452	2628093	+	642	96	52	48	52	10	12	71
gene-PA2377	NC_002516.2	2628225	2629499	+	1275	59	41	32	44	29	18	59
gene-PA2378	NC_002516.2	2629916	2632231	-	2316	547	334	449	640	75	154	516
gene-PA2379	NC_002516.2	2632228	2632698	-	471	193	215	190	231	24	31	155
gene-PA2380	NC_002516.2	2632963	2633199	-	237	86	93	58	64	11	8	45
gene-PA2381	NC_002516.2	2633494	2633736	+	243	9	9	6	4	3	3	12
gene-PA2382	NC_002516.2	2633803	2634954	-	1152	23	20	29	24	16	5	37
gene-PA2383	NC_002516.2	2635051	2635971	-	921	64	48	55	27	16	24	61
gene-PA2384	NC_002516.2	2636013	2636336	-	324	40	33	32	22	4	14	60
gene-PA2385	NC_002516.2	2636517	2638805	-	2289	22	33	9	12	41	11	20
gene-PA2386	NC_002516.2	2638928	2640259	-	1332	43	45	27	11	29	5	49
gene-PA2387	NC_002516.2	2640392	2640871	-	480	219	233	135	108	20	48	181
gene-PA2388	NC_002516.2	2641035	2642030	+	996	292	261	135	139	40	65	224
gene-PA2389	NC_002516.2	2642131	2643306	+	1176	116	94	57	53	25	34	120
gene-PA2390	NC_002516.2	2643306	2645297	+	1992	137	94	78	62	55	38	162
gene-PA2391	NC_002516.2	2645303	2646727	+	1425	117	54	49	28	11	42	107
gene-PA2392	NC_002516.2	2646776	2648410	-	1635	32	36	22	17	40	12	37
gene-PA2393	NC_002516.2	2648626	2649972	+	1347	8	20	8	11	34	5	17
gene-PA2394	NC_002516.2	2649995	2651278	+	1284	9	29	7	8	29	4	19
gene-PA2395	NC_002516.2	2651307	2652161	+	855	8	16	13	12	24	7	25
gene-PA2396	NC_002516.2	2652230	2653057	-	828	48	65	41	29	41	3	50
gene-PA2397	NC_002516.2	2653435	2655084	+	1650	20	42	20	16	84	12	26
gene-PA2398	NC_002516.2	2655187	2657634	+	2448	422	247	220	120	93	46	209
gene-PA2399	NC_002516.2	2657798	2665144	-	7347	159	167	157	76	171	116	262
gene-PA2400	NC_002516.2	2665156	2671629	-	6474	95	120	95	62	134	72	170
gene-PA2402	NC_002516.2	2671729	2687178	-	15450	233	259	209	126	314	138	365
gene-PA2403	NC_002516.2	2687497	2688708	+	1212	155	148	80	63	37	26	93
gene-PA2404	NC_002516.2	2688705	2689244	+	540	38	21	25	10	11	6	26
gene-PA2405	NC_002516.2	2689241	2689570	+	330	20	12	11	12	10	1	18
gene-PA2406	NC_002516.2	2689567	2690127	+	561	34	21	13	11	10	11	43
gene-PA2407	NC_002516.2	2690160	2691113	+	954	95	67	49	33	21	25	128
gene-PA2408	NC_002516.2	2691110	2691865	+	756	136	48	69	44	25	42	175
gene-PA2409	NC_002516.2	2691862	2692767	+	906	58	52	22	28	11	24	114
gene-PA2410	NC_002516.2	2692764	2693681	+	918	126	81	59	42	21	27	176
gene-PA2411	NC_002516.2	2693781	2694545	-	765	15	13	13	7	29	15	46
gene-PA2412	NC_002516.2	2694546	2694764	-	219	4	5	2	2	3	1	9
gene-PA2413	NC_002516.2	2694842	2696251	-	1410	18	13	10	7	27	6	16
gene-PA2414	NC_002516.2	2696430	2697749	-	1320	17	16	21	9	44	15	41
gene-PA2415	NC_002516.2	2697742	2698167	-	426	8	4	2	5	12	3	14
gene-PA2416	NC_002516.2	2698526	2700163	+	1638	34	19	14	9	30	17	53
gene-PA2417	NC_002516.2	2700167	2701105	-	939	49	41	37	17	26	12	62
gene-PA2418	NC_002516.2	2701206	2702066	+	861	4	11	8	2	14	4	8
gene-PA2419	NC_002516.2	2702164	2702844	+	681	18	15	11	7	16	7	19
gene-PA2420	NC_002516.2	2702926	2704344	+	1419	14	17	10	17	34	9	34
gene-PA2421	NC_002516.2	2704377	2705297	+	921	21	18	22	10	28	18	25
gene-PA2422	NC_002516.2	2705773	2706087	+	315	4	6	1	4	8	0	8
gene-PA2423	NC_002516.2	2706387	2707181	+	795	109	94	70	49	21	16	85
gene-PA2424	NC_002516.2	2707666	2720694	-	13029	182	148	116	72	385	82	243
gene-PA2425	NC_002516.2	2720767	2721531	-	765	11	8	5	4	6	1	8
gene-PA2426	NC_002516.2	2722175	2722738	+	564	6	6	4	6	22	0	3
gene-PA2427	NC_002516.2	2722755	2723222	-	468	6	3	3	1	8	1	7
gene-PA2428	NC_002516.2	2723309	2724223	-	915	23	30	14	14	23	9	22
gene-PA2429	NC_002516.2	2724485	2724730	+	246	20	11	18	7	3	2	12
gene-PA2430	NC_002516.2	2724767	2725771	-	1005	40	17	25	10	25	7	40
gene-PA2431	NC_002516.2	2725967	2728141	-	2175	95	29	43	33	59	30	78
gene-PA2432	NC_002516.2	2728542	2729456	+	915	113	62	51	37	22	21	52
gene-PA2433	NC_002516.2	2729571	2729840	+	270	16	17	10	5	10	6	27
gene-PA2434	NC_002516.2	2729976	2730521	-	546	29	23	14	16	16	17	63
gene-PA2435	NC_002516.2	2730518	2732503	-	1986	234	123	110	86	48	122	294
gene-PA2436	NC_002516.2	2732532	2732966	-	435	60	45	59	46	12	10	64
gene-PA2437	NC_002516.2	2733120	2734160	-	1041	43	25	22	10	13	15	30
gene-PA2438	NC_002516.2	2734157	2735182	-	1026	58	22	17	18	20	21	51
gene-PA2439	NC_002516.2	2735194	2737194	-	2001	82	38	35	28	27	21	60
gene-PA2440	NC_002516.2	2737882	2738844	+	963	26	10	9	11	16	5	23
