Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA4708	62	52	60	54	42	43	45	101	82	65	host	phuT
gene-PA5509	294	284	256	184	162	182	127	196	158	104	host	gene-PA5509
gene-PA5306	111	111	105	93	71	42	57	96	93	61	host	gene-PA5306
gene-PA3387	38	29	18	15	6	18	8	27	35	23	host	rhlG
gene-PA5352	3	14	8	4	1	1	5	6	5	3	host	gene-PA5352
gene-PA4523	333	420	389	210	205	206	164	284	273	259	host	gene-PA4523
gene-PA4689	554	1164	623	310	205	211	221	366	301	236	host	gene-PA4689
gene-PA5088	109	102	92	82	66	53	50	72	82	74	host	gene-PA5088
gene-PA2767	30	41	40	34	25	29	29	45	29	31	host	gene-PA2767
gene-PA1424a	78	98	73	61	43	50	60	77	75	61	host	gene-PA1424a
gene-PA1183	151	131	135	123	73	89	53	96	81	82	host	dctA
gene-PA4870	230	223	119	74	60	62	37	85	220	174	host	gene-PA4870
gene-PA4466	337	353	382	274	208	227	189	259	283	184	host	gene-PA4466
gene-PA2054	23	33	27	14	14	14	10	25	21	20	host	cynR
gene-PA1730	38	46	51	50	24	39	49	52	65	38	host	gene-PA1730
gene-PA3087	130	190	130	107	63	60	57	103	69	44	host	gene-PA3087
gene-PA4844	61	58	82	51	25	32	32	51	48	35	host	gene-PA4844
gene-PA1650	67	83	95	78	44	43	49	95	57	65	host	gene-PA1650
gene-PA2557	162	223	205	177	103	120	93	134	114	83	host	gene-PA2557
gene-PA4984	406	75	107	73	42	73	47	78	77	88	host	gene-PA4984
gene-PA4309	293	366	518	375	304	320	293	508	328	274	host	pctA
gene-PA3265	159	139	172	126	144	127	96	153	143	133	host	gene-PA3265
gene-PA4698	385	395	353	242	151	170	124	193	6790	138	host	gene-PA4698
gene-PA1613	305	295	304	257	209	259	220	360	351	256	host	gene-PA1613
gene-PA4094	73	87	87	54	57	57	65	93	78	79	host	gene-PA4094
gene-PA2741	5442	4412	6747	4381	3654	2777	3635	6186	3207	2988	host	rplT
gene-PA0092	159	200	214	166	103	119	108	209	95	84	host	gene-PA0092
gene-PA4080	149	146	143	118	86	110	78	153	167	113	host	gene-PA4080
gene-PA3332	15	17	20	24	4	13	7	15	4	7	host	gene-PA3332
gene-PA4255	1088	951	1077	893	726	659	700	968	869	868	host	rpmC
gene-PA1105	137	149	104	102	38	60	39	68	54	55	host	fliJ
gene-PHIKZ178	5195	4684	6163	5046	4231	5286	3592	5221	3866	4109	phage	gene-PHIKZ178
gene-PA5002	801	2086	1068	1113	311	409	317	605	415	354	host	gene-PA5002
gene-PA1235	21	15	23	14	7	7	1	9	14	10	host	gene-PA1235
gene-PA2615	1659	1943	1914	1444	1008	1181	942	1615	1746	1412	host	ftsK
gene-PA4483	1200	591	600	494	293	372	353	520	600	417	host	gatA
gene-PA0413	1571	1650	1985	1143	683	677	641	1156	879	656	host	chpA
gene-PA2205	50	73	72	73	39	58	35	41	34	38	host	gene-PA2205
gene-PA4667	583	679	649	434	276	289	273	504	364	290	host	gene-PA4667
gene-PA2904	109	128	94	79	55	61	41	57	43	48	host	cobI
gene-PA3233	70	104	97	73	59	59	54	77	74	68	host	gene-PA3233
gene-PA2635	57	67	84	52	57	53	56	89	72	79	host	gene-PA2635
gene-PA0772	107	108	142	83	40	62	55	87	50	56	host	recO
gene-PA3221	79	82	74	62	39	39	35	48	39	23	host	csaA
gene-PA2641	626	668	665	504	259	348	280	517	354	245	host	nuoF
gene-PA2835	14	22	18	5	6	18	8	16	17	19	host	gene-PA2835
gene-PA3147	1196	1116	1139	926	711	750	662	1020	1065	838	host	wbpJ
gene-PA0946	237	262	195	162	100	121	86	154	163	118	host	gene-PA0946
gene-PA4665	380	470	395	371	213	207	156	321	231	203	host	prfA
gene-PA1609	966	1088	1212	824	580	628	641	1019	633	500	host	fabB
gene-PA0776	34	32	34	31	18	15	11	18	24	14	host	gene-PA0776
gene-PA2949	115	133	141	115	79	126	111	150	146	127	host	gene-PA2949
gene-PA0370	164	171	232	132	96	106	76	147	121	76	host	gene-PA0370
gene-PA5313	254	329	323	191	174	150	167	320	335	273	host	gene-PA5313
gene-PA0782	2026	2209	2438	1853	1389	1471	1473	2654	2253	1672	host	putA
gene-PA5268	135	147	139	109	85	103	87	117	116	95	host	corA
gene-PA1796.4	1328	1299	4180	2385	2139	1847	1925	2817	2191	1956	host	gene-PA1796.4
gene-PA1365	87	102	120	100	59	65	43	99	83	69	host	gene-PA1365
gene-PA4675	227	245	192	155	134	176	193	304	290	229	host	gene-PA4675
gene-PA5369	369	405	415	392	312	348	264	443	354	260	host	pstS
gene-PA2608	60	66	66	38	31	26	23	52	18	27	host	gene-PA2608
gene-PA2373	61	75	67	78	43	77	52	83	60	50	host	gene-PA2373
gene-PA3773	5	9	7	3	0	3	4	5	1	5	host	gene-PA3773
gene-PA1605	188	211	178	130	115	189	121	183	305	199	host	gene-PA1605
gene-PA5166	201	226	230	159	96	106	86	176	164	122	host	gene-PA5166
gene-PA3323	10	15	32	21	14	17	15	43	47	36	host	gene-PA3323
gene-PA3412	17	7	17	7	9	3	12	9	15	10	host	gene-PA3412
gene-PA0619	67	56	66	45	37	57	35	71	56	46	host	gene-PA0619
gene-PA2225	19	16	21	20	9	9	10	24	8	9	host	gene-PA2225
gene-PA4603	119	96	101	72	58	77	74	95	108	86	host	gene-PA4603
gene-PA2743	6284	6151	7461	5768	3932	4249	3687	6320	3785	3202	host	infC
gene-PA2680	14	26	13	13	20	21	21	29	23	12	host	gene-PA2680
gene-PA5248	269	256	264	209	262	245	296	404	418	316	host	gene-PA5248
gene-PA1102	469	589	652	475	259	282	314	491	396	394	host	fliG
gene-PA1053	1231	1341	1814	1204	891	1012	937	1316	1504	1053	host	gene-PA1053
gene-PA3018	317	358	214	174	68	85	105	171	151	117	host	gene-PA3018
gene-PA3351	735	1035	1305	1009	865	1104	955	2153	1367	1165	host	flgM
gene-PA0645	119	87	61	58	42	47	57	57	60	46	host	gene-PA0645
gene-PA3547	16	18	17	11	13	19	7	8	12	10	host	algL
gene-PA2571	96	98	118	97	57	62	94	123	119	96	host	gene-PA2571
gene-PHIKZ_p03	1688	1633	1855	1736	983	949	747	997	593	425	phage	gene-PHIKZ_p03
gene-PA0564	68	83	95	44	23	37	47	53	65	46	host	gene-PA0564
gene-PA0943	604	684	655	512	398	445	467	713	714	523	host	gene-PA0943
gene-PA3617	954	1078	1354	1065	968	1125	968	1651	1792	1356	host	recA
gene-PA0605	61	60	66	54	57	37	45	78	77	64	host	gene-PA0605
gene-PA4677	228	207	272	169	125	172	148	416	136	95	host	gene-PA4677
gene-PA1408	74	91	111	52	61	95	86	161	166	137	host	gene-PA1408
gene-PA3006	847	1030	861	696	560	674	608	769	940	748	host	psrA
gene-PA4926	26	47	27	26	18	25	17	44	37	22	host	gene-PA4926
gene-PA4044	943	1076	1127	800	596	733	560	1012	914	740	host	dxs
gene-PA4035	158	167	162	133	70	127	103	772	125	126	host	gene-PA4035
gene-PA2436	70	84	66	59	30	33	37	63	52	36	host	gene-PA2436
gene-PA5519	113	127	149	133	74	77	86	148	187	112	host	gene-PA5519
gene-PA3558	167	191	105	123	55	59	29	54	35	21	host	arnF
gene-PA1545	466	540	530	425	301	403	321	535	357	313	host	gene-PA1545
gene-PA4318	215	264	243	209	127	133	138	185	131	156	host	gene-PA4318
gene-PA1469	55	73	60	42	38	53	48	75	57	38	host	gene-PA1469
gene-PA1626	67	73	71	41	31	47	22	67	26	28	host	gene-PA1626
gene-PA4002	1922	1852	1882	1594	1197	1599	1407	1937	2426	1828	host	rodA
gene-PA3382	9	3	5	5	3	12	9	10	10	8	host	phnE
gene-PA1108	14	17	18	13	13	16	16	17	19	15	host	gene-PA1108
gene-PA2140	0	1	2	1	1	0	0	3	1	1	host	gene-PA2140
gene-PA5046	1600	1644	3455	1478	878	989	874	1575	1101	951	host	gene-PA5046
gene-PA3028	272	276	277	201	125	149	86	176	120	96	host	moeA2
gene-PA1816	191	147	198	142	86	84	58	167	116	89	host	dnaQ
gene-PA4434	116	139	159	151	81	98	85	112	108	80	host	gene-PA4434
gene-PA2657	74	119	111	61	54	55	54	73	55	46	host	gene-PA2657
gene-PA2361	46	56	35	33	20	34	29	44	35	27	host	gene-PA2361
gene-PA2772a	13	22	30	31	25	27	13	33	29	34	host	gene-PA2772a
gene-PA2617	116	129	141	101	59	54	64	107	101	59	host	aat
gene-PA3728	924	1064	1033	776	466	454	427	728	663	559	host	gene-PA3728
gene-PA3844	26	22	26	21	17	15	14	19	23	18	host	gene-PA3844
gene-PA2079	66	73	68	74	39	50	31	64	33	42	host	gene-PA2079
gene-PA0470	172	159	184	161	110	140	105	191	227	184	host	fiuA
gene-PA1165	66	55	73	45	45	57	54	86	100	39	host	pcpS
gene-PA3222	74	76	77	57	47	45	31	50	31	32	host	gene-PA3222
gene-PA1357	76	91	73	44	44	44	28	59	49	48	host	gene-PA1357
gene-PA0765	841	785	852	659	375	431	319	511	343	342	host	mucC
gene-PA2986	428	399	468	347	225	277	238	359	305	236	host	gene-PA2986
gene-PA0406	173	199	179	129	75	108	76	137	96	93	host	tonB3
gene-PA4087	4	1	7	8	9	6	5	14	26	13	host	gene-PA4087
gene-PA3268	176	181	172	131	155	198	163	310	336	233	host	gene-PA3268
gene-PA5366	335	294	322	236	153	185	179	238	205	167	host	pstB
gene-PA0309	153	163	181	118	89	123	139	199	188	125	host	gene-PA0309
gene-PA3322	136	172	124	96	66	89	69	161	125	81	host	gene-PA3322
gene-PA4470	114	110	230	84	170	70	76	121	133	93	host	fumC1
gene-PA5505	356	360	428	309	217	293	236	463	414	331	host	gene-PA5505
gene-PA1788	290	291	214	206	129	195	195	272	428	319	host	gene-PA1788
gene-PA2587	572	513	525	377	271	362	263	445	252	188	host	pqsH
gene-PA2023	651	627	597	521	380	461	415	714	665	507	host	galU
gene-PA3293	16	37	34	18	30	22	16	31	29	23	host	gene-PA3293
gene-PA1061	83	100	91	69	50	49	51	65	67	37	host	gene-PA1061
gene-PA0815	219	264	184	118	97	134	96	169	172	131	host	gene-PA0815
gene-PA1941	131	143	139	120	65	95	59	119	112	97	host	gene-PA1941
gene-PA2421	30	25	38	27	15	29	21	54	34	38	host	gene-PA2421
gene-PA0442	7	0	4	5	3	4	0	10	11	3	host	gene-PA0442
gene-PA0437	223	251	216	152	99	134	131	196	173	107	host	codA
gene-PA5204	217	228	208	165	112	119	103	200	145	126	host	argA
gene-PA1879	21	41	39	31	11	15	18	35	27	13	host	gene-PA1879
gene-PA2625	83	124	84	69	47	58	37	89	79	75	host	gene-PA2625
gene-PA5237	748	867	825	641	414	571	491	728	684	505	host	gene-PA5237
gene-PA1567	45	69	49	33	24	17	28	39	31	23	host	gene-PA1567
gene-PA4521	119	147	624	81	82	76	60	109	82	85	host	gene-PA4521
gene-PA1877	27	22	24	18	11	23	20	31	22	21	host	gene-PA1877
gene-PA4845	515	577	783	920	354	419	326	557	510	424	host	dipZ
gene-PA1270	32	42	28	20	12	27	15	32	32	25	host	gene-PA1270
gene-PA5389	51	71	57	36	34	40	29	29	54	46	host	cdhR
gene-PA4637	129	168	174	107	114	109	136	187	217	176	host	gene-PA4637
gene-PA0397	146	126	146	122	82	95	85	141	115	80	host	gene-PA0397
gene-PA3967	108	96	142	100	52	90	66	130	89	65	host	gene-PA3967
gene-PA1666	94	92	61	53	26	36	20	44	33	10	host	gene-PA1666
gene-PA3315	45	60	48	38	26	29	15	43	27	22	host	gene-PA3315
gene-PA4340	183	208	194	167	137	165	128	232	287	969	host	gene-PA4340
gene-PA3688	79	87	87	60	38	48	50	62	82	46	host	gene-PA3688
gene-PA4269	4926	4989	4721	3678	2716	2730	3018	4261	3376	2790	host	rpoC
gene-PA2719	41	69	72	51	36	25	24	79	40	26	host	gene-PA2719
gene-PA4767	243	284	302	265	192	225	186	359	822	295	host	gene-PA4767
gene-PA3546	9	11	8	7	17	11	12	26	45	12	host	algX
gene-PA5311	62	71	59	68	38	41	26	71	53	38	host	gene-PA5311
gene-PA1127	89	120	85	81	42	58	58	92	66	54	host	gene-PA1127
gene-PA0592	346	335	412	335	281	328	305	497	697	567	host	ksgA
gene-PA4864	3	11	14	11	4	10	5	7	3	4	host	ureD
gene-PA5137	232	225	289	177	143	163	134	200	195	142	host	gene-PA5137
gene-PA3761	100	106	102	112	77	81	64	102	70	66	host	gene-PA3761
gene-PA4936	344	462	393	327	137	181	141	223	171	143	host	gene-PA4936
gene-PA1098	366	426	477	386	202	248	197	320	298	239	host	fleS
gene-PA0867	419	417	427	300	164	224	184	381	231	176	host	mliC
gene-PA1604	277	299	249	142	152	222	165	242	322	223	host	gene-PA1604
gene-PA3872	27	39	19	15	9	6	5	12	9	13	host	narI
gene-PA3140	249	242	540	396	367	424	352	435	451	420	host	gene-PA3140
gene-PA1846	507	522	487	420	253	416	327	530	608	491	host	cti
gene-PA5482	33	28	55	51	42	47	39	81	70	58	host	gene-PA5482
gene-PA2384	29	48	31	33	16	12	15	43	14	15	host	gene-PA2384
gene-PA5448	303	292	276	233	161	151	151	203	125	134	host	wbpY
gene-PA1513	98	96	97	74	48	63	51	77	77	73	host	gene-PA1513
gene-PA0224	102	112	109	86	61	87	73	109	133	110	host	gene-PA0224
gene-PA3442	30	47	46	22	22	17	22	30	24	26	host	gene-PA3442
gene-PA0193	5	18	8	6	6	3	9	9	9	4	host	gene-PA0193
gene-PA1884	39	60	57	37	32	41	41	65	61	63	host	gene-PA1884
gene-PA2003	65	117	70	41	31	29	18	51	34	14	host	bdhA
gene-PA0562	166	150	157	106	83	572	82	117	151	110	host	gene-PA0562
gene-PA2523	32	45	33	26	18	16	21	22	46	25	host	gene-PA2523
gene-PA4577	428	749	94	93	35	61	22	65	32	29	host	gene-PA4577
gene-PA3200	193	252	269	229	192	208	180	311	309	256	host	gene-PA3200
gene-PA4405	486	528	1016	554	417	484	414	688	777	549	host	gene-PA4405
gene-PA2779	191	163	207	191	145	223	180	250	336	250	host	gene-PA2779
gene-PA1725	38	37	45	29	13	20	13	48	31	18	host	pscL
gene-PA0195	35	80	56	29	25	38	29	46	46	40	host	pntAA
gene-PA0839	37	36	56	48	29	25	21	40	47	28	host	gene-PA0839
gene-PA3081	76	77	95	70	36	43	39	72	45	44	host	gene-PA3081
gene-PA1090	145	220	202	130	55	74	65	70	76	56	host	gene-PA1090
gene-PHIKZ_p70	1090	933	1872	1790	2233	1587	2471	3180	2315	2144	phage	gene-PHIKZ_p70
gene-PA0734	25	33	49	33	17	14	20	35	32	16	host	gene-PA0734
gene-PA3067	32	43	44	24	9	24	20	29	28	36	host	gene-PA3067
gene-PA2256	9	16	11	10	7	5	4	5	21	7	host	pvcC
gene-PA4143	43	47	61	39	41	40	44	55	66	51	host	gene-PA4143
gene-PA5219	183	209	162	127	109	99	88	139	140	107	host	gene-PA5219
gene-PHIKZ205	2936	2610	4633	3955	4385	3405	4260	5847	4261	4055	phage	gene-PHIKZ205
gene-PA0794	180	211	179	120	111	115	94	163	130	119	host	gene-PA0794
gene-PA0858	383	357	468	394	294	295	281	570	514	439	host	gene-PA0858
gene-PA0818	23	27	24	23	24	26	6	18	14	14	host	gene-PA0818
gene-PA1882	204	243	313	191	158	179	155	350	366	254	host	gene-PA1882
gene-PA4506	154	154	154	109	58	75	58	86	103	72	host	gene-PA4506
gene-PA0258	184	205	146	123	91	131	77	132	117	102	host	gene-PA0258
gene-PA2344	23	18	32	17	24	30	24	29	27	48	host	mtlZ
gene-PA4106	12	22	20	9	11	14	12	14	16	6	host	gene-PA4106
gene-PA2142	13	10	6	10	14	8	9	13	22	14	host	gene-PA2142
gene-PA5376	106	83	100	75	42	48	31	84	59	42	host	gene-PA5376
gene-PA4121	13	23	11	13	12	10	10	13	20	12	host	gene-PA4121
gene-PA0208	57	84	64	65	40	40	37	61	54	43	host	mdcA
gene-PA1075	252	301	259	241	181	192	198	281	379	298	host	gene-PA1075
gene-PA1056	476	489	528	417	239	260	169	295	294	213	host	gene-PA1056
gene-PA3083	723	829	856	619	395	445	315	606	418	345	host	pepN
gene-PA0278	13	14	17	11	22	17	27	26	30	34	host	gene-PA0278
gene-PA4831	47	84	48	50	52	49	45	89	98	61	host	gene-PA4831
gene-PA3997	671	789	726	531	334	371	341	557	395	355	host	lipB
gene-PA5508	186	195	203	134	125	138	67	101	91	70	host	gene-PA5508
gene-PA0228	35	30	42	21	14	24	18	36	32	26	host	pcaF
gene-PA2212	14	13	16	10	16	6	6	8	16	16	host	gene-PA2212
gene-PA1398	69	76	93	65	38	62	62	76	67	57	host	gene-PA1398
gene-PA4551	130	140	107	116	98	154	120	215	277	195	host	pilV
gene-PA0131	44	40	33	41	27	24	20	48	37	31	host	gene-PA0131
gene-PA4249	5393	4874	6292	5383	4441	5020	4508	6611	7473	6436	host	rpsH
gene-PA4341	30	46	1315	52	30	43	40	68	68	62	host	gene-PA4341
gene-PHIKZ_p11	914	837	2128	1844	2214	1829	2503	4016	1762	2341	phage	gene-PHIKZ_p11
gene-PA4556	158	149	145	131	90	101	68	117	102	84	host	pilE
gene-PHIKZ144	3166	3051	4039	3194	2832	3525	2435	3402	2414	2506	phage	gene-PHIKZ144
gene-PA5562	656	713	705	492	292	320	279	972	325	290	host	spoOJ
gene-PA1676	64	78	97	43	40	31	39	86	104	33	host	gene-PA1676
gene-PA2102	26	32	33	34	16	23	25	59	41	43	host	gene-PA2102
gene-PA4099	22	25	13	19	8	12	14	16	11	10	host	gene-PA4099
gene-PA5151	28	48	69	42	31	41	31	83	60	46	host	gene-PA5151
gene-PA3152	666	599	586	474	218	217	183	251	222	174	host	hisH2
gene-PA4305	18	42	32	29	19	40	18	42	33	39	host	rcpC
gene-PA1233	8	29	20	18	7	8	5	23	4	13	host	gene-PA1233
gene-PA2390	81	76	75	68	31	38	35	81	62	47	host	pvdT
gene-PA5434	128	128	130	100	75	679	69	102	94	87	host	mtr
gene-PA2142a	5	4	8	5	6	4	4	7	2	7	host	gene-PA2142a
gene-PA3182	471	442	431	278	204	232	198	330	375	251	host	pgl
gene-PA2581.1	489	693	906	520	437	307	406	341	439	264	host	gene-PA2581.1
gene-PA1227	64	83	92	68	36	45	50	84	56	41	host	gene-PA1227
gene-PA1937	78	73	92	86	65	97	83	115	145	90	host	gene-PA1937
gene-PA0481	114	76	97	103	60	76	88	109	147	98	host	gene-PA0481
gene-PA3075	95	126	131	102	39	58	38	81	51	25	host	gene-PA3075
gene-PA2096	14	27	16	13	16	18	15	21	35	31	host	gene-PA2096
gene-PA2738	3664	3789	3123	2562	2100	2992	2285	3487	3763	2922	host	himA
gene-PA1894	35	42	30	14	20	21	17	37	23	22	host	gene-PA1894
gene-PA5493	834	858	996	736	1440	705	453	758	654	498	host	polA
gene-PA3987	2193	2411	2548	1975	1505	1734	1556	2457	2404	2010	host	leuS
gene-PA1261	13	30	21	19	11	17	10	25	10	19	host	gene-PA1261
gene-PA1897	55	76	36	30	35	31	40	37	52	33	host	gene-PA1897
gene-PA5361	209	173	181	135	88	120	88	157	144	97	host	phoR
gene-PA0316	1068	1052	1190	935	735	840	787	1327	1260	945	host	serA
gene-PA3607	162	159	143	115	76	107	89	126	121	97	host	potA
gene-PA4321	379	424	392	271	123	202	148	252	171	145	host	gene-PA4321
gene-PA1526	366	363	516	398	290	364	319	470	517	384	host	gene-PA1526
gene-PA2323	397	405	326	259	132	185	122	229	174	114	host	gene-PA2323
gene-PA0547	313	418	331	263	186	232	217	354	342	261	host	gene-PA0547
gene-PA2815	247	286	240	181	142	183	184	269	278	237	host	gene-PA2815
gene-PHIKZ140	440	416	595	475	374	491	373	439	352	373	phage	gene-PHIKZ140
gene-PA2091	1	2	3	2	0	4	3	8	4	2	host	gene-PA2091
gene-PA1321	28	37	38	13	18	23	21	35	28	34	host	cyoE
gene-PA0239	131	149	118	100	80	99	82	133	145	121	host	gene-PA0239
gene-PA3777	190	257	263	235	145	173	156	261	250	207	host	xseA
gene-PA2315	10	7	6	10	1	6	6	14	23	14	host	gene-PA2315
gene-PA3802	981	957	856	660	433	491	396	542	485	378	host	hisS
gene-PA1745	23	29	36	11	15	17	8	27	21	22	host	gene-PA1745
gene-PA0506	793	823	1024	750	613	667	595	901	655	597	host	gene-PA0506
gene-PA0590	241	293	266	170	133	136	135	252	151	121	host	apaH
gene-PA0939	52	45	130	74	42	54	50	99	76	55	host	gene-PA0939
gene-PA2751	139	148	202	136	137	171	179	287	282	229	host	gene-PA2751
gene-PA4120	25	24	22	16	18	28	17	23	27	18	host	gene-PA4120
gene-PA1709	56	61	75	45	21	48	24	48	48	40	host	popD
gene-PHIKZ090	1280	1216	1606	1289	1070	1294	890	1273	934	1081	phage	gene-PHIKZ090
gene-PA5030	124	118	143	158	169	176	183	300	489	435	host	gene-PA5030
gene-PA3513	22	30	13	19	6	12	8	11	15	12	host	gene-PA3513
gene-PA1690	89	80	77	44	37	30	38	63	43	42	host	pscU
gene-PA0274	17	19	18	11	6	15	20	26	15	12	host	gene-PA0274
gene-PA1996	86	91	86	84	50	73	54	101	100	80	host	ppiC1
gene-PA0675	4	10	12	2	8	5	10	15	10	9	host	vreI
gene-PA3060	29	48	51	24	31	29	22	26	29	27	host	pelE
gene-PA1032	536	582	591	454	376	5125	2650	576	562	477	host	quiP
gene-PA4744	2204	3708	2382	1943	1352	1473	1342	2308	1820	2377	host	infB
gene-PA4334	172	159	156	97	55	87	88	118	108	76	host	gene-PA4334
gene-PA3747	341	341	257	255	161	170	169	182	215	154	host	gene-PA3747
gene-PA0840	77	45	41	40	43	26	27	54	46	39	host	gene-PA0840
gene-PA3375	10	13	10	9	2	5	6	8	6	4	host	gene-PA3375
gene-PA2324	21	18	16	5	1	9	5	21	11	14	host	gene-PA2324
gene-PHIKZ100	315	334	418	329	283	368	257	359	245	281	phage	gene-PHIKZ100
gene-PA3113	544	607	639	496	352	402	400	705	651	524	host	trpF
gene-PA0756	186	213	226	156	121	140	120	238	192	163	host	gene-PA0756
gene-PA2761	110	121	123	89	86	107	77	93	143	104	host	gene-PA2761
gene-PA3258	205	199	252	175	119	147	114	230	206	157	host	gene-PA3258
gene-PA0869	171	190	185	161	110	155	114	165	161	137	host	pbpG
gene-PA2936	14	12	16	19	8	5	2	5	11	13	host	gene-PA2936
gene-PA0931	118	101	12180	73	56	63	52	86	91	83	host	pirA
gene-PA0337	2427	2038	2055	1389	920	1138	928	1601	1300	1006	host	ptsP
gene-PA4779	46	74	94	60	49	48	54	80	66	54	host	gene-PA4779
gene-PA5263	819	567	566	458	318	338	312	547	456	410	host	argH
gene-PA2895	58	44	60	41	23	22	25	39	47	29	host	gene-PA2895
gene-PA4753	1137	1260	1220	1063	905	1187	923	1297	2037	1509	host	gene-PA4753
gene-PA0682	8	8	8	11	3	8	10	11	15	4	host	gene-PA0682
gene-PA0511	24	32	60	39	14	21	14	27	38	25	host	nirJ
gene-PA1026	45	48	77	35	23	44	38	55	67	40	host	gene-PA1026
gene-PA1051	115	138	93	87	57	46	40	97	70	48	host	gene-PA1051
gene-PA1985	37	46	48	49	28	27	25	49	38	34	host	pqqA
gene-PA2182	5	8	11	6	4	5	2	8	5	4	host	gene-PA2182
gene-PA2258	16	42	29	19	20	23	20	32	31	25	host	ptxR
gene-PA3007	421	473	584	420	361	477	417	675	868	681	host	lexA
gene-PA0528	268	235	383	287	194	347	202	307	291	269	host	gene-PA0528
gene-PA2696	21	17	28	24	13	32	17	14	26	22	host	gene-PA2696
gene-PA2847	56	64	32	26	22	10	24	29	27	25	host	gene-PA2847
gene-PA5038	1330	1304	1765	1918	1167	1428	1890	1872	2305	1829	host	aroB
gene-PA3080	144	184	191	139	99	130	76	142	114	87	host	gene-PA3080
gene-PA3990	44	38	77	46	40	34	58	62	97	68	host	gene-PA3990
gene-PA0614	51	50	68	61	34	42	25	53	32	17	host	gene-PA0614
gene-PA4043	363	126	113	101	65	128	57	107	105	76	host	ispA
gene-PA1833	197	234	227	159	99	100	111	172	110	107	host	gene-PA1833
gene-PA3116	409	427	412	250	157	200	208	349	271	210	host	gene-PA3116
gene-PA4165	79	105	79	38	35	42	29	31	48	41	host	gene-PA4165
gene-PA4988	144	178	183	131	104	131	90	116	165	96	host	waaA
gene-PA5107	762	948	916	605	545	616	730	1226	1718	866	host	blc
gene-PA0407	739	921	547	431	261	304	270	427	341	199	host	gshB
gene-PA4168	200	223	214	159	136	156	112	244	242	210	host	fpvB
gene-PA0144	89	127	107	59	50	52	51	85	60	34	host	gene-PA0144
gene-PA2906	193	211	301	198	175	174	148	349	283	200	host	gene-PA2906
gene-PA5051	755	871	903	776	520	602	548	969	935	710	host	argS
gene-PA5144	17	26	15	11	8	12	11	19	12	16	host	gene-PA5144
gene-PA2035	14	21	30	19	17	19	14	19	19	15	host	gene-PA2035
gene-PA0759	142	178	195	156	72	109	93	139	144	97	host	gene-PA0759
gene-PA3411	12	12	16	8	14	16	15	9	10	8	host	gene-PA3411
gene-PA5413	955	451	481	275	180	221	152	284	252	216	host	ltaA
gene-PA0872	1508	1817	1034	10360	708	907	680	1025	1434	1068	host	phhA
gene-PA1077	288	285	483	373	433	524	468	634	371	257	host	flgB
gene-PA2687	70	81	56	52	57	58	43	70	60	47	host	pfeS
gene-PA5129	228	213	237	223	117	163	108	215	170	115	host	grx
gene-PA4359	19	19	18	16	8	22	18	27	15	10	host	gene-PA4359
gene-PA0302	179	175	162	142	96	85	88	159	127	113	host	spuF
gene-PA3452	486	480	656	523	437	442	448	635	690	473	host	mqoA
gene-PA1716	112	97	131	114	74	66	90	103	121	57	host	pscC
gene-PA2273	31	34	29	25	19	21	27	28	15	14	host	soxR
gene-PA4012	314	308	324	226	141	189	138	213	157	174	host	gene-PA4012
gene-PA3510	8	2	4	8	4	8	6	5	8	4	host	gene-PA3510
gene-PA2207	20	12	12	13	13	13	12	14	23	19	host	gene-PA2207
gene-PA5072	272	288	431	338	250	303	295	443	394	283	host	gene-PA5072
gene-PA4776	154	225	184	149	49	86	46	100	56	56	host	pmrA
gene-PA5364	526	565	421	294	212	290	241	404	323	263	host	gene-PA5364
gene-PA2438	11	6	1	10	3	3	2	3	5	6	host	gene-PA2438
gene-PA0637	20	26	28	13	11	12	14	15	18	12	host	gene-PA0637
gene-PA2492	186	181	141	124	86	109	99	132	149	115	host	mexT
gene-PA2281	111	133	186	118	127	103	130	219	254	154	host	gene-PA2281
gene-PHIKZ_p85	602	580	740	616	573	585	500	660	1546	875	phage	gene-PHIKZ_p85
gene-PA0973	2208	2266	2379	1915	1459	1494	1578	2499	2643	1747	host	oprL
gene-PA4977	44	58	55	41	31	33	37	51	55	42	host	aruI
gene-PA4547	126	162	148	110	56	88	67	110	92	63	host	pilR
gene-PA3980	630	691	805	731	609	638	714	1146	1287	987	host	gene-PA3980
