Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA0584	138	136	118	160	95	108	94	110	186	317	host	cca
gene-PA1539	64	56	59	54	43	46	53	53	53	149	host	gene-PA1539
gene-PA1071	140	154	120	131	82	75	67	83	62	118	host	braF
gene-PA2003	62	68	45	59	21	17	23	34	20	53	host	bdhA
gene-PA3482	787	970	756	791	565	568	619	644	815	1023	host	metG
gene-PA3204	100	127	90	122	66	96	79	88	78	393	host	gene-PA3204
gene-PA3133.3	3717	2391	3230	4141	3064	3025	3422	4403	5358	10231	host	gene-PA3133.3
gene-PA4454	329	373	256	314	179	149	174	165	218	297	host	gene-PA4454
gene-PHIKZ140	467	458	641	639	1624	1574	2687	2418	4744	7488	phage	gene-PHIKZ140
gene-PA4691	91	93	61	111	72	56	64	66	95	101	host	gene-PA4691
gene-PA0311	54	49	46	70	33	36	36	44	32	133	host	gene-PA0311
gene-PA2764	107	121	100	103	60	63	56	61	60	188	host	gene-PA2764
gene-PA0004	1461	1600	1213	1470	938	934	1023	1130	1334	2228	host	gyrB
gene-PA3947	66	89	80	88	56	54	68	94	127	229	host	rocR
gene-PA1602	15	16	19	15	12	13	9	22	14	35	host	gene-PA1602
gene-PA0084	808	867	795	830	498	558	377	439	324	565	host	gene-PA0084
gene-PA2366	38	41	25	29	14	17	28	39	43	103	host	gene-PA2366
gene-PA3704	207	277	143	197	99	87	92	98	87	245	host	wspE
gene-PA0318	112	171	113	110	78	84	72	83	125	243	host	gene-PA0318
gene-PA3982	262	276	170	210	107	132	102	128	119	204	host	gene-PA3982
gene-PA3174	17	28	33	39	22	20	22	26	26	74	host	gene-PA3174
gene-PA0019	563	613	595	737	510	535	620	795	828	1538	host	def
gene-PA1456	245	327	285	355	205	200	179	136	240	296	host	cheY
gene-PA0189	23	31	22	28	20	19	20	20	27	115	host	gene-PA0189
gene-PHIKZ273	2469	2622	2847	2707	2161	2573	1103	1033	836	637	phage	gene-PHIKZ273
gene-PA3724	197	213	196	249	199	166	176	161	153	247	host	lasB
gene-PA0860	275	288	209	280	187	171	172	207	167	476	host	gene-PA0860
gene-PA2991	568	666	493	603	369	333	317	300	365	572	host	sth
gene-PHIKZ_p51	195	171	240	232	466	440	748	749	1738	1408	phage	gene-PHIKZ_p51
gene-PA4820	12	16	11	14	7	2	7	6	9	22	host	gene-PA4820
gene-PA3319	27	36	36	33	27	41	32	33	39	92	host	plcN
gene-PA4438	612	721	500	626	490	324	361	400	495	1155	host	gene-PA4438
gene-PA4397	17	20	18	20	16	17	12	19	22	51	host	panE
gene-PA4095	3	2	2	14	3	3	1	5	4	10	host	gene-PA4095
gene-PA5395	9	11	15	9	5	7	5	17	12	33	host	gene-PA5395
gene-PHIKZ183	198	217	536	519	2636	2930	2350	2056	1889	1576	phage	gene-PHIKZ183
gene-PA1099	105	181	121	176	70	78	78	64	75	222	host	fleR
gene-PA1051	165	83	48	75	42	49	31	49	48	124	host	gene-PA1051
gene-PA1129	7	15	4	7	7	5	1	6	5	15	host	gene-PA1129
gene-PA0660	145	149	124	135	75	88	89	99	99	149	host	gene-PA0660
gene-PA4077	25	28	13	34	20	15	13	15	34	71	host	gene-PA4077
gene-PA4221	55	80	66	98	66	55	52	71	121	200	host	fptA
gene-PA4893	6	7	14	14	11	10	17	12	12	26	host	ureG
gene-PA2879	43	48	35	57	32	25	26	30	18	103	host	gene-PA2879
gene-PA1046	183	230	149	194	96	130	90	112	116	327	host	gene-PA1046
gene-PA4298	0	2	0	1	2	1	2	1	0	387	host	gene-PA4298
gene-PA4327	59	50	31	38	22	27	34	28	53	58	host	gene-PA4327
gene-PA4412	709	741	1102	690	275	265	222	264	186	700	host	murG
gene-PA1751	137	194	99	136	92	103	107	91	160	226	host	gene-PA1751
gene-PA2691	27	52	27	25	35	21	29	34	37	120	host	gene-PA2691
gene-PA0614	56	53	79	70	41	37	36	30	21	66	host	gene-PA0614
gene-PA4187	36	51	24	43	19	22	39	28	51	92	host	gene-PA4187
gene-PA0875	341	370	345	400	290	244	316	286	415	661	host	gene-PA0875
gene-PA2421	17	25	24	30	7	13	17	38	28	76	host	gene-PA2421
gene-PA2042	279	384	276	361	198	214	191	230	252	442	host	gene-PA2042
gene-PA4937	1147	1295	1939	1361	741	694	728	828	973	1620	host	rnr
gene-PA4201	153	186	152	171	106	102	89	121	166	300	host	ddlA
gene-PA2490	12	23	22	18	10	13	9	17	15	27	host	gene-PA2490
gene-PA1677	93	107	96	87	66	53	76	127	138	313	host	gene-PA1677
gene-PA2565	20	26	36	39	22	9	24	21	36	44	host	gene-PA2565
gene-PA1439	272	261	301	313	198	205	264	271	371	537	host	gene-PA1439
gene-PA0116	86	127	109	159	114	86	88	123	142	301	host	gene-PA0116
gene-PA2382	13	32	27	32	23	25	31	36	31	80	host	lldA
gene-PHIKZ014	6279	7269	4390	4224	1719	1842	1360	1406	1658	6129	phage	gene-PHIKZ014
gene-PHIKZ021	2062	2316	1802	1835	783	935	779	965	941	910	phage	gene-PHIKZ021
gene-PA3789	89	79	47	64	44	25	27	50	32	74	host	gene-PA3789
gene-PA4740	1417	1587	1308	2098	776	1008	2317	984	981	2368	host	pnp
gene-PA0143	84	106	89	90	50	67	63	112	66	129	host	nuh
gene-PA5095	30	29	22	42	28	19	24	23	36	84	host	gene-PA5095
gene-PA3943	140	203	126	176	80	78	98	79	128	245	host	gene-PA3943
gene-PA0478	28	26	11	25	10	14	14	19	16	42	host	gene-PA0478
gene-PA0134	125	139	115	148	119	116	148	156	211	289	host	gene-PA0134
gene-PA1731	21	25	18	36	21	12	9	10	24	36	host	gene-PA1731
gene-PA0448	126	183	115	168	152	136	153	156	284	479	host	gene-PA0448
gene-PA0298	421	443	318	424	215	235	213	177	290	599	host	spuB
gene-PA1681	241	392	243	317	188	187	140	255	192	485	host	aroC
gene-PA0309	117	114	107	124	64	72	98	83	140	445	host	gene-PA0309
gene-PA4845	407	473	369	497	286	345	260	324	352	607	host	dipZ
gene-PA3018	154	248	144	170	95	68	104	112	112	244	host	gene-PA3018
gene-PA2027	6	10	4	1	5	1	5	7	8	14	host	gene-PA2027
gene-PA3457	65	102	71	81	34	48	50	35	52	186	host	gene-PA3457
gene-PA3433	37	41	37	60	31	21	28	39	43	184	host	gene-PA3433
gene-PA2607	41	52	30	45	20	25	20	34	29	22	host	gene-PA2607
gene-PA0688	122	132	97	129	55	65	86	104	129	212	host	gene-PA0688
gene-PA1931	21	36	21	21	14	23	21	31	35	77	host	gene-PA1931
gene-PA3302	122	129	114	155	110	91	78	89	111	175	host	gene-PA3302
gene-PA0529	93	91	64	78	59	35	55	51	69	103	host	gene-PA0529
gene-PA3655	1532	1540	1343	1569	1008	929	924	947	961	2152	host	tsf
gene-PA3671	105	144	78	85	52	34	41	39	63	96	host	gene-PA3671
gene-PA5383	14	16	8	13	15	12	14	23	23	44	host	gene-PA5383
gene-PA2470	3	15	9	4	2	11	5	6	8	41	host	gtdA
gene-PA0700	5	7	0	7	3	2	1	2	4	9	host	gene-PA0700
gene-PA5076	248	345	233	292	197	198	161	180	250	637	host	gene-PA5076
gene-PA1978	6	11	12	7	4	8	12	10	7	17	host	gene-PA1978
gene-PA1530	151	175	105	123	97	69	85	80	98	122	host	gene-PA1530
gene-PA3828	911	1002	815	1085	756	697	791	814	1116	1279	host	gene-PA3828
gene-PA5481	88	73	95	101	119	84	185	128	160	278	host	gene-PA5481
gene-PA2623	1544	1870	1438	1828	1220	1138	1262	1144	1584	2513	host	icd
gene-PA4523	245	289	214	290	167	160	183	301	235	1015	host	gene-PA4523
gene-PA2171	2	7	4	7	3	4	8	6	7	8	host	gene-PA2171
gene-PA1669	172	169	267	372	106	115	90	104	89	231	host	gene-PA1669
gene-PA1308	191	235	112	165	77	61	76	96	88	160	host	gene-PA1308
gene-PA1873	10	21	12	20	13	17	10	16	27	44	host	gene-PA1873
gene-PA4939	1020	1111	1297	1310	1861	1034	1279	999	1133	2798	host	gene-PA4939
gene-PA1503	9	20	14	17	14	11	6	17	10	33	host	gene-PA1503
gene-PA0756	153	183	131	169	116	274	115	124	149	350	host	gene-PA0756
gene-PA3321	52	59	47	65	25	26	28	40	39	159	host	gene-PA3321
gene-PA4457	1039	1215	1160	1275	1140	985	1080	1025	1301	1641	host	gene-PA4457
gene-PA4995	120	113	114	129	79	69	58	72	75	183	host	gene-PA4995
gene-PA3832	135	160	109	133	46	86	66	68	88	264	host	holC
gene-PA4602	855	1411	3352	1038	775	707	794	917	1033	1183	host	glyA3
gene-PA1947	46	37	21	50	34	30	25	26	45	120	host	rbsA
gene-PA0770	117	123	131	179	74	91	78	98	89	170	host	rnc
gene-PA1762	37	40	41	45	20	25	27	23	31	38	host	gene-PA1762
gene-PA0652	380	408	317	387	205	244	234	289	336	446	host	vfr
gene-PHIKZ274	1002	1071	1311	1101	827	987	518	414	359	232	phage	gene-PHIKZ274
gene-PA3442	26	36	18	26	9	11	19	18	11	76	host	gene-PA3442
gene-PA2213	16	10	6	7	2	5	15	14	14	22	host	gene-PA2213
gene-PA4030	184	212	112	164	116	82	70	93	84	224	host	gene-PA4030
gene-PA1034	282	307	234	254	186	191	200	209	248	240	host	gene-PA1034
gene-PA2983	323	310	240	309	223	192	199	153	232	258	host	gene-PA2983
gene-PA4613	81	92	71	103	65	45	74	61	123	187	host	katB
gene-PA4841	109	152	105	140	59	53	50	63	82	266	host	gene-PA4841
gene-PA3068	1542	1812	1131	1374	719	642	644	657	684	1277	host	gdhB
gene-PA2364	26	20	13	32	10	21	9	5	8	19	host	gene-PA2364
gene-PA5555	1778	1849	1379	2725	936	954	1765	947	827	1449	host	atpG
gene-PA0920	3098	294	228	255	125	151	124	247	225	334	host	gene-PA0920
gene-PA5030	111	121	90	118	101	91	78	100	116	187	host	gene-PA5030
gene-PA3835	96	85	71	72	51	49	38	76	42	64	host	gene-PA3835
gene-PA4232	419	417	470	570	340	346	368	316	365	1399	host	ssb
gene-PA1657	111	130	82	138	55	61	38	45	46	94	host	gene-PA1657
gene-PA2877	61	95	56	97	59	52	65	68	77	249	host	gene-PA2877
gene-PA5548	168	148	140	191	100	104	97	129	112	266	host	gene-PA5548
gene-PA5009	311	332	199	274	138	153	1038	129	415	284	host	waaP
gene-PA2080	59	70	43	66	50	47	32	35	24	79	host	kynU
gene-PHIKZ003	82	124	413	357	2297	3134	2038	1609	1099	1163	phage	gene-PHIKZ003
gene-PA5276	209	265	181	217	246	180	193	207	317	188	host	lppL
gene-PA2887	22	20	14	8	7	5	21	13	12	29	host	atuB
gene-PA0694	6	4	6	5	1	10	3	3	1	6	host	exbD2
gene-PA4055	141	203	121	125	80	88	75	73	83	203	host	ribC
gene-PA4566	1242	858	680	806	577	554	561	618	769	1273	host	obg
gene-PA4088	9	5	2	8	2	2	5	5	12	22	host	gene-PA4088
gene-PA4578	293	425	212	326	167	171	206	337	262	308	host	gene-PA4578
gene-PA0709	1	9	7	5	4	1	2	4	12	16	host	gene-PA0709
gene-PA4194	17	25	26	32	19	19	24	34	31	68	host	gene-PA4194
gene-PHIKZ176	1428	1411	1526	1708	2722	2859	4127	2878	8550	7842	phage	gene-PHIKZ176
gene-PA0695	3	1	2	1	2	3	1	1	4	9	host	gene-PA0695
gene-PA2163	6	2	2	2	0	2	2	1	9	23	host	gene-PA2163
gene-PA5469	112	127	119	124	83	90	56	84	63	131	host	gene-PA5469
gene-PA1587	1107	1312	981	1000	588	553	559	642	700	969	host	lpdG
gene-PHIKZ080	688	715	893	918	1654	1553	2611	2489	5098	4649	phage	gene-PHIKZ080
gene-PA2699	13	12	11	7	11	8	10	11	20	36	host	gene-PA2699
gene-PHIKZ101	645	575	1077	1003	3750	3946	5507	4270	7788	11211	phage	gene-PHIKZ101
gene-PA0032a	79	106	63	92	59	52	55	50	77	107	host	gene-PA0032a
gene-PA4518	79	80	70	75	49	34	55	56	75	120	host	gene-PA4518
gene-PA4955	65	109	56	105	54	56	57	66	84	147	host	gene-PA4955
gene-PA0635	96	137	135	98	88	77	89	79	67	136	host	gene-PA0635
gene-PA0960	100	124	81	104	75	67	84	138	227	424	host	gene-PA0960
gene-PA0270	27	44	16	36	14	19	28	23	30	33	host	gene-PA0270
gene-PA0405	137	132	110	109	88	77	87	124	145	180	host	gene-PA0405
gene-PA0321	22	39	18	35	30	30	28	25	36	82	host	gene-PA0321
gene-PA2769	135	218	114	212	105	126	86	122	81	243	host	gene-PA2769
gene-PA5145	47	64	36	66	34	35	53	42	63	182	host	gene-PA5145
gene-PA1704	11	11	7	14	5	3	10	12	4	37	host	pcrR
gene-PHIKZ_p04	4887	6056	6509	9240	18613	16352	34103	30061	44667	46308	phage	gene-PHIKZ_p04
gene-PA1661	122	157	84	97	53	56	39	48	39	63	host	gene-PA1661
gene-PA3104	307	338	286	267	223	224	200	329	229	381	host	xcpP
gene-PA1385	41	41	38	44	33	30	38	25	42	47	host	gene-PA1385
gene-PA0073	68	65	80	60	53	51	30	36	25	152	host	gene-PA0073
gene-PA2872	55	44	24	34	18	16	22	16	15	113	host	gene-PA2872
gene-PA2922	10	14	3	1	7	4	6	3	12	14	host	gene-PA2922
gene-PA4104	34	38	30	40	17	35	20	21	40	34	host	gene-PA4104
gene-PA0634	95	103	96	97	71	63	62	61	89	123	host	gene-PA0634
gene-PHIKZ250	1557	1809	1788	1796	650	780	432	263	467	341	phage	gene-PHIKZ250
gene-PA2380	7	18	9	10	7	7	10	16	20	46	host	gene-PA2380
gene-PA4384	113	123	50	53	40	22	31	39	80	85	host	gene-PA4384
gene-PA2704	32	40	27	38	22	14	29	28	22	75	host	gene-PA2704
gene-PA1155	422	474	436	394	313	293	242	282	278	367	host	nrdB
gene-PA3871	42	44	12	30	10	3	4	12	13	30	host	gene-PA3871
gene-PA5487	459	539	626	716	221	246	222	222	217	469	host	gene-PA5487
gene-PA2133	2	2	0	5	5	0	4	4	2	17	host	gene-PA2133
gene-PA2440	70	65	52	54	55	25	27	36	24	115	host	gene-PA2440
gene-PHIKZ_p65	586	568	823	856	747	850	528	310	306	187	phage	gene-PHIKZ_p65
gene-PA1233	12	14	8	12	8	3	5	5	8	18	host	gene-PA1233
gene-PA0058	6	15	2	6	5	7	5	2	6	29	host	gene-PA0058
gene-PA3584	161	132	183	214	105	106	139	196	182	350	host	glpD
gene-PA5234	80	94	70	96	70	45	62	61	101	171	host	gene-PA5234
gene-PA2467	21	18	18	18	17	16	20	42	44	151	host	foxR
gene-PA2603.1	662	354	493	416	415	411	653	870	744	1650	host	gene-PA2603.1
gene-PA0690	528	739	516	710	585	505	539	678	857	1471	host	gene-PA0690
gene-PA2134	4	8	7	2	2	5	4	6	10	17	host	gene-PA2134
gene-PA4046	161	149	140	144	103	109	87	142	84	265	host	gene-PA4046
gene-PHIKZ181	7966	8110	8640	9695	14069	13645	25125	18529	76547	116689	phage	gene-PHIKZ181
gene-PA3951	117	126	120	121	87	90	95	163	138	311	host	gene-PA3951
gene-PA0826.2	133367	200042	161708	246151	182890	175926	167367	287192	252780	238336	host	ssrA
gene-PA2184	13	14	6	7	5	8	7	4	12	18	host	gene-PA2184
gene-PA2215	13	17	8	20	21	13	13	16	28	33	host	gene-PA2215
gene-PA5513	133	177	130	194	129	100	126	135	202	237	host	poxA
gene-PA2818	174	172	215	254	194	167	186	208	250	553	host	arr
gene-PA1727	192	224	176	245	164	125	186	194	198	319	host	mucR
gene-PA4314	353	440	318	366	296	289	328	330	682	586	host	purU1
gene-PHIKZ220	1324	1392	2461	2299	2524	2955	1522	967	1317	907	phage	gene-PHIKZ220
gene-PA0820	269	303	199	263	166	147	170	169	260	273	host	gene-PA0820
gene-PHIKZ196	809	841	1438	1389	2156	2480	1744	1496	1008	786	phage	gene-PHIKZ196
gene-PA2453	98	152	79	105	73	67	78	73	103	124	host	gene-PA2453
gene-PA0427	709	819	666	798	307	373	321	362	346	1147	host	oprM
gene-PA4635a	17	18	9	19	10	20	14	21	17	69	host	gene-PA4635a
gene-PA0222	18	22	10	24	13	8	16	17	22	28	host	gene-PA0222
gene-PA1323	67	79	65	101	77	62	83	90	118	129	host	gene-PA1323
gene-PA2552	160	178	125	172	55	92	54	53	42	117	host	gene-PA2552
gene-PA2417	92	118	93	127	113	88	125	113	157	329	host	gene-PA2417
gene-PA2105	81	63	65	89	61	55	54	67	81	129	host	gene-PA2105
gene-PA3549	8	6	8	5	9	5	5	10	9	21	host	algJ
gene-PHIKZ_p49	434	470	573	623	1468	1460	2186	1563	4307	4234	phage	gene-PHIKZ_p49
gene-PA1680	47	54	33	57	24	43	30	48	40	95	host	gene-PA1680
gene-PA3992	218	248	210	229	127	140	159	224	172	394	host	gene-PA3992
gene-PA5514	162	182	140	190	132	116	108	129	144	331	host	gene-PA5514
gene-PA2253	14	15	5	16	8	7	10	9	14	29	host	ansA
gene-PA0271	21	32	24	22	16	19	15	10	17	17	host	gene-PA0271
gene-PA4391	212	190	233	284	199	204	246	230	400	324	host	gene-PA4391
gene-PA0772	86	87	62	87	39	43	49	60	33	154	host	recO
gene-PA4277.1	5020	3696	4899	5208	3643	4390	4369	3327	4995	11116	host	gene-PA4277.1
gene-PA3085	67	66	71	58	43	34	64	73	80	63	host	gene-PA3085
gene-PA2200	134	93	84	121	51	70	61	66	82	309	host	gene-PA2200
gene-PA0355	49	61	66	71	55	53	67	62	107	160	host	pfpI
gene-PA4545	370	1535	365	407	345	320	361	573	477	458	host	comL
gene-PA2469	52	36	33	46	32	28	22	45	60	187	host	gene-PA2469
gene-PHIKZ006	2090	2406	1506	1721	506	639	381	297	403	483	phage	gene-PHIKZ006
gene-PA0779	875	988	517	617	233	238	246	295	381	607	host	gene-PA0779
gene-PA4252	1393	1328	1263	1477	770	1555	696	868	735	2102	host	rplX
gene-PA1603	11	19	12	19	16	18	11	33	15	58	host	gene-PA1603
gene-PA3817	414	441	358	478	319	315	357	321	501	814	host	gene-PA3817
gene-PA3058	68	93	93	137	90	100	96	87	88	67	host	pelG
gene-PA3044	78	64	63	72	40	32	48	44	56	110	host	gene-PA3044
gene-PA3427	41	52	40	53	36	26	33	33	64	103	host	gene-PA3427
gene-PA5208	610	1096	486	671	510	497	508	464	640	671	host	gene-PA5208
gene-PHIKZ221	1140	1207	1706	1657	882	1096	514	426	1412	871	phage	gene-PHIKZ221
gene-PA2243	12	16	18	15	8	9	12	10	21	75	host	pslM
gene-PA3879	102	180	113	163	57	56	50	66	96	145	host	narL
gene-PA4570	53	65	67	91	61	66	48	86	100	68	host	gene-PA4570
gene-PA0217	46	88	59	60	46	40	40	66	94	203	host	gene-PA0217
gene-PA3872	41	57	13	20	9	9	5	11	7	15	host	narI
gene-PA4703	33	33	24	24	34	16	15	25	32	56	host	gene-PA4703
gene-PHIKZ182	1143	1268	1365	1427	1903	1825	3141	2772	7869	6368	phage	gene-PHIKZ182
gene-PA3857	203	237	197	258	202	172	168	149	262	348	host	pcs
gene-PA4390	197	243	275	213	181	167	212	144	354	370	host	gene-PA4390
gene-PA0673	10	13	4	15	12	8	29	47	21	27	host	gene-PA0673
gene-PA5384	3	4	1	3	1	0	1	4	8	7	host	gene-PA5384
gene-PA4848	670410	349994	706324	224992	1104	876621	1075	1132	576706	4167	host	accC
gene-PA2052	8	13	11	10	7	8	6	11	8	17	host	cynS
gene-PA0564	48	60	43	58	39	30	36	44	53	86	host	gene-PA0564
gene-PA2464	87	121	108	144	83	65	111	102	133	254	host	gene-PA2464
gene-PA1813	130	174	137	160	110	91	99	97	152	240	host	gene-PA1813
gene-PA3582	92	121	91	92	57	58	73	62	91	207	host	glpK
gene-PA4834	34	32	29	44	24	19	26	18	27	63	host	gene-PA4834
gene-PA0513	16	8	15	31	7	12	7	17	16	18	host	gene-PA0513
gene-PA0421	612	876	528	899	578	534	482	470	760	1164	host	gene-PA0421
gene-PA2910	23	22	17	26	18	16	12	32	13	50	host	gene-PA2910
gene-PA1965	74	82	60	82	44	42	39	60	57	97	host	gene-PA1965
gene-PA4502	161	144	110	131	86	98	124	122	144	291	host	gene-PA4502
gene-PA5445	319	377	314	464	235	223	202	1338	305	554	host	gene-PA5445
gene-PA0313	110	149	118	184	109	72	100	128	153	382	host	gene-PA0313
gene-PA0699	5	6	7	6	3	4	3	8	7	24	host	gene-PA0699
gene-PA4779	56	56	55	57	40	40	34	53	47	131	host	gene-PA4779
gene-PA1406	55	50	44	65	36	32	34	33	43	82	host	gene-PA1406
gene-PA2615	1331	1597	1147	1385	821	769	884	857	1090	1638	host	ftsK
gene-PA3000	296	322	227	299	150	152	177	188	222	327	host	aroP1
gene-PA4630	100	77	92	90	54	42	58	67	76	107	host	gene-PA4630
gene-PA0698	5	0	3	3	5	2	1	1	6	16	host	gene-PA0698
gene-PA3056	48	89	45	72	48	48	56	62	55	119	host	gene-PA3056
gene-PA5175	242	305	223	277	185	201	177	235	272	911	host	cysQ
gene-PA2332	72	66	50	77	45	41	40	42	65	116	host	gene-PA2332
gene-PA0255	133	226	112	204	140	130	99	177	214	812	host	gene-PA0255
gene-PA2732	720	860	500	677	433	391	409	431	545	778	host	gene-PA2732
gene-PA2751	122	116	106	149	137	119	162	187	281	473	host	gene-PA2751
gene-PA5476	73	83	69	90	92	62	93	80	123	132	host	citA
gene-PA4706	66	49	52	44	19	696	26	27	44	83	host	gene-PA4706
gene-PA4372	106	120	95	99	54	293	91	109	94	182	host	gene-PA4372
gene-PA3827	860	982	728	897	508	503	498	555	517	756	host	gene-PA3827
gene-PA0782	1538	1824	1467	1773	1121	1170	1162	1202	1139	2935	host	putA
gene-PA4715	332	408	288	339	192	144	186	234	280	458	host	gene-PA4715
gene-PA3287	52	40	40	59	23	34	48	33	58	155	host	gene-PA3287
gene-PA5440	205	296	226	304	103	89	102	150	123	300	host	gene-PA5440
gene-PA3478	63	78	71	101	75	64	63	51	84	107	host	rhlB
gene-PA2354	23	34	10	29	21	14	14	27	22	46	host	gene-PA2354
gene-PA1480	437	545	334	359	195	176	147	256	150	478	host	ccmF
gene-PA2618	118	83	88	98	84	58	87	118	125	115	host	gene-PA2618
gene-PA2996	246	264	205	208	154	138	132	139	141	251	host	nqrD
gene-PA4948	753	890	995	975	726	607	741	764	1319	1572	host	gene-PA4948
gene-PA3246	59	59	49	60	27	25	22	46	38	81	host	rluA
gene-PA5018	185	220	197	250	145	137	136	149	202	309	host	msrA
gene-PA5336	309	322	293	301	230	205	214	205	278	253	host	gmk
gene-PA2793	213	272	194	207	180	172	158	218	214	244	host	gene-PA2793
gene-PA3354	116	129	120	112	82	68	70	97	97	311	host	gene-PA3354
gene-PA5185	148	214	143	195	74	117	109	104	108	134	host	gene-PA5185
gene-PA1314	18	36	31	33	19	18	21	16	17	47	host	gene-PA1314
gene-PHIKZ_p42	43	31	356	242	1897	2070	2188	1524	1964	1218	phage	gene-PHIKZ_p42
gene-PA2501	102	250	45	58	44	38	43	38	48	58	host	gene-PA2501
gene-PA0337	1408	1706	1301	1660	904	858	867	870	995	2356	host	ptsP
gene-PA2603	125	124	145	173	106	110	82	102	98	358	host	gene-PA2603
gene-PA0718	20	26	26	39	33	15	23	21	49	56	host	gene-PA0718
gene-PA3798	176	190	164	202	126	130	119	147	185	221	host	gene-PA3798
gene-PA3734	53	57	64	55	33	33	29	33	54	72	host	gene-PA3734
gene-PA1064	122	165	135	129	63	61	74	103	116	110	host	gene-PA1064
gene-PA3823	2200	823	499	606	400	369	326	387	479	489	host	tgt
gene-PA5034	212	245	191	248	206	184	171	341	262	420	host	hemE
gene-PA0833	625	657	673	913	661	559	761	1813	984	1517	host	gene-PA0833
gene-PA1373	39	44	50	42	26	26	31	28	38	105	host	fabF2
gene-PA3658	361	399	279	367	224	197	191	237	246	444	host	glnD
gene-PA4330	192	197	191	198	105	137	127	124	110	294	host	gene-PA4330
gene-PA1249	76	69	42	78	70	39	51	37	59	76	host	aprA
gene-PA2010	79	113	85	86	46	50	34	50	73	134	host	gene-PA2010
gene-PA3909	54	55	79	85	46	69	73	68	84	213	host	eddB
gene-PA0774	178	189	165	181	107	106	93	162	111	275	host	gene-PA0774
gene-PA2558	167	203	191	260	183	180	176	160	237	349	host	gene-PA2558
gene-PA3865	132	143	105	150	78	83	67	120	98	266	host	gene-PA3865
gene-PA5297	75	88	61	84	49	45	57	66	242	145	host	poxB
gene-PA4870	142	164	70	92	62	47	56	52	77	82	host	gene-PA4870
gene-PA1112.1	924	1156	1210	1465	1101	967	866	771	803	774	host	gene-PA1112.1
gene-PA4456	13567	1204	970	1374	784	735	784	713	1152	1862	host	gene-PA4456
gene-PA0893	176	247	94	139	104	113	111	143	104	257	host	argR
gene-PA0027	56	74	61	65	29	30	26	40	34	112	host	gene-PA0027
gene-PHIKZ020	2727	3361	2188	2384	782	830	506	479	468	444	phage	gene-PHIKZ020
gene-PA4477	483	570	473	554	370	351	404	402	450	760	host	cafA
gene-PA2017	173	171	97	134	63	67	70	84	88	157	host	gene-PA2017
gene-PA2034	14	7	11	10	15	4	6	7	10	29	host	gene-PA2034
gene-PA1497	16	13	5	3	2	3	8	1	10	31	host	gene-PA1497
gene-PA1739	43	36	25	51	27	22	33	17	49	101	host	gene-PA1739
gene-PA1870	15	17	10	20	21	18	10	17	24	31	host	gene-PA1870
gene-PA0379	85	135	85	106	88	69	78	97	133	197	host	gene-PA0379
gene-PA1264	11	5	6	20	4	11	7	7	10	38	host	gene-PA1264
gene-PHIKZ302	87	87	497	389	2035	2300	2416	1475	3393	1957	phage	gene-PHIKZ302
gene-PA0468	62	58	40	70	60	48	47	75	75	296	host	gene-PA0468
gene-PA2636	22	27	21	31	19	23	18	23	32	89	host	gene-PA2636
gene-PA0094	93	111	94	107	126	85	131	166	176	191	host	gene-PA0094
gene-PHIKZ236	1597	1654	2722	2282	2031	2031	1023	1098	456	428	phage	gene-PHIKZ236
gene-PA1449	95	138	52	89	40	55	39	69	54	140	host	flhB
gene-PA4872	99	149	104	136	71	77	77	89	102	201	host	gene-PA4872
gene-PA0847	1015	89	105	91	137	106	154	171	199	267	host	gene-PA0847
gene-PA2422	35	45	34	55	73	43	53	56	97	68	host	gene-PA2422
gene-PA1003	221	245	10770	175	111	107	93	106	106	209	host	mvfR
gene-PA1441	282	230	279	266	204	229	170	219	149	335	host	gene-PA1441
gene-PA4413	1364	2004	1155	1563	630	615	566	539	440	1033	host	ftsW
gene-PA2318	42	50	50	53	22	26	19	33	29	97	host	gene-PA2318
gene-PA2866	76	83	87	91	91	93	77	105	134	232	host	mttC
gene-PA0207	37	37	26	38	20	17	22	21	43	87	host	gene-PA0207
gene-PA0824	48	26	45	50	23	29	46	43	79	128	host	gene-PA0824
gene-PA1725	37	39	26	30	11	15	17	24	8	63	host	pscL
gene-PA2087	2	3	5	1	7	4	3	1	4	15	host	gene-PA2087
gene-PA2018	1013	1099	611	728	285	359	245	278	167	410	host	gene-PA2018
gene-PA4572	216	329	194	312	141	149	141	169	168	340	host	fklB
gene-PA2110	157	152	76	115	44	53	34	36	22	108	host	gene-PA2110
gene-PA3167	654	647	437	517	276	262	262	303	279	462	host	serC
gene-PA5154	149	149	122	147	50	81	52	62	53	163	host	gene-PA5154
gene-PA0091	542	604	588	693	408	449	338	355	294	636	host	vgrG1
gene-PA0114	93	103	96	117	58	55	68	72	95	152	host	senC
gene-PA3561	248	278	227	275	97	148	100	105	89	344	host	fruK
