# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715794_sorted.bam" "SRR29715795_sorted.bam" "SRR29715801_sorted.bam" "SRR29715800_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715794_sorted.bam	SRR29715795_sorted.bam	SRR29715801_sorted.bam	SRR29715800_sorted.bam
gene-PA1685	AE004091.2	1834393	1835142	+	750	84	93	51	129
gene-PA1686	AE004091.2	1835325	1836218	-	894	47	74	20	68
gene-PA1687	AE004091.2	1836367	1837227	+	861	100	132	51	118
gene-PA1688	AE004091.2	1837388	1838257	+	870	289	287	138	269
gene-PA1689	AE004091.2	1838260	1840362	+	2103	294	349	124	265
gene-PA1690	AE004091.2	1840468	1841517	-	1050	38	43	27	42
gene-PA1691	AE004091.2	1841514	1842302	-	789	27	41	7	29
gene-PA1692	AE004091.2	1842299	1842565	-	267	12	5	7	21
gene-PA1693	AE004091.2	1842568	1843221	-	654	81	123	41	111
gene-PA1694	AE004091.2	1843218	1844147	-	930	57	77	40	75
gene-PA1695	AE004091.2	1844144	1845253	-	1110	36	39	16	31
gene-PA1696	AE004091.2	1845241	1845717	-	477	52	81	24	48
gene-PA1697	AE004091.2	1845714	1847036	-	1323	108	126	33	101
gene-PA1698	AE004091.2	1847227	1848093	+	867	54	64	21	45
gene-PA1699	AE004091.2	1848074	1848352	+	279	18	33	16	44
gene-PA1700	AE004091.2	1848339	1848710	+	372	29	39	13	27
gene-PA1701	AE004091.2	1848707	1849072	+	366	37	55	32	41
gene-PA1702	AE004091.2	1849077	1849406	+	330	68	108	54	81
gene-PA1703	AE004091.2	1849403	1851523	+	2121	112	154	57	138
gene-PA1704	AE004091.2	1851520	1851954	+	435	22	41	7	23
gene-PA1705	AE004091.2	1851982	1852278	+	297	51	91	34	70
gene-PA1706	AE004091.2	1852288	1853172	+	885	98	109	43	143
gene-PA1707	AE004091.2	1853181	1853684	+	504	87	109	39	110
gene-PA1708	AE004091.2	1853665	1854837	+	1173	191	301	114	245
gene-PA1709	AE004091.2	1854849	1855736	+	888	50	89	57	73
gene-PA1710	AE004091.2	1855862	1856299	+	438	145	177	60	178
gene-PA1711	AE004091.2	1856308	1856553	+	246	70	86	24	73
gene-PA1712	AE004091.2	1856562	1856975	+	414	98	103	51	93
gene-PA1713	AE004091.2	1857273	1858109	+	837	248	307	152	337
gene-PA1714	AE004091.2	1858207	1859037	+	831	384	573	180	408
gene-PA1715	AE004091.2	1859071	1859493	+	423	92	159	87	147
gene-PA1716	AE004091.2	1859493	1861295	+	1803	177	244	154	306
gene-PA1717	AE004091.2	1861297	1862595	+	1299	103	163	109	190
gene-PA1718	AE004091.2	1862558	1862761	+	204	20	54	19	50
gene-PA1719	AE004091.2	1862764	1863021	+	258	41	52	36	98
gene-PA1720	AE004091.2	1863024	1863371	+	348	44	94	32	91
gene-PA1721	AE004091.2	1863368	1863799	+	432	31	54	25	48
gene-PA1722	AE004091.2	1863799	1864137	+	339	55	80	36	92
gene-PA1723	AE004091.2	1864134	1864880	+	747	146	209	77	214
gene-PA1724	AE004091.2	1864889	1865515	+	627	40	56	46	83
gene-PA1725	AE004091.2	1865494	1866138	+	645	34	48	36	79
gene-PA1726	AE004091.2	1866241	1868535	-	2295	136	111	108	253
gene-PA1727	AE004091.2	1868706	1870763	-	2058	243	243	147	347
gene-PA1728	AE004091.2	1871116	1871457	+	342	19	40	23	38
gene-PA1729	AE004091.2	1871555	1872202	+	648	56	60	26	62
gene-PA1730	AE004091.2	1872602	1874014	+	1413	14	29	10	20
gene-PA1731	AE004091.2	1874017	1874970	+	954	9	15	4	15
gene-PA1732	AE004091.2	1874967	1875767	+	801	9	9	4	8
gene-PA1733	AE004091.2	1875849	1876580	+	732	20	17	12	14
gene-PA1734	AE004091.2	1876588	1877409	-	822	15	26	10	20
gene-PA1735	AE004091.2	1877522	1878409	+	888	41	45	18	35
gene-PA1736	AE004091.2	1878980	1880185	+	1206	13	23	16	28
gene-PA1737	AE004091.2	1880199	1882343	+	2145	46	42	41	62
gene-PA1738	AE004091.2	1882595	1883509	-	915	70	93	21	83
gene-PA1739	AE004091.2	1883661	1884632	+	972	23	19	10	31
gene-PA1740	AE004091.2	1884655	1885653	+	999	25	32	18	29
gene-PA1741	AE004091.2	1885662	1886033	-	372	24	41	26	37
gene-PA1742	AE004091.2	1886278	1887000	+	723	488	657	143	421
gene-PA1743	AE004091.2	1887058	1887297	-	240	4	7	1	6
gene-PA1744	AE004091.2	1887325	1887543	-	219	8	15	6	10
gene-PA1745	AE004091.2	1887698	1888186	-	489	11	20	8	19
gene-PA1746	AE004091.2	1888407	1888913	+	507	33	39	26	53
gene-PA1747	AE004091.2	1888985	1889173	-	189	7	23	7	12
gene-PA1748	AE004091.2	1889323	1890012	-	690	44	55	26	53
gene-PA1749	AE004091.2	1890196	1890681	+	486	195	254	112	268
gene-PA1750	AE004091.2	1890739	1891815	-	1077	429	434	248	536
gene-PA1751	AE004091.2	1892133	1892510	+	378	56	85	17	44
gene-PA1752	AE004091.2	1892510	1893457	+	948	131	144	56	158
gene-PA1753	AE004091.2	1893620	1894117	+	498	103	97	35	101
gene-PA1754	AE004091.2	1894249	1895223	+	975	278	287	149	331
gene-PA1755	AE004091.2	1895280	1895627	-	348	54	56	45	101
gene-PA1756	AE004091.2	1895692	1896495	-	804	75	84	26	69
gene-PA1757	AE004091.2	1896630	1897247	+	618	95	128	53	178
gene-PA1758	AE004091.2	1897290	1898651	-	1362	143	191	73	236
gene-PA1759	AE004091.2	1898816	1901521	+	2706	339	428	213	507
gene-PA1760	AE004091.2	1901524	1904247	+	2724	63	92	80	208
gene-PA1761	AE004091.2	1904479	1904916	+	438	9	18	9	11
gene-PA1762	AE004091.2	1904995	1905756	+	762	32	30	22	35
gene-PA1763	AE004091.2	1905797	1906822	+	1026	19	35	14	34
gene-PA1764	AE004091.2	1906842	1908440	+	1599	23	38	9	27
gene-PA1765	AE004091.2	1908454	1909641	+	1188	18	16	12	24
gene-PA1766	AE004091.2	1909698	1910681	-	984	576	706	399	774
gene-PA1767	AE004091.2	1910685	1912211	-	1527	760	920	508	939
gene-PA1768	AE004091.2	1912217	1912756	-	540	221	303	160	374
gene-PA1769	AE004091.2	1913047	1913871	-	825	669	706	310	885
gene-PA1770	AE004091.2	1914037	1916412	+	2376	1535	1889	761	1727
gene-PA1771	AE004091.2	1916482	1917492	+	1011	44	76	70	134
gene-PA1772	AE004091.2	1917599	1918087	+	489	93	114	56	129
gene-PA1773	AE004091.2	1918275	1919273	+	999	274	401	156	400
gene-PA1774	AE004091.2	1919322	1919576	+	255	483	536	437	1017
gene-PA1775	AE004091.2	1919579	1920403	+	825	621	730	378	950
gene-PA1776	AE004091.2	1920568	1921065	+	498	1179	1295	625	1261
gene-PA1777	AE004091.2	1921174	1922226	+	1053	4672	5078	3622	4655
gene-PA1778	AE004091.2	1922295	1923032	-	738	16	14	15	25
gene-PA1779	AE004091.2	1923044	1925770	-	2727	26	33	25	25
gene-PA1780	AE004091.2	1925797	1926123	-	327	7	38	7	11
gene-PA1781	AE004091.2	1926176	1928626	-	2451	22	28	8	25
gene-PA1781.1	AE004091.2	1928666	1928886	-	221	0	4	0	6
gene-PA1782	AE004091.2	1928894	1930489	-	1596	4	11	4	7
gene-PA1783	AE004091.2	1930564	1931775	-	1212	7	7	3	8
gene-PA1784	AE004091.2	1932129	1932824	-	696	22	28	6	22
gene-PA1785	AE004091.2	1933054	1933632	-	579	2	16	0	7
gene-PA1786	AE004091.2	1933649	1934857	-	1209	11	6	9	16
gene-PA1787	AE004091.2	1935035	1937644	-	2610	1072	1368	605	1395
gene-PA1788	AE004091.2	1938026	1938493	+	468	134	172	50	132
gene-PA1789	AE004091.2	1938549	1939412	-	864	358	516	130	312
gene-PA1790	AE004091.2	1939583	1940206	+	624	97	174	48	126
gene-PA1791	AE004091.2	1940255	1941586	-	1332	207	252	115	211
gene-PA1792	AE004091.2	1941720	1942442	-	723	133	142	72	163
gene-PA1793	AE004091.2	1942447	1942944	-	498	262	312	170	334
gene-PA1794	AE004091.2	1943067	1944737	+	1671	769	789	471	873
gene-PA1795	AE004091.2	1944747	1946129	+	1383	808	982	518	922
gene-PA1796	AE004091.2	1946187	1947041	-	855	271	273	175	342
gene-PA1796.1	AE004091.2	1947320	1947396	+	77	92	89	276	208
gene-PA1796.2	AE004091.2	1947448	1947523	+	76	4049	4079	2814	3281
gene-PA1796.3	AE004091.2	1947578	1947662	+	85	4592	3732	4654	5717
gene-PA1796.4	AE004091.2	1947729	1947804	+	76	4635	4614	2947	3778
gene-PA1797	AE004091.2	1948502	1950334	-	1833	109	115	47	97
gene-PA1798	AE004091.2	1950439	1951725	-	1287	104	101	55	89
gene-PA1799	AE004091.2	1951726	1952433	-	708	129	158	58	141
gene-PA1800	AE004091.2	1952665	1953975	+	1311	1769	2028	1489	2587
gene-PA1801	AE004091.2	1954069	1954710	+	642	545	647	322	694
gene-PA1802	AE004091.2	1954815	1956095	+	1281	2074	2698	1834	3766
gene-PA1803	AE004091.2	1956227	1958623	+	2397	1119	1458	910	1755
gene-PA1804	AE004091.2	1958759	1959031	+	273	1681	1963	1349	1918
gene-PA1804.1	AE004091.2	1959083	1959159	+	77	209	263	251	403
gene-PA1805	AE004091.2	1959263	1961128	+	1866	544	675	360	838
gene-PA1806	AE004091.2	1961227	1962024	-	798	78	73	28	64
gene-PA1807	AE004091.2	1962046	1963656	-	1611	105	112	54	132
gene-PA1808	AE004091.2	1963658	1964677	-	1020	130	160	70	170
gene-PA1809	AE004091.2	1964682	1965764	-	1083	135	124	65	174
gene-PA1810	AE004091.2	1965771	1967618	-	1848	196	258	163	330
gene-PA1811	AE004091.2	1967615	1969444	-	1830	232	268	127	263
gene-PA1812	AE004091.2	1969635	1971239	-	1605	455	518	221	580
gene-PA1813	AE004091.2	1971317	1972093	-	777	81	75	38	124
gene-PA1814	AE004091.2	1972195	1972956	+	762	194	204	98	192
gene-PA1815	AE004091.2	1972959	1973405	+	447	120	185	141	261
gene-PA1816	AE004091.2	1973470	1974210	+	741	220	281	165	296
gene-PA1817	AE004091.2	1974238	1974627	-	390	65	77	43	102
gene-PA1818	AE004091.2	1974821	1977076	+	2256	198	262	150	327
gene-PA1819	AE004091.2	1977100	1978455	+	1356	146	150	97	184
gene-PA1820	AE004091.2	1978439	1979941	-	1503	88	125	48	125
gene-PA1821	AE004091.2	1980165	1980977	+	813	253	245	137	364
gene-PA1822	AE004091.2	1981017	1982705	+	1689	308	357	192	392
gene-PA1823	AE004091.2	1982705	1983541	+	837	195	243	145	262
gene-PA1824	AE004091.2	1983509	1984288	-	780	65	157	44	133
gene-PA1825	AE004091.2	1984389	1985033	+	645	31	53	27	58
gene-PA1826	AE004091.2	1985030	1985935	-	906	36	38	20	37
gene-PA1827	AE004091.2	1986067	1986828	+	762	5	11	4	4
gene-PA1828	AE004091.2	1986989	1987756	-	768	21	21	10	31
gene-PA1829	AE004091.2	1987781	1988851	-	1071	54	71	25	79
gene-PA1830	AE004091.2	1989109	1989423	-	315	97	118	95	160
gene-PA1831	AE004091.2	1989484	1990194	-	711	171	186	71	186
gene-PA1832	AE004091.2	1990428	1991453	+	1026	250	305	143	324
gene-PA1833	AE004091.2	1991512	1992504	+	993	99	117	38	104
gene-PA1834	AE004091.2	1992584	1993474	+	891	42	37	19	50
gene-PA1835	AE004091.2	1993461	1993898	-	438	13	20	3	16
gene-PA1836	AE004091.2	1994021	1994602	+	582	25	24	18	20
gene-PA1837	AE004091.2	1994667	1995164	-	498	86	81	17	84
gene-PA1838	AE004091.2	1995148	1996806	-	1659	374	507	128	406
gene-PA1839	AE004091.2	1997509	1998549	-	1041	58	105	39	59
gene-PA1840	AE004091.2	1998587	1998949	+	363	64	75	39	107
gene-PA1841	AE004091.2	1998963	1999460	+	498	84	113	25	120
gene-PA1842	AE004091.2	1999512	1999874	-	363	118	102	40	84
gene-PA1843	AE004091.2	1999889	2003593	-	3705	1188	1247	507	1119
gene-PA1844	AE004091.2	2003868	2004332	-	465	13	20	6	28
gene-PA1845	AE004091.2	2004374	2004892	-	519	22	19	10	23
gene-PA1846	AE004091.2	2005254	2007542	+	2289	349	419	254	478
gene-PA1847	AE004091.2	2007665	2008249	+	585	197	193	235	469
gene-PA1848	AE004091.2	2008308	2009477	-	1170	14	18	16	14
gene-PA1849	AE004091.2	2009482	2009724	-	243	3	8	2	5
gene-PA1850	AE004091.2	2009747	2010751	-	1005	61	83	13	52
gene-PA1851	AE004091.2	2011000	2012205	+	1206	50	69	18	46
gene-PA1852	AE004091.2	2012255	2012530	-	276	447	554	247	603
gene-PA1853	AE004091.2	2012815	2013678	+	864	73	75	37	86
gene-PA1854	AE004091.2	2013666	2014823	-	1158	29	40	15	36
gene-PA1855	AE004091.2	2014915	2015136	-	222	1	1	1	1
gene-PA1856	AE004091.2	2015139	2016581	-	1443	148	147	61	146
gene-PA1857	AE004091.2	2016928	2017851	-	924	151	157	48	130
gene-PA1858	AE004091.2	2017967	2018794	-	828	22	25	15	19
gene-PA1859	AE004091.2	2018803	2019690	-	888	38	53	27	32
gene-PA1860	AE004091.2	2019776	2020603	+	828	20	11	10	21
gene-PA1861	AE004091.2	2020625	2021710	-	1086	73	96	55	92
gene-PA1862	AE004091.2	2021712	2022398	-	687	71	60	45	75
gene-PA1863	AE004091.2	2022411	2023166	-	756	76	65	27	73
gene-PA1864	AE004091.2	2023281	2023931	-	651	14	20	5	20
gene-PA1865	AE004091.2	2024065	2025744	+	1680	60	92	66	145
gene-PA1866	AE004091.2	2025737	2028013	+	2277	106	156	74	176
gene-PA1867	AE004091.2	2028454	2028981	+	528	5	10	9	8
gene-PA1868	AE004091.2	2028968	2031298	+	2331	19	18	5	15
gene-PA1869	AE004091.2	2031466	2031705	+	240	35	33	18	27
gene-PA1870	AE004091.2	2031988	2032413	+	426	5	6	8	17
gene-PA1871	AE004091.2	2032695	2033951	+	1257	31	39	27	44
gene-PA1872	AE004091.2	2034066	2034857	-	792	81	81	31	111
gene-PA1873	AE004091.2	2034918	2035940	-	1023	16	19	2	17
gene-PA1874	AE004091.2	2036441	2043847	+	7407	69	90	36	95
gene-PA1875	AE004091.2	2043847	2045124	+	1278	16	15	3	17
gene-PA1876	AE004091.2	2045114	2047285	+	2172	24	30	12	33
gene-PA1877	AE004091.2	2047275	2048462	+	1188	13	17	6	9
gene-PA1878	AE004091.2	2048570	2049148	-	579	14	20	6	22
gene-PA1879	AE004091.2	2049237	2049791	-	555	14	19	12	12
gene-PA1880	AE004091.2	2049949	2052144	-	2196	24	24	19	45
gene-PA1881	AE004091.2	2052149	2052610	-	462	3	3	3	14
gene-PA1882	AE004091.2	2052941	2053264	+	324	46	45	23	54
gene-PA1883	AE004091.2	2053277	2053675	+	399	4	10	4	9
gene-PA1884	AE004091.2	2053672	2054223	-	552	7	18	8	17
gene-PA1885	AE004091.2	2054309	2054842	+	534	25	27	6	24
gene-PA1886	AE004091.2	2054911	2057274	+	2364	136	163	66	168
gene-PA1887	AE004091.2	2057278	2057946	-	669	18	34	15	40
gene-PA1888	AE004091.2	2057930	2059339	-	1410	18	39	20	35
gene-PA1889	AE004091.2	2059569	2060552	+	984	117	128	55	119
gene-PA1890	AE004091.2	2060566	2061189	-	624	99	98	59	122
gene-PA1891	AE004091.2	2061278	2061667	-	390	10	9	2	3
gene-PA1892	AE004091.2	2061664	2062401	-	738	31	20	9	11
gene-PA1893	AE004091.2	2062398	2064827	-	2430	39	67	11	44
gene-PA1894	AE004091.2	2064853	2065545	-	693	11	15	5	7
gene-PA1895	AE004091.2	2065493	2066767	-	1275	68	72	19	41
gene-PA1896	AE004091.2	2066786	2067955	-	1170	34	32	13	22
gene-PA1897	AE004091.2	2067961	2068728	-	768	20	24	7	27
gene-PA1898	AE004091.2	2069490	2070203	+	714	9	12	7	9
gene-PA1899	AE004091.2	2070685	2071173	+	489	1	3	1	4
gene-PA1900	AE004091.2	2071209	2071697	+	489	8	3	0	13
gene-PA1901	AE004091.2	2071721	2072938	+	1218	52	65	30	78
gene-PA1902	AE004091.2	2072935	2073558	+	624	0	1	1	1
gene-PA1903	AE004091.2	2073555	2075438	+	1884	10	10	5	16
gene-PA1904	AE004091.2	2075452	2076288	+	837	3	7	1	8
gene-PA1905	AE004091.2	2076311	2076958	+	648	8	6	3	11
gene-PA1906	AE004091.2	2077047	2077583	-	537	27	15	15	49
gene-PA1907	AE004091.2	2077626	2079266	-	1641	12	10	6	9
gene-PA1908	AE004091.2	2079263	2080474	-	1212	3	4	3	7
gene-PA1909	AE004091.2	2080661	2081812	-	1152	16	10	4	9
gene-PA1910	AE004091.2	2081853	2084267	-	2415	28	27	13	23
gene-PA1911	AE004091.2	2084476	2085426	-	951	12	24	14	23
gene-PA1912	AE004091.2	2085423	2085929	-	507	30	38	15	78
gene-PA1913	AE004091.2	2086021	2086701	-	681	166	152	96	206
gene-PA1914	AE004091.2	2086808	2088034	-	1227	11	24	13	23
gene-PA1915	AE004091.2	2088602	2090149	-	1548	77	91	29	71
gene-PA1916	AE004091.2	2090213	2091445	-	1233	5	9	5	11
gene-PA1917	AE004091.2	2091490	2091837	-	348	5	3	6	5
gene-PA1918	AE004091.2	2091850	2093250	-	1401	5	7	4	6
gene-PA1919	AE004091.2	2093444	2094142	-	699	15	8	2	12
gene-PA1920	AE004091.2	2094329	2096356	-	2028	45	62	13	37
gene-PA1921	AE004091.2	2096514	2097323	-	810	2	4	0	4
gene-PA1922	AE004091.2	2097491	2099452	+	1962	4	15	3	12
gene-PA1923	AE004091.2	2099452	2103297	+	3846	14	23	10	12
gene-PA1924	AE004091.2	2103294	2103770	+	477	6	3	3	6
gene-PA1925	AE004091.2	2103770	2104096	+	327	4	3	1	6
gene-PA1926	AE004091.2	2104597	2106447	+	1851	157	194	133	247
gene-PA1927	AE004091.2	2106580	2108880	+	2301	52	84	34	80
gene-PA1928	AE004091.2	2108942	2109511	-	570	3	12	6	5
gene-PA1929	AE004091.2	2109558	2109854	-	297	14	12	14	17
gene-PA1930	AE004091.2	2110226	2111521	+	1296	33	44	8	18
gene-PA1931	AE004091.2	2111691	2112203	+	513	16	17	4	12
gene-PA1932	AE004091.2	2112200	2113189	+	990	43	32	14	32
gene-PA1933	AE004091.2	2113186	2115390	+	2205	522	754	236	577
gene-PA1934	AE004091.2	2115885	2116265	+	381	9	10	7	10
gene-PA1935	AE004091.2	2117030	2117734	-	705	48	41	27	49
gene-PA1936	AE004091.2	2117897	2118097	+	201	15	26	14	33
gene-PA1937	AE004091.2	2118585	2118893	+	309	35	40	19	26
gene-PA1938	AE004091.2	2118926	2119747	+	822	103	111	23	51
gene-PA1939	AE004091.2	2120225	2122222	-	1998	1602	2043	746	1962
gene-PA1940	AE004091.2	2122579	2123718	-	1140	59	81	40	90
gene-PA1941	AE004091.2	2123897	2125792	-	1896	166	176	66	185
gene-PA1942	AE004091.2	2126104	2126334	-	231	24	33	7	31
gene-PA1943	AE004091.2	2126396	2127493	-	1098	33	56	18	53
gene-PA1944	AE004091.2	2127684	2129171	+	1488	45	92	30	73
gene-PA1945	AE004091.2	2129307	2130635	+	1329	31	33	17	46
gene-PA1946	AE004091.2	2130854	2131813	+	960	223	367	127	230
gene-PA1947	AE004091.2	2131835	2133367	+	1533	77	88	36	74
gene-PA1948	AE004091.2	2133391	2134389	+	999	64	82	56	104
gene-PA1949	AE004091.2	2134393	2135406	+	1014	125	180	74	165
gene-PA1950	AE004091.2	2135460	2136386	+	927	148	108	44	165
gene-PA1951	AE004091.2	2136520	2137785	-	1266	33	40	27	58
gene-PA1952	AE004091.2	2137846	2138598	-	753	1	4	1	4
gene-PA1953	AE004091.2	2138612	2139292	-	681	7	10	4	13
gene-PA1954	AE004091.2	2139354	2140376	-	1023	7	8	10	10
gene-PA1955	AE004091.2	2140433	2141002	-	570	5	6	6	4
gene-PA1956	AE004091.2	2140999	2141487	-	489	3	4	3	4
gene-PA1957	AE004091.2	2141790	2142317	-	528	26	19	15	29
gene-PA1958	AE004091.2	2142314	2142889	-	576	44	80	25	62
gene-PA1959	AE004091.2	2143173	2144006	+	834	194	261	83	203
gene-PA1960	AE004091.2	2144077	2144799	+	723	30	56	29	59
gene-PA1961	AE004091.2	2144810	2145745	-	936	36	46	21	34
gene-PA1962	AE004091.2	2145894	2146502	+	609	15	16	4	13
gene-PA1963	AE004091.2	2146609	2146875	+	267	113	133	85	220
gene-PA1964	AE004091.2	2146961	2148526	-	1566	263	269	229	395
gene-PA1965	AE004091.2	2148854	2149189	+	336	50	52	38	63
gene-PA1966	AE004091.2	2149472	2149843	+	372	20	28	5	22
gene-PA1967	AE004091.2	2149864	2150364	-	501	19	12	19	30
gene-PA1968	AE004091.2	2150524	2150781	+	258	32	34	20	38
gene-PA1969	AE004091.2	2150828	2151220	+	393	16	18	13	41
gene-PA1970	AE004091.2	2151287	2151526	-	240	3	7	4	15
gene-PA1971	AE004091.2	2151755	2153068	-	1314	81	93	48	132
gene-PA1972	AE004091.2	2153594	2155297	+	1704	13	12	5	10
gene-PA1973	AE004091.2	2155374	2157701	+	2328	22	38	17	47
gene-PA1974	AE004091.2	2157968	2159167	+	1200	11	18	6	15
gene-PA1975	AE004091.2	2159270	2160433	+	1164	6	15	3	7
gene-PA1976	AE004091.2	2160363	2163008	+	2646	13	11	15	17
gene-PA1977	AE004091.2	2163010	2163873	-	864	9	14	2	13
gene-PA1978	AE004091.2	2163883	2164548	-	666	19	25	18	53
gene-PA1979	AE004091.2	2165213	2165863	+	651	4	1	0	3
gene-PA1980	AE004091.2	2165876	2166553	+	678	7	4	5	6
gene-PA1981	AE004091.2	2166580	2167227	-	648	1	2	3	0
gene-PA1982	AE004091.2	2167281	2169152	-	1872	12	13	6	23
gene-PA1983	AE004091.2	2169464	2169901	+	438	1	5	2	1
gene-PA1984	AE004091.2	2169988	2171508	+	1521	12	15	9	33
gene-PA1985	AE004091.2	2171865	2171936	+	72	1	2	3	4
gene-PA1986	AE004091.2	2171989	2172903	+	915	11	19	10	28
gene-PA1987	AE004091.2	2172913	2173665	+	753	17	30	15	35
gene-PA1988	AE004091.2	2173662	2173940	+	279	4	15	3	12
gene-PA1989	AE004091.2	2173912	2175057	+	1146	9	15	9	25
gene-PA1990	AE004091.2	2175062	2176888	+	1827	7	15	4	14
gene-PA1991	AE004091.2	2176974	2178137	+	1164	53	80	44	104
gene-PA1992	AE004091.2	2178121	2179815	+	1695	26	43	19	69
gene-PA1993	AE004091.2	2179848	2181056	-	1209	39	57	31	62
gene-PA1994	AE004091.2	2181181	2181744	-	564	53	60	21	45
gene-PA1995	AE004091.2	2181741	2182097	-	357	18	33	18	26
gene-PA1996	AE004091.2	2182116	2182394	-	279	39	47	25	55
gene-PA1997	AE004091.2	2182452	2184407	-	1956	76	93	38	96
gene-PA1998	AE004091.2	2184475	2185395	-	921	22	28	14	37
gene-PA1999	AE004091.2	2185527	2186225	+	699	10	30	14	16
gene-PA2000	AE004091.2	2186260	2186916	+	657	7	33	2	7
gene-PA2001	AE004091.2	2187065	2188246	+	1182	31	37	14	27
gene-PA2002	AE004091.2	2188459	2189883	+	1425	8	30	9	25
gene-PA2003	AE004091.2	2190084	2190854	-	771	4	6	6	14
gene-PA2004	AE004091.2	2190891	2192282	-	1392	13	21	4	24
gene-PA2005	AE004091.2	2192544	2193989	-	1446	51	74	39	84
gene-PA2006	AE004091.2	2194058	2195410	-	1353	24	15	6	16
gene-PA2007	AE004091.2	2195494	2196132	-	639	22	26	11	30
gene-PA2008	AE004091.2	2196129	2197427	-	1299	60	87	27	76
gene-PA2009	AE004091.2	2197432	2198730	-	1299	117	159	59	142
gene-PA2010	AE004091.2	2198891	2199694	+	804	31	32	12	32
gene-PA2011	AE004091.2	2199762	2200664	-	903	63	51	19	42
gene-PA2012	AE004091.2	2200685	2202652	-	1968	41	43	24	54
gene-PA2013	AE004091.2	2202649	2203446	-	798	19	12	10	13
gene-PA2014	AE004091.2	2203460	2205067	-	1608	42	64	32	71
gene-PA2015	AE004091.2	2205190	2206353	-	1164	104	155	43	104
gene-PA2016	AE004091.2	2206402	2206806	-	405	357	441	59	276
gene-PA2017	AE004091.2	2206999	2207928	+	930	67	81	18	70
gene-PA2018	AE004091.2	2208169	2211306	-	3138	115	129	55	103
gene-PA2019	AE004091.2	2211322	2212512	-	1191	32	49	35	53
gene-PA2020	AE004091.2	2212677	2213309	+	633	66	90	49	107
gene-PA2021	AE004091.2	2213315	2213539	-	225	26	35	17	37
gene-PA2022	AE004091.2	2213693	2215054	+	1362	29	55	23	50
gene-PA2023	AE004091.2	2215102	2215941	+	840	237	232	111	267
gene-PA2024	AE004091.2	2216121	2216543	-	423	18	26	10	30
gene-PA2025	AE004091.2	2216688	2218043	+	1356	216	233	172	309
gene-PA2026	AE004091.2	2218098	2219099	-	1002	47	76	16	46
gene-PA2027	AE004091.2	2219253	2219645	-	393	11	10	2	8
gene-PA2028	AE004091.2	2219778	2220251	+	474	10	22	4	18
gene-PA2029	AE004091.2	2220275	2220574	+	300	1	11	7	14
gene-PA2030	AE004091.2	2220649	2220906	-	258	11	23	7	10
gene-PA2031	AE004091.2	2220903	2221157	-	255	12	19	0	4
gene-PA2032	AE004091.2	2221337	2222761	+	1425	108	119	36	94
gene-PA2033	AE004091.2	2222896	2223804	+	909	6	10	6	15
gene-PA2034	AE004091.2	2223804	2224478	+	675	6	9	4	10
gene-PA2035	AE004091.2	2224486	2226144	-	1659	13	16	14	17
gene-PA2036	AE004091.2	2226879	2227400	+	522	50	42	14	32
gene-PA2037	AE004091.2	2227541	2229001	+	1461	226	220	57	209
gene-PA2038	AE004091.2	2229126	2229440	-	315	25	39	19	28
gene-PA2039	AE004091.2	2229425	2230183	-	759	46	52	20	50
gene-PA2040	AE004091.2	2230689	2232065	+	1377	397	489	373	834
gene-PA2041	AE004091.2	2232222	2233592	+	1371	95	137	116	304
gene-PA2042	AE004091.2	2234080	2235309	+	1230	124	164	109	219
gene-PA2043	AE004091.2	2235430	2236332	+	903	42	60	49	97
gene-PA2044	AE004091.2	2236492	2238366	-	1875	143	159	81	174
gene-PA2045	AE004091.2	2238541	2238801	-	261	57	95	26	86
gene-PA2046	AE004091.2	2238860	2239267	-	408	3	5	0	4
gene-PA2047	AE004091.2	2240302	2241291	-	990	15	28	8	35
gene-PA2048	AE004091.2	2241705	2242112	+	408	15	16	9	15
gene-PA2049	AE004091.2	2242170	2243603	-	1434	102	115	54	124
gene-PA2050	AE004091.2	2244492	2244998	+	507	2	1	0	3
gene-PA2051	AE004091.2	2244995	2245948	+	954	6	0	1	3
gene-PA2052	AE004091.2	2245986	2246456	-	471	6	6	1	14
gene-PA2053	AE004091.2	2246496	2247158	-	663	1	5	0	3
gene-PA2054	AE004091.2	2247273	2248160	+	888	19	20	4	12
gene-PA2055	AE004091.2	2248167	2249582	-	1416	11	8	6	10
gene-PA2056	AE004091.2	2249693	2250595	+	903	34	50	21	37
gene-PA2057	AE004091.2	2251275	2253815	+	2541	26	39	18	38
gene-PA2058	AE004091.2	2253819	2255627	+	1809	5	9	6	13
gene-PA2059	AE004091.2	2255629	2256702	+	1074	7	9	3	17
gene-PA2060	AE004091.2	2256704	2257720	+	1017	3	3	1	6
gene-PA2061	AE004091.2	2257722	2259332	+	1611	14	7	4	17
gene-PA2062	AE004091.2	2259478	2260659	+	1182	21	23	12	12
gene-PA2063	AE004091.2	2260862	2262085	+	1224	72	103	63	119
gene-PA2064	AE004091.2	2262105	2263082	-	978	29	35	18	34
