# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_10070	NC_000964.3	1080150	1081340	-	1191	1178	957	2563	2051	3338	1238	1004	2523
gene-BSU_10080	NC_000964.3	1081413	1082804	-	1392	332	262	674	526	792	424	371	692
gene-BSU_10090	NC_000964.3	1082870	1083184	-	315	116	97	208	166	275	92	135	242
gene-BSU_10100	NC_000964.3	1083229	1083729	-	501	615	569	622	351	540	526	562	847
gene-BSU_10110	NC_000964.3	1083851	1085995	+	2145	1151	1206	3542	2793	4143	1639	1466	2947
gene-BSU_10120	NC_000964.3	1086117	1087178	+	1062	3535	2431	5375	3796	5410	2826	3798	5608
gene-BSU_10130	NC_000964.3	1087250	1088182	+	933	5839	5046	8745	6474	9562	6069	7050	9237
gene-BSU_10140	NC_000964.3	1088197	1089609	+	1413	8586	6372	12566	9518	13837	7502	9285	12678
gene-BSU_10150	NC_000964.3	1089755	1090330	+	576	311	723	2154	1756	2844	666	500	1771
gene-BSU_10160	NC_000964.3	1090401	1092728	+	2328	2060	4033	11937	10374	15339	4189	3202	9011
gene-BSU_10170	NC_000964.3	1092770	1093747	-	978	1452	1961	958	735	973	2386	1866	818
gene-BSU_10180	NC_000964.3	1093874	1094650	+	777	114	76	172	158	240	134	101	200
gene-BSU_10200	NC_000964.3	1095063	1096103	+	1041	1370	1743	1369	1052	1763	2504	1424	1647
gene-BSU_10210	NC_000964.3	1096116	1096523	+	408	483	676	543	398	597	916	540	569
gene-BSU_10220	NC_000964.3	1096560	1097849	-	1290	15025	24115	16503	13336	23168	26310	21709	17599
gene-BSU_10230	NC_000964.3	1098120	1098260	-	141	0	12	28	22	20	22	19	18
gene-BSU_10240	NC_000964.3	1098412	1099146	+	735	1834	2056	974	581	1174	2776	2101	1887
gene-BSU_10250	NC_000964.3	1099159	1100154	+	996	4377	4809	2265	1438	2687	6976	4495	3682
gene-BSU_10260	NC_000964.3	1100219	1100863	+	645	3849	4026	2496	1699	2981	5183	3762	3408
gene-BSU_10270	NC_000964.3	1100980	1102521	+	1542	117	218	288	234	305	355	172	233
gene-BSU_10280	NC_000964.3	1102560	1102955	-	396	49	23	96	81	96	41	72	101
gene-BSU_10290	NC_000964.3	1103104	1104384	+	1281	169	256	641	477	615	318	293	413
gene-BSU_10300	NC_000964.3	1104423	1105568	-	1146	135	133	290	213	318	216	152	276
gene-BSU_10310	NC_000964.3	1106003	1106452	+	450	106	224	190	123	215	214	198	153
gene-BSU_10320	NC_000964.3	1106524	1107516	+	993	3784	3166	2868	2311	3655	3919	2980	3781
gene-BSU_10330	NC_000964.3	1107733	1108704	+	972	8673	11694	7300	5560	9892	13350	11736	7921
gene-BSU_10340	NC_000964.3	1108736	1109317	-	582	849	739	778	531	880	768	870	1111
gene-BSU_10350	NC_000964.3	1109388	1110482	-	1095	522	341	579	393	586	549	540	646
gene-BSU_10360	NC_000964.3	1110479	1111918	-	1440	430	402	818	596	929	570	407	774
gene-BSU_10370	NC_000964.3	1111925	1112485	-	561	24	40	179	152	205	124	44	107
gene-BSU_10380	NC_000964.3	1112620	1113918	-	1299	2635	2441	3744	2436	3618	2591	3233	3518
gene-BSU_10390	NC_000964.3	1114057	1115586	-	1530	52	60	568	483	636	201	90	428
gene-BSU_10400	NC_000964.3	1115698	1116555	+	858	19	24	426	376	504	108	56	303
gene-BSU_10410	NC_000964.3	1116583	1116816	-	234	14	21	161	132	234	38	45	127
gene-BSU_10420	NC_000964.3	1117109	1117687	+	579	160	145	338	220	318	135	209	298
gene-BSU_10430	NC_000964.3	1117734	1118633	-	900	403	563	410	345	477	444	373	400
gene-BSU_10440	NC_000964.3	1118850	1119119	+	270	171	180	350	258	426	155	179	377
gene-BSU_10450	NC_000964.3	1119162	1120631	-	1470	389	394	2514	2178	3335	571	356	2131
gene-BSU_10460	NC_000964.3	1120628	1120828	-	201	29	58	457	363	594	92	70	378
gene-BSU_10470	NC_000964.3	1121036	1121398	-	363	29	76	403	319	612	79	67	367
gene-BSU_10480	NC_000964.3	1121550	1122173	+	624	1174	1613	3226	2635	3623	1831	1839	2594
gene-BSU_10490	NC_000964.3	1122175	1122681	+	507	871	1237	1984	1639	2351	1261	1328	1641
gene-BSU_10500	NC_000964.3	1122862	1124361	+	1500	402	306	1155	966	1223	497	353	883
gene-BSU_10510	NC_000964.3	1124438	1124965	+	528	106	153	278	238	318	131	144	283
gene-BSU_10520	NC_000964.3	1125123	1126328	-	1206	66	187	569	398	632	198	188	436
gene-BSU_10530	NC_000964.3	1126400	1127452	-	1053	63	128	278	210	307	187	108	292
gene-BSU_10540	NC_000964.3	1127466	1128314	-	849	43	82	301	218	357	88	92	244
gene-BSU_10550	NC_000964.3	1128286	1129611	-	1326	33	103	620	456	712	164	135	474
gene-BSU_10560	NC_000964.3	1129715	1130704	+	990	121	278	1397	1086	1610	281	303	1079
gene-BSU_10570	NC_000964.3	1130918	1132072	-	1155	886	930	2792	2176	3627	1629	1027	2229
gene-BSU_10580	NC_000964.3	1132179	1133384	-	1206	65	120	1011	895	1288	209	94	807
gene-BSU_10590	NC_000964.3	1133498	1135225	+	1728	443	495	1818	1545	2444	594	534	1692
gene-BSU_10600	NC_000964.3	1135255	1135581	-	327	24	33	113	76	110	54	40	106
gene-BSU_10610	NC_000964.3	1135699	1136136	-	438	44	21	158	107	149	60	39	173
gene-BSU_10620	NC_000964.3	1136320	1139820	+	3501	4072	5416	11193	9441	13846	6000	3959	9477
gene-BSU_10630	NC_000964.3	1139807	1143505	+	3699	7081	10013	21044	17619	25145	11765	8210	17499
gene-BSU_10640	NC_000964.3	1143577	1144752	+	1176	2074	1789	2066	1481	2459	2275	1865	2437
gene-BSU_10650	NC_000964.3	1144749	1148141	+	3393	6195	5903	7321	6030	8722	6996	6132	7941
gene-BSU_10660	NC_000964.3	1148155	1148457	+	303	684	624	965	601	1024	742	660	927
gene-BSU_10670	NC_000964.3	1148494	1148712	-	219	33	75	213	201	265	90	50	209
gene-BSU_10680	NC_000964.3	1148744	1149145	-	402	68	95	381	354	477	175	104	333
gene-BSU_10690	NC_000964.3	1149145	1149321	-	177	55	43	256	212	286	114	117	214
gene-BSU_10700	NC_000964.3	1149318	1149935	-	618	106	106	571	466	634	204	152	379
gene-BSU_10710	NC_000964.3	1149958	1150191	-	234	39	58	290	246	304	111	84	241
gene-BSU_10720	NC_000964.3	1150206	1150427	-	222	22	60	230	163	277	83	66	172
gene-BSU_10730	NC_000964.3	1150850	1151020	-	171	6	401	57	76	89	81	65	52
gene-BSU_10740	NC_000964.3	1151166	1152089	-	924	13	225	90	92	109	133	45	60
gene-BSU_10750	NC_000964.3	1152244	1153149	+	906	902	698	468	318	536	590	509	1180
gene-BSU_10760	NC_000964.3	1153265	1153621	+	357	268	319	200	116	223	213	293	378
gene-BSU_10770	NC_000964.3	1153789	1156473	+	2685	17448	23741	15706	12862	25777	24327	17401	17597
gene-BSU_10780	NC_000964.3	1156504	1157091	-	588	25	55	111	92	105	70	75	90
gene-BSU_10790	NC_000964.3	1157237	1159081	+	1845	104	119	414	326	428	211	166	320
gene-BSU_10800	NC_000964.3	1159211	1159690	-	480	36	54	103	38	104	61	73	98
gene-BSU_10810	NC_000964.3	1159922	1160746	+	825	229	367	411	410	569	370	298	393
gene-BSU_10820	NC_000964.3	1160776	1162143	-	1368	310	363	784	594	979	446	388	685
gene-BSU_10830	NC_000964.3	1162267	1163130	+	864	278	352	662	490	655	330	326	492
gene-BSU_10840	NC_000964.3	1163148	1164161	+	1014	485	550	1255	973	1303	690	619	1000
gene-BSU_10850	NC_000964.3	1164370	1165398	+	1029	98	247	247	202	276	319	127	136
gene-BSU_10860	NC_000964.3	1165449	1165958	-	510	66	84	278	241	365	87	81	284
gene-BSU_10870	NC_000964.3	1166008	1166670	-	663	33	79	454	365	621	125	90	401
gene-BSU_10880	NC_000964.3	1166737	1168191	+	1455	836	645	1528	1169	1902	750	698	1402
gene-BSU_10890	NC_000964.3	1168199	1168837	-	639	1030	1007	1105	853	1134	980	890	1234
gene-BSU_10900	NC_000964.3	1169043	1169849	+	807	123	78	153	120	135	150	122	155
gene-BSU_10910	NC_000964.3	1169877	1170476	-	600	81	63	168	119	155	81	65	122
gene-BSU_10920	NC_000964.3	1170473	1171642	-	1170	135	113	292	264	310	201	122	290
gene-BSU_10930	NC_000964.3	1171755	1172465	-	711	49	50	199	187	227	85	62	168
gene-BSU_10940	NC_000964.3	1172650	1173336	+	687	39	42	183	167	165	116	54	128
gene-BSU_10950	NC_000964.3	1173333	1174091	+	759	31	34	127	89	114	100	42	97
gene-BSU_10960	NC_000964.3	1174136	1174765	-	630	27	39	106	96	98	113	45	91
gene-BSU_10970	NC_000964.3	1174861	1175976	-	1116	161	153	348	272	434	188	148	374
gene-BSU_10980	NC_000964.3	1175985	1177253	-	1269	128	99	355	255	448	197	96	285
gene-BSU_10990	NC_000964.3	1177365	1178213	-	849	832	735	1031	715	1097	913	900	1243
gene-BSU_11000	NC_000964.3	1178218	1178667	-	450	433	315	393	312	476	388	419	522
gene-BSU_11010	NC_000964.3	1178757	1180595	-	1839	189	312	448	350	455	504	259	427
gene-BSU_misc_RNA_12	NC_000964.3	1180685	1180802	-	118	133	226	146	80	133	131	181	227
gene-BSU_11020	NC_000964.3	1180909	1181400	-	492	415	588	422	218	319	394	501	655
gene-BSU_11030	NC_000964.3	1181499	1182395	+	897	1099	1075	984	588	883	790	1138	1122
gene-BSU_11040	NC_000964.3	1182448	1183032	-	585	25	48	82	35	67	57	43	50
gene-BSU_11055	NC_000964.3	1183029	1183958	-	930	58	69	170	112	139	133	109	149
gene-BSU_11070	NC_000964.3	1183943	1184479	-	537	36	44	162	74	142	88	54	115
gene-BSU_11079	NC_000964.3	1184657	1185004	+	348	178	227	474	327	457	308	256	369
gene-BSU_11080	NC_000964.3	1185001	1185588	+	588	394	528	1013	859	1014	597	563	890
gene-BSU_11090	NC_000964.3	1185608	1185901	+	294	67	197	310	270	345	149	174	283
gene-BSU_11100	NC_000964.3	1186037	1187653	+	1617	60	70	227	155	271	179	109	171
gene-BSU_11110	NC_000964.3	1187700	1188551	-	852	916	1304	1483	1070	1664	1285	1359	1532
gene-BSU_11120	NC_000964.3	1188689	1189531	+	843	991	1413	2113	1569	2452	1606	1695	1769
gene-BSU_11130	NC_000964.3	1189646	1190005	+	360	340	505	679	423	774	513	644	586
gene-BSU_11139	NC_000964.3	1190036	1190233	-	198	598	437	492	305	637	502	476	778
gene-BSU_11140	NC_000964.3	1190490	1191302	-	813	2346	1465	1494	897	1430	1764	1929	2493
gene-BSU_11150	NC_000964.3	1191423	1192190	+	768	1172	1021	876	499	824	1273	1276	1345
gene-BSU_11160	NC_000964.3	1192254	1192562	+	309	789	643	534	304	523	660	752	788
gene-BSU_11170	NC_000964.3	1192858	1194288	+	1431	1609	1892	2402	2043	3073	1855	1959	2483
gene-BSU_11180	NC_000964.3	1194333	1194827	+	495	451	611	779	554	1002	577	641	804
gene-BSU_11190	NC_000964.3	1195034	1196071	+	1038	71	94	331	248	370	137	78	258
gene-BSU_11200	NC_000964.3	1196091	1197311	+	1221	94	92	401	290	394	186	74	252
gene-BSU_11210	NC_000964.3	1197326	1198102	+	777	25	46	184	169	173	83	58	131
gene-BSU_11220	NC_000964.3	1198099	1199256	+	1158	43	73	332	274	441	169	92	267
gene-BSU_11230	NC_000964.3	1199327	1200388	+	1062	70	84	613	594	686	162	103	395
gene-BSU_11240	NC_000964.3	1200381	1203473	+	3093	204	211	764	707	829	359	302	694
gene-BSU_11250	NC_000964.3	1203461	1204420	+	960	80	87	260	232	290	174	100	224
gene-BSU_11260	NC_000964.3	1204506	1204685	+	180	15	36	99	76	93	49	53	54
gene-BSU_11270	NC_000964.3	1204731	1204916	-	186	48	271	147	102	198	116	193	116
gene-BSU_11280	NC_000964.3	1205165	1205899	+	735	70	116	321	219	360	166	103	245
gene-BSU_11290	NC_000964.3	1205981	1206538	+	558	11	33	117	78	112	50	48	128
gene-BSU_11300	NC_000964.3	1206629	1207582	+	954	1707	2562	3945	3073	4630	2235	2501	3984
gene-BSU_11310	NC_000964.3	1207597	1207788	+	192	730	894	1414	1028	1529	647	885	1525
gene-BSU_11320	NC_000964.3	1207818	1208057	-	240	139	271	668	465	738	194	322	649
gene-BSU_11330	NC_000964.3	1208222	1209160	+	939	7491	9239	9046	6016	9407	9727	9948	8642
gene-BSU_11340	NC_000964.3	1209183	1210424	+	1242	10377	12980	12302	7686	12102	13590	12835	10774
gene-BSU_11350	NC_000964.3	1210500	1211285	+	786	7	25	84	89	114	88	25	76
gene-BSU_11360	NC_000964.3	1211477	1212463	+	987	117	228	5309	4323	6998	283	152	4531
gene-BSU_11370	NC_000964.3	1212460	1213449	+	990	157	301	6156	5282	8173	400	195	5077
gene-BSU_11390	NC_000964.3	1215243	1216193	+	951	200	319	5152	4581	7043	378	302	4256
gene-BSU_11400	NC_000964.3	1216210	1217121	+	912	174	299	4901	4157	6792	382	287	3992
gene-BSU_11410	NC_000964.3	1217326	1218078	+	753	53	27	255	171	300	66	59	271
gene-BSU_11420	NC_000964.3	1218113	1219105	-	993	3287	3235	2532	1873	2822	2842	3135	3931
gene-BSU_misc_RNA_13	NC_000964.3	1219164	1219378	-	215	255	298	229	215	364	198	312	406
gene-BSU_11430	NC_000964.3	1219849	1221486	+	1638	7416	10995	13232	9941	16710	13837	8208	15235
gene-BSU_11440	NC_000964.3	1221594	1222529	+	936	1126	1167	5269	4163	6511	1436	1283	4989
gene-BSU_11450	NC_000964.3	1222533	1223450	+	918	1553	1481	7886	6361	9759	1746	1482	7220
gene-BSU_11460	NC_000964.3	1223455	1224531	+	1077	2765	2757	13429	11134	16718	3659	2877	12363
gene-BSU_11470	NC_000964.3	1224533	1225450	+	918	1996	2342	9225	7779	12378	2641	2086	8943
gene-BSU_11480	NC_000964.3	1225557	1226774	+	1218	165	217	810	710	1001	362	259	716
gene-BSU_11490	NC_000964.3	1226938	1227516	+	579	6400	20694	8802	6768	10277	20818	12552	9018
gene-BSU_11500	NC_000964.3	1227697	1228092	+	396	4283	12702	7788	5712	9144	13158	7701	7175
gene-BSU_11510	NC_000964.3	1228135	1228791	-	657	680	1152	5301	4864	7252	1127	975	4358
gene-BSU_11515	NC_000964.3	1228961	1229101	+	141	440	967	1987	1523	2320	669	1009	1878
gene-BSU_11520	NC_000964.3	1229068	1229724	+	657	1811	3419	6111	4110	6666	2393	3247	5835
gene-BSU_11525	NC_000964.3	1229719	1229841	-	123	82	264	265	200	294	110	111	230
gene-BSU_11530	NC_000964.3	1229915	1231036	+	1122	131	296	1170	933	1276	309	237	778
gene-BSU_11540	NC_000964.3	1231083	1233095	+	2013	6411	6330	4586	3366	5154	8216	5960	6966
gene-BSU_11549	NC_000964.3	1233133	1233300	-	168	58	107	152	121	192	120	72	134
gene-BSU_misc_RNA_67	NC_000964.3	1233405	1233543	+	139	165	240	231	175	305	88	161	221
gene-BSU_11550	NC_000964.3	1233614	1234513	-	900	4073	5892	9633	7409	10937	6549	5316	9064
gene-BSU_11560	NC_000964.3	1234510	1234908	-	399	2452	3051	5547	4353	6496	3614	3242	5425
gene-BSU_11570	NC_000964.3	1235163	1235708	-	546	2135	2505	5324	3806	5975	2299	2450	3993
gene-BSU_11580	NC_000964.3	1235912	1236484	-	573	941	1281	2302	1791	2756	1327	1331	1994
gene-BSU_11590	NC_000964.3	1236609	1236977	+	369	329	608	397	309	471	605	520	550
gene-BSU_11600	NC_000964.3	1237006	1237641	+	636	1424	2096	1658	1281	2110	2342	1739	2104
gene-BSU_11610	NC_000964.3	1237660	1238460	+	801	1913	2724	2844	2103	3654	3234	2373	3404
gene-BSU_11620	NC_000964.3	1238523	1239374	+	852	2900	3216	3876	3193	5063	3804	2996	4286
gene-BSU_11630	NC_000964.3	1239387	1240121	-	735	188	162	344	291	395	275	196	398
gene-BSU_11640	NC_000964.3	1240356	1242200	+	1845	4250	2182	3018	1403	2173	2993	4782	4589
gene-BSU_misc_RNA_14	NC_000964.3	1242262	1242370	+	109	401	297	312	173	220	309	545	530
gene-BSU_11650	NC_000964.3	1242449	1243159	+	711	111	100	258	191	266	152	120	248
gene-BSU_11660	NC_000964.3	1243134	1243751	+	618	164	167	402	358	461	233	207	394
gene-BSU_11670	NC_000964.3	1243735	1244844	+	1110	256	240	728	514	760	305	269	645
gene-BSU_11680	NC_000964.3	1244844	1245044	+	201	58	78	181	123	185	96	61	142
gene-BSU_11690	NC_000964.3	1245041	1245811	+	771	188	181	632	441	691	271	208	567
gene-BSU_11700	NC_000964.3	1245808	1246818	+	1011	319	306	872	771	926	328	375	735
gene-BSU_11710	NC_000964.3	1246837	1247652	+	816	351	264	863	704	864	349	402	716
gene-BSU_11720	NC_000964.3	1247788	1248564	+	777	9292	13952	9659	6099	10101	11865	14639	8362
gene-BSU_11730	NC_000964.3	1248665	1249348	+	684	187	194	387	314	399	292	278	334
gene-BSU_11740	NC_000964.3	1249442	1249888	-	447	19	22	46	30	57	39	36	44
gene-BSU_11750	NC_000964.3	1250016	1250504	-	489	36	24	184	121	186	71	70	150
gene-BSU_11760	NC_000964.3	1250656	1251174	-	519	51	57	190	120	186	43	74	144
gene-BSU_11770	NC_000964.3	1251273	1251590	-	318	18	16	139	125	159	37	42	115
gene-BSU_11780	NC_000964.3	1251631	1252017	-	387	23	28	148	131	156	41	38	128
gene-BSU_11790	NC_000964.3	1252177	1252533	+	357	51	53	240	133	270	89	88	197
gene-BSU_11799	NC_000964.3	1252815	1253021	+	207	3	19	45	60	67	39	6	39
gene-BSU_11800	NC_000964.3	1252858	1253073	+	216	3	16	47	59	73	40	7	43
gene-BSU_11809	NC_000964.3	1253103	1253252	+	150	5	10	40	38	38	28	16	28
gene-BSU_11810	NC_000964.3	1253385	1253639	+	255	7	18	37	48	44	19	17	39
gene-BSU_11820	NC_000964.3	1253713	1255992	-	2280	1318	1402	2282	1837	2764	1402	1688	2325
gene-BSU_11839	NC_000964.3	1256109	1256363	+	255	22	48	78	89	67	39	42	73
gene-BSU_11840	NC_000964.3	1256436	1256858	-	423	325	456	623	472	646	300	278	683
gene-BSU_11850	NC_000964.3	1256862	1257377	-	516	633	846	1453	1271	1674	775	536	1501
gene-BSU_11860	NC_000964.3	1257414	1258136	-	723	1017	1157	2129	1759	2468	1104	765	2109
gene-BSU_misc_RNA_15	NC_000964.3	1258304	1258424	+	121	33	66	86	69	122	63	34	69
gene-BSU_11870	NC_000964.3	1258492	1259613	+	1122	735	926	2119	1829	2817	1433	746	1954
gene-BSU_11880	NC_000964.3	1259606	1260778	+	1173	1170	1360	3739	3053	4694	2184	1004	3095
gene-BSU_11890	NC_000964.3	1260811	1261356	-	546	133	156	1041	831	1301	241	153	853
gene-BSU_11900	NC_000964.3	1261426	1262616	-	1191	146	268	1299	1054	1527	346	219	1048
gene-BSU_tRNA_83	NC_000964.3	1262789	1262861	+	73	151	216	156	59	201	71	87	100
gene-BSU_11910	NC_000964.3	1263702	1264931	-	1230	1957	17707	9004	8082	12300	13224	12768	5513
gene-BSU_11920	NC_000964.3	1265057	1265377	+	321	58	578	430	274	395	230	302	274
gene-BSU_11928	NC_000964.3	1265530	1265661	+	132	26	95	122	100	114	90	88	96
gene-BSU_11929	NC_000964.3	1265677	1265850	+	174	35	124	131	119	109	101	104	133
gene-BSU_11930	NC_000964.3	1265887	1266348	+	462	131	251	458	306	310	293	212	227
gene-BSU_11940	NC_000964.3	1266614	1267117	+	504	86	789	869	607	764	610	707	632
gene-BSU_11950	NC_000964.3	1267129	1267413	+	285	78	530	507	365	489	364	468	384
gene-BSU_11960	NC_000964.3	1267574	1268101	+	528	79	221	296	287	241	166	183	125
gene-BSU_11970	NC_000964.3	1268275	1268592	+	318	155	477	366	195	289	332	389	428
gene-BSU_11980	NC_000964.3	1268829	1269584	+	756	728	1422	1063	709	969	1370	1224	1361
gene-BSU_11990	NC_000964.3	1269733	1270080	-	348	30	158	284	170	199	142	129	157
gene-BSU_12000	NC_000964.3	1270631	1272577	+	1947	3732	29004	6209	14027	18948	17383	10097	4116
gene-BSU_12010	NC_000964.3	1272725	1274677	+	1953	8337	43680	7869	17879	49062	46798	8344	6495
gene-BSU_12020	NC_000964.3	1274692	1275639	+	948	3137	26014	3802	9877	29593	29993	4381	3165
gene-BSU_12030	NC_000964.3	1275809	1276291	+	483	1364	12765	1970	4563	13845	14058	2574	1584
gene-BSU_12040	NC_000964.3	1276337	1276843	-	507	194	1376	648	844	1530	747	482	518
gene-BSU_12050	NC_000964.3	1277062	1277457	-	396	104	797	410	530	786	378	254	301
gene-BSU_12060	NC_000964.3	1277686	1278165	+	480	182	705	709	581	996	420	380	556
gene-BSU_12069	NC_000964.3	1278205	1278399	-	195	90	223	438	287	529	182	187	322
gene-BSU_12070	NC_000964.3	1278565	1278894	-	330	94	241	566	364	657	226	299	458
gene-BSU_12080	NC_000964.3	1279514	1280503	-	990	98	99	333	278	380	175	281	282
gene-BSU_12090	NC_000964.3	1280626	1280874	-	249	14	24	77	16	43	36	30	34
gene-BSU_12100	NC_000964.3	1281128	1282531	+	1404	839	4496	4151	3876	5176	2579	2547	3301
gene-BSU_12110	NC_000964.3	1282571	1283044	-	474	147	182	880	685	1076	230	241	703
gene-BSU_12120	NC_000964.3	1283169	1283336	-	168	110	101	430	301	613	89	117	327
gene-BSU_12130	NC_000964.3	1283463	1284362	+	900	103	160	736	584	955	205	153	550
gene-BSU_12140	NC_000964.3	1284371	1284769	-	399	133	97	487	330	526	175	203	423
gene-BSU_12150	NC_000964.3	1284870	1285445	-	576	22	30	121	149	146	73	40	77
gene-BSU_12160	NC_000964.3	1285591	1288548	+	2958	396	853	862	649	921	875	535	615
gene-BSU_12170	NC_000964.3	1288541	1289101	+	561	91	203	199	154	181	188	95	129
gene-BSU_12180	NC_000964.3	1289298	1289939	+	642	22	50	74	42	61	66	26	85
gene-BSU_12190	NC_000964.3	1290018	1290644	+	627	45	65	170	121	139	172	60	121
gene-BSU_12200	NC_000964.3	1290675	1290953	-	279	5	12	20	15	32	33	23	42
gene-BSU_12210	NC_000964.3	1291344	1292534	+	1191	561	512	670	470	748	965	546	750
gene-BSU_12220	NC_000964.3	1292557	1293735	+	1179	678	725	779	683	977	1125	701	891
gene-BSU_12229	NC_000964.3	1293776	1293964	-	189	61	55	80	50	73	74	60	85
gene-BSU_12230	NC_000964.3	1294138	1294950	+	813	1358	822	872	496	754	714	900	1332
gene-BSU_12240	NC_000964.3	1294996	1295748	-	753	520	548	953	765	1042	603	706	872
gene-BSU_12250	NC_000964.3	1295748	1296500	-	753	414	478	791	644	799	555	612	741
gene-BSU_12260	NC_000964.3	1296620	1297594	-	975	1032	931	1357	962	1195	954	1273	1336
gene-BSU_12270	NC_000964.3	1297726	1298223	+	498	115	134	376	290	404	154	162	308
gene-BSU_12280	NC_000964.3	1298612	1299034	+	423	4655	9222	9047	6985	11985	10092	8695	7262
gene-BSU_12290	NC_000964.3	1299074	1300252	+	1179	16345	25125	26575	21161	35230	29263	24856	21951
gene-BSU_12300	NC_000964.3	1300450	1301871	+	1422	61	396	215	247	338	441	167	89
gene-BSU_12310	NC_000964.3	1301939	1303318	+	1380	51	162	209	172	200	228	124	141
gene-BSU_12320	NC_000964.3	1303423	1304436	+	1014	29	68	208	218	250	107	50	162
gene-BSU_12330	NC_000964.3	1304442	1305461	+	1020	60	126	402	310	427	223	76	282
gene-BSU_12340	NC_000964.3	1305486	1306565	+	1080	52	107	396	316	437	218	108	321
gene-BSU_12350	NC_000964.3	1306562	1307398	+	837	37	82	611	307	376	217	75	263
gene-BSU_12360	NC_000964.3	1307446	1308714	+	1269	108	155	552	501	678	286	139	396
gene-BSU_12370	NC_000964.3	1308802	1309803	+	1002	333	488	888	736	996	514	510	698
gene-BSU_12380	NC_000964.3	1309880	1311322	+	1443	68	178	747	654	815	231	128	569
gene-BSU_12390	NC_000964.3	1311319	1312812	+	1494	127	189	1308	1087	1668	341	231	982
gene-BSU_12400	NC_000964.3	1312851	1313615	-	765	61	75	1014	753	1201	185	87	779
gene-BSU_12410	NC_000964.3	1313840	1314304	-	465	933	1272	652	240	556	888	1025	1254
gene-BSU_12420	NC_000964.3	1314453	1315724	+	1272	2201	4478	2415	1418	1391	3719	4356	1578
gene-BSU_12430	NC_000964.3	1315869	1317005	+	1137	283	1307	4318	3820	5447	1236	885	3155
gene-BSU_12440	NC_000964.3	1316995	1317129	+	135	31	124	476	371	546	118	88	340
gene-BSU_12450	NC_000964.3	1317157	1317414	-	258	13	24	141	107	130	57	34	98
gene-BSU_12460	NC_000964.3	1317535	1318488	+	954	16627	19156	32329	23415	27841	20846	16160	20853
gene-BSU_12470	NC_000964.3	1318528	1318905	-	378	1736	2266	4407	3006	3245	2083	1922	2902
gene-BSU_12480	NC_000964.3	1319011	1319613	+	603	1507	1908	4754	3220	4194	1686	1368	3171
gene-BSU_12490	NC_000964.3	1319690	1320526	+	837	2248	2698	8202	5759	7799	2577	2272	5484
gene-BSU_12500	NC_000964.3	1320570	1321166	-	597	658	874	2609	1826	2391	798	873	1851
gene-BSU_12510	NC_000964.3	1321329	1321670	-	342	98	222	574	374	474	252	274	436
gene-BSU_12519	NC_000964.3	1321848	1322027	+	180	154	264	409	317	362	286	269	248
gene-BSU_12520	NC_000964.3	1322014	1322850	+	837	1223	1505	2735	2331	2404	1971	1413	1663
gene-BSU_12530	NC_000964.3	1322750	1323550	+	801	1701	2214	4862	3871	4174	3228	2347	2760
gene-BSU_12539	NC_000964.3	1323550	1323717	+	168	493	781	1522	1284	1291	1028	796	909
